actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
593,PT05M02.00S,2023-01-22T22:39:27.2Z,4,REGULAR,3pt,Jump Shot,[],1629639,7.5722733245729295,3.6764705882352944,1610612748,84,82,2023-01-22T22:44:23Z,5830000,False,232.0,19.0,1,left,T. Herro 3PT  (26 PTS) (J. Butler 2 AST),"[1629639, 202710]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,Right Corner 3,24+ Right,,,,23.24,Made,26.0,,,,,J. Butler,202710.0,2.0,,,,,,,
595,PT04M41.00S,2023-01-22T22:39:48.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630700,93.9060446780552,47.30392156862745,1610612740,84,84,2023-01-22T22:39:54Z,5850000,False,-13.0,5.0,1,right,D. Daniels Layup (9 PTS),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,1.43,Made,9.0,,,,,,,,,,,,,,
596,PT04M24.00S,2023-01-22T22:40:09.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630530,,,1610612748,84,84,2023-01-22T22:40:18Z,5860000,False,,,0,,T. Murphy III shooting personal FOUL (4 PF) (Butler 2 FT),"[1630530, 202710]",1610612740.0,NOP,shooting,,,Murphy III,T. Murphy III,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,1662.0,4.0,0.0,Butler,202710.0
598,PT04M24.00S,2023-01-22T22:40:38.5Z,4,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,85,84,2023-01-22T22:40:38Z,5880000,False,,,0,,J. Butler Free Throw 1 of 2 (17 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,Made,17.0,,,,,,,,,,,,,,
599,PT04M24.00S,2023-01-22T22:41:00.7Z,4,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,86,84,2023-01-22T22:41:00Z,5890000,False,,,0,,J. Butler Free Throw 2 of 2 (18 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,Made,18.0,,,,,,,,,,,,,,
600,PT04M08.00S,2023-01-22T22:41:20.4Z,4,REGULAR,turnover,out-of-bounds,[],1630529,,,1610612740,86,84,2023-01-22T22:41:28Z,5900000,False,,,0,,H. Jones bad pass out-of-bounds TURNOVER (3 TO),[1630529],1610612740.0,NOP,bad pass,,,Jones,H. Jones,,,,,Mid-Range,16-24 Right Center,3.0,,,,,,,,,,,,,,,1662.0,,,,
601,PT03M49.00S,2023-01-22T22:41:44.7Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1628389,7.30946123521682,45.588235294117645,1610612748,88,84,2023-01-22T22:42:09Z,5910000,False,22.0,16.0,1,left,B. Adebayo Hook (18 PTS) (K. Lowry 2 AST),"[1628389, 200768]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,2.74,Made,18.0,,,,,K. Lowry,200768.0,2.0,,,,,,,
603,PT03M49.00S,2023-01-22T22:41:53.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,88,84,2023-01-22T22:41:53Z,5930000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT03M31.00S,2023-01-22T22:44:59.3Z,4,REGULAR,turnover,bad pass,[],203468,,,1610612740,88,84,2023-01-22T22:45:03Z,5940000,False,,,0,,C. McCollum bad pass TURNOVER (7 TO),"[203468, 202710]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Mid-Range,16-24 Left Center,7.0,Butler,202710.0,,,,,,,,,,,,,,,,,
605,PT03M31.00S,2023-01-22T22:44:59.3Z,4,REGULAR,steal,,[],202710,,,1610612748,88,84,2023-01-22T22:45:01Z,5950000,False,,,0,,J. Butler STEAL (5 STL),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
606,PT03M26.00S,2023-01-22T22:45:04.1Z,4,REGULAR,turnover,lost ball,[],1629639,,,1610612748,88,84,2023-01-22T22:45:08Z,5960000,False,,,0,,T. Herro lost ball TURNOVER (5 TO),"[1629639, 1630700]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,Mid-Range,16-24 Center,5.0,Daniels,1630700.0,,,,,,,,,,,,,,,,,
607,PT03M26.00S,2023-01-22T22:45:04.1Z,4,REGULAR,steal,,[],1630700,,,1610612740,88,84,2023-01-22T22:45:05Z,5970000,False,,,0,,D. Daniels STEAL (1 STL),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
608,PT03M23.00S,2023-01-22T22:45:07.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630700,93.9060446780552,55.392156862745104,1610612740,88,86,2023-01-22T22:45:13Z,5980000,False,27.0,5.0,1,right,D. Daniels running Layup (11 PTS),[1630700],1610612740.0,NOP,running,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,2.74,Made,11.0,,,,,,,,,,,,,,
609,PT03M03.00S,2023-01-22T22:45:27.1Z,4,REGULAR,3pt,Jump Shot,[],200768,25.443495400788436,13.480392156862745,1610612748,91,86,2023-01-22T22:45:32Z,5990000,False,183.0,187.0,1,left,K. Lowry 26' 3PT step back (11 PTS),[200768],1610612748.0,MIA,step back,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Right Center,,,,26.12,Made,11.0,,,,,,,,,,,,,,
610,PT02M44.00S,2023-01-22T22:45:46.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,93.77463863337714,51.225490196078425,1610612740,91,88,2023-01-22T22:46:02Z,6000000,False,6.0,6.0,1,right,H. Jones driving Layup (11 PTS) (L. Nance Jr. 4 AST),"[1630529, 1626204]",1610612740.0,NOP,driving,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,0.86,Made,11.0,,,,,L. Nance Jr.,1626204.0,4.0,,,,,,,
612,PT02M27.00S,2023-01-22T22:46:04.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200768,8.623521681997373,57.84313725490197,1610612748,93,88,2023-01-22T22:46:10Z,6020000,False,-39.0,29.0,1,left,K. Lowry driving bank Jump Shot (13 PTS),[200768],1610612748.0,MIA,driving bank,,,Lowry,K. Lowry,,,,,In The Paint (Non-RA),0-8 Center,,,,4.85,Made,13.0,,,,,,,,,,,,,,
613,PT02M11.00S,2023-01-22T22:46:20.3Z,4,REGULAR,3pt,Jump Shot,[],1630530,92.72339027595268,3.9215686274509802,1610612740,93,88,2023-01-22T22:46:27Z,6030000,False,-230.0,16.0,1,right,MISS T. Murphy III 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Left Corner 3,24+ Left,,,,23.09,Missed,,,,,,,,,,,,,,,
614,PT02M08.00S,2023-01-22T22:46:22.8Z,4,REGULAR,rebound,offensive,[],1630700,,,1610612740,93,88,2023-01-22T22:46:22Z,6040000,False,,,0,,D. Daniels REBOUND (Off:2 Def:4),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Left Corner 3,24+ Left,,,,,,,613.0,6.0,4.0,2.0,,,,,,,,,,
615,PT02M05.00S,2023-01-22T22:46:24.7Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203468,73.80091984231275,15.196078431372548,1610612740,93,91,2023-01-22T22:46:30Z,6050000,False,-174.0,194.0,1,right,C. McCollum 26' 3PT  (13 PTS) (D. Daniels 6 AST),"[203468, 1630700]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,,,,26.05,Made,13.0,,,,,D. Daniels,1630700.0,6.0,,,,,,,
617,PT01M46.00S,2023-01-22T22:46:45.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],200768,6.1268068331143235,47.05882352941176,1610612748,95,91,2023-01-22T22:46:50Z,6070000,False,15.0,5.0,1,left,K. Lowry driving Layup (15 PTS),[200768],1610612748.0,MIA,driving,,,Lowry,K. Lowry,,,,,Restricted Area,0-8 Center,,,,1.56,Made,15.0,,,,,,,,,,,,,,
618,PT01M41.00S,2023-01-22T22:46:53.5Z,4,REGULAR,3pt,Jump Shot,[],1630530,96.27135348226018,96.81372549019608,1610612740,95,94,2023-01-22T22:46:59Z,6080000,False,234.0,-17.0,1,right,T. Murphy III 3PT  (17 PTS) (H. Jones 4 AST),"[1630530, 1630529]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Right Corner 3,24+ Right,,,,23.48,Made,17.0,,,,,H. Jones,1630529.0,4.0,,,,,,,
620,PT01M21.00S,2023-01-22T22:47:16.9Z,4,REGULAR,2pt,Jump Shot,[],200768,22.421156373193167,66.66666666666666,1610612748,97,94,2023-01-22T22:47:21Z,6100000,False,-83.0,158.0,1,left,K. Lowry 17' pullup Jump Shot (17 PTS),[200768],1610612748.0,MIA,pullup,,,Lowry,K. Lowry,,,,,Mid-Range,16-24 Left Center,,,,17.89,Made,17.0,,,,,,,,,,,,,,
621,PT01M08.00S,2023-01-22T22:47:34.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626204,92.46057818659659,50.73529411764706,1610612740,97,96,2023-01-22T22:47:40Z,6110000,False,4.0,18.0,1,right,L. Nance Jr. cutting finger roll Layup (12 PTS) (C. McCollum 5 AST),"[1626204, 203468]",1610612740.0,NOP,cutting finger roll,,,Nance Jr.,L. Nance Jr.,,,,,Restricted Area,0-8 Center,,,,1.88,Made,12.0,,,,,C. McCollum,203468.0,5.0,,,,,,,
623,PT00M48.50S,2023-01-22T22:47:57.9Z,4,REGULAR,3pt,Jump Shot,[],200768,27.677398160315374,16.666666666666664,1610612748,97,96,2023-01-22T22:51:45Z,6130000,False,167.0,208.0,1,left,MISS K. Lowry 26' pullup 3PT,[200768],1610612748.0,MIA,pullup,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Right Center,,,,26.63,Missed,,,,,,,,,,,,,,,
624,PT00M46.80S,2023-01-22T22:48:01.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612748,97,96,2023-01-22T22:48:01Z,6140000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,623.0,,,,,,,,,,,,,
626,PT00M34.40S,2023-01-22T22:48:32.2Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629639,24.655059132720105,86.76470588235294,1610612748,97,96,2023-01-22T22:48:40Z,6160000,False,-184.0,179.0,1,left,MISS T. Herro 25' step back 3PT,[1629639],1610612748.0,MIA,step back,,,Herro,T. Herro,,,,,Above the Break 3,24+ Left Center,,,,25.68,Missed,,,,,,,,,,,,,,,
627,PT00M32.40S,2023-01-22T22:48:34.2Z,4,REGULAR,rebound,defensive,[],1630700,,,1610612740,97,96,2023-01-22T22:48:40Z,6170000,False,,,0,,D. Daniels REBOUND (Off:2 Def:5),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Left Center,,,,,,,626.0,7.0,5.0,2.0,,,,,,,,,,
628,PT00M15.10S,2023-01-22T22:48:51.8Z,4,REGULAR,turnover,bad pass,[],1630700,,,1610612740,97,96,2023-01-22T22:52:38Z,6180000,False,,,0,,D. Daniels bad pass TURNOVER (4 TO),"[1630700, 203506]",1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,4.0,Oladipo,203506.0,,,,,,,,,,,,,,,,,
629,PT00M15.10S,2023-01-22T22:48:51.8Z,4,REGULAR,steal,,[],203506,,,1610612748,97,96,2023-01-22T22:48:56Z,6190000,False,,,0,,V. Oladipo STEAL (3 STL),[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
630,PT00M15.10S,2023-01-22T22:48:57.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630530,,,1610612748,97,96,2023-01-22T22:49:12Z,6200000,False,,,0,,T. Murphy III take personal FOUL (5 PF) (Oladipo 2 FT),"[1630530, 203506]",1610612740.0,NOP,take,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,1627961.0,5.0,0.0,Oladipo,203506.0
632,PT00M15.10S,2023-01-22T22:49:27.3Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],203506,,,1610612748,97,96,2023-01-22T22:49:27Z,6220000,False,,,0,,MISS V. Oladipo Free Throw 1 of 2,[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
633,PT00M15.10S,2023-01-22T22:49:27.3Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,97,96,2023-01-22T22:49:27Z,6230000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,632.0,,,,,,,,,,,,,
634,PT00M15.10S,2023-01-22T22:49:29.0Z,4,REGULAR,substitution,out,[],1630700,,,1610612748,97,96,2023-01-22T22:49:32Z,6240000,False,,,0,,SUB out: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
635,PT00M15.10S,2023-01-22T22:49:29.0Z,4,REGULAR,substitution,in,[],202685,,,1610612748,97,96,2023-01-22T22:49:32Z,6250000,False,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT00M15.10S,2023-01-22T22:49:48.8Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],203506,,,1610612748,98,96,2023-01-22T22:49:48Z,6260000,False,,,0,,V. Oladipo Free Throw 2 of 2 (9 PTS),[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,
637,PT00M15.10S,2023-01-22T22:49:52.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612740,98,96,2023-01-22T22:49:52Z,6270000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,PT00M15.10S,2023-01-22T22:49:56.1Z,4,REGULAR,substitution,out,[],1629639,,,1610612740,98,96,2023-01-22T22:51:16Z,6280000,False,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
639,PT00M15.10S,2023-01-22T22:49:56.1Z,4,REGULAR,substitution,out,[],202685,,,1610612740,98,96,2023-01-22T22:51:16Z,6290000,False,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
640,PT00M15.10S,2023-01-22T22:49:56.1Z,4,REGULAR,substitution,in,[],1628997,,,1610612740,98,96,2023-01-22T22:51:16Z,6300000,False,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
641,PT00M15.10S,2023-01-22T22:49:56.1Z,4,REGULAR,substitution,in,[],1630700,,,1610612740,98,96,2023-01-22T22:51:16Z,6310000,False,,,0,,SUB in: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
643,PT00M15.10S,2023-01-22T22:51:45.3Z,4,REGULAR,turnover,5-second-violation,['team'],0,,,1610612740,98,96,2023-01-22T22:51:53Z,6330000,False,,,0,,NOP 5-second-violation Team TURNOVER,[],1610612740.0,NOP,,,,,,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,1662.0,,,,
644,PT00M15.10S,2023-01-22T22:52:12.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612748,98,96,2023-01-22T22:52:12Z,6340000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,PT00M15.10S,2023-01-22T22:52:15.8Z,4,REGULAR,substitution,out,[],1628997,,,1610612748,98,96,2023-01-22T22:53:23Z,6350000,False,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
646,PT00M15.10S,2023-01-22T22:52:15.8Z,4,REGULAR,substitution,in,[],1629639,,,1610612748,98,96,2023-01-22T22:53:23Z,6360000,False,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
647,PT00M15.10S,2023-01-22T22:53:55.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612748,98,96,2023-01-22T22:53:55Z,6370000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,PT00M14.00S,2023-01-22T22:55:36.1Z,4,REGULAR,substitution,out,[],1629639,,,1610612748,98,96,2023-01-22T22:55:39Z,6380000,False,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
649,PT00M14.00S,2023-01-22T22:55:36.1Z,4,REGULAR,substitution,in,[],1628997,,,1610612748,98,96,2023-01-22T22:55:39Z,6390000,False,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
650,PT00M14.00S,2023-01-22T22:55:43.9Z,4,REGULAR,substitution,out,[],1630530,,,1610612748,98,96,2023-01-22T22:55:47Z,6400000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
651,PT00M14.00S,2023-01-22T22:55:43.9Z,4,REGULAR,substitution,in,[],202685,,,1610612748,98,96,2023-01-22T22:55:47Z,6410000,False,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
652,PT00M12.20S,2023-01-22T22:56:20.3Z,4,REGULAR,jumpball,recovered,[],202685,,,1610612748,98,96,2023-01-22T22:56:20Z,6420000,False,,,0,,Jump Ball D. Daniels vs. J. Butler: Tip to J. Valanciunas,"[202685, 1630700, 202710]",1610612740.0,NOP,heldball,J. Valanciunas,202685.0,Valanciunas,J. Valanciunas,Daniels,1630700.0,Butler,202710.0,,,,,,,,,,,,,,,,,,,,,,
655,PT00M12.20S,2023-01-22T22:56:20.3Z,4,REGULAR,turnover,bad pass,[],200768,,,1610612748,98,96,2023-01-22T22:57:47Z,6450000,False,,,0,,K. Lowry bad pass TURNOVER (4 TO),"[200768, 1630700]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Right Center,4.0,Daniels,1630700.0,,,,,,,,,,,,,,,,,
656,PT00M12.20S,2023-01-22T22:56:20.3Z,4,REGULAR,steal,,[],1630700,,,1610612740,98,96,2023-01-22T22:56:20Z,6460000,False,,,0,,D. Daniels STEAL (2 STL),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
657,PT00M12.20S,2023-01-22T22:56:26.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612740,98,96,2023-01-22T22:56:26Z,6470000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,PT00M12.20S,2023-01-22T22:56:30.2Z,4,REGULAR,substitution,out,[],1630700,,,1610612740,98,96,2023-01-22T22:57:44Z,6480000,False,,,0,,SUB out: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
659,PT00M12.20S,2023-01-22T22:56:30.2Z,4,REGULAR,substitution,out,[],202685,,,1610612740,98,96,2023-01-22T22:57:44Z,6490000,False,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
660,PT00M12.20S,2023-01-22T22:56:30.2Z,4,REGULAR,substitution,in,[],1628984,,,1610612740,98,96,2023-01-22T22:57:44Z,6500000,False,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
661,PT00M12.20S,2023-01-22T22:56:30.2Z,4,REGULAR,substitution,in,[],1630530,,,1610612740,98,96,2023-01-22T22:57:44Z,6510000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
662,PT00M07.60S,2023-01-22T22:58:07.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203468,69.72733245729303,28.676470588235293,1610612740,98,96,2023-01-22T22:58:12Z,6520000,False,-107.0,232.0,1,right,MISS C. McCollum 25' pullup 3PT,[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,,,,25.54,Missed,,,,,,,,,,,,,,,
663,PT00M06.90S,2023-01-22T22:58:10.1Z,4,REGULAR,rebound,defensive,[],203506,,,1610612748,98,96,2023-01-22T22:58:10Z,6530000,False,,,0,,V. Oladipo REBOUND (Off:0 Def:3),[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,Above the Break 3,24+ Left Center,,,,,,,662.0,3.0,3.0,0.0,,,,,,,,,,
664,PT00M06.90S,2023-01-22T22:58:14.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626204,,,1610612748,98,96,2023-01-22T22:58:29Z,6540000,False,,,0,,L. Nance Jr. personal FOUL (4 PF) (Oladipo 2 FT),"[1626204, 203506]",1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2002.0,4.0,0.0,Oladipo,203506.0
666,PT00M06.90S,2023-01-22T22:58:50.6Z,4,REGULAR,freethrow,1 of 2,[],203506,,,1610612748,99,96,2023-01-22T22:58:50Z,6560000,False,,,0,,V. Oladipo Free Throw 1 of 2 (10 PTS),[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,
667,PT00M06.90S,2023-01-22T22:59:09.6Z,4,REGULAR,freethrow,2 of 2,[],203506,,,1610612748,100,96,2023-01-22T22:59:09Z,6570000,False,,,0,,V. Oladipo Free Throw 2 of 2 (11 PTS),[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,Made,11.0,,,,,,,,,,,,,,
668,PT00M00.00S,2023-01-22T22:59:21.4Z,4,REGULAR,3pt,Jump Shot,[],1630529,67.23061760840999,27.450980392156865,1610612740,100,96,2023-01-22T23:00:25Z,6580000,False,-113.0,256.0,1,right,MISS H. Jones 27' 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Left Center,,,,27.93,Missed,,,,,,,,,,,,,,,
669,PT00M00.00S,2023-01-22T22:59:21.4Z,4,REGULAR,rebound,defensive,[],1628997,,,1610612748,100,96,2023-01-22T22:59:26Z,6590000,False,,,0,,C. Martin REBOUND (Off:1 Def:4),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Left Center,,,,,,,668.0,5.0,4.0,1.0,,,,,,,,,,
670,PT00M00.00S,2023-01-22T22:59:26.9Z,4,REGULAR,period,end,[],0,,,1610612748,100,96,2023-01-22T22:59:26Z,6600000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,PT00M00.00S,2023-01-22T22:59:46.5Z,4,REGULAR,game,end,[],0,,,0,100,96,2023-01-22T22:59:46Z,6610000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
