actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
502,PT12M00.00S,2022-10-25T01:25:29.5Z,4,REGULAR,period,start,[],0,,,1610612748,76,71,2022-10-25T01:25:29Z,4940000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT11M39.00S,2022-10-25T01:26:08.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629130,94.56307490144546,43.872549019607845,1610612748,78,71,2022-10-25T01:26:14Z,4960000,-31.0,-1.0,1,right,D. Robinson driving finger roll Layup (9 PTS),[1629130],1610612748.0,MIA,driving finger roll,,,Robinson,D. Robinson,,,,,Restricted Area,0-8 Center,,,,3.06,Made,9.0,,,,,,,,,,,,,,
506,PT11M15.00S,2022-10-25T01:26:31.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630173,16.90210249671485,43.38235294117647,1610612761,78,71,2022-10-25T01:26:46Z,4980000,33.0,106.0,1,left,MISS P. Achiuwa 11' turnaround Shot,[1630173],1610612761.0,TOR,turnaround,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),8-16 Center,,,,11.14,Missed,,,,,,,,,,,,,,,
507,PT11M12.00S,2022-10-25T01:26:34.1Z,4,REGULAR,rebound,defensive,[],1629639,,,1610612748,78,71,2022-10-25T01:26:46Z,4990000,,,0,,T. Herro REBOUND (Off:1 Def:11),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,506.0,12.0,11.0,1.0,,,,,,,,,
508,PT10M58.00S,2022-10-25T01:26:48.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,82.47371879106439,43.13725490196079,1610612748,78,71,2022-10-25T01:27:04Z,5000000,-34.0,112.0,1,right,MISS B. Adebayo 11' Jump Shot,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,,,,11.73,Missed,,,,,,,,,,,,,,,
509,PT10M57.00S,2022-10-25T01:26:49.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612748,78,71,2022-10-25T01:27:04Z,5010000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,508.0,,,,,,,,,,,,
511,PT10M57.00S,2022-10-25T01:27:04.4Z,4,REGULAR,violation,kicked ball,[],1629018,,,1610612748,78,71,2022-10-25T01:33:16Z,5030000,,,0,,G. Trent Jr. kicked ball VIOLATION,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,1628951.0,,,,,,,,,,,,,
512,PT10M48.00S,2022-10-25T01:27:24.1Z,4,REGULAR,turnover,out-of-bounds,[],1629639,,,1610612748,78,71,2022-10-25T01:27:45Z,5040000,,,0,,T. Herro bad pass out-of-bounds TURNOVER (1 TO),[1629639],1610612748.0,MIA,bad pass,,,Herro,T. Herro,,,,,Mid-Range,16-24 Right Center,1.0,,,,,,,,,,,,,,,,,,,
513,PT10M28.00S,2022-10-25T01:27:52.7Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628384,8.492115637319317,3.1862745098039214,1610612761,78,71,2022-10-25T01:28:07Z,5050000,234.0,27.0,1,left,MISS O. Anunoby 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Right Corner 3,24+ Right,,,,23.57,Missed,,,,,,,,,,,,,,,
514,PT10M23.00S,2022-10-25T01:27:57.7Z,4,REGULAR,rebound,defensive,[],1629639,,,1610612748,78,71,2022-10-25T01:28:07Z,5060000,,,0,,T. Herro REBOUND (Off:1 Def:12),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Right Corner 3,24+ Right,,,,,,,,513.0,13.0,12.0,1.0,,,,,,,,,
515,PT10M14.00S,2022-10-25T01:28:06.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,92.9862023653088,45.09803921568628,1610612748,78,71,2022-10-25T01:28:25Z,5070000,-25.0,13.0,1,right,MISS T. Herro driving Layup,[1629639],1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,,,,2.79,Missed,,,,,,,,,,,,,,,
516,PT10M11.00S,2022-10-25T01:28:09.6Z,4,REGULAR,rebound,defensive,[],1630173,,,1610612761,78,71,2022-10-25T01:28:25Z,5080000,,,0,,P. Achiuwa REBOUND (Off:3 Def:12),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,,,515.0,15.0,12.0,3.0,,,,,,,,,
517,PT10M05.00S,2022-10-25T01:28:19.8Z,4,REGULAR,foul,personal,[],1629130,,,1610612761,78,71,2022-10-25T01:28:32Z,5090000,,,0,,D. Robinson personal FOUL (3 PF),"[1629130, 1627783]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Mid-Range,8-16 Left,,,,,,,1146.0,,,,,3.0,0.0,Siakam,1627783.0,,,,,
519,PT10M05.00S,2022-10-25T01:28:27.4Z,4,REGULAR,substitution,out,[],1630201,,,1610612761,78,71,2022-10-25T01:28:33Z,5110000,,,0,,SUB out: M. Flynn,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT10M05.00S,2022-10-25T01:28:27.4Z,4,REGULAR,substitution,in,[],1627832,,,1610612761,78,71,2022-10-25T01:28:33Z,5120000,,,0,,SUB in: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT09M52.00S,2022-10-25T01:28:53.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,8.492115637319317,55.88235294117647,1610612761,78,73,2022-10-25T01:28:59Z,5130000,-29.0,27.0,1,left,P. Siakam driving Layup (16 PTS),[1627783],1610612761.0,TOR,driving,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,4.01,Made,16.0,,,,,,,,,,,,,,
522,PT09M30.00S,2022-10-25T01:29:15.7Z,4,REGULAR,3pt,Jump Shot,[],1629130,66.96780551905388,75.24509803921569,1610612748,81,73,2022-10-25T01:29:31Z,5140000,126.0,258.0,1,right,D. Robinson 28' 3PT  (12 PTS) (T. Herro 4 AST),"[1629130, 1629639]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Right Center,,,,28.72,Made,12.0,,,,,,,,,,T. Herro,1629639.0,4.0,,
524,PT09M09.00S,2022-10-25T01:29:35.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,17.559132720105126,41.42156862745098,1610612761,81,73,2022-10-25T01:29:52Z,5160000,43.0,113.0,1,left,MISS P. Siakam 12' floating Shot,[1627783],1610612761.0,TOR,floating,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,,,,12.05,Missed,,,,,,,,,,,,,,,
525,PT09M08.00S,2022-10-25T01:29:36.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612761,81,73,2022-10-25T01:29:52Z,5170000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,524.0,,,,,,,,,,,,
527,PT09M04.00S,2022-10-25T01:29:59.8Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629018,12.302890932982917,4.6568627450980395,1610612761,81,73,2022-10-25T01:30:06Z,5190000,227.0,63.0,1,left,MISS G. Trent Jr. 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Right Corner 3,24+ Right,,,,23.53,Missed,,,,,,,,,,,,,,,
528,PT09M01.00S,2022-10-25T01:30:02.8Z,4,REGULAR,rebound,defensive,[],1628389,,,1610612748,81,73,2022-10-25T01:30:06Z,5200000,,,0,,B. Adebayo REBOUND (Off:3 Def:5),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Right Corner 3,24+ Right,,,,,,,,527.0,8.0,5.0,3.0,,,,,,,,,
529,PT08M53.00S,2022-10-25T01:30:10.8Z,4,REGULAR,3pt,Jump Shot,[],1629312,95.6143232588699,95.83333333333334,1610612748,81,73,2022-10-25T01:30:15Z,5210000,229.0,-11.0,1,right,MISS H. Highsmith 3PT,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Right Corner 3,24+ Right,,,,22.95,Missed,,,,,,,,,,,,,,,
530,PT08M50.00S,2022-10-25T01:30:13.8Z,4,REGULAR,rebound,defensive,[],1630173,,,1610612761,81,73,2022-10-25T01:30:15Z,5220000,,,0,,P. Achiuwa REBOUND (Off:3 Def:13),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Right Corner 3,24+ Right,,,,,,,,529.0,16.0,13.0,3.0,,,,,,,,,
532,PT08M48.00S,2022-10-25T01:30:23.0Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629018,8.886333771353483,4.166666666666666,1610612761,81,76,2022-10-25T01:30:36Z,5240000,229.0,31.0,1,left,G. Trent Jr. 3PT  (15 PTS) (P. Siakam 3 AST),"[1629018, 1627783]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Right Corner 3,24+ Right,,,,23.13,Made,15.0,,,,,,,,,,P. Siakam,1627783.0,3.0,,
534,PT08M24.00S,2022-10-25T01:30:39.8Z,4,REGULAR,turnover,lost ball,[],1629639,,,1610612748,81,76,2022-10-25T01:30:58Z,5260000,,,0,,T. Herro lost ball TURNOVER (2 TO),"[1629639, 1629018]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,Mid-Range,16-24 Right Center,2.0,Trent Jr.,1629018.0,,,,,,,,,,,,,,,,,
535,PT08M24.00S,2022-10-25T01:30:39.8Z,4,REGULAR,steal,,[],1629018,,,1610612761,81,76,2022-10-25T01:50:25Z,5270000,,,0,,G. Trent Jr. STEAL (1 STL),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
536,PT08M21.00S,2022-10-25T01:30:45.7Z,4,REGULAR,foul,personal,['2freethrow'],1629130,,,1610612761,81,76,2022-10-25T01:31:58Z,5280000,,,0,,D. Robinson shooting personal FOUL (4 PF) (Siakam 2 FT),"[1629130, 1627783]",1610612748.0,MIA,shooting,,,Robinson,D. Robinson,,,,,Mid-Range,8-16 Right,,,,,,,202027.0,,,,,4.0,0.0,Siakam,1627783.0,,,,,
538,PT08M21.00S,2022-10-25T01:31:21.2Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1627783,,,1610612761,81,77,2022-10-25T01:31:21Z,5300000,,,0,,P. Siakam Free Throw 1 of 2 (17 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,Made,17.0,,,,,,,,,,,,,,
539,PT08M21.00S,2022-10-25T01:31:41.9Z,4,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1627783,,,1610612761,81,78,2022-10-25T01:31:41Z,5310000,,,0,,P. Siakam Free Throw 2 of 2 (18 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,Made,18.0,,,,,,,,,,,,,,
540,PT08M06.00S,2022-10-25T01:32:00.7Z,4,REGULAR,turnover,bad pass,[],1629639,,,1610612748,81,78,2022-10-25T01:32:09Z,5320000,,,0,,T. Herro bad pass TURNOVER (3 TO),"[1629639, 1628384]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,Mid-Range,8-16 Left,3.0,Anunoby,1628384.0,,,,,,,,,,,,,,,,,
541,PT08M06.00S,2022-10-25T01:32:00.7Z,4,REGULAR,steal,,[],1628384,,,1610612761,81,78,2022-10-25T01:32:03Z,5330000,,,0,,O. Anunoby STEAL (2 STL),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
542,PT08M00.00S,2022-10-25T01:32:07.5Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630173,9.280551905387648,53.92156862745098,1610612761,81,80,2022-10-25T01:32:15Z,5340000,-20.0,35.0,1,left,P. Achiuwa cutting DUNK (8 PTS) (P. Siakam 4 AST),"[1630173, 1627783]",1610612761.0,TOR,cutting,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,3.99,Made,8.0,,,,,,,,,,P. Siakam,1627783.0,4.0,,
544,PT08M00.00S,2022-10-25T01:32:22.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,81,80,2022-10-25T01:32:22Z,5360000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,PT08M00.00S,2022-10-25T01:34:02.4Z,4,REGULAR,substitution,out,[],1629130,,,1610612748,81,80,2022-10-25T01:34:58Z,5370000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
546,PT08M00.00S,2022-10-25T01:34:02.4Z,4,REGULAR,substitution,in,[],1629622,,,1610612748,81,80,2022-10-25T01:34:58Z,5380000,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
547,PT07M46.00S,2022-10-25T01:35:21.1Z,4,REGULAR,3pt,Jump Shot,[],1629622,67.62483574244416,74.01960784313727,1610612748,81,80,2022-10-25T01:49:52Z,5390000,120.0,252.0,1,right,MISS M. Strus 27' pullup 3PT,[1629622],1610612748.0,MIA,pullup,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,,,,27.9,Missed,,,,,,,,,,,,,,,
548,PT07M43.00S,2022-10-25T01:35:24.1Z,4,REGULAR,rebound,defensive,[],1630173,,,1610612761,81,80,2022-10-25T01:35:34Z,5400000,,,0,,P. Achiuwa REBOUND (Off:3 Def:14),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Right Center,,,,,,,,547.0,17.0,14.0,3.0,,,,,,,,,
552,PT07M21.00S,2022-10-25T01:38:41.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,81,80,2022-10-25T01:56:52Z,5425000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,PT07M21.00S,2022-10-25T01:37:45.1Z,4,REGULAR,foul,offensive,[],1628384,,,1610612761,81,80,2022-10-25T01:49:37Z,5460000,,,0,,O. Anunoby charge offensive FOUL (5 PF),"[1628384, 1629216]",1610612761.0,TOR,charge,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1146.0,,,,,5.0,0.0,Vincent,1629216.0,,,,,
609,PT07M21.00S,2022-10-25T01:37:45.1Z,4,REGULAR,turnover,offensive foul,[],1628384,,,1610612761,81,80,2022-10-25T01:37:45Z,5465000,,,0,,O. Anunoby offensive foul TURNOVER (3 TO),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,3.0,,,,,,1146.0,,,,,,,,,,,,,
555,PT07M21.00S,2022-10-25T01:38:40.7Z,4,REGULAR,substitution,out,[],1629312,,,1610612748,81,80,2022-10-25T01:37:45Z,5470000,,,0,,SUB out: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT07M21.00S,2022-10-25T01:38:40.7Z,4,REGULAR,substitution,in,[],200768,,,1610612748,81,80,2022-10-25T01:37:45Z,5480000,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT07M08.00S,2022-10-25T01:39:25.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629216,91.27792378449409,55.88235294117647,1610612748,83,80,2022-10-25T01:37:45Z,5490000,29.0,29.0,1,right,G. Vincent driving finger roll Layup (3 PTS),[1629216],1610612748.0,MIA,driving finger roll,,,Vincent,G. Vincent,,,,,Restricted Area,0-8 Center,,,,4.16,Made,3.0,,,,,,,,,,,,,,
558,PT06M46.00S,2022-10-25T01:39:47.4Z,4,REGULAR,turnover,lost ball,[],1627783,,,1610612761,83,80,2022-10-25T01:40:09Z,5500000,,,0,,P. Siakam lost ball TURNOVER (5 TO),"[1627783, 1629216]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,5.0,Vincent,1629216.0,,,,,,,,,,,,,,,,,
559,PT06M46.00S,2022-10-25T01:39:47.4Z,4,REGULAR,steal,,[],1629216,,,1610612748,83,80,2022-10-25T01:40:09Z,5510000,,,0,,G. Vincent STEAL (1 STL),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
560,PT06M21.00S,2022-10-25T01:40:12.5Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",200768,86.5473061760841,51.225490196078425,1610612748,83,80,2022-10-25T01:51:58Z,5520000,6.0,74.0,1,right,MISS K. Lowry 7' driving Hook,[200768],1610612748.0,MIA,driving,,,Lowry,K. Lowry,,,,,In The Paint (Non-RA),0-8 Center,,,,7.43,Missed,,,,,,,,,,,,,,,
561,PT06M18.00S,2022-10-25T01:40:15.5Z,4,REGULAR,rebound,defensive,[],1630173,,,1610612761,83,80,2022-10-25T01:40:42Z,5530000,,,0,,P. Achiuwa REBOUND (Off:3 Def:15),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,560.0,18.0,15.0,3.0,,,,,,,,,
562,PT06M13.00S,2022-10-25T01:40:20.3Z,4,REGULAR,3pt,Jump Shot,[],1627832,28.465834428383708,81.61764705882352,1610612761,83,83,2022-10-25T01:40:37Z,5540000,-158.0,215.0,1,left,F. VanVleet 26' 3PT  (24 PTS) (P. Siakam 5 AST),"[1627832, 1627783]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,,,,26.7,Made,24.0,,,,,,,,,,P. Siakam,1627783.0,5.0,,
618,PT05M47.00S,2022-10-25T01:40:51.5Z,4,REGULAR,turnover,lost ball,[],1629639,,,1610612748,83,83,2022-10-25T01:51:41Z,5585000,,,0,,T. Herro lost ball TURNOVER (4 TO),"[1629639, 1627832]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Center,4.0,VanVleet,1627832.0,,,,,,,,,,,,,,,,,
619,PT05M47.00S,2022-10-25T01:40:51.5Z,4,REGULAR,steal,,[],1627832,,,1610612761,83,83,2022-10-25T01:51:17Z,5587500,,,0,,F. VanVleet STEAL (1 STL),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
567,PT05M38.00S,2022-10-25T01:40:56.2Z,4,REGULAR,2pt,Jump Shot,"['fastbreak', 'fromturnover']",1629018,5.601182654402102,7.8431372549019605,1610612761,83,83,2022-10-25T01:51:17Z,5590000,211.0,0.0,1,left,MISS G. Trent Jr. 21' Jump Shot,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,16-24 Right,,,,21.08,Missed,,,,,,,,,,,,,,,
568,PT05M35.00S,2022-10-25T01:40:59.2Z,4,REGULAR,rebound,defensive,[],1629622,,,1610612748,83,83,2022-10-25T01:41:28Z,5600000,,,0,,M. Strus REBOUND (Off:1 Def:5),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Mid-Range,16-24 Right,,,,,,,,567.0,6.0,5.0,1.0,,,,,,,,,
569,PT05M26.00S,2022-10-25T01:41:07.6Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628389,91.27792378449409,47.794117647058826,1610612748,83,83,2022-10-25T01:41:14Z,5610000,-11.0,29.0,1,right,MISS B. Adebayo alley-oop DUNK,[1628389],1610612748.0,MIA,alley-oop,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,3.15,Missed,,,,,,,,,,,,,,,
570,PT05M23.00S,2022-10-25T01:41:10.2Z,4,REGULAR,rebound,defensive,[],1627832,,,1610612761,83,83,2022-10-25T01:41:10Z,5620000,,,0,,F. VanVleet REBOUND (Off:2 Def:2),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,,,,,,,,569.0,4.0,2.0,2.0,,,,,,,,,
571,PT05M12.00S,2022-10-25T01:41:21.8Z,4,REGULAR,2pt,Jump Shot,[],1627783,22.026938239159,58.82352941176471,1610612761,83,83,2022-10-25T01:54:09Z,5630000,-44.0,155.0,1,left,MISS P. Siakam 16' pullup Shot,[1627783],1610612761.0,TOR,pullup,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Center,,,,16.08,Missed,,,,,,,,,,,,,,,
572,PT05M07.00S,2022-10-25T01:41:26.4Z,4,REGULAR,rebound,offensive,[],1630173,,,1610612761,83,83,2022-10-25T01:41:26Z,5640000,,,0,,P. Achiuwa REBOUND (Off:4 Def:15),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Mid-Range,16-24 Center,,,,,,,,571.0,19.0,15.0,4.0,,,,,,,,,
573,PT05M05.00S,2022-10-25T01:41:28.1Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628384,11.251642575558476,98.0392156862745,1610612761,83,86,2022-10-25T01:41:34Z,5650000,-240.0,53.0,1,left,O. Anunoby 24' 3PT  (4 PTS) (P. Achiuwa 2 AST),"[1628384, 1630173]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Left Corner 3,24+ Left,,,,24.6,Made,4.0,,,,,,,,,,P. Achiuwa,1630173.0,2.0,,
575,PT04M44.00S,2022-10-25T01:41:49.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629622,91.01511169513797,58.333333333333336,1610612748,83,86,2022-10-25T01:41:54Z,5670000,42.0,32.0,1,right,MISS M. Strus driving Layup,[1629622],1610612748.0,MIA,driving,,,Strus,M. Strus,,,,,In The Paint (Non-RA),0-8 Center,,,,5.26,Missed,,,,,,,,,,,,,,,
576,PT04M42.00S,2022-10-25T01:41:51.6Z,4,REGULAR,rebound,defensive,[],1630173,,,1610612761,83,86,2022-10-25T01:41:54Z,5680000,,,0,,P. Achiuwa REBOUND (Off:4 Def:16),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,575.0,20.0,16.0,4.0,,,,,,,,,
577,PT04M38.00S,2022-10-25T01:41:55.9Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1627832,19.398817345597898,54.65686274509803,1610612761,83,86,2022-10-25T01:42:09Z,5690000,-23.0,130.0,1,left,MISS F. VanVleet 13' driving floating Shot,[1627832],1610612761.0,TOR,driving floating,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),8-16 Center,,,,13.19,Missed,,,,,,,,,,,,,,,
578,PT04M38.00S,2022-10-25T01:41:55.9Z,4,REGULAR,rebound,defensive,[],1629639,,,1610612748,83,86,2022-10-25T01:42:15Z,5700000,,,0,,T. Herro REBOUND (Off:1 Def:13),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,577.0,14.0,13.0,1.0,,,,,,,,,
579,PT04M22.00S,2022-10-25T01:42:11.9Z,4,REGULAR,2pt,Jump Shot,[],1629639,82.47371879106439,81.12745098039215,1610612748,85,86,2022-10-25T01:42:18Z,5710000,156.0,112.0,1,right,T. Herro 19' fadeaway Jump Shot (19 PTS),[1629639],1610612748.0,MIA,fadeaway,,,Herro,T. Herro,,,,,Mid-Range,16-24 Right,,,,19.18,Made,19.0,,,,,,,,,,,,,,
580,PT03M57.00S,2022-10-25T01:42:36.7Z,4,REGULAR,3pt,Jump Shot,[],1627832,35.167542706964525,60.78431372549019,1610612761,85,86,2022-10-25T01:55:25Z,5720000,-54.0,278.0,1,left,MISS F. VanVleet 28' pullup 3PT,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Center,,,,28.33,Missed,,,,,,,,,,,,,,,
581,PT03M52.00S,2022-10-25T01:42:41.7Z,4,REGULAR,rebound,defensive,[],1629639,,,1610612748,85,86,2022-10-25T01:42:52Z,5730000,,,0,,T. Herro REBOUND (Off:1 Def:14),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Center,,,,,,,,580.0,15.0,14.0,1.0,,,,,,,,,
582,PT03M39.00S,2022-10-25T01:42:54.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],200768,92.85479632063075,44.36274509803921,1610612748,85,86,2022-10-25T01:42:59Z,5740000,-28.0,15.0,1,right,MISS K. Lowry driving Layup,[200768],1610612748.0,MIA,driving,,,Lowry,K. Lowry,,,,,Restricted Area,0-8 Center,,,,3.18,Missed,,,,,,,,,,,,,,,
583,PT03M38.00S,2022-10-25T01:42:57.4Z,4,REGULAR,rebound,offensive,[],1628389,,,1610612748,85,86,2022-10-25T01:42:57Z,5750000,,,0,,B. Adebayo REBOUND (Off:4 Def:5),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,,,,,582.0,9.0,5.0,4.0,,,,,,,,,
584,PT03M38.00S,2022-10-25T01:43:00.8Z,4,REGULAR,turnover,out-of-bounds,[],1628389,,,1610612748,85,86,2022-10-25T01:43:16Z,5760000,,,0,,B. Adebayo lost ball out-of-bounds TURNOVER (3 TO),[1628389],1610612748.0,MIA,lost ball,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,3.0,,,,,,,,,,,,,,,,,,,
585,PT03M38.00S,2022-10-25T01:43:04.9Z,4,REGULAR,substitution,out,[],1629622,,,1610612761,85,86,2022-10-25T01:43:12Z,5770000,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT03M38.00S,2022-10-25T01:43:04.9Z,4,REGULAR,substitution,in,[],202710,,,1610612761,85,86,2022-10-25T01:43:12Z,5780000,,,0,,SUB in: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
