actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
92,PT04M55.00S,2022-03-12T01:53:27.4Z,1,REGULAR,rebound,offensive,[],202355,,,1610612762,12,18,2022-03-12T01:53:27Z,920000,,,0,,H. Whiteside REBOUND (Off:2 Def:1),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,91.0,3.0,1.0,2.0,,,,,,,,,,,,,
93,PT04M55.00S,2022-03-12T01:53:26.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",202355,94.40999984741211,50.0,1610612762,12,20,2022-03-12T01:53:26Z,930000,0.0,0.0,1,right,H. Whiteside tip Layup (2 PTS),[202355],1610612762.0,UTA,tip,,,Whiteside,H. Whiteside,,,,,,,0.0,Made,,,,,2.0,,,,,,,,,,,,
94,PT04M45.00S,2022-03-12T01:53:37.6Z,1,REGULAR,3pt,Jump Shot,[],1628380,32.40801576872536,39.705882352941174,1610612759,15,20,2022-03-12T01:53:43Z,940000,51.0,252.0,1,left,Z. Collins 25' 3PT  (3 PTS) (J. Richardson 2 AST),"[1628380, 1626196]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,25.73,Made,,,,,3.0,J. Richardson,1626196.0,2.0,,,,,,,,,
96,PT04M30.00S,2022-03-12T01:53:51.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630235,87.86136662286465,48.03921568627451,1610612762,15,20,2022-03-12T01:53:55Z,960000,-10.0,62.0,1,right,MISS T. Forrest 6' floating Shot,[1630235],1610612762.0,UTA,floating,,,Forrest,T. Forrest,,,,,,,6.24,Missed,,,,,,,,,,,,,,,,,
97,PT04M29.00S,2022-03-12T01:53:53.4Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,15,20,2022-03-12T01:53:53Z,970000,,,0,,D. Vassell REBOUND (Off:0 Def:1),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,96.0,1.0,1.0,0.0,,,,,,,,,,,,,
98,PT04M25.00S,2022-03-12T01:53:57.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630170,32.013797634691194,60.78431372549019,1610612759,15,20,2022-03-12T01:54:05Z,980000,-54.0,248.0,1,left,MISS D. Vassell 25' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,25.42,Missed,,,,,,,,,,,,,,,,,
99,PT04M22.00S,2022-03-12T01:54:00.2Z,1,REGULAR,rebound,defensive,[],1626220,,,1610612762,15,20,2022-03-12T01:54:05Z,990000,,,0,,R. O'Neale REBOUND (Off:0 Def:1),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,98.0,1.0,1.0,0.0,,,,,,,,,,,,,
101,PT04M21.00S,2022-03-12T01:54:10.6Z,1,REGULAR,foul,personal,[],1626196,,,1610612762,15,20,2022-03-12T01:54:19Z,1010000,,,0,,J. Richardson personal FOUL (2 PF),"[1626196, 1628378]",1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,2714.0,,,,,,,,,,,,,,,,2.0,0.0,Mitchell,1628378.0,
103,PT04M21.00S,2022-03-12T01:54:18.9Z,1,REGULAR,substitution,out,[],1626196,,,1610612762,15,20,2022-03-12T01:54:24Z,1030000,,,0,,SUB out: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M21.00S,2022-03-12T01:54:18.9Z,1,REGULAR,substitution,in,[],1629022,,,1610612762,15,20,2022-03-12T01:54:24Z,1040000,,,0,,SUB in: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M12.00S,2022-03-12T01:54:41.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202355,94.95729303547962,44.85294117647059,1610612762,15,22,2022-03-12T01:54:47Z,1050000,-26.0,-5.0,1,right,H. Whiteside cutting Layup (4 PTS) (R. O'Neale 3 AST),"[202355, 1626220]",1610612762.0,UTA,cutting,,,Whiteside,H. Whiteside,,,,,,,2.62,Made,,,,,4.0,R. O'Neale,1626220.0,3.0,,,,,,,,,
107,PT04M12.00S,2022-03-12T01:54:45.0Z,1,REGULAR,foul,personal,['1freethrow'],1629640,,,1610612762,15,22,2022-03-12T01:55:03Z,1070000,,,0,,K. Johnson shooting personal FOUL (1 PF) (Whiteside 1 FT),"[1629640, 202355]",1610612759.0,SAS,shooting,,,Johnson,K. Johnson,,,,,204058.0,,,,,,,,,,,,,,,,1.0,0.0,Whiteside,202355.0,
109,PT04M12.00S,2022-03-12T01:54:56.7Z,1,REGULAR,substitution,out,[],1626220,,,1610612762,15,22,2022-03-12T01:55:02Z,1090000,,,0,,SUB out: R. O'Neale,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M12.00S,2022-03-12T01:54:56.7Z,1,REGULAR,substitution,in,[],203903,,,1610612762,15,22,2022-03-12T01:55:02Z,1100000,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M12.00S,2022-03-12T01:55:10.8Z,1,REGULAR,freethrow,1 of 1,[],202355,,,1610612762,15,23,2022-03-12T01:55:10Z,1110000,,,0,,H. Whiteside Free Throw 1 of 1 (5 PTS),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,
112,PT03M55.00S,2022-03-12T01:55:28.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,12.302890932982917,49.26470588235294,1610612759,15,23,2022-03-12T01:55:33Z,1120000,4.0,63.0,1,left,MISS K. Johnson 6' turnaround Shot,[1629640],1610612759.0,SAS,turnaround,,,Johnson,K. Johnson,,,,,,,6.32,Missed,,,,,,,,,,,,,,,,,
113,PT03M52.00S,2022-03-12T01:55:31.0Z,1,REGULAR,rebound,defensive,[],1630235,,,1610612762,15,23,2022-03-12T01:55:33Z,1130000,,,0,,T. Forrest REBOUND (Off:0 Def:1),[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,112.0,1.0,1.0,0.0,,,,,,,,,,,,,
114,PT03M47.00S,2022-03-12T01:55:37.0Z,1,REGULAR,3pt,Jump Shot,[],1628378,73.27529566360053,17.15686274509804,1610612762,15,23,2022-03-12T01:55:42Z,1140000,-164.0,199.0,1,right,MISS D. Mitchell 25' pullup 3PT,[1628378],1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,,,25.78,Missed,,,,,,,,,,,,,,,,,
115,PT03M44.00S,2022-03-12T01:55:39.4Z,1,REGULAR,rebound,defensive,[],1629022,,,1610612759,15,23,2022-03-12T01:55:39Z,1150000,,,0,,L. Walker IV REBOUND (Off:0 Def:1),[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,114.0,1.0,1.0,0.0,,,,,,,,,,,,,
116,PT03M38.00S,2022-03-12T01:55:45.5Z,1,REGULAR,3pt,Jump Shot,[],1628380,31.882391590013142,35.294117647058826,1610612759,18,23,2022-03-12T01:55:50Z,1160000,74.0,247.0,1,left,Z. Collins 25' 3PT  (6 PTS) (L. Walker IV 1 AST),"[1628380, 1629022]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,25.79,Made,,,,,6.0,L. Walker IV,1629022.0,1.0,,,,,,,,,
118,PT03M16.00S,2022-03-12T01:56:07.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630235,94.56307490144546,53.18627450980392,1610612762,18,25,2022-03-12T01:56:11Z,1180000,16.0,-1.0,1,right,T. Forrest driving finger roll Layup (2 PTS),[1630235],1610612762.0,UTA,driving finger roll,,,Forrest,T. Forrest,,,,,,,1.6,Made,,,,,2.0,,,,,,,,,,,,
119,PT03M05.00S,2022-03-12T01:56:21.0Z,1,REGULAR,foul,personal,['2freethrow'],203903,,,1610612759,18,25,2022-03-12T01:56:46Z,1190000,,,0,,J. Clarkson shooting personal FOUL (1 PF) (Collins 2 FT),"[203903, 1628380]",1610612762.0,UTA,shooting,,,Clarkson,J. Clarkson,,,,,202007.0,,,,,,,,,,,,,,,,1.0,0.0,Collins,1628380.0,
121,PT03M05.00S,2022-03-12T01:56:47.5Z,1,REGULAR,freethrow,1 of 2,[],1628380,,,1610612759,19,25,2022-03-12T01:56:47Z,1210000,,,0,,Z. Collins Free Throw 1 of 2 (7 PTS),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,
122,PT03M05.00S,2022-03-12T01:56:48.3Z,1,REGULAR,substitution,out,[],1629640,,,1610612759,19,25,2022-03-12T01:56:58Z,1220000,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M05.00S,2022-03-12T01:56:48.3Z,1,REGULAR,substitution,out,[],1630170,,,1610612759,19,25,2022-03-12T01:56:58Z,1230000,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M05.00S,2022-03-12T01:56:48.3Z,1,REGULAR,substitution,in,[],1630580,,,1610612759,19,25,2022-03-12T01:56:58Z,1240000,,,0,,SUB in: J. Wieskamp,[1630580],1610612759.0,SAS,,,,Wieskamp,J. Wieskamp,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M05.00S,2022-03-12T01:56:48.3Z,1,REGULAR,substitution,in,[],1627749,,,1610612759,19,25,2022-03-12T01:56:58Z,1250000,,,0,,SUB in: D. Murray,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M05.00S,2022-03-12T01:57:05.1Z,1,REGULAR,freethrow,2 of 2,[],1628380,,,1610612759,20,25,2022-03-12T01:57:05Z,1260000,,,0,,Z. Collins Free Throw 2 of 2 (8 PTS),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,
127,PT03M01.00S,2022-03-12T01:57:17.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,20,25,2022-03-12T01:57:17Z,1270000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT03M01.00S,2022-03-12T01:59:38.6Z,1,REGULAR,substitution,out,[],1630235,,,1610612762,20,25,2022-03-12T02:00:18Z,1280000,,,0,,SUB out: T. Forrest,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT03M01.00S,2022-03-12T01:59:38.6Z,1,REGULAR,substitution,out,[],1629638,,,1610612762,20,25,2022-03-12T02:00:18Z,1290000,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612762.0,UTA,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT03M01.00S,2022-03-12T01:59:38.6Z,1,REGULAR,substitution,in,[],200752,,,1610612762,20,25,2022-03-12T02:00:18Z,1300000,,,0,,SUB in: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT03M01.00S,2022-03-12T01:59:38.6Z,1,REGULAR,substitution,in,[],1627863,,,1610612762,20,25,2022-03-12T02:00:18Z,1310000,,,0,,SUB in: D. House Jr.,[1627863],1610612762.0,UTA,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT03M01.00S,2022-03-12T01:59:38.6Z,1,REGULAR,substitution,out,[],1628378,,,1610612762,20,25,2022-03-12T02:00:58Z,1315000,,,0,,SUB out: D. Mitchell,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT03M01.00S,2022-03-12T01:59:38.6Z,1,REGULAR,substitution,in,[],201144,,,1610612762,20,25,2022-03-12T02:00:58Z,1317500,,,0,,SUB in: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M52.00S,2022-03-12T02:00:25.9Z,1,REGULAR,3pt,Jump Shot,[],201144,76.82325886990802,85.04901960784314,1610612762,20,25,2022-03-12T02:00:50Z,1320000,175.0,165.0,1,right,MISS M. Conley 24' pullup 3PT,[201144],1610612762.0,UTA,pullup,,,Conley,M. Conley,,,,,,,24.09,Missed,,,,,,,,,,,,,,,,,
133,PT02M48.00S,2022-03-12T02:00:29.9Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612759,20,25,2022-03-12T02:00:33Z,1330000,,,0,,D. Murray REBOUND (Off:0 Def:2),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,132.0,2.0,2.0,0.0,,,,,,,,,,,,,
134,PT02M48.00S,2022-03-12T02:00:41.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627863,,,1610612759,20,25,2022-03-12T02:00:56Z,1340000,,,0,,D. House Jr. shooting personal FOUL (1 PF) (Walker IV 2 FT),"[1627863, 1629022]",1610612762.0,UTA,shooting,,,House Jr.,D. House Jr.,,,,,204058.0,,,,,,,,,,,,,,,,1.0,0.0,Walker IV,1629022.0,
136,PT02M48.00S,2022-03-12T02:00:57.5Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1629022,,,1610612759,21,25,2022-03-12T02:00:57Z,1360000,,,0,,L. Walker IV Free Throw 1 of 2 (1 PTS),[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,
139,PT02M48.00S,2022-03-12T02:01:00.6Z,1,REGULAR,substitution,out,[],1630580,,,1610612759,21,25,2022-03-12T02:01:08Z,1370000,,,0,,SUB out: J. Wieskamp,[1630580],1610612759.0,SAS,,,,Wieskamp,J. Wieskamp,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT02M48.00S,2022-03-12T02:01:00.6Z,1,REGULAR,substitution,out,[],202355,,,1610612759,21,25,2022-03-12T02:01:08Z,1380000,,,0,,SUB out: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT02M48.00S,2022-03-12T02:01:00.6Z,1,REGULAR,substitution,in,[],1629111,,,1610612759,21,25,2022-03-12T02:01:08Z,1390000,,,0,,SUB in: J. Landale,[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT02M48.00S,2022-03-12T02:01:00.6Z,1,REGULAR,substitution,in,[],203497,,,1610612759,21,25,2022-03-12T02:01:08Z,1400000,,,0,,SUB in: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT02M48.00S,2022-03-12T02:01:17.4Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1629022,,,1610612759,22,25,2022-03-12T02:01:17Z,1410000,,,0,,L. Walker IV Free Throw 2 of 2 (2 PTS),[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,
144,PT02M28.00S,2022-03-12T02:01:37.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201144,88.51839684625493,44.36274509803921,1610612762,22,25,2022-03-12T02:01:42Z,1420000,-28.0,55.0,1,right,MISS M. Conley 6' pullup Shot,[201144],1610612762.0,UTA,pullup,,,Conley,M. Conley,,,,,,,6.22,Missed,,,,,,,,,,,,,,,,,
145,PT02M26.00S,2022-03-12T02:01:39.6Z,1,REGULAR,rebound,defensive,[],1629111,,,1610612759,22,25,2022-03-12T02:01:39Z,1430000,,,0,,J. Landale REBOUND (Off:0 Def:1),[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,,,144.0,1.0,1.0,0.0,,,,,,,,,,,,,
271,PT02M25.00S,2022-03-12T02:01:42.2Z,1,REGULAR,turnover,bad pass,[],1630200,,,1610612759,22,25,2022-03-12T02:23:25Z,1435000,,,0,,T. Jones bad pass TURNOVER (1 TO),"[1630200, 1627863]",1610612759.0,SAS,,,,Jones,T. Jones,,,,,,1.0,,,,,,,,,,,House Jr.,1627863.0,,,,,,,
272,PT02M25.00S,2022-03-12T02:01:42.2Z,1,REGULAR,steal,,[],1627863,,,1610612762,22,25,2022-03-12T02:22:35Z,1437500,,,0,,D. House Jr. STEAL (1 STL),[1627863],1610612762.0,UTA,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT02M24.00S,2022-03-12T02:01:44.4Z,1,REGULAR,turnover,bad pass,[],1627863,,,1610612762,22,25,2022-03-12T02:23:45Z,1440625,,,0,,D. House Jr. bad pass TURNOVER (1 TO),"[1627863, 1630200]",1610612762.0,UTA,,,,House Jr.,D. House Jr.,,,,,,1.0,,,,,,,,,,,Jones,1630200.0,,,,,,,
283,PT02M24.00S,2022-03-12T02:01:44.4Z,1,REGULAR,steal,,[],1630200,,,1610612759,22,25,2022-03-12T02:23:09Z,1442187,,,0,,T. Jones STEAL (1 STL),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT02M22.00S,2022-03-12T02:01:46.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630200,5.469776609724048,46.07843137254902,1610612759,24,25,2022-03-12T02:23:45Z,1443750,20.0,-1.0,1,left,T. Jones Layup (2 PTS),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,1.96,Made,,,,,2.0,,,,,,,,,,,,
147,PT02M05.00S,2022-03-12T02:02:02.7Z,1,REGULAR,turnover,out-of-bounds,[],203903,,,1610612762,24,25,2022-03-12T02:02:12Z,1450000,,,0,,J. Clarkson bad pass out-of-bounds TURNOVER (1 TO),[203903],1610612762.0,UTA,bad pass,,,Clarkson,J. Clarkson,,,,,204058.0,1.0,,,,,,,,,,,,,,,,,,,
148,PT01M54.00S,2022-03-12T02:02:20.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627749,14.273981603153747,41.42156862745098,1610612759,24,25,2022-03-12T02:02:24Z,1460000,43.0,82.0,1,left,MISS D. Murray 9' floating Shot,[1627749],1610612759.0,SAS,floating,,,Murray,D. Murray,,,,,,,9.23,Missed,,,,,,,,,,,,,,,,,
149,PT01M52.00S,2022-03-12T02:02:23.6Z,1,REGULAR,rebound,defensive,[],200752,,,1610612762,24,25,2022-03-12T02:02:23Z,1470000,,,0,,R. Gay REBOUND (Off:0 Def:1),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,148.0,1.0,1.0,0.0,,,,,,,,,,,,,
150,PT01M45.00S,2022-03-12T02:02:30.5Z,1,REGULAR,3pt,Jump Shot,[],200752,76.42904073587385,11.519607843137255,1610612762,24,25,2022-03-12T02:02:36Z,1480000,-192.0,169.0,1,right,MISS R. Gay 25' pullup 3PT,[200752],1610612762.0,UTA,pullup,,,Gay,R. Gay,,,,,,,25.61,Missed,,,,,,,,,,,,,,,,,
151,PT01M41.00S,2022-03-12T02:02:34.5Z,1,REGULAR,rebound,defensive,[],1630200,,,1610612759,24,25,2022-03-12T02:02:36Z,1490000,,,0,,T. Jones REBOUND (Off:0 Def:1),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,150.0,1.0,1.0,0.0,,,,,,,,,,,,,
152,PT01M30.00S,2022-03-12T02:02:45.2Z,1,REGULAR,3pt,Jump Shot,[],1628380,32.14520367936925,48.529411764705884,1610612759,24,25,2022-03-12T02:02:49Z,1500000,7.0,250.0,1,left,MISS Z. Collins 24' 3PT,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,24.98,Missed,,,,,,,,,,,,,,,,,
153,PT01M27.00S,2022-03-12T02:02:48.2Z,1,REGULAR,rebound,defensive,[],203497,,,1610612762,24,25,2022-03-12T02:02:49Z,1510000,,,0,,R. Gobert REBOUND (Off:0 Def:3),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,152.0,3.0,3.0,0.0,,,,,,,,,,,,,
154,PT01M20.00S,2022-03-12T02:03:00.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629111,,,1610612762,24,25,2022-03-12T02:03:25Z,1520000,,,0,,J. Landale shooting personal FOUL (1 PF) (Gobert 2 FT),"[1629111, 203497]",1610612759.0,SAS,shooting,,,Landale,J. Landale,,,,,204058.0,,,,,,,,,,,,,,,,1.0,0.0,Gobert,203497.0,
156,PT01M20.00S,2022-03-12T02:03:26.3Z,1,REGULAR,freethrow,1 of 2,[],203497,,,1610612762,24,26,2022-03-12T02:03:26Z,1540000,,,0,,R. Gobert Free Throw 1 of 2 (1 PTS),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,
157,PT01M20.00S,2022-03-12T02:03:27.0Z,1,REGULAR,substitution,out,[],1630200,,,1610612762,24,26,2022-03-12T02:03:36Z,1550000,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT01M20.00S,2022-03-12T02:03:27.0Z,1,REGULAR,substitution,in,[],1630580,,,1610612762,24,26,2022-03-12T02:03:36Z,1560000,,,0,,SUB in: J. Wieskamp,[1630580],1610612759.0,SAS,,,,Wieskamp,J. Wieskamp,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT01M20.00S,2022-03-12T02:03:44.8Z,1,REGULAR,freethrow,2 of 2,[],203497,,,1610612762,24,27,2022-03-12T02:03:44Z,1570000,,,0,,R. Gobert Free Throw 2 of 2 (2 PTS),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,
160,PT01M10.00S,2022-03-12T02:04:00.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203497,,,1610612759,24,27,2022-03-12T02:04:10Z,1580000,,,0,,R. Gobert shooting personal FOUL (1 PF) (Collins 2 FT),"[203497, 1628380]",1610612762.0,UTA,shooting,,,Gobert,R. Gobert,,,,,204058.0,,,,,,,,,,,,,,,,1.0,0.0,Collins,1628380.0,
162,PT01M10.00S,2022-03-12T02:04:29.2Z,1,REGULAR,freethrow,1 of 2,[],1628380,,,1610612759,25,27,2022-03-12T02:04:29Z,1600000,,,0,,Z. Collins Free Throw 1 of 2 (9 PTS),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,
163,PT01M10.00S,2022-03-12T02:04:41.0Z,1,REGULAR,freethrow,2 of 2,[],1628380,,,1610612759,26,27,2022-03-12T02:04:41Z,1610000,,,0,,Z. Collins Free Throw 2 of 2 (10 PTS),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,
164,PT00M57.90S,2022-03-12T02:04:53.3Z,1,REGULAR,3pt,Jump Shot,[],203903,67.23061760840999,48.529411764705884,1610612762,26,27,2022-03-12T02:04:57Z,1620000,-7.0,256.0,1,right,MISS J. Clarkson 25' pullup 3PT,[203903],1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,,,25.56,Missed,,,,,,,,,,,,,,,,,
165,PT00M55.30S,2022-03-12T02:04:55.8Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612759,26,27,2022-03-12T02:04:55Z,1630000,,,0,,D. Murray REBOUND (Off:0 Def:3),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,164.0,3.0,3.0,0.0,,,,,,,,,,,,,
166,PT00M54.40S,2022-03-12T02:05:03.9Z,1,REGULAR,foul,technical,"['inpenalty', '1freethrow']",203903,,,1610612759,26,27,2022-03-12T02:05:26Z,1640000,,,0,,J. Clarkson technical FOUL (1 Tech),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,2714.0,,,,,,,,,,,,,,,,1.0,1.0,,,
167,PT00M54.40S,2022-03-12T02:05:27.5Z,1,REGULAR,freethrow,1 of 1,[],1628380,,,1610612759,27,27,2022-03-12T02:05:27Z,1650000,,,0,,Z. Collins technical Free Throw 1 of 1 (11 PTS),[1628380],1610612759.0,SAS,technical,,,Collins,Z. Collins,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,
168,PT00M46.70S,2022-03-12T02:05:42.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629111,6.258212877792378,50.49019607843137,1610612759,27,27,2022-03-12T02:05:48Z,1660000,-2.0,6.0,1,left,MISS J. Landale Layup - blocked,"[1629111, 203497]",1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,0.68,Missed,,,,,,,,,,,Gobert,203497.0,,,,,
169,PT00M46.70S,2022-03-12T02:05:42.9Z,1,REGULAR,block,,[],203497,,,1610612759,27,27,2022-03-12T02:05:45Z,1670000,,,0,,R. Gobert BLOCK (1 BLK),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT00M42.50S,2022-03-12T02:05:47.1Z,1,REGULAR,rebound,defensive,[],203497,,,1610612762,27,27,2022-03-12T02:05:48Z,1680000,,,0,,R. Gobert REBOUND (Off:0 Def:4),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,168.0,4.0,4.0,0.0,,,,,,,,,,,,,
171,PT00M40.40S,2022-03-12T02:05:50.0Z,1,REGULAR,3pt,Jump Shot,[],200752,72.7496714848883,17.647058823529413,1610612762,27,30,2022-03-12T02:05:58Z,1690000,-162.0,204.0,1,right,R. Gay 26' 3PT  (3 PTS) (M. Conley 3 AST),"[200752, 201144]",1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,26.01,Made,,,,,3.0,M. Conley,201144.0,3.0,,,,,,,,,
173,PT00M32.70S,2022-03-12T02:06:04.9Z,1,REGULAR,3pt,Jump Shot,[],1627749,33.196452036793694,49.754901960784316,1610612759,27,30,2022-03-12T02:06:08Z,1710000,1.0,260.0,1,left,MISS D. Murray 25' pullup 3PT,[1627749],1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,,,25.95,Missed,,,,,,,,,,,,,,,,,
174,PT00M30.80S,2022-03-12T02:06:06.8Z,1,REGULAR,rebound,offensive,[],1628380,,,1610612759,27,30,2022-03-12T02:06:06Z,1720000,,,0,,Z. Collins REBOUND (Off:1 Def:0),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,173.0,1.0,0.0,1.0,,,,,,,,,,,,,
