actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value,blockPlayerName,blockPersonId
275,PT06M06.00S,2022-03-13T02:00:19.9Z,2,REGULAR,substitution,in,[],1630170,,,1610612759,45,54,2022-03-13T02:00:35Z,2700000,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT06M06.00S,2022-03-13T02:00:19.9Z,2,REGULAR,substitution,in,[],1629022,,,1610612759,45,54,2022-03-13T02:00:35Z,2710000,,,0,,SUB in: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT06M06.00S,2022-03-13T02:00:19.9Z,2,REGULAR,substitution,in,[],1626208,,,1610612759,45,54,2022-03-13T02:00:35Z,2720000,,,0,,SUB in: K. Sykes,[1626208],1610612754.0,IND,,,,Sykes,K. Sykes,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT05M52.00S,2022-03-13T02:00:55.5Z,2,REGULAR,foul,offensive,[],1626196,,,1610612759,45,54,2022-03-13T02:01:33Z,2730000,,,0,,J. Richardson offensive FOUL (2 PF),"[1626196, 1627741]",1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,202037.0,2.0,0.0,Hield,1627741.0,,,
280,PT05M52.00S,2022-03-13T02:00:55.5Z,2,REGULAR,turnover,offensive foul,[],1626196,,,1610612759,45,54,2022-03-13T02:00:55Z,2750000,,,0,,J. Richardson offensive foul TURNOVER (1 TO),[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,1.0,,,202037.0,,,,,,,
281,PT05M38.00S,2022-03-13T02:01:17.5Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1626208,19.267411300919843,26.225490196078432,1610612754,45,56,2022-03-13T02:01:41Z,2760000,119.0,129.0,1,left,K. Sykes 17' step back Jump Shot (4 PTS),[1626208],1610612754.0,IND,step back,,,Sykes,K. Sykes,,,,,17.51,Made,,,,,4.0,,,,,,,,,,,,,,
282,PT05M18.00S,2022-03-13T02:01:37.4Z,2,REGULAR,3pt,Jump Shot,[],1629022,73.53810775295663,12.5,1610612759,45,56,2022-03-13T02:01:44Z,2770000,-188.0,196.0,1,right,MISS L. Walker IV 27' 3PT,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,27.14,Missed,,,,,,,,,,,,,,,,,,,
283,PT05M18.00S,2022-03-13T02:01:37.4Z,2,REGULAR,rebound,defensive,[],1630537,,,1610612754,45,56,2022-03-13T02:01:44Z,2780000,,,0,,C. Duarte REBOUND (Off:1 Def:4),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,282.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
285,PT05M08.00S,2022-03-13T02:02:04.1Z,2,REGULAR,foul,personal,['2freethrow'],1629111,,,1610612754,45,56,2022-03-13T02:02:19Z,2800000,,,0,,J. Landale shooting personal FOUL (1 PF) (Jackson 2 FT),"[1629111, 1630543]",1610612759.0,SAS,shooting,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,2005.0,1.0,0.0,Jackson,1630543.0,,,
287,PT05M08.00S,2022-03-13T02:02:15.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,45,56,2022-03-13T02:02:15Z,2820000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT05M08.00S,2022-03-13T02:02:21.3Z,2,REGULAR,instantreplay,challenge,[],0,,,1610612754,45,56,2022-03-13T02:05:51Z,2830000,,,0,,,[],1610612759.0,SAS,stands,,,,,,,,,,,,,,,,,,,,,,2005.0,,,,,,,
289,PT05M08.00S,2022-03-13T02:06:45.2Z,2,REGULAR,freethrow,1 of 2,[],1630543,,,1610612754,45,57,2022-03-13T02:06:45Z,2840000,,,0,,I. Jackson Free Throw 1 of 2 (8 PTS),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,Made,,,,,8.0,,,,,,,,,,,,,,
290,PT05M08.00S,2022-03-13T02:06:46.7Z,2,REGULAR,substitution,out,[],1630537,,,1610612754,45,57,2022-03-13T02:06:50Z,2850000,,,0,,SUB out: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT05M08.00S,2022-03-13T02:06:46.7Z,2,REGULAR,substitution,in,[],1630613,,,1610612754,45,57,2022-03-13T02:06:50Z,2860000,,,0,,SUB in: D. Washington Jr.,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT05M08.00S,2022-03-13T02:07:09.4Z,2,REGULAR,freethrow,2 of 2,[],1630543,,,1610612754,45,58,2022-03-13T02:07:09Z,2870000,,,0,,I. Jackson Free Throw 2 of 2 (9 PTS),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,Made,,,,,9.0,,,,,,,,,,,,,,
293,PT04M52.00S,2022-03-13T02:07:28.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626196,91.93495400788436,48.77450980392157,1610612759,45,58,2022-03-13T02:07:45Z,2880000,-6.0,23.0,1,right,MISS J. Richardson driving finger roll Layup,[1626196],1610612759.0,SAS,driving finger roll,,,Richardson,J. Richardson,,,,,2.41,Missed,,,,,,,,,,,,,,,,,,,
294,PT04M52.00S,2022-03-13T02:07:28.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612759,45,58,2022-03-13T02:07:45Z,2890000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,293.0,,,,,,,,,,,,,,,,,,
295,PT04M52.00S,2022-03-13T02:07:32.6Z,2,REGULAR,foul,personal,[],1630613,,,1610612759,45,58,2022-03-13T02:07:51Z,2900000,,,0,,D. Washington Jr. loose ball personal FOUL (2 PF),"[1630613, 1629111]",1610612754.0,IND,loose ball,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,2714.0,2.0,0.0,Landale,1629111.0,,,
297,PT04M52.00S,2022-03-13T02:07:39.9Z,2,REGULAR,substitution,out,[],1626196,,,1610612759,45,58,2022-03-13T02:07:42Z,2920000,,,0,,SUB out: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT04M52.00S,2022-03-13T02:07:39.9Z,2,REGULAR,substitution,in,[],1630200,,,1610612759,45,58,2022-03-13T02:07:42Z,2930000,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT04M43.00S,2022-03-13T02:07:57.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629022,92.85479632063075,52.94117647058824,1610612759,47,58,2022-03-13T02:08:03Z,2940000,15.0,15.0,1,right,L. Walker IV cutting finger roll Layup (10 PTS) (T. Jones 3 AST),"[1629022, 1630200]",1610612759.0,SAS,cutting finger roll,,,Walker IV,L. Walker IV,,,,,2.08,Made,,,,,10.0,T. Jones,1630200.0,3.0,,,,,,,,,,,
301,PT04M23.00S,2022-03-13T02:08:16.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630613,9.280551905387648,35.78431372549019,1610612754,47,60,2022-03-13T02:08:22Z,2960000,71.0,35.0,1,left,D. Washington Jr. 7' driving floating Jump Shot (17 PTS),[1630613],1610612754.0,IND,driving floating,,,Washington Jr.,D. Washington Jr.,,,,,7.91,Made,,,,,17.0,,,,,,,,,,,,,,
302,PT04M07.00S,2022-03-13T02:08:32.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629022,82.60512483574244,46.568627450980394,1610612759,47,60,2022-03-13T02:08:40Z,2970000,-17.0,111.0,1,right,MISS L. Walker IV 11' pullup Shot - blocked,"[1629022, 1630543]",1610612759.0,SAS,pullup,,,Walker IV,L. Walker IV,,,,,11.23,Missed,,,,,,,,,,,,,,,,,,Jackson,1630543.0
303,PT04M07.00S,2022-03-13T02:08:32.5Z,2,REGULAR,block,,[],1630543,,,1610612759,47,60,2022-03-13T02:08:35Z,2980000,,,0,,I. Jackson BLOCK (1 BLK),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT04M04.00S,2022-03-13T02:08:35.5Z,2,REGULAR,rebound,defensive,[],1627741,,,1610612754,47,60,2022-03-13T02:08:40Z,2990000,,,0,,B. Hield REBOUND (Off:0 Def:3),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,302.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
305,PT04M03.00S,2022-03-13T02:08:37.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626208,7.046649145860711,48.529411764705884,1610612754,47,62,2022-03-13T02:09:17Z,3000000,7.0,14.0,1,left,K. Sykes driving finger roll Layup (6 PTS) (B. Hield 4 AST),"[1626208, 1627741]",1610612754.0,IND,driving finger roll,,,Sykes,K. Sykes,,,,,1.56,Made,,,,,6.0,B. Hield,1627741.0,4.0,,,,,,,,,,,
307,PT03M51.00S,2022-03-13T02:08:52.4Z,2,REGULAR,foul,personal,['2freethrow'],1626208,,,1610612759,47,62,2022-03-13T02:09:13Z,3020000,,,0,,K. Sykes shooting personal FOUL (2 PF) (Jones 2 FT),"[1626208, 1630200]",1610612754.0,IND,shooting,,,Sykes,K. Sykes,,,,,,,,,,,,,,,,,,2714.0,2.0,0.0,Jones,1630200.0,,,
309,PT03M51.00S,2022-03-13T02:09:21.6Z,2,REGULAR,freethrow,1 of 2,[],1630200,,,1610612759,47,62,2022-03-13T02:09:21Z,3040000,,,0,,MISS T. Jones Free Throw 1 of 2,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,Missed,,,,,,,,,,,,,,,,,,,
310,PT03M51.00S,2022-03-13T02:09:21.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,47,62,2022-03-13T02:09:21Z,3050000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,309.0,,,,,,,,,,,,,,,,,,
311,PT03M51.00S,2022-03-13T02:09:22.4Z,2,REGULAR,substitution,out,[],1626208,,,1610612759,47,62,2022-03-13T02:09:25Z,3060000,,,0,,SUB out: K. Sykes,[1626208],1610612754.0,IND,,,,Sykes,K. Sykes,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT03M51.00S,2022-03-13T02:09:22.4Z,2,REGULAR,substitution,in,[],1630169,,,1610612759,47,62,2022-03-13T02:09:25Z,3070000,,,0,,SUB in: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT03M51.00S,2022-03-13T02:09:33.7Z,2,REGULAR,freethrow,2 of 2,[],1630200,,,1610612759,48,62,2022-03-13T02:09:33Z,3080000,,,0,,T. Jones Free Throw 2 of 2 (3 PTS),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
314,PT03M41.00S,2022-03-13T02:09:46.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630170,,,1610612754,48,62,2022-03-13T02:09:58Z,3090000,,,0,,D. Vassell shooting personal FOUL (2 PF) (Washington Jr. 2 FT),"[1630170, 1630613]",1610612759.0,SAS,shooting,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,202037.0,2.0,0.0,Washington Jr.,1630613.0,,,
316,PT03M41.00S,2022-03-13T02:10:14.1Z,2,REGULAR,freethrow,1 of 2,[],1630613,,,1610612754,48,63,2022-03-13T02:10:14Z,3110000,,,0,,D. Washington Jr. Free Throw 1 of 2 (18 PTS),[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,Made,,,,,18.0,,,,,,,,,,,,,,
317,PT03M41.00S,2022-03-13T02:10:15.1Z,2,REGULAR,substitution,out,[],1627741,,,1610612754,48,63,2022-03-13T02:10:24Z,3120000,,,0,,SUB out: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT03M41.00S,2022-03-13T02:10:15.1Z,2,REGULAR,substitution,in,[],1630537,,,1610612754,48,63,2022-03-13T02:10:24Z,3130000,,,0,,SUB in: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT03M41.00S,2022-03-13T02:10:28.6Z,2,REGULAR,freethrow,2 of 2,[],1630613,,,1610612754,48,64,2022-03-13T02:10:28Z,3140000,,,0,,D. Washington Jr. Free Throw 2 of 2 (19 PTS),[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,Made,,,,,19.0,,,,,,,,,,,,,,
320,PT03M26.00S,2022-03-13T02:10:42.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629022,93.24901445466492,50.245098039215684,1610612759,50,64,2022-03-13T02:10:48Z,3150000,1.0,11.0,1,right,L. Walker IV driving finger roll Layup (12 PTS) (T. Jones 4 AST),"[1629022, 1630200]",1610612759.0,SAS,driving finger roll,,,Walker IV,L. Walker IV,,,,,1.11,Made,,,,,12.0,T. Jones,1630200.0,4.0,,,,,,,,,,,
322,PT03M09.00S,2022-03-13T02:10:59.7Z,2,REGULAR,3pt,Jump Shot,[],1630537,27.151773981603156,17.892156862745097,1610612754,50,67,2022-03-13T02:11:04Z,3170000,161.0,203.0,1,left,C. Duarte 25' 3PT  (10 PTS) (T. Haliburton 6 AST),"[1630537, 1630169]",1610612754.0,IND,,,,Duarte,C. Duarte,,,,,25.85,Made,,,,,10.0,T. Haliburton,1630169.0,6.0,,,,,,,,,,,
324,PT03M00.00S,2022-03-13T02:11:10.9Z,2,REGULAR,turnover,out-of-bounds,[],1630563,,,1610612759,50,67,2022-03-13T02:11:18Z,3190000,,,0,,J. Primo lost ball out-of-bounds TURNOVER (1 TO),[1630563],1610612759.0,SAS,lost ball,,,Primo,J. Primo,,,,,,,,,,,,,,,1.0,,,2714.0,,,,,,,
325,PT02M47.00S,2022-03-13T02:11:27.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629052,6.258212877792378,53.67647058823529,1610612754,50,69,2022-03-13T02:11:33Z,3200000,-18.0,6.0,1,left,O. Brissett finger roll Layup (7 PTS),[1629052],1610612754.0,IND,finger roll,,,Brissett,O. Brissett,,,,,1.94,Made,,,,,7.0,,,,,,,,,,,,,,
326,PT02M35.00S,2022-03-13T02:11:37.9Z,2,REGULAR,3pt,Jump Shot,[],1629022,66.96780551905388,57.107843137254896,1610612759,53,69,2022-03-13T02:11:43Z,3210000,36.0,258.0,1,right,L. Walker IV 26' 3PT step back (15 PTS),[1629022],1610612759.0,SAS,step back,,,Walker IV,L. Walker IV,,,,,26.04,Made,,,,,15.0,,,,,,,,,,,,,,
327,PT02M24.00S,2022-03-13T02:11:49.8Z,2,REGULAR,3pt,Jump Shot,[],1630169,26.62614980289093,15.441176470588236,1610612754,53,69,2022-03-13T02:11:55Z,3220000,173.0,198.0,1,left,MISS T. Haliburton 26' pullup 3PT,[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,26.26,Missed,,,,,,,,,,,,,,,,,,,
328,PT02M22.00S,2022-03-13T02:11:51.8Z,2,REGULAR,rebound,defensive,[],1629022,,,1610612759,53,69,2022-03-13T02:11:55Z,3230000,,,0,,L. Walker IV REBOUND (Off:0 Def:1),[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,327.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
329,PT02M09.00S,2022-03-13T02:12:04.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,90.75229960578186,43.13725490196079,1610612759,55,69,2022-03-13T02:12:12Z,3240000,-34.0,34.0,1,right,T. Jones driving Layup (5 PTS) (L. Walker IV 2 AST),"[1630200, 1629022]",1610612759.0,SAS,driving,,,Jones,T. Jones,,,,,4.86,Made,,,,,5.0,L. Walker IV,1629022.0,2.0,,,,,,,,,,,
331,PT01M49.00S,2022-03-13T02:12:24.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630543,9.280551905387648,53.67647058823529,1610612754,55,69,2022-03-13T02:12:32Z,3260000,-18.0,35.0,1,left,MISS I. Jackson driving Layup,[1630543],1610612754.0,IND,driving,,,Jackson,I. Jackson,,,,,3.93,Missed,,,,,,,,,,,,,,,,,,,
332,PT01M47.00S,2022-03-13T02:12:26.9Z,2,REGULAR,rebound,defensive,[],1630563,,,1610612759,55,69,2022-03-13T02:12:32Z,3270000,,,0,,J. Primo REBOUND (Off:1 Def:3),[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,331.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
333,PT01M44.00S,2022-03-13T02:12:29.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630200,93.9060446780552,53.431372549019606,1610612759,57,69,2022-03-13T02:12:39Z,3280000,17.0,5.0,1,right,T. Jones driving reverse Layup (7 PTS) (J. Primo 3 AST),"[1630200, 1630563]",1610612759.0,SAS,driving reverse,,,Jones,T. Jones,,,,,1.79,Made,,,,,7.0,J. Primo,1630563.0,3.0,,,,,,,,,,,
335,PT01M43.00S,2022-03-13T02:12:35.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,57,69,2022-03-13T02:12:35Z,3300000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT01M22.00S,2022-03-13T02:14:26.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630543,6.389618922470433,52.69607843137255,1610612754,57,69,2022-03-13T02:14:35Z,3310000,-13.0,8.0,1,left,MISS I. Jackson alley-oop DUNK,[1630543],1610612754.0,IND,alley-oop,,,Jackson,I. Jackson,,,,,1.55,Missed,,,,,,,,,,,,,,,,,,,
337,PT01M19.00S,2022-03-13T02:14:29.5Z,2,REGULAR,rebound,defensive,[],1629022,,,1610612759,57,69,2022-03-13T02:14:35Z,3320000,,,0,,L. Walker IV REBOUND (Off:0 Def:2),[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,336.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
338,PT01M16.00S,2022-03-13T02:14:32.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630170,92.72339027595268,2.2058823529411766,1610612759,60,69,2022-03-13T02:14:44Z,3330000,-239.0,16.0,1,right,D. Vassell 3PT  (10 PTS) (T. Jones 5 AST),"[1630170, 1630200]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,23.95,Made,,,,,10.0,T. Jones,1630200.0,5.0,,,,,,,,,,,
340,PT01M10.00S,2022-03-13T02:14:37.6Z,2,REGULAR,turnover,out-of-bounds,[],1630169,,,1610612754,60,69,2022-03-13T02:14:51Z,3350000,,,0,,T. Haliburton bad pass out-of-bounds TURNOVER (2 TO),[1630169],1610612754.0,IND,bad pass,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,2.0,,,202037.0,,,,,,,
341,PT01M01.00S,2022-03-13T02:14:56.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629111,93.38042049934296,46.81372549019608,1610612759,62,69,2022-03-13T02:15:02Z,3360000,-16.0,10.0,1,right,J. Landale DUNK (15 PTS) (T. Jones 6 AST),"[1629111, 1630200]",1610612759.0,SAS,,,,Landale,J. Landale,,,,,1.86,Made,,,,,15.0,T. Jones,1630200.0,6.0,,,,,,,,,,,
343,PT00M47.60S,2022-03-13T02:15:14.5Z,2,REGULAR,turnover,out-of-bounds,[],1630169,,,1610612754,62,69,2022-03-13T02:15:23Z,3380000,,,0,,T. Haliburton bad pass out-of-bounds TURNOVER (3 TO),[1630169],1610612754.0,IND,bad pass,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,3.0,,,202037.0,,,,,,,
344,PT00M47.60S,2022-03-13T02:15:22.4Z,2,REGULAR,substitution,out,[],1630537,,,1610612759,62,69,2022-03-13T02:15:26Z,3390000,,,0,,SUB out: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT00M47.60S,2022-03-13T02:15:22.4Z,2,REGULAR,substitution,in,[],1627741,,,1610612759,62,69,2022-03-13T02:15:26Z,3400000,,,0,,SUB in: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT00M41.70S,2022-03-13T02:15:45.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630200,93.24901445466492,55.14705882352941,1610612759,62,69,2022-03-13T02:16:14Z,3410000,26.0,11.0,1,right,MISS T. Jones driving finger roll Layup,[1630200],1610612759.0,SAS,driving finger roll,,,Jones,T. Jones,,,,,2.8,Missed,,,,,,,,,,,,,,,,,,,
347,PT00M40.10S,2022-03-13T02:15:46.6Z,2,REGULAR,rebound,offensive,[],1629111,,,1610612759,62,69,2022-03-13T02:16:14Z,3420000,,,0,,J. Landale REBOUND (Off:2 Def:1),[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,346.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
348,PT00M40.10S,2022-03-13T02:15:49.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629111,94.40999984741211,50.0,1610612759,64,69,2022-03-13T02:15:49Z,3430000,0.0,0.0,1,right,J. Landale tip Layup (17 PTS),[1629111],1610612759.0,SAS,tip,,,Landale,J. Landale,,,,,0.0,Made,,,,,17.0,,,,,,,,,,,,,,
349,PT00M33.30S,2022-03-13T02:15:56.0Z,2,REGULAR,2pt,Jump Shot,[],1630169,14.668199737187912,29.901960784313726,1610612754,64,71,2022-03-13T02:16:23Z,3440000,100.0,85.0,1,left,T. Haliburton 13' driving floating Jump Shot (7 PTS),[1630169],1610612754.0,IND,driving floating,,,Haliburton,T. Haliburton,,,,,13.19,Made,,,,,7.0,,,,,,,,,,,,,,
350,PT00M11.80S,2022-03-13T02:16:20.6Z,2,REGULAR,3pt,Jump Shot,[],1630563,72.61826544021025,82.84313725490196,1610612759,64,71,2022-03-13T02:16:32Z,3450000,164.0,205.0,1,right,MISS J. Primo 26' 3PT,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,26.26,Missed,,,,,,,,,,,,,,,,,,,
351,PT00M11.80S,2022-03-13T02:16:20.6Z,2,REGULAR,rebound,defensive,[],1630543,,,1610612754,64,71,2022-03-13T02:16:32Z,3460000,,,0,,I. Jackson REBOUND (Off:0 Def:1),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,350.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
352,PT00M02.10S,2022-03-13T02:16:30.3Z,2,REGULAR,3pt,Jump Shot,[],1627741,32.013797634691194,62.745098039215684,1610612754,64,71,2022-03-13T02:17:04Z,3470000,-64.0,248.0,1,left,MISS B. Hield 25' 3PT,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,25.64,Missed,,,,,,,,,,,,,,,,,,,
353,PT00M02.10S,2022-03-13T02:16:30.3Z,2,REGULAR,rebound,defensive,[],1630563,,,1610612759,64,71,2022-03-13T02:17:04Z,3480000,,,0,,J. Primo REBOUND (Off:1 Def:4),[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,352.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
354,PT00M00.00S,2022-03-13T02:16:37.7Z,2,REGULAR,3pt,Jump Shot,[],1630200,32.013797634691194,64.70588235294117,1610612759,64,71,2022-03-13T02:17:45Z,3490000,74.0,587.0,1,right,MISS T. Jones 59' 3PT,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,59.12,Missed,,,,,,,,,,,,,,,,,,,
355,PT00M00.00S,2022-03-13T02:16:37.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612759,64,71,2022-03-13T02:17:45Z,3500000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,354.0,,,,,,,,,,,,,,,,,,
356,PT00M00.00S,2022-03-13T02:16:44.5Z,2,REGULAR,period,end,[],0,,,1610612759,64,71,2022-03-13T02:16:44Z,3510000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT12M00.00S,2022-03-13T02:31:47.7Z,3,REGULAR,substitution,out,['startperiod'],1630563,,,1610612759,64,71,2022-03-13T02:32:24Z,3520000,,,0,,SUB out: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT12M00.00S,2022-03-13T02:31:47.7Z,3,REGULAR,substitution,out,['startperiod'],1629111,,,1610612759,64,71,2022-03-13T02:32:24Z,3530000,,,0,,SUB out: J. Landale,[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT12M00.00S,2022-03-13T02:31:47.7Z,3,REGULAR,substitution,out,['startperiod'],1630613,,,1610612759,64,71,2022-03-13T02:32:24Z,3540000,,,0,,SUB out: D. Washington Jr.,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT12M00.00S,2022-03-13T02:31:47.7Z,3,REGULAR,substitution,in,['startperiod'],1626196,,,1610612759,64,71,2022-03-13T02:32:24Z,3550000,,,0,,SUB in: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT12M00.00S,2022-03-13T02:31:47.7Z,3,REGULAR,substitution,in,['startperiod'],1628380,,,1610612759,64,71,2022-03-13T02:32:24Z,3560000,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT12M00.00S,2022-03-13T02:31:47.7Z,3,REGULAR,substitution,in,['startperiod'],1630537,,,1610612759,64,71,2022-03-13T02:32:24Z,3570000,,,0,,SUB in: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT12M00.00S,2022-03-13T02:32:28.5Z,3,REGULAR,period,start,[],0,,,1610612754,64,71,2022-03-13T02:32:28Z,3580000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
