actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
351,PT12M00.00S,2022-03-19T01:49:59.7Z,3,REGULAR,substitution,out,['startperiod'],1630200,,,1610612759,33,64,2022-03-19T01:50:48Z,3460000,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,
352,PT12M00.00S,2022-03-19T01:49:59.7Z,3,REGULAR,substitution,out,['startperiod'],1629111,,,1610612759,33,64,2022-03-19T01:50:48Z,3470000,,,0,,SUB out: J. Landale,[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,
353,PT12M00.00S,2022-03-19T01:49:59.7Z,3,REGULAR,substitution,out,['startperiod'],1630230,,,1610612759,33,64,2022-03-19T01:50:48Z,3480000,,,0,,SUB out: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,
354,PT12M00.00S,2022-03-19T01:49:59.7Z,3,REGULAR,substitution,out,['startperiod'],1626195,,,1610612759,33,64,2022-03-19T01:50:48Z,3490000,,,0,,SUB out: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,
355,PT12M00.00S,2022-03-19T01:49:59.7Z,3,REGULAR,substitution,in,['startperiod'],1630563,,,1610612759,33,64,2022-03-19T01:50:48Z,3500000,,,0,,SUB in: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,
356,PT12M00.00S,2022-03-19T01:49:59.7Z,3,REGULAR,substitution,in,['startperiod'],1629640,,,1610612759,33,64,2022-03-19T01:50:48Z,3510000,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
357,PT12M00.00S,2022-03-19T01:49:59.7Z,3,REGULAR,substitution,in,['startperiod'],1630529,,,1610612759,33,64,2022-03-19T01:50:48Z,3520000,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,
358,PT12M00.00S,2022-03-19T01:49:59.7Z,3,REGULAR,substitution,in,['startperiod'],202685,,,1610612759,33,64,2022-03-19T01:50:48Z,3530000,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,
359,PT12M00.00S,2022-03-19T01:50:59.9Z,3,REGULAR,period,start,[],0,,,1610612759,33,64,2022-03-19T01:50:59Z,3540000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT11M43.00S,2022-03-19T01:51:16.3Z,3,REGULAR,3pt,Jump Shot,[],1629640,91.80354796320631,3.9215686274509802,1610612759,36,64,2022-03-19T01:51:32Z,3550000,-230.0,25.0,1,right,K. Johnson 3PT  (5 PTS) (J. Poeltl 3 AST),"[1629640, 1627751]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,23.17,Made,5.0,J. Poeltl,1627751.0,3.0,,,,,,,,,,,,,,
362,PT11M26.00S,2022-03-19T01:51:35.9Z,3,REGULAR,foul,personal,['2freethrow'],1630563,,,1610612740,36,64,2022-03-19T01:51:56Z,3570000,,,0,,J. Primo shooting personal FOUL (1 PF) (Jones 2 FT),"[1630563, 1630529]",1610612759.0,SAS,shooting,,,Primo,J. Primo,,,,,,,,,,,1662.0,,,,,,,,,,1.0,0.0,Jones,1630529.0
364,PT11M26.00S,2022-03-19T01:51:57.7Z,3,REGULAR,freethrow,1 of 2,[],1630529,,,1610612740,36,65,2022-03-19T01:51:57Z,3590000,,,0,,H. Jones Free Throw 1 of 2 (5 PTS),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
365,PT11M26.00S,2022-03-19T01:52:10.4Z,3,REGULAR,freethrow,2 of 2,[],1630529,,,1610612740,36,66,2022-03-19T01:52:10Z,3600000,,,0,,H. Jones Free Throw 2 of 2 (6 PTS),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
366,PT11M18.00S,2022-03-19T01:52:18.9Z,3,REGULAR,3pt,Jump Shot,[],1630170,73.14388961892247,16.176470588235293,1610612759,36,66,2022-03-19T01:52:24Z,3610000,-169.0,200.0,1,right,MISS D. Vassell 26' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,26.18,Missed,,,,,,,,,,,,,,,,,,
367,PT11M15.00S,2022-03-19T01:52:21.9Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,36,66,2022-03-19T01:52:24Z,3620000,,,0,,J. Valanciunas REBOUND (Off:1 Def:9),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,366.0,10.0,9.0,1.0,,,,,,,,,
368,PT10M58.00S,2022-03-19T01:52:39.9Z,3,REGULAR,2pt,Jump Shot,[],203468,19.004599211563733,32.1078431372549,1610612740,36,66,2022-03-19T01:52:44Z,3630000,89.0,126.0,1,left,MISS C. McCollum 15' pullup Shot,[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,15.46,Missed,,,,,,,,,,,,,,,,,,
369,PT10M56.00S,2022-03-19T01:52:41.9Z,3,REGULAR,rebound,defensive,[],1627749,,,1610612759,36,66,2022-03-19T01:52:44Z,3640000,,,0,,D. Murray REBOUND (Off:0 Def:7),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,368.0,7.0,7.0,0.0,,,,,,,,,
370,PT10M49.00S,2022-03-19T01:52:47.4Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630563,93.51182654402102,49.26470588235294,1610612759,36,66,2022-03-19T01:52:55Z,3650000,-4.0,8.0,1,right,MISS J. Primo driving Layup,[1630563],1610612759.0,SAS,driving,,,Primo,J. Primo,,,,,0.93,Missed,,,,,,,,,,,,,,,,,,
371,PT10M47.00S,2022-03-19T01:52:49.4Z,3,REGULAR,rebound,defensive,[],1630529,,,1610612740,36,66,2022-03-19T01:52:51Z,3660000,,,0,,H. Jones REBOUND (Off:0 Def:6),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,370.0,6.0,6.0,0.0,,,,,,,,,
372,PT10M44.00S,2022-03-19T01:52:53.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630529,7.30946123521682,49.01960784313725,1610612740,36,68,2022-03-19T01:53:05Z,3670000,5.0,16.0,1,left,H. Jones running Layup (8 PTS),[1630529],1610612740.0,NOP,running,,,Jones,H. Jones,,,,,1.69,Made,8.0,,,,,,,,,,,,,,,,,
373,PT10M37.00S,2022-03-19T01:53:04.0Z,3,REGULAR,foul,personal,[],1628984,,,1610612759,36,68,2022-03-19T01:53:40Z,3680000,,,0,,D. Graham take personal FOUL (2 PF),"[1628984, 1629640]",1610612740.0,NOP,take,,,Graham,D. Graham,,,,,,,,,,,1363.0,,,,,,,,,,2.0,0.0,Johnson,1629640.0
375,PT10M37.00S,2022-03-19T01:53:17.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,36,68,2022-03-19T01:53:17Z,3700000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT10M27.00S,2022-03-19T01:56:18.1Z,3,REGULAR,3pt,Jump Shot,[],1629640,72.48685939553219,21.813725490196077,1610612759,36,68,2022-03-19T01:56:22Z,3710000,-141.0,206.0,1,right,MISS K. Johnson 24' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,24.97,Missed,,,,,,,,,,,,,,,,,,
377,PT10M24.00S,2022-03-19T01:56:20.5Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,36,68,2022-03-19T01:56:20Z,3720000,,,0,,J. Valanciunas REBOUND (Off:1 Def:10),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,376.0,11.0,10.0,1.0,,,,,,,,,
378,PT10M19.00S,2022-03-19T01:56:26.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628984,24.52365308804205,85.29411764705883,1610612740,36,71,2022-03-19T01:56:34Z,3730000,-176.0,178.0,1,left,D. Graham 25' 3PT pullup (6 PTS),[1628984],1610612740.0,NOP,pullup,,,Graham,D. Graham,,,,,25.07,Made,6.0,,,,,,,,,,,,,,,,,
379,PT10M03.00S,2022-03-19T01:56:42.2Z,3,REGULAR,turnover,bad pass,[],1630563,,,1610612759,36,71,2022-03-19T01:56:47Z,3740000,,,0,,J. Primo bad pass TURNOVER (2 TO),"[1630563, 1630529]",1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,2.0,Jones,1630529.0,,,,
380,PT10M03.00S,2022-03-19T01:56:42.2Z,3,REGULAR,steal,,[],1630529,,,1610612740,36,71,2022-03-19T01:56:43Z,3750000,,,0,,H. Jones STEAL (1 STL),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,
381,PT10M00.00S,2022-03-19T01:56:45.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630529,5.995400788436268,48.28431372549019,1610612740,36,73,2022-03-19T01:56:53Z,3760000,9.0,4.0,1,left,H. Jones running finger roll Layup (10 PTS),[1630529],1610612740.0,NOP,running finger roll,,,Jones,H. Jones,,,,,0.94,Made,10.0,,,,,,,,,,,,,,,,,
382,PT09M47.00S,2022-03-19T01:56:57.8Z,3,REGULAR,3pt,Jump Shot,[],1630563,75.24638633377135,16.176470588235293,1610612759,36,73,2022-03-19T01:57:01Z,3770000,-169.0,180.0,1,right,MISS J. Primo 24' 3PT,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,24.71,Missed,,,,,,,,,,,,,,,,,,
383,PT09M45.00S,2022-03-19T01:56:59.8Z,3,REGULAR,rebound,defensive,[],1629637,,,1610612740,36,73,2022-03-19T01:57:01Z,3780000,,,0,,J. Hayes REBOUND (Off:2 Def:4),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,382.0,6.0,4.0,2.0,,,,,,,,,
384,PT09M37.00S,2022-03-19T01:57:07.1Z,3,REGULAR,3pt,Jump Shot,[],1629637,29.911300919842315,25.245098039215684,1610612740,36,73,2022-03-19T01:57:21Z,3790000,124.0,229.0,1,left,MISS J. Hayes 26' 3PT,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,26.01,Missed,,,,,,,,,,,,,,,,,,
385,PT09M36.00S,2022-03-19T01:57:08.1Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612759,36,73,2022-03-19T01:57:21Z,3800000,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,384.0,,,,,,,,,,,,
386,PT09M36.00S,2022-03-19T01:57:12.9Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,36,73,2022-03-19T01:57:12Z,3810000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT09M27.00S,2022-03-19T01:57:29.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,93.9060446780552,50.0,1610612759,38,73,2022-03-19T01:57:37Z,3820000,0.0,5.0,1,right,K. Johnson driving Layup (7 PTS) (D. Murray 3 AST),"[1629640, 1627749]",1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,0.48,Made,7.0,D. Murray,1627749.0,3.0,,,,,,,,,,,,,,
389,PT09M27.00S,2022-03-19T01:57:32.4Z,3,REGULAR,foul,personal,['1freethrow'],1629637,,,1610612759,38,73,2022-03-19T01:57:39Z,3840000,,,0,,J. Hayes shooting personal FOUL (3 PF) (Johnson 1 FT),"[1629637, 1629640]",1610612740.0,NOP,shooting,,,Hayes,J. Hayes,,,,,,,,,,,1662.0,,,,,,,,,,3.0,0.0,Johnson,1629640.0
391,PT09M27.00S,2022-03-19T01:57:58.4Z,3,REGULAR,freethrow,1 of 1,[],1629640,,,1610612759,39,73,2022-03-19T01:57:58Z,3860000,,,0,,K. Johnson Free Throw 1 of 1 (8 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
392,PT09M04.00S,2022-03-19T01:58:26.5Z,3,REGULAR,foul,personal,['2freethrow'],1629640,,,1610612740,39,73,2022-03-19T01:58:33Z,3870000,,,0,,K. Johnson shooting personal FOUL (2 PF) (Hayes 2 FT),"[1629640, 1629637]",1610612759.0,SAS,shooting,,,Johnson,K. Johnson,,,,,,,,,,,1662.0,,,,,,,,,,2.0,0.0,Hayes,1629637.0
394,PT09M04.00S,2022-03-19T01:58:50.2Z,3,REGULAR,freethrow,1 of 2,[],1629637,,,1610612740,39,74,2022-03-19T01:59:08Z,3890000,,,0,,J. Hayes Free Throw 1 of 2 (16 PTS),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
395,PT09M04.00S,2022-03-19T01:58:50.2Z,3,REGULAR,freethrow,2 of 2,[],1629637,,,1610612740,39,74,2022-03-19T01:59:08Z,3900000,,,0,,MISS J. Hayes Free Throw 2 of 2,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,Missed,,,,,,,,,,,,,,,,,,
396,PT09M02.00S,2022-03-19T01:58:52.2Z,3,REGULAR,rebound,defensive,[],1627749,,,1610612759,39,74,2022-03-19T01:59:08Z,3910000,,,0,,D. Murray REBOUND (Off:0 Def:8),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,395.0,8.0,8.0,0.0,,,,,,,,,
397,PT08M52.00S,2022-03-19T01:59:16.5Z,3,REGULAR,3pt,Jump Shot,[],1630170,94.03745072273325,3.1862745098039214,1610612759,39,74,2022-03-19T01:59:24Z,3920000,-234.0,4.0,1,right,MISS D. Vassell 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,23.41,Missed,,,,,,,,,,,,,,,,,,
398,PT08M49.00S,2022-03-19T01:59:19.5Z,3,REGULAR,rebound,defensive,[],203468,,,1610612740,39,74,2022-03-19T01:59:24Z,3930000,,,0,,C. McCollum REBOUND (Off:1 Def:3),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,397.0,4.0,3.0,1.0,,,,,,,,,
399,PT08M39.00S,2022-03-19T01:59:29.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202685,8.886333771353483,38.970588235294116,1610612740,39,74,2022-03-19T01:59:34Z,3940000,55.0,31.0,1,left,MISS J. Valanciunas 6' Layup,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,6.32,Missed,,,,,,,,,,,,,,,,,,
400,PT08M36.00S,2022-03-19T01:59:31.7Z,3,REGULAR,rebound,defensive,[],1627751,,,1610612759,39,74,2022-03-19T01:59:31Z,3950000,,,0,,J. Poeltl REBOUND (Off:3 Def:3),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,399.0,6.0,3.0,3.0,,,,,,,,,
401,PT08M22.00S,2022-03-19T01:59:47.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630563,92.85479632063075,49.50980392156863,1610612759,41,74,2022-03-19T01:59:52Z,3960000,-2.0,15.0,1,right,J. Primo driving finger roll Layup (5 PTS) (D. Vassell 1 AST),"[1630563, 1630170]",1610612759.0,SAS,driving finger roll,,,Primo,J. Primo,,,,,1.49,Made,5.0,D. Vassell,1630170.0,1.0,,,,,,,,,,,,,,
403,PT08M03.00S,2022-03-19T02:00:06.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203468,6.915243101182654,49.754901960784316,1610612740,41,76,2022-03-19T02:00:12Z,3980000,1.0,13.0,1,left,C. McCollum driving finger roll Layup (17 PTS),[203468],1610612740.0,NOP,driving finger roll,,,McCollum,C. McCollum,,,,,1.26,Made,17.0,,,,,,,,,,,,,,,,,
404,PT07M50.00S,2022-03-19T02:00:20.8Z,3,REGULAR,turnover,out-of-bounds,[],1627751,,,1610612759,41,76,2022-03-19T02:00:29Z,3990000,,,0,,J. Poeltl bad pass out-of-bounds TURNOVER (1 TO),[1627751],1610612759.0,SAS,bad pass,,,Poeltl,J. Poeltl,,,,,,,,,,,201246.0,,,,,,,1.0,,,,,,
405,PT07M34.00S,2022-03-19T02:00:42.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203468,31.750985545335087,62.254901960784316,1610612740,41,76,2022-03-19T02:00:46Z,4000000,-61.0,246.0,1,left,MISS C. McCollum 25' pullup 3PT,[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,25.35,Missed,,,,,,,,,,,,,,,,,,
406,PT07M30.00S,2022-03-19T02:00:46.0Z,3,REGULAR,rebound,defensive,[],1630170,,,1610612759,41,76,2022-03-19T02:00:46Z,4010000,,,0,,D. Vassell REBOUND (Off:0 Def:1),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,405.0,1.0,1.0,0.0,,,,,,,,,
407,PT07M26.00S,2022-03-19T02:00:50.0Z,3,REGULAR,turnover,lost ball,[],1627749,,,1610612759,41,76,2022-03-19T02:00:56Z,4020000,,,0,,D. Murray lost ball TURNOVER (3 TO),"[1627749, 203468]",1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,3.0,McCollum,203468.0,,,,
408,PT07M26.00S,2022-03-19T02:00:50.0Z,3,REGULAR,steal,,[],203468,,,1610612740,41,76,2022-03-19T02:00:52Z,4030000,,,0,,C. McCollum STEAL (2 STL),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,
409,PT07M21.00S,2022-03-19T02:00:55.0Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202685,6.1268068331143235,49.01960784313725,1610612740,41,78,2022-03-19T02:01:03Z,4040000,5.0,5.0,1,left,J. Valanciunas cutting DUNK (11 PTS) (H. Jones 2 AST),"[202685, 1630529]",1610612740.0,NOP,cutting,,,Valanciunas,J. Valanciunas,,,,,0.71,Made,11.0,H. Jones,1630529.0,2.0,,,,,,,,,,,,,,
411,PT07M20.00S,2022-03-19T02:01:01.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,41,78,2022-03-19T02:01:01Z,4060000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT07M20.00S,2022-03-19T02:03:44.7Z,3,REGULAR,substitution,out,[],1630563,,,1610612759,41,78,2022-03-19T02:03:53Z,4070000,,,0,,SUB out: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,
413,PT07M20.00S,2022-03-19T02:03:44.7Z,3,REGULAR,substitution,in,[],1629111,,,1610612759,41,78,2022-03-19T02:03:53Z,4080000,,,0,,SUB in: J. Landale,[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,
415,PT07M02.00S,2022-03-19T02:04:18.5Z,3,REGULAR,2pt,Jump Shot,[],1627749,81.68528252299606,75.73529411764706,1610612759,41,78,2022-03-19T02:04:22Z,4100000,129.0,120.0,1,right,MISS D. Murray 17' pullup Shot,[1627749],1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,17.58,Missed,,,,,,,,,,,,,,,,,,
416,PT07M00.00S,2022-03-19T02:04:20.1Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,41,78,2022-03-19T02:04:20Z,4110000,,,0,,J. Valanciunas REBOUND (Off:1 Def:11),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,415.0,12.0,11.0,1.0,,,,,,,,,
417,PT06M48.00S,2022-03-19T02:04:32.6Z,3,REGULAR,3pt,Jump Shot,[],1628984,33.196452036793694,60.78431372549019,1610612740,41,81,2022-03-19T02:04:39Z,4120000,-54.0,260.0,1,left,D. Graham 26' 3PT  (9 PTS) (H. Jones 3 AST),"[1628984, 1630529]",1610612740.0,NOP,,,,Graham,D. Graham,,,,,26.5,Made,9.0,H. Jones,1630529.0,3.0,,,,,,,,,,,,,,
419,PT06M45.00S,2022-03-19T02:04:41.1Z,3,REGULAR,stoppage,equipment issue,[],0,,,1610612759,41,81,2022-03-19T02:04:41Z,4140000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT06M31.00S,2022-03-19T02:04:59.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,93.24901445466492,52.20588235294118,1610612759,41,81,2022-03-19T02:05:04Z,4150000,11.0,11.0,1,right,MISS J. Poeltl cutting Layup - blocked,"[1627751, 1629637]",1610612759.0,SAS,cutting,,,Poeltl,J. Poeltl,,,,,1.56,Missed,,,,,,,,,,Hayes,1629637.0,,,,,,,
421,PT06M31.00S,2022-03-19T02:04:59.0Z,3,REGULAR,block,,[],1629637,,,1610612759,41,81,2022-03-19T02:05:01Z,4160000,,,0,,J. Hayes BLOCK (3 BLK),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,
422,PT06M28.00S,2022-03-19T02:05:02.0Z,3,REGULAR,rebound,defensive,[],1629637,,,1610612740,41,81,2022-03-19T02:05:04Z,4170000,,,0,,J. Hayes REBOUND (Off:2 Def:5),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,420.0,7.0,5.0,2.0,,,,,,,,,
423,PT06M10.00S,2022-03-19T02:05:19.8Z,3,REGULAR,2pt,Jump Shot,[],203468,6.783837056504599,76.47058823529412,1610612740,41,81,2022-03-19T02:05:31Z,4180000,-132.0,11.0,1,left,MISS C. McCollum 13' fadeaway Shot,[203468],1610612740.0,NOP,fadeaway,,,McCollum,C. McCollum,,,,,13.29,Missed,,,,,,,,,,,,,,,,,,
424,PT06M09.00S,2022-03-19T02:05:20.8Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612759,41,81,2022-03-19T02:05:31Z,4190000,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,423.0,,,,,,,,,,,,
425,PT06M09.00S,2022-03-19T02:05:23.8Z,3,REGULAR,foul,personal,[],202685,,,1610612759,41,81,2022-03-19T02:05:37Z,4200000,,,0,,J. Valanciunas loose ball personal FOUL (4 PF),"[202685, 1627749]",1610612740.0,NOP,loose ball,,,Valanciunas,J. Valanciunas,,,,,,,,,,,201246.0,,,,,,,,,,4.0,0.0,Murray,1627749.0
427,PT05M56.00S,2022-03-19T02:05:50.2Z,3,REGULAR,3pt,Jump Shot,[],1627749,77.4802890932983,9.558823529411764,1610612759,44,81,2022-03-19T02:05:54Z,4220000,-202.0,159.0,1,right,D. Murray 25' 3PT  (11 PTS) (K. Johnson 2 AST),"[1627749, 1629640]",1610612759.0,SAS,,,,Murray,D. Murray,,,,,25.74,Made,11.0,K. Johnson,1629640.0,2.0,,,,,,,,,,,,,,
429,PT05M37.00S,2022-03-19T02:06:12.0Z,3,REGULAR,foul,personal,['2freethrow'],1627751,,,1610612740,44,81,2022-03-19T02:06:18Z,4240000,,,0,,J. Poeltl shooting personal FOUL (2 PF) (Valanciunas 2 FT),"[1627751, 202685]",1610612759.0,SAS,shooting,,,Poeltl,J. Poeltl,,,,,,,,,,,201246.0,,,,,,,,,,2.0,0.0,Valanciunas,202685.0
431,PT05M37.00S,2022-03-19T02:06:41.8Z,3,REGULAR,freethrow,1 of 2,[],202685,,,1610612740,44,81,2022-03-19T02:06:41Z,4260000,,,0,,MISS J. Valanciunas Free Throw 1 of 2,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,Missed,,,,,,,,,,,,,,,,,,
432,PT05M37.00S,2022-03-19T02:06:41.8Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,44,81,2022-03-19T02:06:41Z,4270000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,431.0,,,,,,,,,,,,
433,PT05M37.00S,2022-03-19T02:06:43.2Z,3,REGULAR,substitution,out,[],1629640,,,1610612740,44,81,2022-03-19T02:06:51Z,4280000,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
434,PT05M37.00S,2022-03-19T02:06:43.2Z,3,REGULAR,substitution,out,[],1627751,,,1610612740,44,81,2022-03-19T02:06:51Z,4290000,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,
435,PT05M37.00S,2022-03-19T02:06:43.2Z,3,REGULAR,substitution,in,[],1630580,,,1610612740,44,81,2022-03-19T02:06:51Z,4300000,,,0,,SUB in: J. Wieskamp,[1630580],1610612759.0,SAS,,,,Wieskamp,J. Wieskamp,,,,,,,,,,,,,,,,,,,,,,,,
436,PT05M37.00S,2022-03-19T02:06:43.2Z,3,REGULAR,substitution,in,[],1628380,,,1610612740,44,81,2022-03-19T02:06:51Z,4310000,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,
437,PT05M37.00S,2022-03-19T02:07:03.9Z,3,REGULAR,freethrow,2 of 2,[],202685,,,1610612740,44,82,2022-03-19T02:07:03Z,4320000,,,0,,J. Valanciunas Free Throw 2 of 2 (12 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
438,PT05M27.00S,2022-03-19T02:07:16.9Z,3,REGULAR,2pt,Jump Shot,[],1630170,80.1084099868594,72.05882352941177,1610612759,46,82,2022-03-19T02:07:22Z,4330000,110.0,134.0,1,right,D. Vassell 17' pullup Jump Shot (14 PTS),[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,17.39,Made,14.0,,,,,,,,,,,,,,,,,
439,PT05M15.00S,2022-03-19T02:07:29.5Z,3,REGULAR,2pt,Jump Shot,[],202685,18.084756898817346,71.56862745098039,1610612740,46,84,2022-03-19T02:07:36Z,4340000,-108.0,117.0,1,left,J. Valanciunas 15' Jump Shot (14 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,15.95,Made,14.0,,,,,,,,,,,,,,,,,
