actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
96,PT05M28.00S,2021-12-28T01:56:52.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630170,16.63929040735874,35.049019607843135,1610612759,16,13,2021-12-28T01:56:57Z,930000,75.0,104.0,1,left,D. Vassell 12' pullup Jump Shot (2 PTS) (J. Landale 1 AST),"[1630170, 1629111]",1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,,,,,,,,,Made,,2.0,12.8,,,,J. Landale,1629111.0,1.0,,
98,PT05M02.00S,2021-12-28T01:57:17.9Z,1,REGULAR,2pt,Jump Shot,[],203903,91.27792378449409,67.64705882352942,1610612762,16,15,2021-12-28T01:57:21Z,950000,88.0,29.0,1,right,J. Clarkson 9' pullup Jump Shot (2 PTS),[203903],1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,,,,,,,,,Made,,2.0,9.3,,,,,,,,
99,PT04M53.00S,2021-12-28T01:57:26.1Z,1,REGULAR,3pt,Jump Shot,[],1629111,31.882391590013142,27.941176470588236,1610612759,19,15,2021-12-28T01:57:31Z,960000,110.0,247.0,1,left,J. Landale 27' 3PT  (3 PTS) (L. Walker IV 1 AST),"[1629111, 1629022]",1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,,,,,,,Made,,3.0,27.07,,,,L. Walker IV,1629022.0,1.0,,
101,PT04M37.00S,2021-12-28T01:57:43.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203903,91.40932982917214,45.588235294117645,1610612762,19,17,2021-12-28T01:57:49Z,980000,-22.0,28.0,1,right,J. Clarkson finger roll Layup (4 PTS),[203903],1610612762.0,UTA,finger roll,,,Clarkson,J. Clarkson,,,,,,,,,,,,,Made,,4.0,3.59,,,,,,,,
102,PT04M24.00S,2021-12-28T01:57:55.3Z,1,REGULAR,3pt,Jump Shot,[],1629022,33.459264126149804,66.17647058823529,1610612759,19,17,2021-12-28T01:57:59Z,990000,-81.0,262.0,1,left,MISS L. Walker IV 27' 3PT,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,Missed,,,27.42,,,,,,,,
103,PT04M21.00S,2021-12-28T01:57:58.3Z,1,REGULAR,rebound,defensive,[],1630235,,,1610612762,19,17,2021-12-28T01:57:59Z,1000000,,,0,,T. Forrest REBOUND (Off:0 Def:1),[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,102.0,,,1.0,1.0,0.0,,,,,
104,PT04M09.00S,2021-12-28T01:58:11.1Z,1,REGULAR,3pt,Jump Shot,[],203903,71.04139290407359,78.18627450980392,1610612762,19,20,2021-12-28T01:58:16Z,1010000,141.0,220.0,1,right,J. Clarkson 26' 3PT pullup (7 PTS),[203903],1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,,,,,,,,,Made,,7.0,26.1,,,,,,,,
105,PT03M48.00S,2021-12-28T01:58:31.7Z,1,REGULAR,2pt,Jump Shot,[],1629022,24.392247043363994,51.9607843137255,1610612759,19,20,2021-12-28T01:58:40Z,1020000,-10.0,177.0,1,left,MISS L. Walker IV 17' pullup Shot,[1629022],1610612759.0,SAS,pullup,,,Walker IV,L. Walker IV,,,,,,,,,,,,,Missed,,,17.71,,,,,,,,
106,PT03M43.00S,2021-12-28T01:58:36.7Z,1,REGULAR,rebound,defensive,[],1630235,,,1610612762,19,20,2021-12-28T01:58:40Z,1030000,,,0,,T. Forrest REBOUND (Off:0 Def:2),[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,105.0,,,2.0,2.0,0.0,,,,,
107,PT03M34.00S,2021-12-28T01:58:48.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629111,,,1610612762,19,20,2021-12-28T01:59:09Z,1040000,,,0,,J. Landale shooting personal FOUL (1 PF) (Whiteside 2 FT),"[1629111, 202355]",1610612759.0,SAS,shooting,,,Landale,J. Landale,,,,,,,,1629174.0,1.0,0.0,Whiteside,202355.0,,,,,,,,,,,,
109,PT03M34.00S,2021-12-28T01:59:14.6Z,1,REGULAR,freethrow,1 of 2,[],202355,,,1610612762,19,21,2021-12-28T01:59:14Z,1060000,,,0,,H. Whiteside Free Throw 1 of 2 (4 PTS),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,Made,,4.0,,,,,,,,,
110,PT03M34.00S,2021-12-28T01:59:15.8Z,1,REGULAR,substitution,out,[],1629640,,,1610612762,19,21,2021-12-28T01:59:25Z,1070000,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M34.00S,2021-12-28T01:59:15.8Z,1,REGULAR,substitution,out,[],202711,,,1610612762,19,21,2021-12-28T01:59:25Z,1080000,,,0,,SUB out: B. Bogdanovic,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M34.00S,2021-12-28T01:59:15.8Z,1,REGULAR,substitution,in,[],1628966,,,1610612762,19,21,2021-12-28T01:59:25Z,1090000,,,0,,SUB in: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M34.00S,2021-12-28T01:59:15.8Z,1,REGULAR,substitution,in,[],200752,,,1610612762,19,21,2021-12-28T01:59:25Z,1100000,,,0,,SUB in: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M34.00S,2021-12-28T01:59:35.0Z,1,REGULAR,freethrow,2 of 2,[],202355,,,1610612762,19,22,2021-12-28T01:59:35Z,1110000,,,0,,H. Whiteside Free Throw 2 of 2 (5 PTS),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,Made,,5.0,,,,,,,,,
115,PT03M20.00S,2021-12-28T01:59:49.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629022,12.697109067017081,45.588235294117645,1610612759,21,22,2021-12-28T02:00:34Z,1120000,22.0,67.0,1,left,L. Walker IV 7' driving floating Jump Shot (4 PTS) (T. Jones 1 AST),"[1629022, 1630200]",1610612759.0,SAS,driving floating,,,Walker IV,L. Walker IV,,,,,,,,,,,,,Made,,4.0,7.05,,,,T. Jones,1630200.0,1.0,,
117,PT03M00.00S,2021-12-28T02:00:09.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202355,87.33574244415243,56.127450980392155,1610612762,21,24,2021-12-28T02:01:21Z,1140000,31.0,67.0,1,right,H. Whiteside 7' turnaround Hook (7 PTS) (J. Clarkson 2 AST),"[202355, 203903]",1610612762.0,UTA,turnaround,,,Whiteside,H. Whiteside,,,,,,,,,,,,,Made,,7.0,7.32,,,,J. Clarkson,203903.0,2.0,,
119,PT02M48.00S,2021-12-28T02:00:21.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630170,8.492115637319317,50.98039215686274,1610612759,23,24,2021-12-28T02:00:32Z,1160000,-5.0,27.0,1,left,D. Vassell cutting Layup (4 PTS) (J. Landale 2 AST),"[1630170, 1629111]",1610612759.0,SAS,cutting,,,Vassell,D. Vassell,,,,,,,,,,,,,Made,,4.0,2.77,,,,J. Landale,1629111.0,2.0,,
121,PT02M48.00S,2021-12-28T02:00:35.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,23,24,2021-12-28T02:00:35Z,1180000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M48.00S,2021-12-28T02:02:47.8Z,1,REGULAR,substitution,out,[],1630235,,,1610612762,23,24,2021-12-28T02:03:24Z,1190000,,,0,,SUB out: T. Forrest,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M48.00S,2021-12-28T02:02:47.8Z,1,REGULAR,substitution,out,[],202355,,,1610612762,23,24,2021-12-28T02:03:24Z,1200000,,,0,,SUB out: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M48.00S,2021-12-28T02:02:47.8Z,1,REGULAR,substitution,out,[],1626220,,,1610612762,23,24,2021-12-28T02:03:24Z,1210000,,,0,,SUB out: R. O'Neale,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M48.00S,2021-12-28T02:02:47.8Z,1,REGULAR,substitution,in,[],201144,,,1610612762,23,24,2021-12-28T02:03:24Z,1220000,,,0,,SUB in: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M48.00S,2021-12-28T02:02:47.8Z,1,REGULAR,substitution,in,[],203497,,,1610612762,23,24,2021-12-28T02:03:24Z,1230000,,,0,,SUB in: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M48.00S,2021-12-28T02:02:47.8Z,1,REGULAR,substitution,in,[],204060,,,1610612762,23,24,2021-12-28T02:03:24Z,1240000,,,0,,SUB in: J. Ingles,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M28.00S,2021-12-28T02:03:40.8Z,1,REGULAR,2pt,Jump Shot,[],200752,91.5407358738502,31.61764705882353,1610612762,23,24,2021-12-28T02:03:44Z,1250000,-92.0,27.0,1,right,MISS R. Gay 9' turnaround Shot,[200752],1610612762.0,UTA,turnaround,,,Gay,R. Gay,,,,,,,,,,,,,Missed,,,9.58,,,,,,,,
129,PT02M25.00S,2021-12-28T02:03:43.8Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,23,24,2021-12-28T02:03:44Z,1260000,,,0,,D. Vassell REBOUND (Off:0 Def:1),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,128.0,,,1.0,1.0,0.0,,,,,
130,PT02M22.00S,2021-12-28T02:03:49.9Z,1,REGULAR,foul,personal,['2freethrow'],200752,,,1610612759,23,24,2021-12-28T02:03:58Z,1270000,,,0,,R. Gay shooting personal FOUL (1 PF) (Bates-Diop 2 FT),"[200752, 1628966]",1610612762.0,UTA,shooting,,,Gay,R. Gay,,,,,,,,2882.0,1.0,0.0,Bates-Diop,1628966.0,,,,,,,,,,,,
132,PT02M22.00S,2021-12-28T02:04:13.3Z,1,REGULAR,freethrow,1 of 2,[],1628966,,,1610612759,23,24,2021-12-28T02:04:41Z,1290000,,,0,,MISS K. Bates-Diop Free Throw 1 of 2,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,Missed,,,,,,,,,,,
133,PT02M22.00S,2021-12-28T02:04:13.3Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612759,23,24,2021-12-28T02:04:41Z,1300000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,132.0,,,,,,,,,,
134,PT02M22.00S,2021-12-28T02:04:13.3Z,1,REGULAR,freethrow,2 of 2,[],1628966,,,1610612759,23,24,2021-12-28T02:04:41Z,1310000,,,0,,MISS K. Bates-Diop Free Throw 2 of 2,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,Missed,,,,,,,,,,,
135,PT02M19.00S,2021-12-28T02:04:16.3Z,1,REGULAR,rebound,defensive,[],203497,,,1610612762,23,24,2021-12-28T02:04:41Z,1320000,,,0,,R. Gobert REBOUND (Off:0 Def:2),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,134.0,,,2.0,2.0,0.0,,,,,
136,PT02M09.00S,2021-12-28T02:04:40.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,91.5407358738502,49.754901960784316,1610612762,23,26,2021-12-28T02:04:53Z,1330000,-1.0,27.0,1,right,R. Gobert cutting DUNK (4 PTS) (R. Gay 1 AST),"[203497, 200752]",1610612762.0,UTA,cutting,,,Gobert,R. Gobert,,,,,,,,,,,,,Made,,4.0,2.7,,,,R. Gay,200752.0,1.0,,
138,PT01M59.00S,2021-12-28T02:04:49.8Z,1,REGULAR,3pt,Jump Shot,[],1629111,31.750985545335087,65.93137254901961,1610612759,23,26,2021-12-28T02:04:58Z,1350000,-80.0,246.0,1,left,MISS J. Landale 25' 3PT,[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,,,,,,,Missed,,,25.86,,,,,,,,
139,PT01M59.00S,2021-12-28T02:04:49.8Z,1,REGULAR,rebound,defensive,[],203903,,,1610612762,23,26,2021-12-28T02:04:58Z,1360000,,,0,,J. Clarkson REBOUND (Off:0 Def:1),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,138.0,,,1.0,1.0,0.0,,,,,
140,PT01M46.00S,2021-12-28T02:05:02.4Z,1,REGULAR,3pt,Jump Shot,[],204060,73.14388961892247,13.970588235294118,1610612762,23,29,2021-12-28T02:05:09Z,1370000,-180.0,200.0,1,right,J. Ingles 26' 3PT  (4 PTS) (R. Gobert 1 AST),"[204060, 203497]",1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,Made,,4.0,26.91,,,,R. Gobert,203497.0,1.0,,
142,PT01M24.00S,2021-12-28T02:05:24.4Z,1,REGULAR,2pt,Jump Shot,[],1629022,15.850854139290407,23.03921568627451,1610612759,23,29,2021-12-28T02:05:30Z,1390000,135.0,96.0,1,left,MISS L. Walker IV 16' pullup Shot,[1629022],1610612759.0,SAS,pullup,,,Walker IV,L. Walker IV,,,,,,,,,,,,,Missed,,,16.58,,,,,,,,
143,PT01M21.00S,2021-12-28T02:05:27.4Z,1,REGULAR,rebound,offensive,[],1629111,,,1610612759,23,29,2021-12-28T02:05:30Z,1400000,,,0,,J. Landale REBOUND (Off:1 Def:0),[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,,,,,,,,142.0,,,1.0,0.0,1.0,,,,,
144,PT01M18.00S,2021-12-28T02:05:30.6Z,1,REGULAR,turnover,lost ball,[],1628966,,,1610612759,23,29,2021-12-28T02:06:10Z,1410000,,,0,,K. Bates-Diop lost ball TURNOVER (1 TO),"[1628966, 201144]",1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,1.0,Conley,201144.0,,,,,,,,,,,,,,,,,
145,PT01M18.00S,2021-12-28T02:05:30.6Z,1,REGULAR,steal,,[],201144,,,1610612762,23,29,2021-12-28T02:05:34Z,1420000,,,0,,M. Conley STEAL (2 STL),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,
146,PT01M09.00S,2021-12-28T02:05:40.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203903,94.43166885676742,2.941176470588235,1610612762,23,29,2021-12-28T02:05:49Z,1430000,-235.0,0.0,1,right,MISS J. Clarkson 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,Missed,,,23.53,,,,,,,,
147,PT01M05.00S,2021-12-28T02:05:44.1Z,1,REGULAR,rebound,defensive,[],1629022,,,1610612759,23,29,2021-12-28T02:05:44Z,1440000,,,0,,L. Walker IV REBOUND (Off:0 Def:1),[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,146.0,,,1.0,1.0,0.0,,,,,
148,PT01M03.00S,2021-12-28T02:05:46.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628966,7.30946123521682,46.81372549019608,1610612759,25,29,2021-12-28T02:07:08Z,1450000,16.0,16.0,1,left,K. Bates-Diop running Layup (2 PTS) (L. Walker IV 2 AST),"[1628966, 1629022]",1610612759.0,SAS,running,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,Made,,2.0,2.27,,,,L. Walker IV,1629022.0,2.0,,
150,PT00M49.50S,2021-12-28T02:06:01.0Z,1,REGULAR,3pt,Jump Shot,[],201144,66.5735873850197,58.333333333333336,1610612762,25,32,2021-12-28T02:06:26Z,1470000,42.0,262.0,1,right,M. Conley 26' 3PT pullup (7 PTS) (R. Gay 2 AST),"[201144, 200752]",1610612762.0,UTA,pullup,,,Conley,M. Conley,,,,,,,,,,,,,Made,,7.0,26.5,,,,R. Gay,200752.0,2.0,,
151,PT00M38.30S,2021-12-28T02:06:21.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629022,8.229303547963205,47.30392156862745,1610612759,27,32,2021-12-28T02:06:48Z,1480000,13.0,25.0,1,left,L. Walker IV driving finger roll Layup (6 PTS),[1629022],1610612759.0,SAS,driving finger roll,,,Walker IV,L. Walker IV,,,,,,,,,,,,,Made,,6.0,2.83,,,,,,,,
153,PT00M32.80S,2021-12-28T02:06:32.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629022,,,1610612762,27,32,2021-12-28T02:07:06Z,1490000,,,0,,L. Walker IV personal FOUL (1 PF) (Gobert 2 FT),"[1629022, 203497]",1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,2882.0,1.0,0.0,Gobert,203497.0,,,,,,,,,,,,
155,PT00M32.80S,2021-12-28T02:07:00.2Z,1,REGULAR,freethrow,1 of 2,[],203497,,,1610612762,27,33,2021-12-28T02:07:00Z,1510000,,,0,,R. Gobert Free Throw 1 of 2 (5 PTS),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,Made,,5.0,,,,,,,,,
156,PT00M32.80S,2021-12-28T02:07:02.9Z,1,REGULAR,substitution,out,[],1630200,,,1610612762,27,33,2021-12-28T02:07:07Z,1520000,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,
157,PT00M32.80S,2021-12-28T02:07:02.9Z,1,REGULAR,substitution,in,[],1628401,,,1610612762,27,33,2021-12-28T02:07:07Z,1530000,,,0,,SUB in: D. White,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,
158,PT00M32.80S,2021-12-28T02:07:20.4Z,1,REGULAR,freethrow,2 of 2,[],203497,,,1610612762,27,34,2021-12-28T02:07:20Z,1540000,,,0,,R. Gobert Free Throw 2 of 2 (6 PTS),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,Made,,6.0,,,,,,,,,
159,PT00M15.40S,2021-12-28T02:07:40.0Z,1,REGULAR,2pt,Jump Shot,[],1629022,19.398817345597898,27.696078431372552,1610612759,27,34,2021-12-28T02:07:44Z,1550000,112.0,130.0,1,left,MISS L. Walker IV 17' pullup Shot,[1629022],1610612759.0,SAS,pullup,,,Walker IV,L. Walker IV,,,,,,,,,,,,,Missed,,,17.11,,,,,,,,
160,PT00M11.60S,2021-12-28T02:07:43.8Z,1,REGULAR,rebound,defensive,[],203903,,,1610612762,27,34,2021-12-28T02:07:43Z,1560000,,,0,,J. Clarkson REBOUND (Off:0 Def:2),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,159.0,,,2.0,2.0,0.0,,,,,
161,PT00M01.30S,2021-12-28T02:07:54.1Z,1,REGULAR,2pt,Jump Shot,[],200752,77.21747700394218,66.66666666666666,1610612762,27,34,2021-12-28T02:08:00Z,1570000,83.0,162.0,1,right,MISS R. Gay 18' pullup Shot,[200752],1610612762.0,UTA,pullup,,,Gay,R. Gay,,,,,,,,,,,,,Missed,,,18.19,,,,,,,,
162,PT00M01.30S,2021-12-28T02:07:54.1Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,27,34,2021-12-28T02:08:00Z,1580000,,,0,,D. Vassell REBOUND (Off:0 Def:2),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,161.0,,,2.0,2.0,0.0,,,,,
163,PT00M00.00S,2021-12-28T02:08:04.3Z,1,REGULAR,period,end,[],0,,,1610612759,27,34,2021-12-28T02:08:04Z,1590000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2021-12-28T02:10:12.8Z,2,REGULAR,substitution,out,['startperiod'],1629022,,,1610612759,27,34,2021-12-28T02:10:40Z,1600000,,,0,,SUB out: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2021-12-28T02:10:12.8Z,2,REGULAR,substitution,out,['startperiod'],1629111,,,1610612759,27,34,2021-12-28T02:10:40Z,1610000,,,0,,SUB out: J. Landale,[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2021-12-28T02:10:12.8Z,2,REGULAR,substitution,in,['startperiod'],1627854,,,1610612759,27,34,2021-12-28T02:10:40Z,1620000,,,0,,SUB in: B. Forbes,[1627854],1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2021-12-28T02:10:12.8Z,2,REGULAR,substitution,in,['startperiod'],1627751,,,1610612759,27,34,2021-12-28T02:10:40Z,1630000,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2021-12-28T02:10:41.9Z,2,REGULAR,period,start,[],0,,,1610612759,27,34,2021-12-28T02:10:41Z,1640000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT11M42.00S,2021-12-28T02:10:58.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,10.988830486202366,37.254901960784316,1610612759,27,34,2021-12-28T02:11:03Z,1650000,64.0,51.0,1,left,MISS D. White 8' driving floating bank Shot,[1628401],1610612759.0,SAS,driving floating bank,,,White,D. White,,,,,,,,,,,,,Missed,,,8.15,,,,,,,,
170,PT11M39.00S,2021-12-28T02:11:01.4Z,2,REGULAR,rebound,defensive,[],203497,,,1610612762,27,34,2021-12-28T02:11:03Z,1660000,,,0,,R. Gobert REBOUND (Off:0 Def:3),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,169.0,,,3.0,3.0,0.0,,,,,
171,PT11M33.00S,2021-12-28T02:11:07.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],204060,92.19776609724047,37.745098039215684,1610612762,27,36,2021-12-28T02:11:12Z,1670000,-61.0,21.0,1,right,J. Ingles 6' driving finger roll Layup (6 PTS),[204060],1610612762.0,UTA,driving finger roll,,,Ingles,J. Ingles,,,,,,,,,,,,,Made,,6.0,6.47,,,,,,,,
172,PT11M21.00S,2021-12-28T02:11:19.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628966,8.229303547963205,56.372549019607845,1610612759,27,36,2021-12-28T02:11:23Z,1680000,-32.0,25.0,1,left,MISS K. Bates-Diop driving Layup,[1628966],1610612759.0,SAS,driving,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,Missed,,,4.05,,,,,,,,
173,PT11M18.00S,2021-12-28T02:11:22.8Z,2,REGULAR,rebound,defensive,[],203497,,,1610612762,27,36,2021-12-28T02:11:23Z,1690000,,,0,,R. Gobert REBOUND (Off:0 Def:4),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,172.0,,,4.0,4.0,0.0,,,,,
174,PT11M08.00S,2021-12-28T02:11:32.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203497,92.46057818659659,46.81372549019608,1610612762,27,36,2021-12-28T02:11:36Z,1700000,-16.0,18.0,1,right,MISS R. Gobert driving finger roll Layup,[203497],1610612762.0,UTA,driving finger roll,,,Gobert,R. Gobert,,,,,,,,,,,,,Missed,,,2.43,,,,,,,,
175,PT11M05.00S,2021-12-28T02:11:35.7Z,2,REGULAR,rebound,defensive,[],1627751,,,1610612759,27,36,2021-12-28T02:11:36Z,1710000,,,0,,J. Poeltl REBOUND (Off:0 Def:4),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,174.0,,,4.0,4.0,0.0,,,,,
176,PT10M53.00S,2021-12-28T02:11:47.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,11.514454664914586,41.911764705882355,1610612759,27,36,2021-12-28T02:11:52Z,1720000,40.0,56.0,1,left,MISS J. Poeltl 6' driving floating Shot,[1627751],1610612759.0,SAS,driving floating,,,Poeltl,J. Poeltl,,,,,,,,,,,,,Missed,,,6.88,,,,,,,,
177,PT10M51.00S,2021-12-28T02:11:49.7Z,2,REGULAR,rebound,defensive,[],203497,,,1610612762,27,36,2021-12-28T02:11:52Z,1730000,,,0,,R. Gobert REBOUND (Off:0 Def:5),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,176.0,,,5.0,5.0,0.0,,,,,
178,PT10M42.00S,2021-12-28T02:11:58.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,86.41590013140605,40.68627450980392,1610612762,27,36,2021-12-28T02:12:04Z,1740000,-47.0,75.0,1,right,MISS J. Clarkson 8' driving floating Shot,[203903],1610612762.0,UTA,driving floating,,,Clarkson,J. Clarkson,,,,,,,,,,,,,Missed,,,8.85,,,,,,,,
179,PT10M39.00S,2021-12-28T02:12:01.8Z,2,REGULAR,rebound,defensive,[],1630170,,,1610612759,27,36,2021-12-28T02:12:01Z,1750000,,,0,,D. Vassell REBOUND (Off:0 Def:3),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,178.0,,,3.0,3.0,0.0,,,,,
180,PT10M32.00S,2021-12-28T02:12:09.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630170,7.703679369250986,47.05882352941176,1610612759,27,36,2021-12-28T02:12:15Z,1760000,15.0,20.0,1,left,MISS D. Vassell driving finger roll Layup,[1630170],1610612759.0,SAS,driving finger roll,,,Vassell,D. Vassell,,,,,,,,,,,,,Missed,,,2.47,,,,,,,,
181,PT10M32.00S,2021-12-28T02:12:14.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612759,27,36,2021-12-28T02:12:14Z,1770000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,180.0,,,,,,,,,,
182,PT10M32.00S,2021-12-28T02:12:16.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,27,36,2021-12-28T02:12:16Z,1780000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
