actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
360,PT11M49.00S,2021-12-28T02:54:43.2Z,3,REGULAR,3pt,Jump Shot,[],203926,66.70499342969777,30.392156862745097,1610612759,46,53,2021-12-28T02:54:48Z,3490000,-98.0,260.0,1,right,D. McDermott 27' 3PT pullup (7 PTS) (J. Poeltl 4 AST),"[203926, 1627751]",1610612759.0,SAS,pullup,,,McDermott,D. McDermott,,,,,,,,,,,,,Made,,7.0,27.83,,,,J. Poeltl,1627751.0,4.0,,
362,PT11M24.00S,2021-12-28T02:55:07.5Z,3,REGULAR,3pt,Jump Shot,[],201144,7.440867279894875,3.1862745098039214,1610612762,46,53,2021-12-28T02:55:12Z,3510000,234.0,17.0,1,left,MISS M. Conley 3PT,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,Missed,,,23.47,,,,,,,,
363,PT11M19.00S,2021-12-28T02:55:12.5Z,3,REGULAR,rebound,defensive,[],1628966,,,1610612759,46,53,2021-12-28T02:55:12Z,3520000,,,0,,K. Bates-Diop REBOUND (Off:0 Def:1),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,362.0,,,1.0,1.0,0.0,,,,,
364,PT11M10.00S,2021-12-28T02:55:21.1Z,3,REGULAR,turnover,lost ball,[],203926,,,1610612759,46,53,2021-12-28T02:55:27Z,3530000,,,0,,D. McDermott lost ball TURNOVER (1 TO),"[203926, 201144]",1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,1.0,Conley,201144.0,,,,,,,,,,,,,,,,,
365,PT11M10.00S,2021-12-28T02:55:21.1Z,3,REGULAR,steal,,[],201144,,,1610612762,46,53,2021-12-28T02:55:41Z,3540000,,,0,,M. Conley STEAL (3 STL),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,
366,PT11M04.00S,2021-12-28T02:55:27.3Z,3,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1626220,13.87976346911958,1.9607843137254901,1610612762,46,53,2021-12-28T02:55:37Z,3550000,240.0,78.0,1,left,MISS R. O'Neale 25' 3PT,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,Missed,,,25.25,,,,,,,,
367,PT10M57.00S,2021-12-28T02:55:34.3Z,3,REGULAR,rebound,defensive,[],1629640,,,1610612759,46,53,2021-12-28T02:55:34Z,3560000,,,0,,K. Johnson REBOUND (Off:0 Def:5),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,366.0,,,5.0,5.0,0.0,,,,,
368,PT10M50.00S,2021-12-28T02:55:41.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,91.93495400788436,45.34313725490196,1610612759,46,53,2021-12-28T02:55:47Z,3570000,-23.0,23.0,1,right,MISS J. Poeltl Layup,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,Missed,,,3.3,,,,,,,,
369,PT10M48.00S,2021-12-28T02:55:42.4Z,3,REGULAR,rebound,offensive,[],1627751,,,1610612759,46,53,2021-12-28T02:55:42Z,3580000,,,0,,J. Poeltl REBOUND (Off:2 Def:6),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,368.0,,,8.0,6.0,2.0,,,,,
370,PT10M47.00S,2021-12-28T02:55:44.2Z,3,REGULAR,turnover,lost ball,[],1627751,,,1610612759,46,53,2021-12-28T02:55:50Z,3590000,,,0,,J. Poeltl lost ball TURNOVER (2 TO),"[1627751, 203497]",1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,2.0,Gobert,203497.0,,,,,,,,,,,,,,,,,
371,PT10M47.00S,2021-12-28T02:55:44.2Z,3,REGULAR,steal,,[],203497,,,1610612762,46,53,2021-12-28T02:56:18Z,3600000,,,0,,R. Gobert STEAL (1 STL),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
372,PT10M40.00S,2021-12-28T02:55:51.8Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201144,7.703679369250986,42.8921568627451,1610612762,46,53,2021-12-28T02:58:16Z,3610000,36.0,20.0,1,left,MISS M. Conley driving floating bank Shot,[201144],1610612762.0,UTA,driving floating bank,,,Conley,M. Conley,,,,,,,,,,,,,Missed,,,4.07,,,,,,,,
373,PT10M40.00S,2021-12-28T02:55:51.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612762,46,53,2021-12-28T02:58:16Z,3620000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,372.0,,,,,,,,,,
374,PT10M40.00S,2021-12-28T02:55:57.4Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,46,53,2021-12-28T02:55:57Z,3630000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT10M32.00S,2021-12-28T02:56:18.4Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",201144,13.354139290407357,42.40196078431372,1610612762,46,55,2021-12-28T02:56:34Z,3640000,38.0,73.0,1,left,M. Conley 8' floating Jump Shot (9 PTS),[201144],1610612762.0,UTA,floating,,,Conley,M. Conley,,,,,,,,,,,,,Made,,9.0,8.23,,,,,,,,
376,PT10M16.00S,2021-12-28T02:56:34.5Z,3,REGULAR,turnover,lost ball,[],1628401,,,1610612759,46,55,2021-12-28T02:56:39Z,3650000,,,0,,D. White lost ball TURNOVER (3 TO),"[1628401, 201144]",1610612759.0,SAS,,,,White,D. White,,,,,3.0,Conley,201144.0,,,,,,,,,,,,,,,,,
377,PT10M16.00S,2021-12-28T02:56:34.5Z,3,REGULAR,steal,,[],201144,,,1610612762,46,55,2021-12-28T02:56:36Z,3660000,,,0,,M. Conley STEAL (4 STL),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,
378,PT10M12.00S,2021-12-28T02:56:38.5Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",202711,23.866622864651774,10.53921568627451,1610612762,46,55,2021-12-28T02:56:44Z,3670000,197.0,172.0,1,left,MISS B. Bogdanovic 26' 3PT,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,Missed,,,26.16,,,,,,,,
379,PT10M08.00S,2021-12-28T02:56:42.5Z,3,REGULAR,rebound,defensive,[],1627751,,,1610612759,46,55,2021-12-28T02:56:44Z,3680000,,,0,,J. Poeltl REBOUND (Off:2 Def:7),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,378.0,,,9.0,7.0,2.0,,,,,
380,PT09M49.00S,2021-12-28T02:57:01.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,83.39356110381078,58.08823529411765,1610612759,46,55,2021-12-28T02:57:05Z,3690000,40.0,104.0,1,right,MISS K. Johnson 11' pullup Shot,[1629640],1610612759.0,SAS,pullup,,,Johnson,K. Johnson,,,,,,,,,,,,,Missed,,,11.12,,,,,,,,
381,PT09M47.00S,2021-12-28T02:57:03.4Z,3,REGULAR,rebound,defensive,[],203497,,,1610612762,46,55,2021-12-28T02:57:05Z,3700000,,,0,,R. Gobert REBOUND (Off:0 Def:8),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,380.0,,,8.0,8.0,0.0,,,,,
382,PT09M42.00S,2021-12-28T02:57:07.9Z,3,REGULAR,3pt,Jump Shot,[],204060,32.276609724047304,30.637254901960787,1610612762,46,58,2021-12-28T02:57:15Z,3710000,97.0,251.0,1,left,J. Ingles 26' 3PT pullup (9 PTS),[204060],1610612762.0,UTA,pullup,,,Ingles,J. Ingles,,,,,,,,,,,,,Made,,9.0,26.89,,,,,,,,
383,PT09M41.00S,2021-12-28T02:57:14.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,46,58,2021-12-28T02:57:14Z,3720000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT09M25.00S,2021-12-28T03:00:16.8Z,3,REGULAR,3pt,Jump Shot,[],1628966,71.17279894875165,20.34313725490196,1610612759,46,58,2021-12-28T03:00:20Z,3730000,-148.0,218.0,1,right,MISS K. Bates-Diop 26' 3PT,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,Missed,,,26.41,,,,,,,,
385,PT09M22.00S,2021-12-28T03:00:19.8Z,3,REGULAR,rebound,defensive,[],203497,,,1610612762,46,58,2021-12-28T03:00:20Z,3740000,,,0,,R. Gobert REBOUND (Off:0 Def:9),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,384.0,,,9.0,9.0,0.0,,,,,
386,PT09M11.00S,2021-12-28T03:00:33.1Z,3,REGULAR,foul,personal,['2freethrow'],1627751,,,1610612762,46,58,2021-12-28T03:00:46Z,3750000,,,0,,J. Poeltl shooting personal FOUL (4 PF) (Gobert 2 FT),"[1627751, 203497]",1610612759.0,SAS,shooting,,,Poeltl,J. Poeltl,,,,,,,,1629174.0,4.0,0.0,Gobert,203497.0,,,,,,,,,,,,
388,PT09M11.00S,2021-12-28T03:01:03.0Z,3,REGULAR,freethrow,1 of 2,[],203497,,,1610612762,46,59,2021-12-28T03:01:03Z,3770000,,,0,,R. Gobert Free Throw 1 of 2 (9 PTS),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,Made,,9.0,,,,,,,,,
389,PT09M11.00S,2021-12-28T03:01:04.0Z,3,REGULAR,substitution,out,[],1627751,,,1610612762,46,59,2021-12-28T03:01:08Z,3780000,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,
390,PT09M11.00S,2021-12-28T03:01:04.0Z,3,REGULAR,substitution,in,[],1629111,,,1610612762,46,59,2021-12-28T03:01:08Z,3790000,,,0,,SUB in: J. Landale,[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,
391,PT09M11.00S,2021-12-28T03:01:24.5Z,3,REGULAR,freethrow,2 of 2,[],203497,,,1610612762,46,60,2021-12-28T03:01:24Z,3800000,,,0,,R. Gobert Free Throw 2 of 2 (10 PTS),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,Made,,10.0,,,,,,,,,
392,PT09M01.00S,2021-12-28T03:01:35.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628966,91.80354796320631,54.41176470588235,1610612759,46,60,2021-12-28T03:02:06Z,3810000,22.0,25.0,1,right,MISS K. Bates-Diop driving reverse Layup - blocked,"[1628966, 203497]",1610612759.0,SAS,driving reverse,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,Missed,,,3.3,,,,,,,Gobert,203497.0
393,PT09M01.00S,2021-12-28T03:01:35.0Z,3,REGULAR,block,,[],203497,,,1610612759,46,60,2021-12-28T03:03:43Z,3820000,,,0,,R. Gobert BLOCK (1 BLK),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
394,PT08M57.00S,2021-12-28T03:01:39.0Z,3,REGULAR,rebound,defensive,[],202711,,,1610612762,46,60,2021-12-28T03:02:06Z,3830000,,,0,,B. Bogdanovic REBOUND (Off:1 Def:1),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,392.0,,,2.0,1.0,1.0,,,,,
395,PT08M56.00S,2021-12-28T03:01:41.0Z,3,REGULAR,turnover,lost ball,[],202711,,,1610612762,46,60,2021-12-28T03:02:15Z,3840000,,,0,,B. Bogdanovic lost ball TURNOVER (2 TO),"[202711, 1628966]",1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,2.0,Bates-Diop,1628966.0,,,,,,,,,,,,,,,,,
396,PT08M56.00S,2021-12-28T03:01:41.0Z,3,REGULAR,steal,,[],1628966,,,1610612759,46,60,2021-12-28T03:01:43Z,3850000,,,0,,K. Bates-Diop STEAL (1 STL),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,
397,PT08M53.00S,2021-12-28T03:01:45.8Z,3,REGULAR,foul,personal,[],204060,,,1610612759,46,60,2021-12-28T03:05:10Z,3860000,,,0,,J. Ingles take personal FOUL (1 PF),"[204060, 1628966]",1610612762.0,UTA,take,,,Ingles,J. Ingles,,,,,,,,1629174.0,1.0,0.0,Bates-Diop,1628966.0,,,,,,,,,,,,
399,PT08M53.00S,2021-12-28T03:02:00.7Z,3,REGULAR,substitution,out,[],1629111,,,1610612759,46,60,2021-12-28T03:02:04Z,3880000,,,0,,SUB out: J. Landale,[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,
400,PT08M53.00S,2021-12-28T03:02:00.7Z,3,REGULAR,substitution,in,[],1627751,,,1610612759,46,60,2021-12-28T03:02:04Z,3890000,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,
401,PT08M44.00S,2021-12-28T03:02:14.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629640,91.80354796320631,46.07843137254902,1610612759,48,60,2021-12-28T03:06:03Z,3900000,-20.0,25.0,1,right,K. Johnson driving Layup (8 PTS),[1629640],1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,,,,,,,,,Made,,8.0,3.14,,,,,,,,
402,PT08M34.00S,2021-12-28T03:02:23.6Z,3,REGULAR,3pt,Jump Shot,[],204060,23.078186596583443,8.823529411764707,1610612762,48,63,2021-12-28T03:02:30Z,3910000,206.0,164.0,1,left,J. Ingles 26' 3PT  (12 PTS),[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,Made,,12.0,26.35,,,,,,,,
403,PT08M16.00S,2021-12-28T03:02:43.0Z,3,REGULAR,2pt,Jump Shot,[],1628401,91.40932982917214,29.65686274509804,1610612759,48,63,2021-12-28T03:02:48Z,3920000,-102.0,28.0,1,right,MISS D. White 10' floating Shot,[1628401],1610612759.0,SAS,floating,,,White,D. White,,,,,,,,,,,,,Missed,,,10.56,,,,,,,,
404,PT08M11.00S,2021-12-28T03:02:48.0Z,3,REGULAR,rebound,offensive,[],1627751,,,1610612759,48,63,2021-12-28T03:09:41Z,3930000,,,0,,J. Poeltl REBOUND (Off:3 Def:7),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,403.0,,,10.0,7.0,3.0,,,,,
407,PT08M09.00S,2021-12-28T03:02:49.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627751,89.96386333771353,51.9607843137255,1610612759,48,63,2021-12-28T03:10:38Z,3960000,10.0,42.0,1,right,MISS J. Poeltl reverse Layup,[1627751],1610612759.0,SAS,reverse,,,Poeltl,J. Poeltl,,,,,,,,,,,,,Missed,,,4.29,,,,,,,,
408,PT08M07.00S,2021-12-28T03:02:51.8Z,3,REGULAR,rebound,defensive,[],201144,,,1610612762,48,63,2021-12-28T03:02:51Z,3970000,,,0,,M. Conley REBOUND (Off:0 Def:5),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,407.0,,,5.0,5.0,0.0,,,,,
409,PT08M06.00S,2021-12-28T03:02:55.5Z,3,REGULAR,foul,personal,['2freethrow'],1628401,,,1610612762,48,63,2021-12-28T03:03:21Z,3980000,,,0,,D. White shooting personal FOUL (1 PF) (Conley 2 FT),"[1628401, 201144]",1610612759.0,SAS,shooting,,,White,D. White,,,,,,,,1629174.0,1.0,0.0,Conley,201144.0,,,,,,,,,,,,
411,PT08M06.00S,2021-12-28T03:03:39.9Z,3,REGULAR,freethrow,1 of 2,[],201144,,,1610612762,48,63,2021-12-28T03:03:39Z,4000000,,,0,,MISS M. Conley Free Throw 1 of 2,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,Missed,,,,,,,,,,,
412,PT08M06.00S,2021-12-28T03:03:39.9Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,48,63,2021-12-28T03:03:39Z,4010000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,411.0,,,,,,,,,,
413,PT08M06.00S,2021-12-28T03:03:41.0Z,3,REGULAR,substitution,out,[],1628966,,,1610612762,48,63,2021-12-28T03:03:51Z,4020000,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,
414,PT08M06.00S,2021-12-28T03:03:41.0Z,3,REGULAR,substitution,in,[],1630170,,,1610612762,48,63,2021-12-28T03:03:51Z,4030000,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,
415,PT08M06.00S,2021-12-28T03:04:04.6Z,3,REGULAR,freethrow,2 of 2,[],201144,,,1610612762,48,64,2021-12-28T03:04:04Z,4040000,,,0,,M. Conley Free Throw 2 of 2 (10 PTS),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,Made,,10.0,,,,,,,,,
416,PT07M54.00S,2021-12-28T03:04:19.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203926,91.67214191852825,46.568627450980394,1610612759,50,64,2021-12-28T03:04:33Z,4050000,-17.0,26.0,1,right,D. McDermott driving finger roll Layup (9 PTS) (D. White 2 AST),"[203926, 1628401]",1610612759.0,SAS,driving finger roll,,,McDermott,D. McDermott,,,,,,,,,,,,,Made,,9.0,3.1,,,,D. White,1628401.0,2.0,,
418,PT07M33.00S,2021-12-28T03:04:38.6Z,3,REGULAR,3pt,Jump Shot,[],201144,30.56833114323259,73.2843137254902,1610612762,50,64,2021-12-28T03:04:43Z,4070000,-116.0,235.0,1,left,MISS M. Conley 26' pullup 3PT,[201144],1610612762.0,UTA,pullup,,,Conley,M. Conley,,,,,,,,,,,,,Missed,,,26.21,,,,,,,,
419,PT07M30.00S,2021-12-28T03:04:41.6Z,3,REGULAR,rebound,defensive,[],1630170,,,1610612759,50,64,2021-12-28T03:04:43Z,4080000,,,0,,D. Vassell REBOUND (Off:0 Def:5),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,418.0,,,5.0,5.0,0.0,,,,,
420,PT07M21.00S,2021-12-28T03:04:51.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,91.40932982917214,52.20588235294118,1610612759,50,64,2021-12-28T03:04:55Z,4090000,11.0,28.0,1,right,MISS K. Johnson driving finger roll Layup,[1629640],1610612759.0,SAS,driving finger roll,,,Johnson,K. Johnson,,,,,,,,,,,,,Missed,,,3.04,,,,,,,,
421,PT07M18.00S,2021-12-28T03:04:54.6Z,3,REGULAR,rebound,defensive,[],204060,,,1610612762,50,64,2021-12-28T03:11:47Z,4100000,,,0,,J. Ingles REBOUND (Off:0 Def:1),[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,420.0,,,1.0,1.0,0.0,,,,,
427,PT07M10.00S,2021-12-28T03:05:21.2Z,3,REGULAR,foul,personal,[],1629640,,,1610612762,50,64,2021-12-28T03:21:37Z,4160000,,,0,,K. Johnson personal FOUL (2 PF),"[1629640, 203497]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,202026.0,2.0,0.0,Gobert,203497.0,,,,,,,,,,,,
429,PT07M10.00S,2021-12-28T03:05:30.2Z,3,REGULAR,substitution,out,[],204060,,,1610612762,50,64,2021-12-28T03:05:21Z,4180000,,,0,,SUB out: J. Ingles,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,
430,PT07M10.00S,2021-12-28T03:05:30.2Z,3,REGULAR,substitution,out,[],203497,,,1610612762,50,64,2021-12-28T03:05:21Z,4190000,,,0,,SUB out: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
431,PT07M10.00S,2021-12-28T03:05:30.2Z,3,REGULAR,substitution,in,[],203903,,,1610612762,50,64,2021-12-28T03:05:21Z,4200000,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,
432,PT07M10.00S,2021-12-28T03:05:30.2Z,3,REGULAR,substitution,in,[],202355,,,1610612762,50,64,2021-12-28T03:05:21Z,4210000,,,0,,SUB in: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,
437,PT07M10.00S,2021-12-28T03:05:30.2Z,3,REGULAR,substitution,out,[],201144,,,1610612762,50,64,2021-12-28T03:05:21Z,4215000,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,
438,PT07M10.00S,2021-12-28T03:05:30.2Z,3,REGULAR,substitution,in,[],1630235,,,1610612762,50,64,2021-12-28T03:05:21Z,4217500,,,0,,SUB in: T. Forrest,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,
433,PT07M02.00S,2021-12-28T03:05:42.2Z,3,REGULAR,3pt,Jump Shot,[],203903,15.062417871222076,2.696078431372549,1610612762,50,64,2021-12-28T03:21:37Z,4220000,237.0,89.0,1,left,MISS J. Clarkson 25' 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,Missed,,,25.27,,,,,,,,
434,PT06M59.00S,2021-12-28T03:05:45.2Z,3,REGULAR,rebound,defensive,[],203926,,,1610612759,50,64,2021-12-28T03:05:48Z,4230000,,,0,,D. McDermott REBOUND (Off:0 Def:1),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,433.0,,,1.0,1.0,0.0,,,,,
435,PT06M51.00S,2021-12-28T03:05:53.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203926,92.32917214191852,53.92156862745098,1610612759,52,64,2021-12-28T03:13:27Z,4240000,20.0,20.0,1,right,D. McDermott cutting Layup (11 PTS) (D. White 3 AST),"[203926, 1628401]",1610612759.0,SAS,cutting,,,McDermott,D. McDermott,,,,,,,,,,,,,Made,,11.0,2.77,,,,D. White,1628401.0,3.0,,
436,PT06M41.00S,2021-12-28T03:06:17.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,52,64,2021-12-28T03:06:17Z,4250000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT06M41.00S,2021-12-28T03:08:32.7Z,3,REGULAR,substitution,out,[],1627751,,,1610612762,52,64,2021-12-28T03:08:59Z,4260000,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,
441,PT06M41.00S,2021-12-28T03:08:32.7Z,3,REGULAR,substitution,in,[],1629111,,,1610612762,52,64,2021-12-28T03:08:59Z,4270000,,,0,,SUB in: J. Landale,[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,
442,PT06M30.00S,2021-12-28T03:09:14.7Z,3,REGULAR,foul,personal,['2freethrow'],1629111,,,1610612762,52,64,2021-12-28T03:09:25Z,4280000,,,0,,J. Landale shooting personal FOUL (2 PF) (Bogdanovic 2 FT),"[1629111, 202711]",1610612759.0,SAS,shooting,,,Landale,J. Landale,,,,,,,,2882.0,2.0,0.0,Bogdanovic,202711.0,,,,,,,,,,,,
444,PT06M30.00S,2021-12-28T03:09:44.4Z,3,REGULAR,freethrow,1 of 2,[],202711,,,1610612762,52,64,2021-12-28T03:09:44Z,4300000,,,0,,MISS B. Bogdanovic Free Throw 1 of 2,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,Missed,,,,,,,,,,,
445,PT06M30.00S,2021-12-28T03:09:44.4Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,52,64,2021-12-28T03:09:44Z,4310000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,444.0,,,,,,,,,,
446,PT06M30.00S,2021-12-28T03:10:02.0Z,3,REGULAR,freethrow,2 of 2,[],202711,,,1610612762,52,65,2021-12-28T03:10:02Z,4320000,,,0,,B. Bogdanovic Free Throw 2 of 2 (12 PTS),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,Made,,12.0,,,,,,,,,
447,PT06M18.00S,2021-12-28T03:10:17.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629111,92.59198423127464,46.81372549019608,1610612759,54,65,2021-12-28T03:10:24Z,4330000,-16.0,17.0,1,right,J. Landale cutting DUNK (5 PTS) (D. McDermott 1 AST),"[1629111, 203926]",1610612759.0,SAS,cutting,,,Landale,J. Landale,,,,,,,,,,,,,Made,,5.0,2.33,,,,D. McDermott,203926.0,1.0,,
449,PT06M11.00S,2021-12-28T03:10:26.7Z,3,REGULAR,2pt,Jump Shot,[],202711,7.966491458607096,66.42156862745098,1610612762,54,67,2021-12-28T03:10:42Z,4350000,-82.0,22.0,1,left,B. Bogdanovic 8' driving floating Jump Shot (14 PTS) (T. Forrest 1 AST),"[202711, 1630235]",1610612762.0,UTA,driving floating,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,Made,,14.0,8.51,,,,T. Forrest,1630235.0,1.0,,
451,PT06M11.00S,2021-12-28T03:10:31.5Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629640,,,1610612762,54,67,2021-12-28T03:10:43Z,4370000,,,0,,K. Johnson shooting personal FOUL (3 PF) (Bogdanovic 1 FT),"[1629640, 202711]",1610612759.0,SAS,shooting,,,Johnson,K. Johnson,,,,,,,,1629174.0,3.0,0.0,Bogdanovic,202711.0,,,,,,,,,,,,
453,PT06M11.00S,2021-12-28T03:10:51.5Z,3,REGULAR,freethrow,1 of 1,[],202711,,,1610612762,54,68,2021-12-28T03:10:51Z,4390000,,,0,,B. Bogdanovic Free Throw 1 of 1 (15 PTS),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,Made,,15.0,,,,,,,,,
