actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
90,PT04M04.00S,2022-02-04T00:24:21.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,14,9,2022-02-04T00:24:28Z,900000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,89.0,,,,,,,,,,,,
91,PT04M04.00S,2022-02-04T00:24:28.2Z,1,REGULAR,foul,personal,[],202710,,,1610612759,14,9,2022-02-04T00:24:39Z,910000,,,0,,J. Butler loose ball personal FOUL (2 PF),"[202710, 1629234]",1610612748.0,MIA,loose ball,,,Butler,J. Butler,,,,,,,,1627541.0,,,,,,,,2.0,0.0,Eubanks,1629234.0,,,,,
93,PT04M04.00S,2022-02-04T00:25:07.2Z,1,REGULAR,foul,technical,['1freethrow'],202710,,,1610612759,14,9,2022-02-04T00:25:21Z,930000,,,0,,J. Butler technical FOUL (1 Tech),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,202035.0,,,,,,,,2.0,1.0,,,,,,,
95,PT04M04.00S,2022-02-04T00:25:25.9Z,1,REGULAR,freethrow,1 of 1,[],1630200,,,1610612759,15,9,2022-02-04T00:25:25Z,940000,,,0,,T. Jones technical Free Throw 1 of 1 (3 PTS),[1630200],1610612759.0,SAS,technical,,,Jones,T. Jones,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
96,PT04M04.00S,2022-02-04T00:25:27.1Z,1,REGULAR,substitution,out,[],202710,,,1610612759,15,9,2022-02-04T00:25:30Z,950000,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M04.00S,2022-02-04T00:25:27.1Z,1,REGULAR,substitution,in,[],1629216,,,1610612759,15,9,2022-02-04T00:25:30Z,960000,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M50.00S,2022-02-04T00:25:52.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629640,74.45795006570303,82.35294117647058,1610612759,15,9,2022-02-04T00:25:56Z,970000,162.0,188.0,1,right,MISS K. Johnson 24' pullup 3PT,[1629640],1610612759.0,SAS,pullup,,,Johnson,K. Johnson,,,,,,,,,24.77,Missed,,,,,,,,,,,,,,
99,PT03M47.00S,2022-02-04T00:25:55.0Z,1,REGULAR,rebound,defensive,[],200782,,,1610612748,15,9,2022-02-04T00:25:56Z,980000,,,0,,P. Tucker REBOUND (Off:0 Def:1),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,98.0,1.0,1.0,0.0,,,,,,,,,
100,PT03M40.00S,2022-02-04T00:26:01.8Z,1,REGULAR,3pt,Jump Shot,[],1629130,26.231931668856767,80.63725490196079,1610612748,15,12,2022-02-04T00:26:17Z,990000,-153.0,194.0,1,left,D. Robinson 24' 3PT pullup (6 PTS) (P. Tucker 1 AST),"[1629130, 200782]",1610612748.0,MIA,pullup,,,Robinson,D. Robinson,,,,,,,,,24.73,Made,6.0,,,,,,,,,P. Tucker,200782.0,1.0,,
101,PT03M28.00S,2022-02-04T00:26:13.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630563,93.64323258869908,49.01960784313725,1610612759,15,12,2022-02-04T00:26:21Z,1000000,-5.0,7.0,1,right,MISS J. Primo driving Layup,[1630563],1610612759.0,SAS,driving,,,Primo,J. Primo,,,,,,,,,0.88,Missed,,,,,,,,,,,,,,
102,PT03M28.00S,2022-02-04T00:26:13.5Z,1,REGULAR,rebound,offensive,[],1630563,,,1610612759,15,12,2022-02-04T00:26:21Z,1010000,,,0,,J. Primo REBOUND (Off:1 Def:0),[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,101.0,1.0,0.0,1.0,,,,,,,,,
103,PT03M24.00S,2022-02-04T00:26:16.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630563,94.40999984741211,50.0,1610612759,17,12,2022-02-04T00:26:16Z,1020000,0.0,0.0,1,right,J. Primo tip Layup (2 PTS),[1630563],1610612759.0,SAS,tip,,,Primo,J. Primo,,,,,,,,,0.0,Made,2.0,,,,,,,,,,,,,
104,PT03M15.00S,2022-02-04T00:26:29.7Z,1,REGULAR,foul,personal,['2freethrow'],1629234,,,1610612748,17,12,2022-02-04T00:26:35Z,1030000,,,0,,D. Eubanks shooting personal FOUL (1 PF) (Dedmon 2 FT),"[1629234, 203473]",1610612759.0,SAS,shooting,,,Eubanks,D. Eubanks,,,,,,,,202035.0,,,,,,,,1.0,0.0,Dedmon,203473.0,,,,,
106,PT03M15.00S,2022-02-04T00:26:55.4Z,1,REGULAR,freethrow,1 of 2,[],203473,,,1610612748,17,13,2022-02-04T00:26:55Z,1050000,,,0,,D. Dedmon Free Throw 1 of 2 (1 PTS),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
107,PT03M15.00S,2022-02-04T00:26:57.2Z,1,REGULAR,substitution,out,[],1629640,,,1610612748,17,13,2022-02-04T00:27:01Z,1060000,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M15.00S,2022-02-04T00:26:57.2Z,1,REGULAR,substitution,in,[],1627823,,,1610612748,17,13,2022-02-04T00:27:01Z,1070000,,,0,,SUB in: J. Hernangomez,[1627823],1610612759.0,SAS,,,,Hernangomez,J. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M15.00S,2022-02-04T00:27:13.4Z,1,REGULAR,freethrow,2 of 2,[],203473,,,1610612748,17,14,2022-02-04T00:27:13Z,1080000,,,0,,D. Dedmon Free Throw 2 of 2 (2 PTS),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
110,PT03M03.00S,2022-02-04T00:27:27.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629022,93.64323258869908,53.67647058823529,1610612759,17,14,2022-02-04T00:27:33Z,1090000,18.0,7.0,1,right,MISS L. Walker IV driving finger roll Layup - blocked,"[1629022, 203473]",1610612759.0,SAS,driving finger roll,,,Walker IV,L. Walker IV,,,,,,,,,1.98,Missed,,,,,,,,,,,,,Dedmon,203473.0
111,PT03M03.00S,2022-02-04T00:27:27.7Z,1,REGULAR,block,,[],203473,,,1610612759,17,14,2022-02-04T00:27:30Z,1100000,,,0,,D. Dedmon BLOCK (1 BLK),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M03.00S,2022-02-04T00:27:27.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,17,14,2022-02-04T00:27:33Z,1110000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,110.0,,,,,,,,,,,,
113,PT03M03.00S,2022-02-04T00:27:32.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,17,14,2022-02-04T00:27:32Z,1120000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M56.00S,2022-02-04T00:27:52.2Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1629022,78.0059132720105,73.77450980392157,1610612759,17,14,2022-02-04T00:27:56Z,1130000,119.0,154.0,1,right,MISS L. Walker IV 19' pullup Shot,[1629022],1610612759.0,SAS,pullup,,,Walker IV,L. Walker IV,,,,,,,,,19.47,Missed,,,,,,,,,,,,,,
115,PT02M53.00S,2022-02-04T00:27:55.2Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,17,14,2022-02-04T00:27:56Z,1140000,,,0,,T. Herro REBOUND (Off:0 Def:2),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,114.0,2.0,2.0,0.0,,,,,,,,,
116,PT02M40.00S,2022-02-04T00:28:07.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,6.783837056504599,50.245098039215684,1610612748,17,16,2022-02-04T00:28:13Z,1150000,-1.0,11.0,1,left,T. Herro finger roll Layup (2 PTS) (D. Dedmon 1 AST),"[1629639, 203473]",1610612748.0,MIA,finger roll,,,Herro,T. Herro,,,,,,,,,1.14,Made,2.0,,,,,,,,,D. Dedmon,203473.0,1.0,,
118,PT02M30.00S,2022-02-04T00:28:17.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629234,85.10183968462549,50.49019607843137,1610612759,17,16,2022-02-04T00:28:21Z,1170000,2.0,88.0,1,right,MISS D. Eubanks 8' Hook,[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,,,,8.75,Missed,,,,,,,,,,,,,,
119,PT02M28.00S,2022-02-04T00:28:19.8Z,1,REGULAR,rebound,defensive,[],203473,,,1610612748,17,16,2022-02-04T00:28:21Z,1180000,,,0,,D. Dedmon REBOUND (Off:0 Def:1),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,118.0,1.0,1.0,0.0,,,,,,,,,
120,PT02M16.00S,2022-02-04T00:28:32.2Z,1,REGULAR,3pt,Jump Shot,[],1629130,29.122864651773984,73.2843137254902,1610612748,17,19,2022-02-04T00:28:37Z,1190000,-116.0,221.0,1,left,D. Robinson 25' 3PT pullup (9 PTS) (D. Dedmon 2 AST),"[1629130, 203473]",1610612748.0,MIA,pullup,,,Robinson,D. Robinson,,,,,,,,,25.0,Made,9.0,,,,,,,,,D. Dedmon,203473.0,2.0,,
122,PT02M01.00S,2022-02-04T00:28:50.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629130,,,1610612759,17,19,2022-02-04T00:31:48Z,1210000,,,0,,D. Robinson personal FOUL (1 PF) (Jones 2 FT),"[1629130, 1630200]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,202035.0,,,,,,,,1.0,0.0,Jones,1630200.0,,,,,
124,PT02M01.00S,2022-02-04T00:29:00.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,17,19,2022-02-04T00:29:00Z,1230000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M01.00S,2022-02-04T00:31:20.9Z,1,REGULAR,substitution,out,[],1629234,,,1610612759,17,19,2022-02-04T00:31:44Z,1240000,,,0,,SUB out: D. Eubanks,[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M01.00S,2022-02-04T00:31:20.9Z,1,REGULAR,substitution,out,[],200782,,,1610612759,17,19,2022-02-04T00:31:44Z,1250000,,,0,,SUB out: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M01.00S,2022-02-04T00:31:20.9Z,1,REGULAR,substitution,out,[],1629130,,,1610612759,17,19,2022-02-04T00:31:44Z,1260000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M01.00S,2022-02-04T00:31:20.9Z,1,REGULAR,substitution,in,[],201152,,,1610612759,17,19,2022-02-04T00:31:44Z,1270000,,,0,,SUB in: T. Young,[201152],1610612759.0,SAS,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M01.00S,2022-02-04T00:31:20.9Z,1,REGULAR,substitution,in,[],1629622,,,1610612759,17,19,2022-02-04T00:31:44Z,1280000,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M01.00S,2022-02-04T00:31:20.9Z,1,REGULAR,substitution,in,[],1628389,,,1610612759,17,19,2022-02-04T00:31:44Z,1290000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M01.00S,2022-02-04T00:32:02.6Z,1,REGULAR,freethrow,1 of 2,[],1630200,,,1610612759,18,19,2022-02-04T00:32:02Z,1300000,,,0,,T. Jones Free Throw 1 of 2 (4 PTS),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
135,PT02M01.00S,2022-02-04T00:32:15.2Z,1,REGULAR,freethrow,2 of 2,[],1630200,,,1610612759,19,19,2022-02-04T00:32:15Z,1310000,,,0,,T. Jones Free Throw 2 of 2 (5 PTS),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
136,PT01M47.00S,2022-02-04T00:32:30.2Z,1,REGULAR,3pt,Jump Shot,[],1629639,24.129434954007884,13.970588235294118,1610612748,19,19,2022-02-04T00:32:35Z,1320000,180.0,174.0,1,left,MISS T. Herro 25' 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,25.06,Missed,,,,,,,,,,,,,,
137,PT01M44.00S,2022-02-04T00:32:33.2Z,1,REGULAR,rebound,defensive,[],1630200,,,1610612759,19,19,2022-02-04T00:32:35Z,1330000,,,0,,T. Jones REBOUND (Off:0 Def:1),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,136.0,1.0,1.0,0.0,,,,,,,,,
138,PT01M37.00S,2022-02-04T00:32:39.4Z,1,REGULAR,3pt,Jump Shot,[],1630563,94.56307490144546,3.9215686274509802,1610612759,19,19,2022-02-04T00:32:43Z,1340000,-230.0,-1.0,1,right,MISS J. Primo 3PT,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,23.04,Missed,,,,,,,,,,,,,,
139,PT01M34.00S,2022-02-04T00:32:42.4Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,19,19,2022-02-04T00:32:43Z,1350000,,,0,,B. Adebayo REBOUND (Off:0 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,138.0,1.0,1.0,0.0,,,,,,,,,
140,PT01M18.00S,2022-02-04T00:32:59.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,9.674770039421814,47.549019607843135,1610612748,19,21,2022-02-04T00:37:21Z,1360000,12.0,38.0,1,left,T. Herro driving finger roll Layup (4 PTS) (M. Strus 1 AST),"[1629639, 1629622]",1610612748.0,MIA,driving finger roll,,,Herro,T. Herro,,,,,,,,,4.03,Made,4.0,,,,,,,,,M. Strus,1629622.0,1.0,,
142,PT00M58.70S,2022-02-04T00:33:19.4Z,1,REGULAR,2pt,Jump Shot,[],1629022,92.06636005256242,67.15686274509804,1610612759,19,21,2022-02-04T00:38:18Z,1380000,86.0,22.0,1,right,MISS L. Walker IV 8' driving floating bank Shot,[1629022],1610612759.0,SAS,driving floating bank,,,Walker IV,L. Walker IV,,,,,,,,,8.86,Missed,,,,,,,,,,,,,,
143,PT00M56.40S,2022-02-04T00:33:21.7Z,1,REGULAR,rebound,offensive,[],201152,,,1610612759,19,21,2022-02-04T00:38:18Z,1390000,,,0,,T. Young REBOUND (Off:1 Def:2),[201152],1610612759.0,SAS,,,,Young,T. Young,,,,,,,,,,,,142.0,3.0,2.0,1.0,,,,,,,,,
144,PT00M55.50S,2022-02-04T00:33:38.2Z,1,REGULAR,stoppage,equipment issue,[],0,,,1610612759,19,21,2022-02-04T00:33:38Z,1400000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT00M48.50S,2022-02-04T00:33:56.1Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630200,79.58278580814718,37.745098039215684,1610612759,19,21,2022-02-04T00:34:00Z,1410000,-61.0,139.0,1,right,MISS T. Jones 15' pullup Shot,[1630200],1610612759.0,SAS,pullup,,,Jones,T. Jones,,,,,,,,,15.23,Missed,,,,,,,,,,,,,,
146,PT00M46.20S,2022-02-04T00:33:58.4Z,1,REGULAR,rebound,defensive,[],203473,,,1610612748,19,21,2022-02-04T00:34:00Z,1420000,,,0,,D. Dedmon REBOUND (Off:0 Def:2),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,145.0,2.0,2.0,0.0,,,,,,,,,
147,PT00M30.10S,2022-02-04T00:34:14.4Z,1,REGULAR,3pt,Jump Shot,[],1629216,24.26084099868594,87.00980392156863,1610612748,19,21,2022-02-04T00:34:29Z,1430000,-185.0,176.0,1,left,MISS G. Vincent 25' step back 3PT,[1629216],1610612748.0,MIA,step back,,,Vincent,G. Vincent,,,,,,,,,25.51,Missed,,,,,,,,,,,,,,
148,PT00M27.70S,2022-02-04T00:34:16.8Z,1,REGULAR,rebound,defensive,[],1627823,,,1610612759,19,21,2022-02-04T00:34:16Z,1440000,,,0,,J. Hernangomez REBOUND (Off:0 Def:1),[1627823],1610612759.0,SAS,,,,Hernangomez,J. Hernangomez,,,,,,,,,,,,147.0,1.0,1.0,0.0,,,,,,,,,
149,PT00M04.00S,2022-02-04T00:34:40.5Z,1,REGULAR,3pt,Jump Shot,[],1630563,92.46057818659659,3.1862745098039214,1610612759,19,21,2022-02-04T00:34:48Z,1450000,-234.0,18.0,1,right,MISS J. Primo 3PT,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,23.48,Missed,,,,,,,,,,,,,,
150,PT00M01.70S,2022-02-04T00:34:42.9Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,19,21,2022-02-04T00:34:42Z,1460000,,,0,,B. Adebayo REBOUND (Off:0 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,149.0,2.0,2.0,0.0,,,,,,,,,
151,PT00M00.00S,2022-02-04T00:34:47.3Z,1,REGULAR,3pt,Jump Shot,[],1629639,27.414586070959263,76.7156862745098,1610612748,19,21,2022-02-04T00:34:51Z,1470000,-134.0,205.0,1,left,MISS T. Herro 24' pullup 3PT,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,,,,,24.49,Missed,,,,,,,,,,,,,,
152,PT00M00.00S,2022-02-04T00:34:47.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,19,21,2022-02-04T00:34:51Z,1480000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,151.0,,,,,,,,,,,,
153,PT00M00.00S,2022-02-04T00:34:50.3Z,1,REGULAR,period,end,[],0,,,1610612748,19,21,2022-02-04T00:34:50Z,1490000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2022-02-04T00:36:54.9Z,2,REGULAR,substitution,out,['startperiod'],1629022,,,1610612748,19,21,2022-02-04T00:37:16Z,1500000,,,0,,SUB out: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2022-02-04T00:36:54.9Z,2,REGULAR,substitution,out,['startperiod'],1627823,,,1610612748,19,21,2022-02-04T00:37:16Z,1510000,,,0,,SUB out: J. Hernangomez,[1627823],1610612759.0,SAS,,,,Hernangomez,J. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2022-02-04T00:36:54.9Z,2,REGULAR,substitution,in,['startperiod'],1629640,,,1610612748,19,21,2022-02-04T00:37:16Z,1520000,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2022-02-04T00:36:54.9Z,2,REGULAR,substitution,in,['startperiod'],1630170,,,1610612748,19,21,2022-02-04T00:37:16Z,1530000,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2022-02-04T00:37:29.0Z,2,REGULAR,period,start,[],0,,,1610612759,19,21,2022-02-04T00:37:29Z,1540000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT11M38.00S,2022-02-04T00:37:50.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630170,91.40932982917214,49.01960784313725,1610612759,19,21,2022-02-04T00:40:23Z,1550000,-5.0,28.0,1,right,MISS D. Vassell cutting DUNK - blocked,"[1630170, 203473]",1610612759.0,SAS,cutting,,,Vassell,D. Vassell,,,,,,,,,2.87,Missed,,,,,,,,,,,,,Dedmon,203473.0
160,PT11M38.00S,2022-02-04T00:37:50.7Z,2,REGULAR,block,,[],203473,,,1610612759,19,21,2022-02-04T00:37:53Z,1560000,,,0,,D. Dedmon BLOCK (2 BLK),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,
161,PT11M34.00S,2022-02-04T00:37:54.7Z,2,REGULAR,rebound,offensive,[],201152,,,1610612759,19,21,2022-02-04T00:37:56Z,1570000,,,0,,T. Young REBOUND (Off:2 Def:2),[201152],1610612759.0,SAS,,,,Young,T. Young,,,,,,,,,,,,159.0,4.0,2.0,2.0,,,,,,,,,
162,PT11M33.00S,2022-02-04T00:37:54.7Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",201152,93.24901445466492,47.30392156862745,1610612759,21,21,2022-02-04T00:38:02Z,1580000,-13.0,11.0,1,right,T. Young Hook (2 PTS),[201152],1610612759.0,SAS,,,,Young,T. Young,,,,,,,,,1.74,Made,2.0,,,,,,,,,,,,,
163,PT11M15.00S,2022-02-04T00:38:13.6Z,2,REGULAR,2pt,Jump Shot,[],1629639,18.74178712220762,23.284313725490197,1610612748,21,23,2022-02-04T00:38:17Z,1590000,134.0,124.0,1,left,T. Herro 18' pullup Jump Shot (6 PTS),[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,,,,,18.21,Made,6.0,,,,,,,,,,,,,
164,PT10M57.00S,2022-02-04T00:38:31.5Z,2,REGULAR,3pt,Jump Shot,[],1630170,76.69185282522996,84.55882352941177,1610612759,21,23,2022-02-04T00:38:39Z,1600000,173.0,167.0,1,right,MISS D. Vassell 24' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,24.0,Missed,,,,,,,,,,,,,,
165,PT10M53.00S,2022-02-04T00:38:34.1Z,2,REGULAR,rebound,defensive,[],1629639,,,1610612748,21,23,2022-02-04T00:38:34Z,1610000,,,0,,T. Herro REBOUND (Off:0 Def:3),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,164.0,3.0,3.0,0.0,,,,,,,,,
166,PT10M46.00S,2022-02-04T00:38:41.3Z,2,REGULAR,3pt,Jump Shot,[],203473,30.56833114323259,34.55882352941176,1610612748,21,26,2022-02-04T00:38:51Z,1620000,77.0,235.0,1,left,D. Dedmon 24' 3PT  (5 PTS) (M. Strus 2 AST),"[203473, 1629622]",1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,24.72,Made,5.0,,,,,,,,,M. Strus,1629622.0,2.0,,
168,PT10M35.00S,2022-02-04T00:38:52.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630563,90.48948751642575,63.48039215686274,1610612759,21,26,2022-02-04T00:39:30Z,1640000,67.0,37.0,1,right,MISS J. Primo 7' floating Shot,[1630563],1610612759.0,SAS,floating,,,Primo,J. Primo,,,,,,,,,7.68,Missed,,,,,,,,,,,,,,
169,PT10M34.00S,2022-02-04T00:38:53.9Z,2,REGULAR,rebound,offensive,[],1630563,,,1610612759,21,26,2022-02-04T00:39:30Z,1650000,,,0,,J. Primo REBOUND (Off:2 Def:0),[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,168.0,2.0,0.0,2.0,,,,,,,,,
170,PT10M32.00S,2022-02-04T00:38:56.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629640,67.7562417871222,49.26470588235294,1610612759,21,26,2022-02-04T00:39:33Z,1660000,-4.0,251.0,1,right,MISS K. Johnson 25' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,25.06,Missed,,,,,,,,,,,,,,
171,PT10M31.00S,2022-02-04T00:38:57.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612759,21,26,2022-02-04T00:39:33Z,1670000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,170.0,,,,,,,,,,,,
172,PT10M31.00S,2022-02-04T00:39:01.0Z,2,REGULAR,foul,personal,[],1629639,,,1610612759,21,26,2022-02-04T00:39:09Z,1680000,,,0,,T. Herro personal FOUL (1 PF),"[1629639, 201152]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,201246.0,,,,,,,,1.0,0.0,Young,201152.0,,,,,
174,PT10M27.00S,2022-02-04T00:39:27.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630170,93.24901445466492,96.07843137254902,1610612759,21,26,2022-02-04T00:39:38Z,1700000,230.0,11.0,1,right,MISS D. Vassell 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,23.07,Missed,,,,,,,,,,,,,,
175,PT10M23.00S,2022-02-04T00:39:31.2Z,2,REGULAR,rebound,defensive,[],1629216,,,1610612748,21,26,2022-02-04T00:39:38Z,1710000,,,0,,G. Vincent REBOUND (Off:0 Def:1),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,174.0,1.0,1.0,0.0,,,,,,,,,
176,PT10M17.00S,2022-02-04T00:39:37.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,7.046649145860711,49.26470588235294,1610612748,21,28,2022-02-04T00:43:53Z,1720000,4.0,14.0,1,left,T. Herro driving floating Jump Shot (8 PTS),[1629639],1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,,,,,1.42,Made,8.0,,,,,,,,,,,,,
177,PT10M15.00S,2022-02-04T00:39:42.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,21,28,2022-02-04T00:39:42Z,1730000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT10M15.00S,2022-02-04T00:41:47.9Z,2,REGULAR,substitution,out,[],203473,,,1610612759,21,28,2022-02-04T00:42:12Z,1740000,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,
179,PT10M15.00S,2022-02-04T00:41:47.9Z,2,REGULAR,substitution,in,[],200768,,,1610612759,21,28,2022-02-04T00:42:12Z,1750000,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,
