actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
89,PT05M42.00S,2021-11-11T01:52:24.8Z,1,REGULAR,substitution,out,[],203926,,,1610612759,19,9,2021-11-11T01:52:39Z,860000,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M42.00S,2021-11-11T01:52:24.8Z,1,REGULAR,substitution,in,[],1629022,,,1610612759,19,9,2021-11-11T01:52:39Z,870000,,,0,,SUB in: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M42.00S,2021-11-11T01:52:24.8Z,1,REGULAR,substitution,in,[],1630170,,,1610612759,19,9,2021-11-11T01:52:39Z,880000,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M27.00S,2021-11-11T01:52:49.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629022,94.30026281208936,44.85294117647059,1610612759,21,9,2021-11-11T01:52:59Z,890000,-26.0,1.0,1,right,L. Walker IV reverse Layup (2 PTS) (T. Young 1 AST),"[1629022, 201152]",1610612759.0,SAS,reverse,,,Walker IV,L. Walker IV,,,,,,,2.57,Made,2.0,T. Young,201152.0,1.0,,,,,,,,,,,,,
94,PT05M10.00S,2021-11-11T01:53:06.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203084,10.988830486202366,52.450980392156865,1610612758,21,9,2021-11-11T01:53:18Z,910000,-12.0,51.0,1,left,MISS H. Barnes driving floating Shot,[203084],1610612758.0,SAC,driving floating,,,Barnes,H. Barnes,,,,,,,5.23,Missed,,,,,,,,,,,,,,,,,
95,PT05M10.00S,2021-11-11T01:53:10.8Z,1,REGULAR,rebound,offensive,[],202684,,,1610612758,21,9,2021-11-11T01:53:10Z,920000,,,0,,T. Thompson REBOUND (Off:2 Def:1),[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,94.0,3.0,1.0,2.0,,,,,,,,,
96,PT05M10.00S,2021-11-11T01:53:12.2Z,1,REGULAR,foul,personal,[],201152,,,1610612758,21,9,2021-11-11T01:53:22Z,930000,,,0,,T. Young personal FOUL (1 PF),"[201152, 202684]",1610612759.0,SAS,,,,Young,T. Young,,,,,202901.0,,,,,,,,,,,,1.0,0.0,Thompson,202684.0,,,,,
98,PT05M04.00S,2021-11-11T01:53:34.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630558,31.750985545335087,66.42156862745098,1610612758,21,9,2021-11-11T01:53:40Z,950000,-82.0,246.0,1,left,MISS D. Mitchell 25' 3PT,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,25.93,Missed,,,,,,,,,,,,,,,,,
99,PT05M00.00S,2021-11-11T01:53:38.6Z,1,REGULAR,rebound,defensive,[],1629022,,,1610612759,21,9,2021-11-11T01:53:40Z,960000,,,0,,L. Walker IV REBOUND (Off:0 Def:1),[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,98.0,1.0,1.0,0.0,,,,,,,,,
100,PT04M55.00S,2021-11-11T01:53:43.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,89.04402102496715,47.30392156862745,1610612759,21,9,2021-11-11T01:53:56Z,970000,-13.0,50.0,1,right,MISS K. Johnson driving Layup - blocked,"[1629640, 1628368]",1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,,,5.23,Missed,,,,,,,,,,,,,,,Fox,1628368.0,
101,PT04M55.00S,2021-11-11T01:53:43.3Z,1,REGULAR,block,,[],1628368,,,1610612759,21,9,2021-11-11T01:53:46Z,980000,,,0,,D. Fox BLOCK (2 BLK),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M51.00S,2021-11-11T01:53:47.3Z,1,REGULAR,rebound,defensive,[],1630558,,,1610612758,21,9,2021-11-11T01:53:56Z,990000,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,100.0,1.0,1.0,0.0,,,,,,,,,
103,PT04M51.00S,2021-11-11T01:53:56.1Z,1,REGULAR,foul,personal,['2freethrow'],1629022,,,1610612758,21,9,2021-11-11T01:54:05Z,1000000,,,0,,L. Walker IV shooting personal FOUL (1 PF) (Thompson 2 FT),"[1629022, 202684]",1610612759.0,SAS,shooting,,,Walker IV,L. Walker IV,,,,,1201.0,,,,,,,,,,,,1.0,0.0,Thompson,202684.0,,,,,
105,PT04M51.00S,2021-11-11T01:54:16.0Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],202684,,,1610612758,21,10,2021-11-11T01:54:16Z,1020000,,,0,,T. Thompson Free Throw 1 of 2 (1 PTS),[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,
106,PT04M51.00S,2021-11-11T01:54:34.4Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],202684,,,1610612758,21,11,2021-11-11T01:54:34Z,1030000,,,0,,T. Thompson Free Throw 2 of 2 (2 PTS),[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,
107,PT04M38.00S,2021-11-11T01:54:49.9Z,1,REGULAR,3pt,Jump Shot,[],1627749,74.06373193166885,81.86274509803921,1610612759,24,11,2021-11-11T01:54:59Z,1040000,159.0,191.0,1,right,D. Murray 24' 3PT  (7 PTS) (T. Young 2 AST),"[1627749, 201152]",1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,24.89,Made,7.0,T. Young,201152.0,2.0,,,,,,,,,,,,,
109,PT04M26.00S,2021-11-11T01:55:02.1Z,1,REGULAR,3pt,Jump Shot,[],1629002,30.831143232588698,69.6078431372549,1610612758,24,11,2021-11-11T01:55:09Z,1060000,-98.0,237.0,1,left,MISS C. Metu 25' 3PT,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,25.67,Missed,,,,,,,,,,,,,,,,,
110,PT04M22.00S,2021-11-11T01:55:06.1Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,24,11,2021-11-11T01:55:09Z,1070000,,,0,,D. Vassell REBOUND (Off:0 Def:1),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,109.0,1.0,1.0,0.0,,,,,,,,,
111,PT04M18.00S,2021-11-11T01:55:10.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630170,72.09264126149803,20.588235294117645,1610612759,24,11,2021-11-11T01:55:20Z,1080000,-147.0,210.0,1,right,MISS D. Vassell 25' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,25.62,Missed,,,,,,,,,,,,,,,,,
112,PT04M12.00S,2021-11-11T01:55:16.6Z,1,REGULAR,rebound,offensive,[],1629640,,,1610612759,24,11,2021-11-11T01:55:38Z,1090000,,,0,,K. Johnson REBOUND (Off:2 Def:2),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,111.0,4.0,2.0,2.0,,,,,,,,,
113,PT04M11.00S,2021-11-11T01:55:17.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630170,75.24638633377135,12.5,1610612759,27,11,2021-11-11T01:55:31Z,1100000,-188.0,180.0,1,right,D. Vassell 26' 3PT  (3 PTS) (K. Johnson 1 AST),"[1630170, 1629640]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,26.01,Made,3.0,K. Johnson,1629640.0,1.0,,,,,,,,,,,,,
115,PT04M11.00S,2021-11-11T01:56:04.7Z,1,REGULAR,timeout,full,['team'],0,,,1610612758,27,11,2021-11-11T01:56:04Z,1120000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M45.00S,2021-11-11T01:58:37.6Z,1,REGULAR,turnover,lost ball,[],1629002,,,1610612758,27,11,2021-11-11T01:59:00Z,1130000,,,0,,C. Metu lost ball TURNOVER (1 TO),"[1629002, 1630170]",1610612758.0,SAC,,,,Metu,C. Metu,,,,,,1.0,,,,,,,,,,,,,,,Vassell,1630170.0,,,
117,PT03M45.00S,2021-11-11T01:58:37.6Z,1,REGULAR,steal,,[],1630170,,,1610612759,27,11,2021-11-11T01:58:39Z,1140000,,,0,,D. Vassell STEAL (1 STL),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M38.00S,2021-11-11T01:58:45.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630170,73.66951379763469,82.1078431372549,1610612759,30,11,2021-11-11T01:59:03Z,1150000,161.0,195.0,1,right,D. Vassell 25' 3PT  (6 PTS) (K. Johnson 2 AST),"[1630170, 1629640]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,25.26,Made,6.0,K. Johnson,1629640.0,2.0,,,,,,,,,,,,,
120,PT03M17.00S,2021-11-11T01:59:05.1Z,1,REGULAR,3pt,Jump Shot,[],1629002,23.209592641261498,11.519607843137255,1610612758,30,14,2021-11-11T01:59:14Z,1170000,192.0,166.0,1,left,C. Metu 25' 3PT  (3 PTS) (T. Thompson 1 AST),"[1629002, 202684]",1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,25.39,Made,3.0,T. Thompson,202684.0,1.0,,,,,,,,,,,,,
122,PT03M03.00S,2021-11-11T01:59:19.8Z,1,REGULAR,3pt,Jump Shot,[],1629022,66.5735873850197,48.03921568627451,1610612759,30,14,2021-11-11T01:59:24Z,1190000,-10.0,262.0,1,right,MISS L. Walker IV 26' 3PT,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,26.19,Missed,,,,,,,,,,,,,,,,,
123,PT03M00.00S,2021-11-11T01:59:22.8Z,1,REGULAR,rebound,defensive,[],1629002,,,1610612758,30,14,2021-11-11T01:59:24Z,1200000,,,0,,C. Metu REBOUND (Off:0 Def:1),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,122.0,1.0,1.0,0.0,,,,,,,,,
124,PT02M52.00S,2021-11-11T01:59:30.5Z,1,REGULAR,3pt,Jump Shot,[],1629002,26.363337713534822,83.33333333333334,1610612758,30,14,2021-11-11T01:59:38Z,1210000,-167.0,195.0,1,left,MISS C. Metu 25' 3PT,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,25.68,Missed,,,,,,,,,,,,,,,,,
125,PT02M48.00S,2021-11-11T01:59:34.5Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,30,14,2021-11-11T02:05:32Z,1220000,,,0,,D. Vassell REBOUND (Off:0 Def:2),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,124.0,2.0,2.0,0.0,,,,,,,,,
126,PT02M40.00S,2021-11-11T01:59:42.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,91.67214191852825,46.07843137254902,1610612759,32,14,2021-11-11T01:59:51Z,1230000,-20.0,26.0,1,right,K. Johnson cutting finger roll Layup (8 PTS) (D. Murray 2 AST),"[1629640, 1627749]",1610612759.0,SAS,cutting finger roll,,,Johnson,K. Johnson,,,,,,,3.24,Made,8.0,D. Murray,1627749.0,2.0,,,,,,,,,,,,,
128,PT02M27.00S,2021-11-11T01:59:55.1Z,1,REGULAR,3pt,Jump Shot,[],203084,7.966491458607096,2.941176470588235,1610612758,32,14,2021-11-11T02:00:06Z,1250000,235.0,22.0,1,left,MISS H. Barnes 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,23.64,Missed,,,,,,,,,,,,,,,,,
129,PT02M25.00S,2021-11-11T01:59:57.1Z,1,REGULAR,rebound,offensive,[],202684,,,1610612758,32,14,2021-11-11T02:00:06Z,1260000,,,0,,T. Thompson REBOUND (Off:3 Def:1),[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,128.0,4.0,1.0,3.0,,,,,,,,,
130,PT02M25.00S,2021-11-11T02:00:04.5Z,1,REGULAR,turnover,out-of-bounds,[],202684,,,1610612758,32,14,2021-11-11T02:00:21Z,1270000,,,0,,T. Thompson lost ball out-of-bounds TURNOVER (2 TO),[202684],1610612758.0,SAC,lost ball,,,Thompson,T. Thompson,,,,,1201.0,2.0,,,,,,,,,,,,,,,,,,,
131,PT02M25.00S,2021-11-11T02:00:14.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,32,14,2021-11-11T02:00:14Z,1280000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M25.00S,2021-11-11T02:01:22.9Z,1,REGULAR,substitution,out,[],1629640,,,1610612759,32,14,2021-11-11T02:01:38Z,1290000,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M25.00S,2021-11-11T02:01:22.9Z,1,REGULAR,substitution,out,[],1627749,,,1610612759,32,14,2021-11-11T02:01:38Z,1300000,,,0,,SUB out: D. Murray,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M25.00S,2021-11-11T02:01:22.9Z,1,REGULAR,substitution,out,[],201152,,,1610612759,32,14,2021-11-11T02:01:38Z,1310000,,,0,,SUB out: T. Young,[201152],1610612759.0,SAS,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M25.00S,2021-11-11T02:01:22.9Z,1,REGULAR,substitution,out,[],1628368,,,1610612759,32,14,2021-11-11T02:01:38Z,1320000,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M25.00S,2021-11-11T02:01:22.9Z,1,REGULAR,substitution,out,[],203084,,,1610612759,32,14,2021-11-11T02:01:38Z,1330000,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M25.00S,2021-11-11T02:01:22.9Z,1,REGULAR,substitution,in,[],1628401,,,1610612759,32,14,2021-11-11T02:01:38Z,1340000,,,0,,SUB in: D. White,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M25.00S,2021-11-11T02:01:22.9Z,1,REGULAR,substitution,in,[],1629234,,,1610612759,32,14,2021-11-11T02:01:38Z,1350000,,,0,,SUB in: D. Eubanks,[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M25.00S,2021-11-11T02:01:22.9Z,1,REGULAR,substitution,in,[],203926,,,1610612759,32,14,2021-11-11T02:01:38Z,1360000,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT02M25.00S,2021-11-11T02:01:22.9Z,1,REGULAR,substitution,in,[],203090,,,1610612759,32,14,2021-11-11T02:01:38Z,1370000,,,0,,SUB in: M. Harkless,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT02M25.00S,2021-11-11T02:01:22.9Z,1,REGULAR,substitution,in,[],1627741,,,1610612759,32,14,2021-11-11T02:01:38Z,1380000,,,0,,SUB in: B. Hield,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT02M01.00S,2021-11-11T02:02:02.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630170,95.87713534822602,3.431372549019608,1610612759,32,14,2021-11-11T02:02:07Z,1390000,-233.0,-14.0,1,right,MISS D. Vassell pullup 3PT,[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,,,23.32,Missed,,,,,,,,,,,,,,,,,
143,PT01M59.00S,2021-11-11T02:02:04.5Z,1,REGULAR,rebound,defensive,[],1630558,,,1610612758,32,14,2021-11-11T02:02:07Z,1400000,,,0,,D. Mitchell REBOUND (Off:0 Def:2),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,142.0,2.0,2.0,0.0,,,,,,,,,
144,PT01M55.00S,2021-11-11T02:02:12.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630558,6.521024967148489,53.18627450980392,1610612758,32,14,2021-11-11T02:02:22Z,1410000,-16.0,9.0,1,left,MISS D. Mitchell driving Layup - blocked,"[1630558, 1629022]",1610612758.0,SAC,driving,,,Mitchell,D. Mitchell,,,,,,,1.82,Missed,,,,,,,,,,,,,,,Walker IV,1629022.0,
145,PT01M55.00S,2021-11-11T02:02:12.3Z,1,REGULAR,block,,[],1629022,,,1610612758,32,14,2021-11-11T02:02:14Z,1420000,,,0,,L. Walker IV BLOCK (1 BLK),[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT01M55.00S,2021-11-11T02:02:12.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612758,32,14,2021-11-11T02:02:22Z,1430000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,144.0,,,,,,,,,,,,
147,PT01M55.00S,2021-11-11T02:02:17.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,32,14,2021-11-11T02:02:17Z,1440000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT01M48.00S,2021-11-11T02:02:30.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630558,12.959921156373195,96.56862745098039,1610612758,32,14,2021-11-11T02:02:36Z,1450000,-233.0,69.0,1,left,MISS D. Mitchell 24' 3PT,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,24.29,Missed,,,,,,,,,,,,,,,,,
149,PT01M43.00S,2021-11-11T02:02:35.0Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,32,14,2021-11-11T02:05:14Z,1460000,,,0,,D. Vassell REBOUND (Off:0 Def:3),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,148.0,3.0,3.0,0.0,,,,,,,,,
150,PT01M37.00S,2021-11-11T02:02:39.8Z,1,REGULAR,3pt,Jump Shot,[],1629022,75.77201051248358,12.990196078431374,1610612759,32,14,2021-11-11T02:02:45Z,1470000,-185.0,175.0,1,right,MISS L. Walker IV 25' 3PT,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,25.48,Missed,,,,,,,,,,,,,,,,,
151,PT01M35.00S,2021-11-11T02:02:41.8Z,1,REGULAR,rebound,defensive,[],202684,,,1610612758,32,14,2021-11-11T02:02:45Z,1480000,,,0,,T. Thompson REBOUND (Off:3 Def:2),[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,150.0,5.0,2.0,3.0,,,,,,,,,
152,PT01M17.00S,2021-11-11T02:03:00.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630558,13.091327201051248,46.568627450980394,1610612758,32,16,2021-11-11T02:03:15Z,1490000,17.0,71.0,1,left,D. Mitchell 7' floating Jump Shot (2 PTS),[1630558],1610612758.0,SAC,floating,,,Mitchell,D. Mitchell,,,,,,,7.27,Made,2.0,,,,,,,,,,,,,,,,
153,PT01M02.00S,2021-11-11T02:03:15.3Z,1,REGULAR,3pt,Jump Shot,[],1628401,85.89027595269383,96.07843137254902,1610612759,32,16,2021-11-11T02:03:21Z,1500000,230.0,80.0,1,right,MISS D. White 24' 3PT,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,24.39,Missed,,,,,,,,,,,,,,,,,
154,PT01M00.00S,2021-11-11T02:03:17.3Z,1,REGULAR,rebound,defensive,[],1629002,,,1610612758,32,16,2021-11-11T02:03:21Z,1510000,,,0,,C. Metu REBOUND (Off:0 Def:2),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,153.0,2.0,2.0,0.0,,,,,,,,,
155,PT00M54.90S,2021-11-11T02:03:25.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],202684,7.178055190538765,50.98039215686274,1610612758,32,18,2021-11-11T02:03:30Z,1520000,-5.0,15.0,1,left,T. Thompson cutting DUNK (4 PTS) (B. Hield 2 AST),"[202684, 1627741]",1610612758.0,SAC,cutting,,,Thompson,T. Thompson,,,,,,,1.58,Made,4.0,B. Hield,1627741.0,2.0,,,,,,,,,,,,,
157,PT00M42.50S,2021-11-11T02:03:40.0Z,1,REGULAR,foul,personal,[],1630558,,,1610612759,32,18,2021-11-11T02:03:51Z,1540000,,,0,,D. Mitchell personal FOUL (1 PF),"[1630558, 1628401]",1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,1199.0,,,,,,,,,,,,1.0,0.0,White,1628401.0,,,,,
159,PT00M42.50S,2021-11-11T02:03:49.8Z,1,REGULAR,substitution,out,[],202684,,,1610612759,32,18,2021-11-11T02:03:55Z,1560000,,,0,,SUB out: T. Thompson,[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT00M42.50S,2021-11-11T02:03:49.8Z,1,REGULAR,substitution,in,[],1626158,,,1610612759,32,18,2021-11-11T02:03:55Z,1570000,,,0,,SUB in: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT00M37.10S,2021-11-11T02:04:05.8Z,1,REGULAR,2pt,Jump Shot,[],1629022,78.13731931668858,67.40196078431373,1610612759,34,18,2021-11-11T02:04:09Z,1580000,87.0,153.0,1,right,L. Walker IV 17' pullup Jump Shot (4 PTS),[1629022],1610612759.0,SAS,pullup,,,Walker IV,L. Walker IV,,,,,,,17.6,Made,4.0,,,,,,,,,,,,,,,,
162,PT00M24.50S,2021-11-11T02:04:19.7Z,1,REGULAR,2pt,Jump Shot,[],1630558,18.084756898817346,73.2843137254902,1610612758,34,20,2021-11-11T02:04:29Z,1590000,-116.0,117.0,1,left,D. Mitchell 16' pullup Jump Shot (4 PTS),[1630558],1610612758.0,SAC,pullup,,,Mitchell,D. Mitchell,,,,,,,16.54,Made,4.0,,,,,,,,,,,,,,,,
163,PT00M00.00S,2021-11-11T02:04:49.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628401,89.17542706964521,41.911764705882355,1610612759,34,20,2021-11-11T02:04:59Z,1600000,-40.0,49.0,1,right,MISS D. White 6' finger roll Layup,[1628401],1610612759.0,SAS,finger roll,,,White,D. White,,,,,,,6.37,Missed,,,,,,,,,,,,,,,,,
164,PT00M00.00S,2021-11-11T02:04:51.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,34,20,2021-11-11T02:04:51Z,1610000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,163.0,,,,,,,,,,,,
165,PT00M00.00S,2021-11-11T02:04:53.3Z,1,REGULAR,period,end,[],0,,,1610612759,34,20,2021-11-11T02:04:53Z,1620000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2021-11-11T02:07:11.8Z,2,REGULAR,substitution,out,['startperiod'],1630170,,,1610612759,34,20,2021-11-11T02:07:35Z,1630000,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2021-11-11T02:07:11.8Z,2,REGULAR,substitution,out,['startperiod'],1629002,,,1610612759,34,20,2021-11-11T02:07:35Z,1640000,,,0,,SUB out: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2021-11-11T02:07:11.8Z,2,REGULAR,substitution,in,['startperiod'],1627854,,,1610612759,34,20,2021-11-11T02:07:35Z,1650000,,,0,,SUB in: B. Forbes,[1627854],1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2021-11-11T02:07:11.8Z,2,REGULAR,substitution,in,['startperiod'],1630186,,,1610612759,34,20,2021-11-11T02:07:35Z,1660000,,,0,,SUB in: J. Ramsey,[1630186],1610612758.0,SAC,,,,Ramsey,J. Ramsey,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2021-11-11T02:07:31.9Z,2,REGULAR,period,start,[],0,,,1610612759,34,20,2021-11-11T02:07:36Z,1670000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT11M38.00S,2021-11-11T02:07:54.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629022,91.40932982917214,35.294117647058826,1610612759,34,20,2021-11-11T02:08:17Z,1680000,-74.0,28.0,1,right,MISS L. Walker IV 7' driving floating Shot,[1629022],1610612759.0,SAS,driving floating,,,Walker IV,L. Walker IV,,,,,,,7.88,Missed,,,,,,,,,,,,,,,,,
172,PT11M38.00S,2021-11-11T02:07:54.6Z,2,REGULAR,rebound,offensive,[],1629234,,,1610612759,34,20,2021-11-11T02:08:17Z,1690000,,,0,,D. Eubanks REBOUND (Off:1 Def:1),[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,171.0,2.0,1.0,1.0,,,,,,,,,
173,PT11M38.00S,2021-11-11T02:08:03.3Z,2,REGULAR,foul,personal,[],1630186,,,1610612759,34,20,2021-11-11T02:08:23Z,1700000,,,0,,J. Ramsey loose ball personal FOUL (1 PF),"[1630186, 1629234]",1610612758.0,SAC,loose ball,,,Ramsey,J. Ramsey,,,,,1201.0,,,,,,,,,,,,1.0,0.0,Eubanks,1629234.0,,,,,
175,PT11M34.00S,2021-11-11T02:08:25.1Z,2,REGULAR,foul,personal,[],203090,,,1610612759,34,20,2021-11-11T02:08:39Z,1720000,,,0,,M. Harkless personal FOUL (1 PF),"[203090, 1629234]",1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,202901.0,,,,,,,,,,,,1.0,0.0,Eubanks,1629234.0,,,,,
177,PT11M25.00S,2021-11-11T02:08:46.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627854,88.12417871222075,3.1862745098039214,1610612759,37,20,2021-11-11T02:08:51Z,1740000,-234.0,59.0,1,right,B. Forbes 24' 3PT  (3 PTS) (D. White 3 AST),"[1627854, 1628401]",1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,,,24.14,Made,3.0,D. White,1628401.0,3.0,,,,,,,,,,,,,
