actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
86,PT05M24.00S,2021-11-27T01:51:22.2Z,1,REGULAR,substitution,in,[],1629234,,,1610612738,16,5,2021-11-27T01:51:52Z,860000,,,0,,SUB in: D. Eubanks,[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT05M24.00S,2021-11-27T01:51:22.2Z,1,REGULAR,substitution,out,[],1628369,,,1610612738,16,5,2021-11-27T02:04:04Z,875000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT05M24.00S,2021-11-27T01:51:22.2Z,1,REGULAR,substitution,out,[],1627759,,,1610612738,16,5,2021-11-27T02:04:04Z,882500,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT05M24.00S,2021-11-27T01:51:22.2Z,1,REGULAR,substitution,in,[],1629684,,,1610612738,16,5,2021-11-27T02:04:04Z,886250,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT05M24.00S,2021-11-27T01:51:22.2Z,1,REGULAR,substitution,in,[],1629641,,,1610612738,16,5,2021-11-27T02:04:04Z,888125,,,0,,SUB in: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M08.00S,2021-11-27T01:51:53.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201143,87.99277266754271,50.0,1610612738,16,7,2021-11-27T01:52:01Z,890000,0.0,60.0,1,right,A. Horford 6' Jump Shot (2 PTS) (D. Schroder 1 AST),"[201143, 203471]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,6.04,Made,,,,,2.0,,,,,,D. Schroder,203471.0,1.0,,,,,,
91,PT05M00.00S,2021-11-27T01:52:02.4Z,1,REGULAR,3pt,Jump Shot,[],1629640,24.392247043363994,87.74509803921569,1610612759,19,7,2021-11-27T01:52:21Z,910000,-189.0,177.0,1,left,K. Johnson 25' 3PT  (5 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,25.86,Made,,,,,5.0,,,,,,,,,,,,,,
92,PT04M59.00S,2021-11-27T01:52:12.9Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612738,19,7,2021-11-27T01:52:27Z,920000,,,0,,TEAM delay-of-game VIOLATION,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,1830.0,,,,,,,,,,,,,
93,PT04M46.00S,2021-11-27T01:52:27.1Z,1,REGULAR,3pt,Jump Shot,[],1629641,69.20170827858082,75.24509803921569,1610612738,19,7,2021-11-27T01:52:33Z,930000,126.0,237.0,1,right,MISS R. Langford 26' 3PT,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,26.85,Missed,,,,,,,,,,,,,,,,,,,
94,PT04M42.00S,2021-11-27T01:52:30.3Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,19,7,2021-11-27T01:52:30Z,940000,,,0,,K. Johnson REBOUND (Off:0 Def:4),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,93.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
95,PT04M37.00S,2021-11-27T01:52:35.4Z,1,REGULAR,2pt,Jump Shot,[],1628401,5.863994743758213,30.637254901960787,1610612759,21,7,2021-11-27T01:52:49Z,950000,97.0,3.0,1,left,D. White 9' driving floating bank Jump Shot (5 PTS),[1628401],1610612759.0,SAS,driving floating bank,,,White,D. White,,,,,9.68,Made,,,,,5.0,,,,,,,,,,,,,,
96,PT04M25.00S,2021-11-27T01:52:47.9Z,1,REGULAR,3pt,Jump Shot,[],203935,68.28186596583443,73.52941176470588,1610612738,21,7,2021-11-27T01:52:56Z,960000,118.0,246.0,1,right,MISS M. Smart 27' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,27.24,Missed,,,,,,,,,,,,,,,,,,,
97,PT04M22.00S,2021-11-27T01:52:50.9Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612759,21,7,2021-11-27T01:52:56Z,970000,,,0,,D. White REBOUND (Off:1 Def:1),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,96.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
98,PT04M07.00S,2021-11-27T01:53:06.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629022,5.732588699080158,36.51960784313725,1610612759,23,7,2021-11-27T01:53:56Z,980000,67.0,1.0,1,left,L. Walker IV 6' driving finger roll Layup (5 PTS),[1629022],1610612759.0,SAS,driving finger roll,,,Walker IV,L. Walker IV,,,,,6.74,Made,,,,,5.0,,,,,,,,,,,,,,
99,PT03M59.00S,2021-11-27T01:53:14.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,89.17542706964521,50.49019607843137,1610612738,23,9,2021-11-27T01:54:07Z,990000,2.0,49.0,1,right,M. Smart Jump Shot (4 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,4.94,Made,,,,,4.0,,,,,,,,,,,,,,
115,PT03M44.00S,2021-11-27T01:53:55.5Z,1,REGULAR,3pt,Jump Shot,[],1628401,26.19908015768725,11.274509803921575,1610612759,26,9,2021-11-27T02:10:21Z,1025000,194.0,194.0,1,left,D. White 27' 3PT  (8 PTS) (K. Johnson 1 AST),"[1628401, 1629640]",1610612759.0,SAS,,,,White,D. White,,,,,27.39,Made,,,,,8.0,,,,,,K. Johnson,1629640.0,1.0,,,,,,
196,PT03M23.00S,2021-11-27T01:54:08.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203935,90.48948751642575,52.20588235294118,1610612738,26,9,2021-11-27T02:10:27Z,1032500,11.0,37.0,1,right,MISS M. Smart driving Layup - blocked,"[203935, 1628401]",1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,3.85,Missed,,,,,,,,,,,,,,White,1628401.0,,,,
197,PT03M23.00S,2021-11-27T01:54:08.6Z,1,REGULAR,block,,[],1628401,,,1610612738,26,9,2021-11-27T02:09:59Z,1036250,,,0,,D. White BLOCK (1 BLK),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT03M23.00S,2021-11-27T01:54:08.6Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612759,26,9,2021-11-27T02:10:27Z,1038125,,,0,,D. White REBOUND (Off:1 Def:2),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,196.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
106,PT03M07.00S,2021-11-27T01:54:21.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629022,11.251642575558476,55.14705882352941,1610612759,26,9,2021-11-27T02:15:31Z,1040000,-26.0,53.0,1,left,MISS L. Walker IV Jump Shot,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,5.92,Missed,,,,,,,,,,,,,,,,,,,
107,PT03M06.00S,2021-11-27T01:54:22.8Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,26,9,2021-11-27T02:15:31Z,1050000,,,0,,A. Horford REBOUND (Off:1 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,106.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
108,PT02M46.00S,2021-11-27T01:54:26.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203471,88.25558475689881,56.61764705882353,1610612738,26,9,2021-11-27T01:56:24Z,1060000,33.0,58.0,1,right,MISS D. Schroder 6' Jump Shot,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,6.67,Missed,,,,,,,,,,,,,,,,,,,
109,PT02M42.00S,2021-11-27T01:54:30.7Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,26,9,2021-11-27T02:06:56Z,1070000,,,0,,K. Johnson REBOUND (Off:0 Def:5),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,108.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
110,PT02M40.00S,2021-11-27T01:54:33.3Z,1,REGULAR,2pt,Jump Shot,[],1629234,7.046649145860711,28.431372549019606,1610612759,26,9,2021-11-27T01:56:29Z,1080000,108.0,14.0,1,left,MISS D. Eubanks 10' Jump Shot,[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,10.87,Missed,,,,,,,,,,,,,,,,,,,
111,PT02M37.00S,2021-11-27T01:54:37.6Z,1,REGULAR,rebound,offensive,[],1629640,,,1610612759,26,9,2021-11-27T01:54:37Z,1090000,,,0,,K. Johnson REBOUND (Off:1 Def:5),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,110.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
112,PT02M37.00S,2021-11-27T01:54:44.2Z,1,REGULAR,foul,personal,[],203935,,,1610612759,26,9,2021-11-27T01:54:50Z,1100000,,,0,,M. Smart personal FOUL (1 PF),"[203935, 1629234]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,1830.0,1.0,0.0,Eubanks,1629234.0,,,,,,,,,
114,PT02M37.00S,2021-11-27T01:54:57.9Z,1,REGULAR,timeout,full,['team'],0,,,1610612759,26,9,2021-11-27T01:54:57Z,1120000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M37.00S,2021-11-27T01:57:08.2Z,1,REGULAR,substitution,out,[],203935,,,1610612759,26,9,2021-11-27T01:57:27Z,1130000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M37.00S,2021-11-27T01:57:08.2Z,1,REGULAR,substitution,out,[],201143,,,1610612759,26,9,2021-11-27T01:57:27Z,1140000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M37.00S,2021-11-27T01:57:08.2Z,1,REGULAR,substitution,in,[],203953,,,1610612759,26,9,2021-11-27T01:57:27Z,1150000,,,0,,SUB in: J. Parker,[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT02M37.00S,2021-11-27T01:57:08.2Z,1,REGULAR,substitution,in,[],1628369,,,1610612759,26,9,2021-11-27T02:06:38Z,1165000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M24.00S,2021-11-27T01:57:50.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629022,17.16491458607096,94.36274509803921,1610612759,26,9,2021-11-27T02:07:46Z,1170000,-222.0,109.0,1,left,MISS L. Walker IV 24' 3PT,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,24.71,Missed,,,,,,,,,,,,,,,,,,,
121,PT02M21.00S,2021-11-27T01:57:53.0Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612738,26,9,2021-11-27T01:57:53Z,1180000,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,120.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
122,PT02M12.00S,2021-11-27T01:58:02.7Z,1,REGULAR,3pt,Jump Shot,[],1628369,76.16622864651774,87.5,1610612738,26,9,2021-11-27T02:07:49Z,1190000,188.0,172.0,1,right,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,25.41,Missed,,,,,,,,,,,,,,,,,,,
123,PT02M08.00S,2021-11-27T01:58:06.7Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,26,9,2021-11-27T02:07:49Z,1200000,,,0,,K. Johnson REBOUND (Off:1 Def:6),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,122.0,7.0,6.0,1.0,,,,,,,,,,,,,,,
124,PT02M03.00S,2021-11-27T01:58:18.5Z,1,REGULAR,foul,personal,[],203471,,,1610612759,26,9,2021-11-27T01:58:23Z,1210000,,,0,,D. Schroder personal FOUL (1 PF),"[203471, 1627854]",1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,203177.0,1.0,0.0,Forbes,1627854.0,,,,,,,,,
126,PT02M03.00S,2021-11-27T01:58:26.3Z,1,REGULAR,substitution,out,[],1629022,,,1610612759,26,9,2021-11-27T01:58:31Z,1230000,,,0,,SUB out: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M03.00S,2021-11-27T01:58:26.3Z,1,REGULAR,substitution,in,[],1630200,,,1610612759,26,9,2021-11-27T01:58:31Z,1240000,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT01M50.00S,2021-11-27T01:58:48.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629234,10.726018396846255,42.64705882352941,1610612759,26,9,2021-11-27T02:07:52Z,1250000,37.0,48.0,1,left,MISS D. Eubanks 6' floating Shot - blocked,"[1629234, 1629684]",1610612759.0,SAS,floating,,,Eubanks,D. Eubanks,,,,,6.07,Missed,,,,,,,,,,,,,,Williams,1629684.0,,,,
129,PT01M50.00S,2021-11-27T01:58:48.7Z,1,REGULAR,block,,[],1629684,,,1610612759,26,9,2021-11-27T01:58:52Z,1260000,,,0,,G. Williams BLOCK (1 BLK),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT01M48.00S,2021-11-27T01:58:50.7Z,1,REGULAR,rebound,offensive,[],1629640,,,1610612759,26,9,2021-11-27T02:07:52Z,1270000,,,0,,K. Johnson REBOUND (Off:2 Def:6),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,128.0,8.0,6.0,2.0,,,,,,,,,,,,,,,
131,PT01M48.00S,2021-11-27T01:58:59.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629640,8.09789750328515,54.166666666666664,1610612759,26,9,2021-11-27T02:07:58Z,1280000,-21.0,24.0,1,left,MISS K. Johnson Layup - blocked,"[1629640, 1629641]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,3.15,Missed,,,,,,,,,,,,,,Langford,1629641.0,,,,
132,PT01M48.00S,2021-11-27T01:58:59.6Z,1,REGULAR,block,,[],1629641,,,1610612759,26,9,2021-11-27T02:21:00Z,1290000,,,0,,R. Langford BLOCK (1 BLK),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT01M48.00S,2021-11-27T01:58:59.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,26,9,2021-11-27T02:07:58Z,1300000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,131.0,,,,,,,,,,,,,,,,,,
134,PT01M48.00S,2021-11-27T01:59:11.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,26,9,2021-11-27T01:59:11Z,1310000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M48.00S,2021-11-27T01:59:13.0Z,1,REGULAR,substitution,out,[],1629234,,,1610612759,26,9,2021-11-27T01:59:16Z,1320000,,,0,,SUB out: D. Eubanks,[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M48.00S,2021-11-27T01:59:13.0Z,1,REGULAR,substitution,in,[],1627751,,,1610612759,26,9,2021-11-27T01:59:16Z,1330000,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M45.00S,2021-11-27T01:59:18.8Z,1,REGULAR,turnover,bad pass,[],1630200,,,1610612759,26,9,2021-11-27T02:04:34Z,1340000,,,0,,T. Jones bad pass TURNOVER (1 TO),"[1630200, 203953]",1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,1.0,Parker,203953.0,
138,PT01M45.00S,2021-11-27T01:59:18.8Z,1,REGULAR,steal,,[],203953,,,1610612738,26,9,2021-11-27T01:59:22Z,1350000,,,0,,J. Parker STEAL (1 STL),[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M39.00S,2021-11-27T01:59:24.2Z,1,REGULAR,turnover,bad pass,[],203953,,,1610612738,26,9,2021-11-27T02:04:25Z,1360000,,,0,,J. Parker bad pass TURNOVER (1 TO),"[203953, 1627854]",1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,,,,,,,,,1.0,Forbes,1627854.0,
140,PT01M39.00S,2021-11-27T01:59:24.2Z,1,REGULAR,steal,,[],1627854,,,1610612759,26,9,2021-11-27T03:36:41Z,1370000,,,0,,B. Forbes STEAL (1 STL),[1627854],1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M38.00S,2021-11-27T01:59:33.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,26,9,2021-11-27T01:59:33Z,1380000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M33.00S,2021-11-27T01:59:48.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627854,30.56833114323259,12.745098039215685,1610612759,26,9,2021-11-27T02:08:02Z,1390000,186.0,235.0,1,left,MISS B. Forbes 29' 3PT,[1627854],1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,29.97,Missed,,,,,,,,,,,,,,,,,,,
143,PT01M28.00S,2021-11-27T01:59:53.1Z,1,REGULAR,rebound,defensive,[],1629641,,,1610612738,26,9,2021-11-27T02:08:02Z,1400000,,,0,,R. Langford REBOUND (Off:0 Def:1),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,142.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
144,PT01M21.00S,2021-11-27T02:00:02.1Z,1,REGULAR,foul,personal,[],1629640,,,1610612738,26,9,2021-11-27T02:00:06Z,1410000,,,0,,K. Johnson personal FOUL (1 PF),"[1629640, 1628369]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,1830.0,1.0,0.0,Tatum,1628369.0,,,,,,,,,
146,PT01M13.00S,2021-11-27T02:00:26.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203471,93.51182654402102,54.41176470588235,1610612738,26,9,2021-11-27T02:24:24Z,1430000,22.0,8.0,1,right,MISS D. Schroder Layup,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,2.37,Missed,,,,,,,,,,,,,,,,,,,
147,PT01M04.00S,2021-11-27T02:00:35.9Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612759,26,9,2021-11-27T02:08:04Z,1440000,,,0,,J. Poeltl REBOUND (Off:2 Def:6),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,146.0,8.0,6.0,2.0,,,,,,,,,,,,,,,
148,PT01M01.00S,2021-11-27T02:00:38.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,4.02431011826544,62.745098039215684,1610612759,28,9,2021-11-27T02:08:10Z,1450000,-64.0,-15.0,1,left,T. Jones 6' floating Jump Shot (2 PTS) (K. Johnson 2 AST),"[1630200, 1629640]",1610612759.0,SAS,floating,,,Jones,T. Jones,,,,,6.54,Made,,,,,2.0,,,,,,K. Johnson,1629640.0,2.0,,,,,,
150,PT00M46.10S,2021-11-27T02:01:03.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,89.04402102496715,40.68627450980392,1610612738,28,9,2021-11-27T02:08:14Z,1470000,-47.0,50.0,1,right,MISS J. Tatum 6' floating Shot,[1628369],1610612738.0,BOS,floating,,,Tatum,J. Tatum,,,,,6.87,Missed,,,,,,,,,,,,,,,,,,,
151,PT00M46.10S,2021-11-27T02:01:03.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612759,28,9,2021-11-27T02:08:14Z,1480000,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,
152,PT00M46.10S,2021-11-27T02:01:10.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,28,9,2021-11-27T02:01:10Z,1490000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT00M37.50S,2021-11-27T02:01:22.0Z,1,REGULAR,2pt,Jump Shot,[],1627854,23.078186596583443,62.745098039215684,1610612759,28,9,2021-11-27T02:08:17Z,1500000,-64.0,164.0,1,left,MISS B. Forbes 17' pullup Shot,[1627854],1610612759.0,SAS,pullup,,,Forbes,B. Forbes,,,,,17.63,Missed,,,,,,,,,,,,,,,,,,,
154,PT00M33.00S,2021-11-27T02:01:26.5Z,1,REGULAR,rebound,defensive,[],1629641,,,1610612738,28,9,2021-11-27T02:08:17Z,1510000,,,0,,R. Langford REBOUND (Off:0 Def:2),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,153.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
155,PT00M30.30S,2021-11-27T02:01:32.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627854,,,1610612738,28,9,2021-11-27T02:01:52Z,1520000,,,0,,B. Forbes personal FOUL (1 PF) (Parker 2 FT),"[1627854, 203953]",1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,,,,,,,,1627963.0,1.0,0.0,Parker,203953.0,,,,,,,,,
157,PT00M30.30S,2021-11-27T02:01:58.2Z,1,REGULAR,freethrow,1 of 2,[],203953,,,1610612738,28,10,2021-11-27T02:01:58Z,1540000,,,0,,J. Parker Free Throw 1 of 2 (1 PTS),[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
158,PT00M30.30S,2021-11-27T02:02:13.1Z,1,REGULAR,freethrow,2 of 2,[],203953,,,1610612738,28,11,2021-11-27T02:02:13Z,1550000,,,0,,J. Parker Free Throw 2 of 2 (2 PTS),[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
159,PT00M08.60S,2021-11-27T02:02:39.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,11.251642575558476,53.92156862745098,1610612759,30,11,2021-11-27T02:08:20Z,1560000,-20.0,53.0,1,left,T. Jones pullup Jump Shot (4 PTS),[1630200],1610612759.0,SAS,pullup,,,Jones,T. Jones,,,,,5.68,Made,,,,,4.0,,,,,,,,,,,,,,
160,PT00M01.30S,2021-11-27T02:02:52.2Z,1,REGULAR,3pt,Jump Shot,[],203953,76.16622864651774,91.42156862745098,1610612738,30,14,2021-11-27T02:08:23Z,1570000,207.0,172.0,1,right,J. Parker 26' 3PT  (5 PTS) (D. Schroder 2 AST),"[203953, 203471]",1610612738.0,BOS,,,,Parker,J. Parker,,,,,26.89,Made,,,,,5.0,,,,,,D. Schroder,203471.0,2.0,,,,,,
162,PT00M00.00S,2021-11-27T02:03:02.2Z,1,REGULAR,period,end,[],0,,,1610612759,30,14,2021-11-27T02:03:02Z,1590000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2021-11-27T02:05:22.8Z,2,REGULAR,substitution,out,['startperiod'],1629640,,,1610612759,30,14,2021-11-27T02:05:52Z,1600000,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2021-11-27T02:05:22.8Z,2,REGULAR,substitution,out,['startperiod'],1628401,,,1610612759,30,14,2021-11-27T02:05:52Z,1610000,,,0,,SUB out: D. White,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2021-11-27T02:05:22.8Z,2,REGULAR,substitution,out,['startperiod'],1627854,,,1610612759,30,14,2021-11-27T02:05:52Z,1620000,,,0,,SUB out: B. Forbes,[1627854],1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2021-11-27T02:05:22.8Z,2,REGULAR,substitution,out,['startperiod'],1629684,,,1610612759,30,14,2021-11-27T02:05:52Z,1630000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2021-11-27T02:05:22.8Z,2,REGULAR,substitution,out,['startperiod'],203471,,,1610612759,30,14,2021-11-27T02:05:52Z,1640000,,,0,,SUB out: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2021-11-27T02:05:22.8Z,2,REGULAR,substitution,in,['startperiod'],1627749,,,1610612759,30,14,2021-11-27T02:05:52Z,1650000,,,0,,SUB in: D. Murray,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2021-11-27T02:05:22.8Z,2,REGULAR,substitution,in,['startperiod'],1630563,,,1610612759,30,14,2021-11-27T02:05:52Z,1660000,,,0,,SUB in: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2021-11-27T02:05:22.8Z,2,REGULAR,substitution,in,['startperiod'],1628966,,,1610612759,30,14,2021-11-27T02:05:52Z,1670000,,,0,,SUB in: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2021-11-27T02:05:22.8Z,2,REGULAR,substitution,in,['startperiod'],203935,,,1610612759,30,14,2021-11-27T02:05:52Z,1680000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2021-11-27T02:05:22.8Z,2,REGULAR,substitution,in,['startperiod'],1630174,,,1610612759,30,14,2021-11-27T02:05:52Z,1690000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2021-11-27T02:05:43.2Z,2,REGULAR,period,start,[],0,,,1610612759,30,14,2021-11-27T02:05:53Z,1700000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
