actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
85,PT03M47.00S,2021-11-23T01:54:39.2Z,1,REGULAR,substitution,out,[],1627749,,,1610612756,18,15,2021-11-23T01:54:46Z,850000,,,0,,SUB out: D. Murray,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT03M47.00S,2021-11-23T01:54:39.2Z,1,REGULAR,substitution,out,[],1628969,,,1610612756,18,15,2021-11-23T01:54:46Z,860000,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT03M47.00S,2021-11-23T01:54:39.2Z,1,REGULAR,substitution,in,[],1629022,,,1610612756,18,15,2021-11-23T01:54:46Z,870000,,,0,,SUB in: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT03M47.00S,2021-11-23T01:54:39.2Z,1,REGULAR,substitution,in,[],1629013,,,1610612756,18,15,2021-11-23T01:54:46Z,880000,,,0,,SUB in: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT03M43.00S,2021-11-23T01:54:59.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629661,85.0197109067017,43.2827818627451,1610612756,18,15,2021-11-23T01:55:11Z,890000,-34.0,88.0,1,right,MISS C. Johnson 9' pullup Shot,[1629661],1610612756.0,PHX,pullup,,,Johnson,C. Johnson,,,,,,,,,,Missed,,,,,9.45,,,,,,,,,,
90,PT03M39.00S,2021-11-23T01:55:03.9Z,1,REGULAR,rebound,offensive,[],1629028,,,1610612756,18,15,2021-11-23T01:55:11Z,900000,,,0,,D. Ayton REBOUND (Off:1 Def:4),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,89.0,5.0,4.0,1.0,,,,,,,,,,,
91,PT03M39.00S,2021-11-23T01:55:04.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629028,94.40999984741211,50.0,1610612756,18,17,2021-11-23T01:55:04Z,910000,0.0,0.0,1,right,D. Ayton tip Layup (6 PTS),[1629028],1610612756.0,PHX,tip,,,Ayton,D. Ayton,,,,,,,,,,Made,,,,,0.0,6.0,,,,,,,,,
92,PT03M32.00S,2021-11-23T01:55:12.4Z,1,REGULAR,foul,personal,['2freethrow'],1629028,,,1610612759,18,17,2021-11-23T01:55:23Z,920000,,,0,,D. Ayton shooting personal FOUL (2 PF) (Johnson 2 FT),"[1629028, 1629640]",1610612756.0,PHX,shooting,,,Ayton,D. Ayton,,,,,202027.0,2.0,0.0,Johnson,1629640.0,,,,,,,,,,,,,,,,
94,PT03M32.00S,2021-11-23T01:55:45.2Z,1,REGULAR,freethrow,1 of 2,[],1629640,,,1610612759,18,17,2021-11-23T01:56:08Z,940000,,,0,,MISS K. Johnson Free Throw 1 of 2,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,Missed,,,,,,,,,,,,,,,
95,PT03M32.00S,2021-11-23T01:55:45.2Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612759,18,17,2021-11-23T01:56:08Z,950000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,94.0,,,,,,,,,,,,,,
96,PT03M32.00S,2021-11-23T01:55:46.4Z,1,REGULAR,substitution,out,[],1629028,,,1610612759,18,17,2021-11-23T01:55:50Z,960000,,,0,,SUB out: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M32.00S,2021-11-23T01:55:46.4Z,1,REGULAR,substitution,in,[],201580,,,1610612759,18,17,2021-11-23T01:55:50Z,970000,,,0,,SUB in: J. McGee,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M32.00S,2021-11-23T01:55:45.2Z,1,REGULAR,freethrow,2 of 2,[],1629640,,,1610612759,18,17,2021-11-23T01:56:08Z,980000,,,0,,MISS K. Johnson Free Throw 2 of 2,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,Missed,,,,,,,,,,,,,,,
99,PT03M29.00S,2021-11-23T01:55:48.2Z,1,REGULAR,rebound,defensive,[],201580,,,1610612756,18,17,2021-11-23T01:56:08Z,990000,,,0,,J. McGee REBOUND (Off:0 Def:1),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,98.0,1.0,1.0,0.0,,,,,,,,,,,
100,PT03M20.00S,2021-11-23T01:56:13.0Z,1,REGULAR,3pt,Jump Shot,[],1629661,85.49605781865965,95.58823529411765,1610612756,18,17,2021-11-23T01:56:18Z,1000000,228.0,84.0,1,right,MISS C. Johnson 24' 3PT,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,Missed,,,,,24.28,,,,,,,,,,
101,PT03M17.00S,2021-11-23T01:56:16.0Z,1,REGULAR,rebound,defensive,[],1629022,,,1610612759,18,17,2021-11-23T01:56:18Z,1010000,,,0,,L. Walker IV REBOUND (Off:0 Def:1),[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,100.0,1.0,1.0,0.0,,,,,,,,,,,
102,PT03M06.00S,2021-11-23T01:56:27.0Z,1,REGULAR,2pt,Jump Shot,[],1629640,3.4986859395532193,73.52941176470588,1610612759,18,17,2021-11-23T01:56:35Z,1020000,-118.0,-20.0,1,left,MISS K. Johnson 11' turnaround Shot,[1629640],1610612759.0,SAS,turnaround,,,Johnson,K. Johnson,,,,,,,,,,Missed,,,,,11.92,,,,,,,,,,
103,PT03M03.00S,2021-11-23T01:56:30.0Z,1,REGULAR,rebound,defensive,[],201580,,,1610612756,18,17,2021-11-23T01:56:35Z,1030000,,,0,,J. McGee REBOUND (Off:0 Def:2),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,102.0,2.0,2.0,0.0,,,,,,,,,,,
104,PT02M52.00S,2021-11-23T01:56:41.8Z,1,REGULAR,turnover,bad pass,[],1626164,,,1610612756,18,17,2021-11-23T01:56:46Z,1040000,,,0,,D. Booker bad pass TURNOVER (1 TO),"[1626164, 1628401]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,1.0,White,1628401.0,,,
105,PT02M52.00S,2021-11-23T01:56:41.8Z,1,REGULAR,steal,,[],1628401,,,1610612759,18,17,2021-11-23T01:56:44Z,1050000,,,0,,D. White STEAL (1 STL),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT02M47.00S,2021-11-23T01:56:46.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629640,7.966491458607096,51.225490196078425,1610612759,20,17,2021-11-23T01:56:56Z,1060000,-6.0,22.0,1,left,K. Johnson running Layup (4 PTS),[1629640],1610612759.0,SAS,running,,,Johnson,K. Johnson,,,,,,,,,,Made,,,,,2.32,4.0,,,,,,,,,
107,PT02M29.00S,2021-11-23T01:57:03.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629661,82.07950065703022,38.48039215686275,1610612756,20,17,2021-11-23T01:57:11Z,1070000,-58.0,116.0,1,right,MISS C. Johnson 12' pullup Shot,[1629661],1610612756.0,PHX,pullup,,,Johnson,C. Johnson,,,,,,,,,,Missed,,,,,12.95,,,,,,,,,,
108,PT02M26.00S,2021-11-23T01:57:06.5Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612759,20,17,2021-11-23T01:57:11Z,1080000,,,0,,D. White REBOUND (Off:1 Def:2),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,107.0,3.0,2.0,1.0,,,,,,,,,,,
109,PT02M20.00S,2021-11-23T01:57:12.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628401,27.414586070959263,80.3921568627451,1610612759,20,17,2021-11-23T01:57:18Z,1090000,-152.0,205.0,1,left,MISS D. White 25' 3PT,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,Missed,,,,,25.54,,,,,,,,,,
110,PT02M17.00S,2021-11-23T01:57:15.3Z,1,REGULAR,rebound,defensive,[],1629013,,,1610612756,20,17,2021-11-23T01:57:18Z,1100000,,,0,,L. Shamet REBOUND (Off:0 Def:1),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,109.0,1.0,1.0,0.0,,,,,,,,,,,
111,PT02M03.00S,2021-11-23T01:57:29.5Z,1,REGULAR,turnover,lost ball,[],201580,,,1610612756,20,17,2021-11-23T01:57:35Z,1110000,,,0,,J. McGee lost ball TURNOVER (1 TO),"[201580, 1629234]",1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,1.0,Eubanks,1629234.0,,,
112,PT02M03.00S,2021-11-23T01:57:29.5Z,1,REGULAR,steal,,[],1629234,,,1610612759,20,17,2021-11-23T02:06:09Z,1120000,,,0,,D. Eubanks STEAL (1 STL),[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT01M52.00S,2021-11-23T01:57:40.7Z,1,REGULAR,turnover,bad pass,[],1629640,,,1610612759,20,17,2021-11-23T01:57:49Z,1130000,,,0,,K. Johnson bad pass TURNOVER (1 TO),"[1629640, 201580]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,1.0,McGee,201580.0,,,
114,PT01M52.00S,2021-11-23T01:57:40.7Z,1,REGULAR,steal,,[],201580,,,1610612756,20,17,2021-11-23T01:57:42Z,1140000,,,0,,J. McGee STEAL (1 STL),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT01M48.00S,2021-11-23T01:57:44.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629013,86.02168199737189,96.07843137254902,1610612756,20,20,2021-11-23T01:57:55Z,1150000,230.0,79.0,1,right,L. Shamet 24' 3PT  (3 PTS) (C. Payne 1 AST),"[1629013, 1626166]",1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,Made,,,,,24.35,3.0,C. Payne,1626166.0,1.0,,,,,,
117,PT01M31.00S,2021-11-23T01:58:06.6Z,1,REGULAR,violation,kicked ball,[],201580,,,1610612759,20,20,2021-11-23T01:58:13Z,1170000,,,0,,J. McGee kicked ball VIOLATION,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,1627534.0,,,,,,,,,,,,,,,,,,,,
118,PT01M31.00S,2021-11-23T01:58:12.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,20,20,2021-11-23T01:58:12Z,1180000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT01M31.00S,2021-11-23T02:00:46.6Z,1,REGULAR,substitution,out,[],1629640,,,1610612759,20,20,2021-11-23T02:00:55Z,1190000,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT01M31.00S,2021-11-23T02:00:46.6Z,1,REGULAR,substitution,out,[],1629234,,,1610612759,20,20,2021-11-23T02:00:55Z,1200000,,,0,,SUB out: D. Eubanks,[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT01M31.00S,2021-11-23T02:00:46.6Z,1,REGULAR,substitution,in,[],1627854,,,1610612759,20,20,2021-11-23T02:00:55Z,1210000,,,0,,SUB in: B. Forbes,[1627854],1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT01M31.00S,2021-11-23T02:00:46.6Z,1,REGULAR,substitution,in,[],1627751,,,1610612759,20,20,2021-11-23T02:00:55Z,1220000,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT01M26.00S,2021-11-23T02:01:21.0Z,1,REGULAR,3pt,Jump Shot,[],1627854,32.14520367936925,72.54901960784314,1610612759,20,20,2021-11-23T02:01:28Z,1230000,-113.0,250.0,1,left,MISS B. Forbes 27' pullup 3PT,[1627854],1610612759.0,SAS,pullup,,,Forbes,B. Forbes,,,,,,,,,,Missed,,,,,27.4,,,,,,,,,,
124,PT01M23.00S,2021-11-23T02:01:24.0Z,1,REGULAR,rebound,defensive,[],1626166,,,1610612756,20,20,2021-11-23T02:01:28Z,1240000,,,0,,C. Payne REBOUND (Off:0 Def:1),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,123.0,1.0,1.0,0.0,,,,,,,,,,,
125,PT01M20.00S,2021-11-23T02:01:27.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626164,92.32917214191852,55.63725490196079,1610612756,20,20,2021-11-23T02:01:38Z,1250000,28.0,20.0,1,right,MISS D. Booker driving finger roll Layup - blocked,"[1626164, 1628401]",1610612756.0,PHX,driving finger roll,,,Booker,D. Booker,,,,,,,,,,Missed,,,,,3.43,,,,,,,,White,1628401.0,
126,PT01M20.00S,2021-11-23T02:01:27.3Z,1,REGULAR,block,,[],1628401,,,1610612756,20,20,2021-11-23T02:01:30Z,1260000,,,0,,D. White BLOCK (1 BLK),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT01M20.00S,2021-11-23T02:01:27.3Z,1,REGULAR,rebound,offensive,[],1626164,,,1610612756,20,20,2021-11-23T02:04:50Z,1270000,,,0,,D. Booker REBOUND (Off:1 Def:0),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,125.0,1.0,0.0,1.0,,,,,,,,,,,
128,PT01M12.00S,2021-11-23T02:01:35.7Z,1,REGULAR,turnover,bad pass,[],1626164,,,1610612756,20,20,2021-11-23T02:01:43Z,1280000,,,0,,D. Booker bad pass TURNOVER (2 TO),"[1626164, 1630170]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,2.0,Vassell,1630170.0,,,
129,PT01M12.00S,2021-11-23T02:01:35.7Z,1,REGULAR,steal,,[],1630170,,,1610612759,20,20,2021-11-23T02:05:05Z,1290000,,,0,,D. Vassell STEAL (1 STL),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT01M12.00S,2021-11-23T02:01:43.3Z,1,REGULAR,turnover,out-of-bounds,[],1629022,,,1610612759,20,20,2021-11-23T02:02:06Z,1300000,,,0,,L. Walker IV step out-of-bounds TURNOVER (1 TO),[1629022],1610612759.0,SAS,step,,,Walker IV,L. Walker IV,,,,,203591.0,,,,,,,,,,,,,,,1.0,,,,,
131,PT00M56.30S,2021-11-23T02:02:03.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626166,90.48948751642575,43.872549019607845,1610612756,20,22,2021-11-23T02:03:27Z,1310000,-31.0,37.0,1,right,C. Payne driving finger roll Layup (4 PTS) (C. Johnson 1 AST),"[1626166, 1629661]",1610612756.0,PHX,driving finger roll,,,Payne,C. Payne,,,,,,,,,,Made,,,,,4.79,4.0,C. Johnson,1629661.0,1.0,,,,,,
133,PT00M56.30S,2021-11-23T02:02:14.3Z,1,REGULAR,foul,personal,['1freethrow'],1627751,,,1610612756,20,22,2021-11-23T02:02:33Z,1330000,,,0,,J. Poeltl shooting personal FOUL (1 PF) (Payne 1 FT),"[1627751, 1626166]",1610612759.0,SAS,shooting,,,Poeltl,J. Poeltl,,,,,202027.0,1.0,0.0,Payne,1626166.0,,,,,,,,,,,,,,,,
135,PT00M56.30S,2021-11-23T02:02:26.8Z,1,REGULAR,substitution,out,[],1626164,,,1610612756,20,22,2021-11-23T02:02:40Z,1350000,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT00M56.30S,2021-11-23T02:02:26.8Z,1,REGULAR,substitution,in,[],1628969,,,1610612756,20,22,2021-11-23T02:02:40Z,1360000,,,0,,SUB in: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT00M56.30S,2021-11-23T02:02:39.2Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1626166,,,1610612756,20,22,2021-11-23T02:02:39Z,1370000,,,0,,MISS C. Payne Free Throw 1 of 1,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,Missed,,,,,,,,,,,,,,,
138,PT00M54.30S,2021-11-23T02:02:40.6Z,1,REGULAR,rebound,defensive,[],1629022,,,1610612759,20,22,2021-11-23T02:02:40Z,1380000,,,0,,L. Walker IV REBOUND (Off:0 Def:2),[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,137.0,2.0,2.0,0.0,,,,,,,,,,,
139,PT00M41.70S,2021-11-23T02:02:54.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201580,,,1610612759,20,22,2021-11-23T02:03:07Z,1390000,,,0,,J. McGee shooting personal FOUL (1 PF) (Poeltl 2 FT),"[201580, 1627751]",1610612756.0,PHX,shooting,,,McGee,J. McGee,,,,,202027.0,1.0,0.0,Poeltl,1627751.0,,,,,,,,,,,,,,,,
141,PT00M41.70S,2021-11-23T02:03:22.8Z,1,REGULAR,freethrow,1 of 2,[],1627751,,,1610612759,20,22,2021-11-23T02:03:44Z,1410000,,,0,,MISS J. Poeltl Free Throw 1 of 2,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,Missed,,,,,,,,,,,,,,,
142,PT00M41.70S,2021-11-23T02:03:22.8Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612759,20,22,2021-11-23T02:03:44Z,1420000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,141.0,,,,,,,,,,,,,,
143,PT00M41.70S,2021-11-23T02:03:22.8Z,1,REGULAR,freethrow,2 of 2,[],1627751,,,1610612759,20,22,2021-11-23T02:03:44Z,1430000,,,0,,MISS J. Poeltl Free Throw 2 of 2,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,Missed,,,,,,,,,,,,,,,
144,PT00M39.70S,2021-11-23T02:03:24.8Z,1,REGULAR,rebound,defensive,[],201580,,,1610612756,20,22,2021-11-23T02:03:44Z,1440000,,,0,,J. McGee REBOUND (Off:0 Def:3),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,143.0,3.0,3.0,0.0,,,,,,,,,,,
145,PT00M29.90S,2021-11-23T02:03:51.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626166,90.09526938239159,45.588235294117645,1610612756,20,22,2021-11-23T02:04:09Z,1450000,-22.0,41.0,1,right,MISS C. Payne driving finger roll Layup,[1626166],1610612756.0,PHX,driving finger roll,,,Payne,C. Payne,,,,,,,,,,Missed,,,,,4.62,,,,,,,,,,
146,PT00M29.90S,2021-11-23T02:03:51.8Z,1,REGULAR,rebound,offensive,[],201580,,,1610612756,20,22,2021-11-23T02:04:09Z,1460000,,,0,,J. McGee REBOUND (Off:1 Def:3),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,145.0,4.0,3.0,1.0,,,,,,,,,,,
147,PT00M29.70S,2021-11-23T02:03:55.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201580,94.40999984741211,50.0,1610612756,20,24,2021-11-23T02:03:55Z,1470000,0.0,0.0,1,right,J. McGee tip Layup (2 PTS),[201580],1610612756.0,PHX,tip,,,McGee,J. McGee,,,,,,,,,,Made,,,,,0.0,2.0,,,,,,,,,
148,PT00M09.00S,2021-11-23T02:04:16.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629022,19.267411300919843,45.588235294117645,1610612759,20,24,2021-11-23T02:04:21Z,1480000,22.0,129.0,1,left,MISS L. Walker IV 13' Jump Shot,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,Missed,,,,,13.05,,,,,,,,,,
149,PT00M04.80S,2021-11-23T02:04:20.4Z,1,REGULAR,rebound,defensive,[],1629013,,,1610612756,20,24,2021-11-23T02:04:21Z,1490000,,,0,,L. Shamet REBOUND (Off:0 Def:2),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,148.0,2.0,2.0,0.0,,,,,,,,,,,
150,PT00M00.30S,2021-11-23T02:04:24.7Z,1,REGULAR,2pt,Jump Shot,[],1629013,74.58935611038108,76.22549019607843,1610612756,20,24,2021-11-23T02:04:31Z,1500000,131.0,186.0,1,right,MISS L. Shamet 22' step back Shot,[1629013],1610612756.0,PHX,step back,,,Shamet,L. Shamet,,,,,,,,,,Missed,,,,,22.79,,,,,,,,,,
151,PT00M00.30S,2021-11-23T02:04:24.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612756,20,24,2021-11-23T02:04:31Z,1510000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,
152,PT00M00.00S,2021-11-23T02:04:30.7Z,1,REGULAR,period,end,[],0,,,1610612756,20,24,2021-11-23T02:04:30Z,1520000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2021-11-23T02:06:31.9Z,2,REGULAR,substitution,out,['startperiod'],1628401,,,1610612756,20,24,2021-11-23T02:06:58Z,1530000,,,0,,SUB out: D. White,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2021-11-23T02:06:31.9Z,2,REGULAR,substitution,out,['startperiod'],1630170,,,1610612756,20,24,2021-11-23T02:06:58Z,1540000,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2021-11-23T02:06:31.9Z,2,REGULAR,substitution,in,['startperiod'],1627749,,,1610612756,20,24,2021-11-23T02:06:58Z,1560000,,,0,,SUB in: D. Murray,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2021-11-23T02:06:31.9Z,2,REGULAR,substitution,in,['startperiod'],1628966,,,1610612756,20,24,2021-11-23T02:06:58Z,1570000,,,0,,SUB in: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2021-11-23T02:07:02.6Z,2,REGULAR,period,start,[],0,,,1610612756,20,24,2021-11-23T02:07:02Z,1590000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT11M49.00S,2021-11-23T02:07:13.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629661,93.51182654402102,46.81372549019608,1610612756,20,24,2021-11-23T02:07:27Z,1600000,-16.0,8.0,1,right,MISS C. Johnson cutting finger roll Layup,[1629661],1610612756.0,PHX,cutting finger roll,,,Johnson,C. Johnson,,,,,,,,,,Missed,,,,,1.8,,,,,,,,,,
161,PT11M42.00S,2021-11-23T02:07:20.2Z,2,REGULAR,rebound,defensive,[],1627751,,,1610612759,20,24,2021-11-23T02:07:27Z,1610000,,,0,,J. Poeltl REBOUND (Off:0 Def:2),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,160.0,2.0,2.0,0.0,,,,,,,,,,,
162,PT11M31.00S,2021-11-23T02:07:30.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,6.389618922470433,47.549019607843135,1610612759,20,24,2021-11-23T02:07:38Z,1620000,12.0,8.0,1,left,MISS J. Poeltl Layup,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,Missed,,,,,1.45,,,,,,,,,,
163,PT11M28.00S,2021-11-23T02:07:33.1Z,2,REGULAR,rebound,defensive,[],1628969,,,1610612756,20,24,2021-11-23T02:07:38Z,1630000,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,162.0,2.0,2.0,0.0,,,,,,,,,,,
164,PT11M26.00S,2021-11-23T02:07:35.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629661,86.15308804204993,5.147058823529411,1610612756,20,24,2021-11-23T02:08:12Z,1640000,-224.0,78.0,1,right,MISS C. Johnson 3PT,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,Missed,,,,,23.74,,,,,,,,,,
165,PT11M21.00S,2021-11-23T02:07:40.7Z,2,REGULAR,rebound,defensive,[],1627749,,,1610612759,20,24,2021-11-23T02:07:43Z,1650000,,,0,,D. Murray REBOUND (Off:0 Def:3),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,164.0,3.0,3.0,0.0,,,,,,,,,,,
166,PT11M13.00S,2021-11-23T02:07:48.3Z,2,REGULAR,2pt,Jump Shot,[],1629022,21.632720105124836,49.50980392156863,1610612759,20,24,2021-11-23T02:07:57Z,1660000,2.0,151.0,1,left,MISS L. Walker IV 15' Jump Shot,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,Missed,,,,,15.08,,,,,,,,,,
167,PT11M10.00S,2021-11-23T02:07:52.2Z,2,REGULAR,rebound,offensive,[],1627751,,,1610612759,20,24,2021-11-23T02:07:52Z,1670000,,,0,,J. Poeltl REBOUND (Off:1 Def:2),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,166.0,3.0,2.0,1.0,,,,,,,,,,,
168,PT11M02.00S,2021-11-23T02:07:59.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629022,18.478975032851512,55.392156862745104,1610612759,22,24,2021-11-23T02:08:06Z,1680000,-27.0,121.0,1,left,L. Walker IV 12' pullup Jump Shot (2 PTS),[1629022],1610612759.0,SAS,pullup,,,Walker IV,L. Walker IV,,,,,,,,,,Made,,,,,12.42,2.0,,,,,,,,,
169,PT10M45.00S,2021-11-23T02:08:17.2Z,2,REGULAR,3pt,Jump Shot,[],1626166,68.67608409986859,73.77450980392157,1610612756,22,27,2021-11-23T02:08:25Z,1690000,119.0,242.0,1,right,C. Payne 26' 3PT  (7 PTS) (M. Bridges 1 AST),"[1626166, 1628969]",1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,Made,,,,,26.95,7.0,M. Bridges,1628969.0,1.0,,,,,,
