actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
353,PT09M55.00S,2021-11-23T02:50:06.6Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,48,64,2021-11-23T02:50:06Z,3520000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT09M47.00S,2021-11-23T02:50:25.9Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627751,81.02825229960578,58.82352941176471,1610612759,50,64,2021-11-23T02:51:05Z,3530000,44.0,126.0,1,right,J. Poeltl 13' Jump Shot (3 PTS) (D. White 3 AST),"[1627751, 1628401]",1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,Made,,,,,13.33,3.0,D. White,1628401.0,3.0,,,,,,
359,PT09M28.00S,2021-11-23T02:50:44.2Z,3,REGULAR,3pt,Jump Shot,[],203109,31.488173455978973,27.205882352941174,1610612756,50,64,2021-11-23T02:51:13Z,3550000,114.0,243.0,1,left,MISS J. Crowder 26' 3PT,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,Missed,,,,,26.89,,,,,,,,,,
360,PT09M28.00S,2021-11-23T02:50:44.2Z,3,REGULAR,rebound,defensive,[],1627749,,,1610612759,50,64,2021-11-23T02:51:13Z,3560000,,,0,,D. Murray REBOUND (Off:0 Def:7),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,359.0,7.0,7.0,0.0,,,,,,,,,,,
361,PT09M20.00S,2021-11-23T02:50:52.6Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628401,93.77463863337714,49.754901960784316,1610612759,52,64,2021-11-23T02:51:40Z,3570000,-1.0,6.0,1,right,D. White driving finger roll Layup (10 PTS) (D. Murray 4 AST),"[1628401, 1627749]",1610612759.0,SAS,driving finger roll,,,White,D. White,,,,,,,,,,Made,,,,,0.61,10.0,D. Murray,1627749.0,4.0,,,,,,
363,PT08M59.00S,2021-11-23T02:51:15.1Z,3,REGULAR,turnover,double dribble,[],1629028,,,1610612756,52,64,2021-11-23T02:54:28Z,3590000,,,0,,D. Ayton double dribble TURNOVER (2 TO),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,203591.0,,,,,,,,,,,,,,,2.0,,,,,
364,PT08M48.00S,2021-11-23T02:51:39.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628401,74.58935611038108,12.009803921568627,1610612759,52,64,2021-11-23T02:51:45Z,3600000,-190.0,186.0,1,right,MISS D. White 26' 3PT,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,Missed,,,,,26.62,,,,,,,,,,
365,PT08M45.00S,2021-11-23T02:51:42.1Z,3,REGULAR,rebound,defensive,[],1629028,,,1610612756,52,64,2021-11-23T02:51:45Z,3610000,,,0,,D. Ayton REBOUND (Off:3 Def:7),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,364.0,10.0,7.0,3.0,,,,,,,,,,,
366,PT08M36.00S,2021-11-23T02:51:51.6Z,3,REGULAR,2pt,Jump Shot,[],101108,21.76412614980289,46.81372549019608,1610612756,52,66,2021-11-23T02:51:57Z,3620000,16.0,152.0,1,left,C. Paul 15' step back Jump Shot (6 PTS),[101108],1610612756.0,PHX,step back,,,Paul,C. Paul,,,,,,,,,,Made,,,,,15.29,6.0,,,,,,,,,
367,PT08M16.00S,2021-11-23T02:52:11.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,91.93495400788436,46.568627450980394,1610612759,54,66,2021-11-23T02:52:22Z,3630000,-17.0,23.0,1,right,J. Poeltl finger roll Layup (5 PTS),[1627751],1610612759.0,SAS,finger roll,,,Poeltl,J. Poeltl,,,,,,,,,,Made,,,,,2.9,5.0,,,,,,,,,
368,PT08M01.00S,2021-11-23T02:52:25.6Z,3,REGULAR,turnover,bad pass,[],1628969,,,1610612756,54,66,2021-11-23T02:52:32Z,3640000,,,0,,M. Bridges bad pass TURNOVER (1 TO),"[1628969, 1627749]",1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,1.0,Murray,1627749.0,,,
369,PT08M01.00S,2021-11-23T02:52:25.6Z,3,REGULAR,steal,,[],1627749,,,1610612759,54,66,2021-11-23T02:52:29Z,3650000,,,0,,D. Murray STEAL (2 STL),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,
370,PT07M59.00S,2021-11-23T02:52:31.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627749,91.5407358738502,47.05882352941176,1610612759,56,66,2021-11-23T02:52:45Z,3660000,-15.0,27.0,1,right,D. Murray running finger roll Layup (6 PTS),[1627749],1610612759.0,SAS,running finger roll,,,Murray,D. Murray,,,,,,,,,,Made,,,,,3.07,6.0,,,,,,,,,
371,PT07M59.00S,2021-11-23T02:52:39.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,56,66,2021-11-23T02:52:39Z,3670000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT07M46.00S,2021-11-23T02:55:43.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,13.485545335085414,41.42156862745098,1610612756,56,66,2021-11-23T02:55:53Z,3680000,43.0,74.0,1,left,MISS M. Bridges 8' turnaround fadeaway Shot,[1628969],1610612756.0,PHX,turnaround fadeaway,,,Bridges,M. Bridges,,,,,,,,,,Missed,,,,,8.58,,,,,,,,,,
374,PT07M43.00S,2021-11-23T02:55:46.9Z,3,REGULAR,rebound,defensive,[],1627749,,,1610612759,56,66,2021-11-23T02:55:53Z,3690000,,,0,,D. Murray REBOUND (Off:0 Def:8),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,373.0,8.0,8.0,0.0,,,,,,,,,,,
375,PT07M34.00S,2021-11-23T02:55:55.5Z,3,REGULAR,2pt,Jump Shot,[],1627749,87.33574244415243,76.22549019607843,1610612759,58,66,2021-11-23T02:56:03Z,3700000,131.0,67.0,1,right,D. Murray 14' pullup Jump Shot (8 PTS),[1627749],1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,,,,,,Made,,,,,14.7,8.0,,,,,,,,,
376,PT07M20.00S,2021-11-23T02:56:10.3Z,3,REGULAR,foul,personal,['2freethrow'],1628966,,,1610612756,58,66,2021-11-23T02:56:33Z,3710000,,,0,,K. Bates-Diop shooting personal FOUL (1 PF) (Booker 2 FT),"[1628966, 1626164]",1610612759.0,SAS,shooting,,,Bates-Diop,K. Bates-Diop,,,,,202027.0,1.0,0.0,Booker,1626164.0,,,,,,,,,,,,,,,,
378,PT07M20.00S,2021-11-23T02:56:35.0Z,3,REGULAR,freethrow,1 of 2,[],1626164,,,1610612756,58,67,2021-11-23T02:56:35Z,3730000,,,0,,D. Booker Free Throw 1 of 2 (14 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,Made,,,,,,14.0,,,,,,,,,
379,PT07M20.00S,2021-11-23T02:56:49.4Z,3,REGULAR,freethrow,2 of 2,[],1626164,,,1610612756,58,68,2021-11-23T02:56:49Z,3740000,,,0,,D. Booker Free Throw 2 of 2 (15 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,Made,,,,,,15.0,,,,,,,,,
380,PT07M09.00S,2021-11-23T02:57:00.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,87.72996057818659,47.794117647058826,1610612759,60,68,2021-11-23T02:57:08Z,3750000,-11.0,63.0,1,right,D. White 6' pullup Jump Shot (12 PTS) (D. Murray 5 AST),"[1628401, 1627749]",1610612759.0,SAS,pullup,,,White,D. White,,,,,,,,,,Made,,,,,6.38,12.0,D. Murray,1627749.0,5.0,,,,,,
382,PT06M58.00S,2021-11-23T02:57:11.2Z,3,REGULAR,3pt,Jump Shot,[],1626164,28.991458607095925,70.34313725490196,1610612756,60,68,2021-11-23T02:57:16Z,3770000,-102.0,220.0,1,left,MISS D. Booker 24' 3PT,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,Missed,,,,,24.24,,,,,,,,,,
383,PT06M55.00S,2021-11-23T02:57:14.2Z,3,REGULAR,rebound,defensive,[],1627749,,,1610612759,60,68,2021-11-23T02:57:16Z,3780000,,,0,,D. Murray REBOUND (Off:0 Def:9),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,382.0,9.0,9.0,0.0,,,,,,,,,,,
384,PT06M48.00S,2021-11-23T02:57:21.2Z,3,REGULAR,2pt,Jump Shot,[],1627749,87.77923784494087,31.0546875,1610612759,60,68,2021-11-23T02:58:21Z,3790000,-95.0,62.0,1,right,MISS D. Murray 11' floating Shot,[1627749],1610612759.0,SAS,floating,,,Murray,D. Murray,,,,,,,,,,Missed,,,,,11.34,,,,,,,,,,
385,PT06M46.00S,2021-11-23T02:57:23.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612759,60,68,2021-11-23T02:57:31Z,3800000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,384.0,,,,,,,,,,,,,,
386,PT06M46.00S,2021-11-23T02:57:28.8Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,60,68,2021-11-23T02:57:28Z,3810000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT06M46.00S,2021-11-23T02:57:29.4Z,3,REGULAR,substitution,out,[],1628966,,,1610612759,60,68,2021-11-23T02:57:34Z,3820000,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT06M46.00S,2021-11-23T02:57:29.4Z,3,REGULAR,substitution,in,[],1630170,,,1610612759,60,68,2021-11-23T02:57:34Z,3830000,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT06M34.00S,2021-11-23T02:57:56.4Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1630170,90.93298291721419,69.63082107843137,1610612759,62,68,2021-11-23T02:58:05Z,3840000,98.0,33.0,1,right,D. Vassell 10' driving floating bank Jump Shot (12 PTS),[1630170],1610612759.0,SAS,driving floating bank,,,Vassell,D. Vassell,,,,,,,,,,Made,,,,,10.35,12.0,,,,,,,,,
390,PT06M23.00S,2021-11-23T02:58:07.2Z,3,REGULAR,2pt,Jump Shot,[],101108,21.895532194480946,54.65686274509803,1610612756,62,70,2021-11-23T02:58:12Z,3850000,-23.0,153.0,1,left,C. Paul 15' pullup Jump Shot (8 PTS),[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,,,,,,Made,,,,,15.51,8.0,,,,,,,,,
391,PT06M05.00S,2021-11-23T02:58:24.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630170,85.49605781865965,48.77450980392157,1610612759,64,70,2021-11-23T02:58:32Z,3860000,-6.0,84.0,1,right,D. Vassell 8' driving floating Jump Shot (14 PTS) (D. Murray 6 AST),"[1630170, 1627749]",1610612759.0,SAS,driving floating,,,Vassell,D. Vassell,,,,,,,,,,Made,,,,,8.4,14.0,D. Murray,1627749.0,6.0,,,,,,
393,PT05M49.00S,2021-11-23T02:58:42.0Z,3,REGULAR,foul,personal,['2freethrow'],1627751,,,1610612756,64,70,2021-11-23T03:16:44Z,3880000,,,0,,J. Poeltl shooting personal FOUL (4 PF) (Booker 2 FT),"[1627751, 1626164]",1610612759.0,SAS,shooting,,,Poeltl,J. Poeltl,,,,,1627534.0,4.0,0.0,Booker,1626164.0,,,,,,,,,,,,,,,,
395,PT05M49.00S,2021-11-23T02:59:11.8Z,3,REGULAR,freethrow,1 of 2,[],1626164,,,1610612756,64,71,2021-11-23T02:59:46Z,3900000,,,0,,D. Booker Free Throw 1 of 2 (16 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,Made,,,,,,16.0,,,,,,,,,
398,PT05M49.00S,2021-11-23T02:59:11.8Z,3,REGULAR,freethrow,2 of 2,[],1626164,,,1610612756,64,72,2021-11-23T02:59:46Z,3905000,,,0,,D. Booker Free Throw 2 of 2 (17 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,Made,,,,,,17.0,,,,,,,,,
396,PT05M49.00S,2021-11-23T02:59:12.6Z,3,REGULAR,substitution,out,[],1627751,,,1610612759,64,72,2021-11-23T02:59:46Z,3910000,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT05M49.00S,2021-11-23T02:59:12.6Z,3,REGULAR,substitution,in,[],1629234,,,1610612759,64,72,2021-11-23T02:59:46Z,3920000,,,0,,SUB in: D. Eubanks,[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT05M29.00S,2021-11-23T02:59:55.3Z,3,REGULAR,3pt,Jump Shot,[],1630170,71.22207621550591,22.571997549019606,1610612759,64,72,2021-11-23T03:00:01Z,3930000,-137.0,218.0,1,right,MISS D. Vassell 25' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,Missed,,,,,25.75,,,,,,,,,,
400,PT05M26.00S,2021-11-23T02:59:58.3Z,3,REGULAR,rebound,defensive,[],1629028,,,1610612756,64,72,2021-11-23T03:00:01Z,3940000,,,0,,D. Ayton REBOUND (Off:3 Def:8),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,399.0,11.0,8.0,3.0,,,,,,,,,,,
401,PT05M18.00S,2021-11-23T03:00:06.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629028,8.09789750328515,52.20588235294118,1610612756,64,74,2021-11-23T03:00:12Z,3950000,-11.0,24.0,1,left,D. Ayton cutting Layup (17 PTS) (D. Booker 4 AST),"[1629028, 1626164]",1610612756.0,PHX,cutting,,,Ayton,D. Ayton,,,,,,,,,,Made,,,,,2.6,17.0,D. Booker,1626164.0,4.0,,,,,,
403,PT05M08.00S,2021-11-23T03:00:17.0Z,3,REGULAR,turnover,bad pass,[],1629640,,,1610612759,64,74,2021-11-23T03:00:26Z,3970000,,,0,,K. Johnson bad pass TURNOVER (2 TO),"[1629640, 203109]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,2.0,Crowder,203109.0,,,
404,PT05M08.00S,2021-11-23T03:00:17.0Z,3,REGULAR,steal,,[],203109,,,1610612756,64,74,2021-11-23T03:00:19Z,3980000,,,0,,J. Crowder STEAL (2 STL),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT04M58.00S,2021-11-23T03:00:26.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],101108,3.630091984231275,96.81372549019608,1610612756,64,74,2021-11-23T03:00:33Z,3990000,-234.0,-18.0,1,left,MISS C. Paul 3PT,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,Missed,,,,,23.48,,,,,,,,,,
406,PT04M55.00S,2021-11-23T03:00:29.6Z,3,REGULAR,rebound,defensive,[],1629640,,,1610612759,64,74,2021-11-23T03:00:33Z,4000000,,,0,,K. Johnson REBOUND (Off:0 Def:3),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,405.0,3.0,3.0,0.0,,,,,,,,,,,
407,PT04M51.00S,2021-11-23T03:00:39.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,64,74,2021-11-23T03:00:39Z,4010000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT04M51.00S,2021-11-23T03:03:06.0Z,3,REGULAR,substitution,out,[],1627749,,,1610612759,64,74,2021-11-23T03:03:23Z,4020000,,,0,,SUB out: D. Murray,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT04M51.00S,2021-11-23T03:03:06.0Z,3,REGULAR,substitution,out,[],101108,,,1610612759,64,74,2021-11-23T03:03:23Z,4030000,,,0,,SUB out: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT04M51.00S,2021-11-23T03:03:06.0Z,3,REGULAR,substitution,out,[],1628969,,,1610612759,64,74,2021-11-23T03:03:23Z,4040000,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT04M51.00S,2021-11-23T03:03:06.0Z,3,REGULAR,substitution,out,[],203109,,,1610612759,64,74,2021-11-23T03:03:23Z,4050000,,,0,,SUB out: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT04M51.00S,2021-11-23T03:03:06.0Z,3,REGULAR,substitution,in,[],1630200,,,1610612759,64,74,2021-11-23T03:03:23Z,4060000,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT04M51.00S,2021-11-23T03:03:06.0Z,3,REGULAR,substitution,in,[],1626166,,,1610612759,64,74,2021-11-23T03:03:23Z,4070000,,,0,,SUB in: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT04M51.00S,2021-11-23T03:03:06.0Z,3,REGULAR,substitution,in,[],1629013,,,1610612759,64,74,2021-11-23T03:03:23Z,4080000,,,0,,SUB in: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT04M51.00S,2021-11-23T03:03:06.0Z,3,REGULAR,substitution,in,[],1629661,,,1610612759,64,74,2021-11-23T03:03:23Z,4090000,,,0,,SUB in: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT04M40.00S,2021-11-23T03:03:41.9Z,3,REGULAR,3pt,Jump Shot,[],1628401,75.90341655716163,12.5,1610612759,64,74,2021-11-23T03:03:49Z,4100000,-188.0,174.0,1,right,MISS D. White 25' 3PT,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,Missed,,,,,25.58,,,,,,,,,,
417,PT04M36.00S,2021-11-23T03:03:45.9Z,3,REGULAR,rebound,offensive,[],1629640,,,1610612759,64,74,2021-11-23T03:03:49Z,4110000,,,0,,K. Johnson REBOUND (Off:1 Def:3),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,416.0,4.0,3.0,1.0,,,,,,,,,,,
418,PT04M28.00S,2021-11-23T03:03:54.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630200,92.72339027595268,46.81372549019608,1610612759,66,74,2021-11-23T03:04:04Z,4120000,-16.0,16.0,1,right,T. Jones driving reverse Layup (5 PTS),[1630200],1610612759.0,SAS,driving reverse,,,Jones,T. Jones,,,,,,,,,,Made,,,,,2.25,5.0,,,,,,,,,
419,PT04M04.00S,2021-11-23T03:04:18.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,17.0335085413929,56.61764705882353,1610612756,66,74,2021-11-23T03:04:23Z,4130000,-33.0,108.0,1,left,MISS D. Booker 11' turnaround fadeaway Shot,[1626164],1610612756.0,PHX,turnaround fadeaway,,,Booker,D. Booker,,,,,,,,,,Missed,,,,,11.26,,,,,,,,,,
420,PT04M01.00S,2021-11-23T03:04:21.2Z,3,REGULAR,rebound,defensive,[],1629640,,,1610612759,66,74,2021-11-23T03:04:23Z,4140000,,,0,,K. Johnson REBOUND (Off:1 Def:4),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,419.0,5.0,4.0,1.0,,,,,,,,,,,
421,PT03M50.00S,2021-11-23T03:04:34.8Z,3,REGULAR,foul,personal,[],1626164,,,1610612759,66,74,2021-11-23T03:04:44Z,4150000,,,0,,D. Booker personal FOUL (2 PF),"[1626164, 1629234]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,203591.0,2.0,0.0,Eubanks,1629234.0,,,,,,,,,,,,,,,,
423,PT03M50.00S,2021-11-23T03:04:43.7Z,3,REGULAR,substitution,out,[],1629640,,,1610612759,66,74,2021-11-23T03:04:48Z,4170000,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT03M50.00S,2021-11-23T03:04:43.7Z,3,REGULAR,substitution,out,[],1629028,,,1610612759,66,74,2021-11-23T03:04:48Z,4180000,,,0,,SUB out: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT03M50.00S,2021-11-23T03:04:43.7Z,3,REGULAR,substitution,in,[],1629022,,,1610612759,66,74,2021-11-23T03:04:48Z,4190000,,,0,,SUB in: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT03M50.00S,2021-11-23T03:04:43.7Z,3,REGULAR,substitution,in,[],201580,,,1610612759,66,74,2021-11-23T03:04:48Z,4200000,,,0,,SUB in: J. McGee,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT03M45.00S,2021-11-23T03:05:03.3Z,3,REGULAR,2pt,Jump Shot,[],1629234,78.53153745072274,43.13725490196079,1610612759,68,74,2021-11-23T03:05:18Z,4210000,-34.0,149.0,1,right,D. Eubanks 15' pullup Jump Shot (4 PTS) (D. Vassell 1 AST),"[1629234, 1630170]",1610612759.0,SAS,pullup,,,Eubanks,D. Eubanks,,,,,,,,,,Made,,,,,15.32,4.0,D. Vassell,1630170.0,1.0,,,,,,
429,PT03M28.00S,2021-11-23T03:05:19.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626166,7.178055190538765,46.07843137254902,1610612756,68,76,2021-11-23T03:05:26Z,4230000,20.0,15.0,1,left,C. Payne driving finger roll Layup (11 PTS),[1626166],1610612756.0,PHX,driving finger roll,,,Payne,C. Payne,,,,,,,,,,Made,,,,,2.47,11.0,,,,,,,,,
430,PT03M14.00S,2021-11-23T03:05:33.6Z,3,REGULAR,3pt,Jump Shot,[],1629234,72.09264126149803,84.55882352941177,1610612759,68,76,2021-11-23T03:05:44Z,4240000,173.0,210.0,1,right,MISS D. Eubanks 27' 3PT,[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,,,,,Missed,,,,,27.18,,,,,,,,,,
431,PT03M13.00S,2021-11-23T03:05:41.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612759,68,76,2021-11-23T03:05:41Z,4250000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,430.0,,,,,,,,,,,,,,
432,PT03M13.00S,2021-11-23T03:05:42.9Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,68,76,2021-11-23T03:05:42Z,4260000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT03M10.00S,2021-11-23T03:05:59.2Z,3,REGULAR,foul,personal,['2freethrow'],201580,,,1610612759,68,76,2021-11-23T03:06:07Z,4270000,,,0,,J. McGee shooting personal FOUL (2 PF) (Eubanks 2 FT),"[201580, 1629234]",1610612756.0,PHX,shooting,,,McGee,J. McGee,,,,,1627534.0,2.0,0.0,Eubanks,1629234.0,,,,,,,,,,,,,,,,
435,PT03M10.00S,2021-11-23T03:06:22.9Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1629234,,,1610612759,69,76,2021-11-23T03:06:22Z,4290000,,,0,,D. Eubanks Free Throw 1 of 2 (5 PTS),[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,,,,,Made,,,,,,5.0,,,,,,,,,
436,PT03M10.00S,2021-11-23T03:06:38.6Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1629234,,,1610612759,70,76,2021-11-23T03:06:38Z,4300000,,,0,,D. Eubanks Free Throw 2 of 2 (6 PTS),[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,,,,,Made,,,,,,6.0,,,,,,,,,
437,PT03M02.00S,2021-11-23T03:06:51.5Z,3,REGULAR,2pt,Jump Shot,[],1626166,20.45006570302234,25.49019607843137,1610612756,70,78,2021-11-23T03:06:59Z,4310000,123.0,140.0,1,left,C. Payne 18' pullup Jump Shot (13 PTS),[1626166],1610612756.0,PHX,pullup,,,Payne,C. Payne,,,,,,,,,,Made,,,,,18.58,13.0,,,,,,,,,
438,PT02M49.00S,2021-11-23T03:07:04.0Z,3,REGULAR,turnover,bad pass,[],1630200,,,1610612759,70,78,2021-11-23T03:07:08Z,4320000,,,0,,T. Jones bad pass TURNOVER (1 TO),"[1630200, 1626166]",1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,1.0,Payne,1626166.0,,,
439,PT02M49.00S,2021-11-23T03:07:04.0Z,3,REGULAR,steal,,[],1626166,,,1610612756,70,78,2021-11-23T03:07:06Z,4330000,,,0,,C. Payne STEAL (1 STL),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT02M42.00S,2021-11-23T03:07:11.1Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626164,18.873193166885677,37.00980392156863,1610612756,70,78,2021-11-23T03:07:18Z,4340000,65.0,125.0,1,left,MISS D. Booker 14' turnaround Shot,[1626164],1610612756.0,PHX,turnaround,,,Booker,D. Booker,,,,,,,,,,Missed,,,,,14.08,,,,,,,,,,
441,PT02M38.00S,2021-11-23T03:07:15.1Z,3,REGULAR,rebound,defensive,[],1630170,,,1610612759,70,78,2021-11-23T03:07:18Z,4350000,,,0,,D. Vassell REBOUND (Off:1 Def:1),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,440.0,2.0,1.0,1.0,,,,,,,,,,,
442,PT02M30.00S,2021-11-23T03:07:26.5Z,3,REGULAR,foul,personal,[],1626164,,,1610612759,70,78,2021-11-23T03:07:37Z,4360000,,,0,,D. Booker personal FOUL (3 PF),"[1626164, 1629234]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,1627534.0,3.0,0.0,Eubanks,1629234.0,,,,,,,,,,,,,,,,
