actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
358,PT06M55.00S,2022-01-16T02:27:55.3Z,3,REGULAR,steal,,[],1628374,,,1610612739,74,56,2022-01-16T02:27:57Z,3450000,,,0,,L. Markkanen STEAL (3 STL),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,
359,PT06M48.00S,2022-01-16T02:28:01.6Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628386,7.178055190538765,50.245098039215684,1610612739,74,58,2022-01-16T02:28:15Z,3460000,-1.0,15.0,1,left,J. Allen running alley-oop DUNK (12 PTS) (D. Garland 11 AST),"[1628386, 1629636]",1610612739.0,CLE,running alley-oop,,,Allen,J. Allen,,,,,,,,,,Made,,12.0,1.5,,,,,D. Garland,1629636.0,11.0,,,,
361,PT06M32.00S,2022-01-16T02:28:20.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,91.80354796320631,49.50980392156863,1610612760,74,58,2022-01-16T02:28:29Z,3480000,-2.0,25.0,1,right,MISS S. Gilgeous-Alexander driving Layup,[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,Missed,,,2.46,,,,,,,,,,,
362,PT06M32.00S,2022-01-16T02:28:20.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612739,74,58,2022-01-16T02:28:29Z,3490000,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,361.0,,,,,,,,,,,,,
363,PT06M32.00S,2022-01-16T02:28:26.2Z,3,REGULAR,substitution,out,[],1630596,,,1610612739,74,58,2022-01-16T02:28:33Z,3500000,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,
364,PT06M32.00S,2022-01-16T02:28:26.2Z,3,REGULAR,substitution,in,[],201567,,,1610612739,74,58,2022-01-16T02:28:33Z,3510000,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,
365,PT06M18.00S,2022-01-16T02:28:50.2Z,3,REGULAR,3pt,Jump Shot,[],201567,24.26084099868594,13.480392156862745,1610612739,74,61,2022-01-16T02:28:54Z,3520000,183.0,176.0,1,left,K. Love 25' 3PT  (8 PTS) (D. Garland 12 AST),"[201567, 1629636]",1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,Made,,8.0,25.33,,,,,D. Garland,1629636.0,12.0,,,,
367,PT06M02.00S,2022-01-16T02:29:08.2Z,3,REGULAR,turnover,backcourt,[],1630581,,,1610612760,74,61,2022-01-16T02:29:14Z,3540000,,,0,,J. Giddey backcourt TURNOVER (4 TO),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,1627526.0,,,,,,,,,,,,4.0,,,,,,,
368,PT06M02.00S,2022-01-16T02:29:12.0Z,3,REGULAR,substitution,out,[],1630581,,,1610612739,74,61,2022-01-16T02:29:24Z,3550000,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,
369,PT06M02.00S,2022-01-16T02:29:12.0Z,3,REGULAR,substitution,out,[],203488,,,1610612739,74,61,2022-01-16T02:29:24Z,3560000,,,0,,SUB out: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,
370,PT06M02.00S,2022-01-16T02:29:12.0Z,3,REGULAR,substitution,in,[],202324,,,1610612739,74,61,2022-01-16T02:29:24Z,3570000,,,0,,SUB in: D. Favors,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,
371,PT06M02.00S,2022-01-16T02:29:12.0Z,3,REGULAR,substitution,in,[],1630544,,,1610612739,74,61,2022-01-16T02:29:24Z,3580000,,,0,,SUB in: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
372,PT05M56.00S,2022-01-16T02:29:37.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],201567,25.57490144546649,12.254901960784313,1610612739,74,61,2022-01-16T02:29:42Z,3590000,189.0,188.0,1,left,MISS K. Love 26' 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,Missed,,,26.63,,,,,,,,,,,
373,PT05M52.00S,2022-01-16T02:29:41.8Z,3,REGULAR,rebound,defensive,[],202324,,,1610612760,74,61,2022-01-16T02:29:42Z,3600000,,,0,,D. Favors REBOUND (Off:5 Def:2),[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,372.0,,,7.0,2.0,5.0,,,,,,,,
374,PT05M43.00S,2022-01-16T02:29:50.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630544,94.43166885676742,56.86274509803921,1610612760,74,61,2022-01-16T02:29:56Z,3610000,34.0,0.0,1,right,MISS T. Mann driving bank Shot,[1630544],1610612760.0,OKC,driving bank,,,Mann,T. Mann,,,,,,,,,,Missed,,,3.43,,,,,,,,,,,
375,PT05M41.00S,2022-01-16T02:29:52.1Z,3,REGULAR,rebound,defensive,[],1629685,,,1610612739,74,61,2022-01-16T02:29:52Z,3620000,,,0,,D. Windler REBOUND (Off:0 Def:1),[1629685],1610612739.0,CLE,,,,Windler,D. Windler,,,,,,,,,,,374.0,,,1.0,1.0,0.0,,,,,,,,
376,PT05M37.00S,2022-01-16T02:29:56.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628374,22.683968462549277,8.333333333333332,1610612739,74,61,2022-01-16T02:32:02Z,3630000,208.0,161.0,1,left,MISS L. Markkanen 26' running 3PT,[1628374],1610612739.0,CLE,running,,,Markkanen,L. Markkanen,,,,,,,,,,Missed,,,26.31,,,,,,,,,,,
377,PT05M35.00S,2022-01-16T02:29:59.1Z,3,REGULAR,rebound,offensive,[],1628386,,,1610612739,74,61,2022-01-16T02:29:59Z,3640000,,,0,,J. Allen REBOUND (Off:4 Def:6),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,376.0,,,10.0,6.0,4.0,,,,,,,,
378,PT05M33.00S,2022-01-16T02:30:00.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629636,34.510512483574246,48.28431372549019,1610612739,74,61,2022-01-16T02:30:06Z,3650000,9.0,272.0,1,left,MISS D. Garland 27' 3PT,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,Missed,,,27.2,,,,,,,,,,,
379,PT05M33.00S,2022-01-16T02:30:00.6Z,3,REGULAR,rebound,defensive,[],202324,,,1610612760,74,61,2022-01-16T02:30:06Z,3660000,,,0,,D. Favors REBOUND (Off:5 Def:3),[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,378.0,,,8.0,3.0,5.0,,,,,,,,
380,PT05M31.00S,2022-01-16T02:30:06.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,74,61,2022-01-16T02:30:06Z,3670000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT05M09.00S,2022-01-16T02:33:17.9Z,3,REGULAR,3pt,Jump Shot,[],1628983,68.28186596583443,27.696078431372552,1610612760,74,61,2022-01-16T02:33:21Z,3680000,-112.0,246.0,1,right,MISS S. Gilgeous-Alexander 26' 3PT,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,Missed,,,26.98,,,,,,,,,,,
382,PT05M09.00S,2022-01-16T02:33:17.9Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612739,74,61,2022-01-16T02:33:21Z,3690000,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,381.0,,,,,,,,,,,,,
383,PT04M55.00S,2022-01-16T02:33:46.5Z,3,REGULAR,2pt,Jump Shot,[],1629636,5.469776609724048,71.81372549019608,1610612739,74,63,2022-01-16T02:33:51Z,3700000,-109.0,-1.0,1,left,D. Garland 10' pullup Jump Shot (13 PTS) (J. Allen 1 AST),"[1629636, 1628386]",1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,,,,,,Made,,13.0,10.91,,,,,J. Allen,1628386.0,1.0,,,,
385,PT04M38.00S,2022-01-16T02:34:02.3Z,3,REGULAR,2pt,Jump Shot,[],1628983,82.86793692509855,70.09803921568627,1610612760,76,63,2022-01-16T02:34:31Z,3720000,100.0,109.0,1,right,S. Gilgeous-Alexander 14' pullup Jump Shot (15 PTS),[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,Made,,15.0,14.79,,,,,,,,,,,
386,PT04M15.00S,2022-01-16T02:34:25.2Z,3,REGULAR,3pt,Jump Shot,[],1629685,6.915243101182654,4.6568627450980395,1610612739,76,66,2022-01-16T02:34:31Z,3730000,227.0,13.0,1,left,D. Windler 3PT  (3 PTS) (D. Garland 13 AST),"[1629685, 1629636]",1610612739.0,CLE,,,,Windler,D. Windler,,,,,,,,,,Made,,3.0,22.7,,,,,D. Garland,1629636.0,13.0,,,,
388,PT04M01.00S,2022-01-16T02:34:39.5Z,3,REGULAR,3pt,Jump Shot,[],1630544,90.75229960578186,5.392156862745098,1610612760,79,66,2022-01-16T02:34:44Z,3750000,-223.0,34.0,1,right,T. Mann 3PT  (5 PTS) (S. Gilgeous-Alexander 7 AST),"[1630544, 1628983]",1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,Made,,5.0,22.56,,,,,S. Gilgeous-Alexander,1628983.0,7.0,,,,
390,PT03M40.00S,2022-01-16T02:35:00.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,5.338370565045992,59.068627450980394,1610612739,79,68,2022-01-16T02:35:03Z,3770000,-45.0,-2.0,1,left,D. Garland driving Layup (15 PTS),[1629636],1610612739.0,CLE,driving,,,Garland,D. Garland,,,,,,,,,,Made,,15.0,4.54,,,,,,,,,,,
391,PT03M25.00S,2022-01-16T02:35:17.9Z,3,REGULAR,foul,offensive,[],1628983,,,1610612760,79,68,2022-01-16T02:36:09Z,3780000,,,0,,S. Gilgeous-Alexander offensive FOUL (2 PF),"[1628983, 1629636]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,1627526.0,2.0,0.0,Garland,1629636.0,,,,,,,,,,,,,,,
393,PT03M25.00S,2022-01-16T02:35:17.9Z,3,REGULAR,turnover,offensive foul,[],1628983,,,1610612760,79,68,2022-01-16T02:35:17Z,3800000,,,0,,S. Gilgeous-Alexander offensive foul TURNOVER (2 TO),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,1627526.0,,,,,,,,,,,,2.0,,,,,,,
394,PT03M25.00S,2022-01-16T02:35:23.8Z,3,REGULAR,substitution,out,[],1629652,,,1610612739,79,68,2022-01-16T02:35:33Z,3810000,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,
395,PT03M25.00S,2022-01-16T02:35:23.8Z,3,REGULAR,substitution,out,[],1630526,,,1610612739,79,68,2022-01-16T02:35:33Z,3820000,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,
396,PT03M25.00S,2022-01-16T02:35:23.8Z,3,REGULAR,substitution,out,[],1628374,,,1610612739,79,68,2022-01-16T02:35:33Z,3830000,,,0,,SUB out: L. Markkanen,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,
397,PT03M25.00S,2022-01-16T02:35:23.8Z,3,REGULAR,substitution,in,[],1629647,,,1610612739,79,68,2022-01-16T02:35:33Z,3840000,,,0,,SUB in: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,
398,PT03M25.00S,2022-01-16T02:35:23.8Z,3,REGULAR,substitution,in,[],1630598,,,1610612739,79,68,2022-01-16T02:35:33Z,3850000,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,
399,PT03M25.00S,2022-01-16T02:35:23.8Z,3,REGULAR,substitution,in,[],1630171,,,1610612739,79,68,2022-01-16T02:35:33Z,3860000,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,
400,PT03M15.00S,2022-01-16T02:35:48.4Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629636,17.821944809461236,60.78431372549019,1610612739,79,70,2022-01-16T02:36:43Z,3870000,-54.0,115.0,1,left,D. Garland 12' pullup Jump Shot (17 PTS),[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,,,,,,Made,,17.0,12.7,,,,,,,,,,,
401,PT02M49.00S,2022-01-16T02:36:13.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,92.72339027595268,50.73529411764706,1610612760,81,70,2022-01-16T02:36:15Z,3880000,4.0,16.0,1,right,S. Gilgeous-Alexander driving Layup (17 PTS) (D. Bazley 1 AST),"[1628983, 1629647]",1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,Made,,17.0,1.63,,,,,D. Bazley,1629647.0,1.0,,,,
402,PT02M37.00S,2022-01-16T02:36:25.0Z,3,REGULAR,3pt,Jump Shot,[],201567,31.225361366622867,67.8921568627451,1610612739,81,73,2022-01-16T02:36:34Z,3890000,-89.0,241.0,1,left,K. Love 25' 3PT pullup (11 PTS) (D. Garland 14 AST),"[201567, 1629636]",1610612739.0,CLE,pullup,,,Love,K. Love,,,,,,,,,,Made,,11.0,25.71,,,,,D. Garland,1629636.0,14.0,,,,
404,PT02M37.00S,2022-01-16T02:36:35.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,81,73,2022-01-16T02:36:35Z,3910000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT02M37.00S,2022-01-16T02:37:20.1Z,3,REGULAR,substitution,out,[],1628386,,,1610612760,81,73,2022-01-16T02:37:57Z,3920000,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,
407,PT02M37.00S,2022-01-16T02:37:20.1Z,3,REGULAR,substitution,in,[],1630596,,,1610612760,81,73,2022-01-16T02:37:57Z,3930000,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,
408,PT02M20.00S,2022-01-16T02:38:22.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629647,92.46057818659659,54.65686274509803,1610612760,83,73,2022-01-16T02:38:26Z,3940000,23.0,18.0,1,right,D. Bazley driving Layup (11 PTS) (D. Favors 1 AST),"[1629647, 202324]",1610612760.0,OKC,driving,,,Bazley,D. Bazley,,,,,,,,,,Made,,11.0,2.97,,,,,D. Favors,202324.0,1.0,,,,
410,PT02M08.00S,2022-01-16T02:38:36.2Z,3,REGULAR,foul,personal,['2freethrow'],1630544,,,1610612739,83,73,2022-01-16T02:38:43Z,3960000,,,0,,T. Mann shooting personal FOUL (2 PF) (Mobley 2 FT),"[1630544, 1630596]",1610612760.0,OKC,shooting,,,Mann,T. Mann,,,,,1148.0,2.0,0.0,Mobley,1630596.0,,,,,,,,,,,,,,,
412,PT02M08.00S,2022-01-16T02:39:05.9Z,3,REGULAR,freethrow,1 of 2,[],1630596,,,1610612739,83,73,2022-01-16T02:39:05Z,3980000,,,0,,MISS E. Mobley Free Throw 1 of 2,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,Missed,,,,,,,,,,,,,,
413,PT02M08.00S,2022-01-16T02:39:05.9Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,83,73,2022-01-16T02:39:05Z,3990000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,412.0,,,,,,,,,,,,,
414,PT02M08.00S,2022-01-16T02:39:22.4Z,3,REGULAR,freethrow,2 of 2,[],1630596,,,1610612739,83,74,2022-01-16T02:39:22Z,4000000,,,0,,E. Mobley Free Throw 2 of 2 (7 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,Made,,7.0,,,,,,,,,,,,
415,PT01M59.00S,2022-01-16T02:39:36.9Z,3,REGULAR,foul,personal,['2freethrow'],1630171,,,1610612760,83,74,2022-01-16T02:39:44Z,4010000,,,0,,I. Okoro shooting personal FOUL (2 PF) (Gilgeous-Alexander 2 FT),"[1630171, 1628983]",1610612739.0,CLE,shooting,,,Okoro,I. Okoro,,,,,1148.0,2.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,,,,,,
417,PT01M59.00S,2022-01-16T02:39:58.8Z,3,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,84,74,2022-01-16T02:39:58Z,4030000,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (18 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,Made,,18.0,,,,,,,,,,,,
418,PT01M59.00S,2022-01-16T02:40:14.2Z,3,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,85,74,2022-01-16T02:40:14Z,4040000,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (19 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,Made,,19.0,,,,,,,,,,,,
419,PT01M40.00S,2022-01-16T02:40:35.2Z,3,REGULAR,3pt,Jump Shot,[],1629685,28.597240473061763,20.098039215686274,1610612739,85,74,2022-01-16T02:40:40Z,4050000,150.0,216.0,1,left,MISS D. Windler 26' 3PT,[1629685],1610612739.0,CLE,,,,Windler,D. Windler,,,,,,,,,,Missed,,,26.29,,,,,,,,,,,
420,PT01M36.00S,2022-01-16T02:40:39.2Z,3,REGULAR,rebound,defensive,[],1628983,,,1610612760,85,74,2022-01-16T02:40:40Z,4060000,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:2),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,419.0,,,2.0,2.0,0.0,,,,,,,,
421,PT01M26.00S,2022-01-16T02:40:54.8Z,3,REGULAR,turnover,offensive-kicked-ball,[],1628983,,,1610612760,85,74,2022-01-16T02:48:49Z,4070000,,,0,,S. Gilgeous-Alexander offensive-kicked-ball TURNOVER (3 TO),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,1627526.0,,,,,,,,,,,,3.0,,,,,,,
422,PT01M17.00S,2022-01-16T02:41:18.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630171,11.383048620236531,5.392156862745098,1610612739,85,74,2022-01-16T02:41:22Z,4080000,223.0,55.0,1,left,MISS I. Okoro 3PT,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,Missed,,,22.96,,,,,,,,,,,
423,PT01M14.00S,2022-01-16T02:41:21.0Z,3,REGULAR,rebound,defensive,[],1629647,,,1610612760,85,74,2022-01-16T02:41:22Z,4090000,,,0,,D. Bazley REBOUND (Off:0 Def:5),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,422.0,,,5.0,5.0,0.0,,,,,,,,
424,PT00M59.60S,2022-01-16T02:41:35.2Z,3,REGULAR,3pt,Jump Shot,[],1630598,88.91261498028909,3.431372549019608,1610612760,85,74,2022-01-16T02:41:38Z,4100000,-233.0,52.0,1,right,MISS A. Wiggins 3PT,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,Missed,,,23.85,,,,,,,,,,,
425,PT00M58.30S,2022-01-16T02:41:36.5Z,3,REGULAR,rebound,defensive,[],1629685,,,1610612739,85,74,2022-01-16T02:41:38Z,4110000,,,0,,D. Windler REBOUND (Off:0 Def:2),[1629685],1610612739.0,CLE,,,,Windler,D. Windler,,,,,,,,,,,424.0,,,2.0,2.0,0.0,,,,,,,,
426,PT00M52.50S,2022-01-16T02:41:45.9Z,3,REGULAR,2pt,Jump Shot,[],1629636,5.206964520367937,26.225490196078432,1610612739,85,76,2022-01-16T02:41:55Z,4120000,119.0,-4.0,1,left,D. Garland 11' floating Jump Shot (19 PTS),[1629636],1610612739.0,CLE,floating,,,Garland,D. Garland,,,,,,,,,,Made,,19.0,11.9,,,,,,,,,,,
427,PT00M52.50S,2022-01-16T02:41:49.0Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629647,,,1610612739,85,76,2022-01-16T02:41:54Z,4130000,,,0,,D. Bazley shooting personal FOUL (2 PF) (Garland 1 FT),"[1629647, 1629636]",1610612760.0,OKC,shooting,,,Bazley,D. Bazley,,,,,2005.0,2.0,0.0,Garland,1629636.0,,,,,,,,,,,,,,,
429,PT00M52.50S,2022-01-16T02:42:00.0Z,3,REGULAR,substitution,out,[],202324,,,1610612739,85,76,2022-01-16T02:42:46Z,4150000,,,0,,SUB out: D. Favors,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,
430,PT00M52.50S,2022-01-16T02:42:00.0Z,3,REGULAR,substitution,in,[],203488,,,1610612739,85,76,2022-01-16T02:42:46Z,4160000,,,0,,SUB in: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,
431,PT00M52.50S,2022-01-16T02:42:23.0Z,3,REGULAR,freethrow,1 of 1,[],1629636,,,1610612739,85,77,2022-01-16T02:42:23Z,4170000,,,0,,D. Garland Free Throw 1 of 1 (20 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,Made,,20.0,,,,,,,,,,,,
432,PT00M32.40S,2022-01-16T02:42:44.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,91.01511169513797,36.51960784313725,1610612760,85,77,2022-01-16T02:42:48Z,4180000,-67.0,32.0,1,right,MISS S. Gilgeous-Alexander 7' driving bank Shot,[1628983],1610612760.0,OKC,driving bank,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,Missed,,,7.46,,,,,,,,,,,
433,PT00M30.90S,2022-01-16T02:42:46.0Z,3,REGULAR,rebound,defensive,[],201567,,,1610612739,85,77,2022-01-16T02:42:48Z,4190000,,,0,,K. Love REBOUND (Off:0 Def:1),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,432.0,,,1.0,1.0,0.0,,,,,,,,
434,PT00M26.00S,2022-01-16T02:42:53.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630596,7.835085413929041,49.754901960784316,1610612739,85,79,2022-01-16T02:42:58Z,4200000,1.0,21.0,1,left,E. Mobley cutting Layup (9 PTS) (D. Garland 15 AST),"[1630596, 1629636]",1610612739.0,CLE,cutting,,,Mobley,E. Mobley,,,,,,,,,,Made,,9.0,2.11,,,,,D. Garland,1629636.0,15.0,,,,
436,PT00M26.00S,2022-01-16T02:42:55.0Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203488,,,1610612739,85,79,2022-01-16T02:43:03Z,4220000,,,0,,M. Muscala shooting personal FOUL (1 PF) (Mobley 1 FT),"[203488, 1630596]",1610612760.0,OKC,shooting,,,Muscala,M. Muscala,,,,,1627526.0,1.0,0.0,Mobley,1630596.0,,,,,,,,,,,,,,,
438,PT00M26.00S,2022-01-16T02:43:04.7Z,3,REGULAR,substitution,out,[],201567,,,1610612739,85,79,2022-01-16T02:45:20Z,4240000,,,0,,SUB out: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,
439,PT00M26.00S,2022-01-16T02:43:04.7Z,3,REGULAR,substitution,in,[],1630205,,,1610612739,85,79,2022-01-16T02:45:20Z,4250000,,,0,,SUB in: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,
440,PT00M26.00S,2022-01-16T02:43:27.7Z,3,REGULAR,freethrow,1 of 1,[],1630596,,,1610612739,85,80,2022-01-16T02:43:27Z,4260000,,,0,,E. Mobley Free Throw 1 of 1 (10 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,Made,,10.0,,,,,,,,,,,,
441,PT00M02.00S,2022-01-16T02:43:55.0Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612760,85,80,2022-01-16T02:45:20Z,4270000,,,0,,OKC shot clock Team TURNOVER,[],1610612760.0,OKC,,,,,,,,,,1148.0,,,,,,,,,,,,,,,,,,,
442,PT00M02.00S,2022-01-16T02:44:03.9Z,3,REGULAR,substitution,out,[],1630205,,,1610612739,85,80,2022-01-16T02:44:07Z,4280000,,,0,,SUB out: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,
443,PT00M02.00S,2022-01-16T02:44:03.9Z,3,REGULAR,substitution,in,[],201567,,,1610612739,85,80,2022-01-16T02:44:07Z,4290000,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,
444,PT00M00.30S,2022-01-16T02:44:26.0Z,3,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1628983,,,1610612739,85,80,2022-01-16T02:44:34Z,4300000,,,0,,S. Gilgeous-Alexander shooting personal FOUL (3 PF) (Garland 3 FT),"[1628983, 1629636]",1610612760.0,OKC,shooting,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,2005.0,3.0,0.0,Garland,1629636.0,,,,,,,,,,,,,,,
446,PT00M00.30S,2022-01-16T02:44:58.6Z,3,REGULAR,violation,delay-of-game,['team'],0,,,1610612739,85,80,2022-01-16T02:45:05Z,4320000,,,0,,TEAM delay-of-game VIOLATION,[],1610612739.0,CLE,,,,,,,,,,2005.0,,,,,,,,,,,,,,,,,,,
447,PT00M00.30S,2022-01-16T02:45:07.2Z,3,REGULAR,freethrow,1 of 3,['fromturnover'],1629636,,,1610612739,85,81,2022-01-16T02:45:07Z,4330000,,,0,,D. Garland Free Throw 1 of 3 (21 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,Made,,21.0,,,,,,,,,,,,
