actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
87,PT04M41.00S,2022-01-16T01:24:31.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,6.1268068331143235,57.107843137254896,1610612760,16,14,2022-01-16T01:26:39Z,820000,-36.0,5.0,1,left,S. Gilgeous-Alexander driving Layup (5 PTS),[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,Made,,5.0,3.59,,,,,,,,,,,
88,PT04M19.00S,2022-01-16T01:24:54.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628374,92.19776609724047,47.05882352941176,1610612739,16,14,2022-01-16T01:24:58Z,830000,-15.0,21.0,1,right,MISS L. Markkanen driving Layup,[1628374],1610612739.0,CLE,driving,,,Markkanen,L. Markkanen,,,,,,,,,,Missed,,,2.55,,,,,,,,,,,
89,PT04M16.00S,2022-01-16T01:24:57.1Z,1,REGULAR,rebound,offensive,[],1628386,,,1610612739,16,14,2022-01-16T01:24:58Z,840000,,,0,,J. Allen REBOUND (Off:2 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,88.0,,,3.0,1.0,2.0,,,,,,,,
90,PT04M11.00S,2022-01-16T01:25:02.8Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1629636,84.31340341655716,67.64705882352942,1610612739,16,16,2022-01-16T01:27:27Z,850000,88.0,95.0,1,right,D. Garland 12' pullup Jump Shot (6 PTS),[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,,,,,,Made,,6.0,12.96,,,,,,,,,,,
91,PT04M01.00S,2022-01-16T01:25:11.8Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1630526,14.191852825229962,86.05238970588235,1610612760,18,16,2022-01-16T01:25:53Z,860000,-180.0,81.0,1,left,J. Robinson-Earl 19' Jump Shot (2 PTS) (S. Gilgeous-Alexander 3 AST),"[1630526, 1628983]",1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,Made,,2.0,19.76,,,,,S. Gilgeous-Alexander,1628983.0,3.0,,,,
93,PT03M53.00S,2022-01-16T01:25:30.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,18,16,2022-01-16T01:25:30Z,880000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT03M53.00S,2022-01-16T01:26:04.4Z,1,REGULAR,substitution,out,[],1630581,,,1610612739,18,16,2022-01-16T01:28:03Z,890000,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,
95,PT03M53.00S,2022-01-16T01:26:04.4Z,1,REGULAR,substitution,out,[],1630526,,,1610612739,18,16,2022-01-16T01:28:03Z,900000,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M53.00S,2022-01-16T01:26:04.4Z,1,REGULAR,substitution,out,[],1628374,,,1610612739,18,16,2022-01-16T01:28:03Z,910000,,,0,,SUB out: L. Markkanen,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M53.00S,2022-01-16T01:26:04.4Z,1,REGULAR,substitution,in,[],1629647,,,1610612739,18,16,2022-01-16T01:28:03Z,920000,,,0,,SUB in: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M53.00S,2022-01-16T01:26:04.4Z,1,REGULAR,substitution,in,[],1630544,,,1610612739,18,16,2022-01-16T01:28:03Z,930000,,,0,,SUB in: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M53.00S,2022-01-16T01:26:04.4Z,1,REGULAR,substitution,in,[],1626224,,,1610612739,18,16,2022-01-16T01:28:03Z,940000,,,0,,SUB in: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M44.00S,2022-01-16T01:28:24.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,92.32917214191852,49.26470588235294,1610612739,18,18,2022-01-16T01:28:28Z,950000,-4.0,20.0,1,right,J. Allen alley-oop DUNK (5 PTS) (D. Garland 4 AST),"[1628386, 1629636]",1610612739.0,CLE,alley-oop,,,Allen,J. Allen,,,,,,,,,,Made,,5.0,1.99,,,,,D. Garland,1629636.0,4.0,,,,
102,PT03M29.00S,2022-01-16T01:28:41.2Z,1,REGULAR,foul,personal,['2freethrow'],1628386,,,1610612760,18,18,2022-01-16T01:28:46Z,970000,,,0,,J. Allen shooting personal FOUL (1 PF) (Dort 2 FT),"[1628386, 1629652]",1610612739.0,CLE,shooting,,,Allen,J. Allen,,,,,1148.0,1.0,0.0,Dort,1629652.0,,,,,,,,,,,,,,,
104,PT03M29.00S,2022-01-16T01:29:15.0Z,1,REGULAR,freethrow,1 of 2,[],1629652,,,1610612760,19,18,2022-01-16T01:29:15Z,990000,,,0,,L. Dort Free Throw 1 of 2 (4 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,Made,,4.0,,,,,,,,,,,,
105,PT03M29.00S,2022-01-16T01:29:17.3Z,1,REGULAR,substitution,out,[],1628386,,,1610612760,19,18,2022-01-16T01:29:34Z,1000000,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M29.00S,2022-01-16T01:29:17.3Z,1,REGULAR,substitution,in,[],1630596,,,1610612760,19,18,2022-01-16T01:29:34Z,1010000,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,
134,PT03M29.00S,2022-01-16T01:29:17.3Z,1,REGULAR,substitution,out,[],202324,,,1610612760,19,18,2022-01-16T01:34:02Z,1015000,,,0,,SUB out: D. Favors,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,
135,PT03M29.00S,2022-01-16T01:29:17.3Z,1,REGULAR,substitution,in,[],1629603,,,1610612760,19,18,2022-01-16T01:34:02Z,1017500,,,0,,SUB in: M. Diakite,[1629603],1610612760.0,OKC,,,,Diakite,M. Diakite,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M29.00S,2022-01-16T01:29:41.8Z,1,REGULAR,freethrow,2 of 2,[],1629652,,,1610612760,20,18,2022-01-16T01:29:41Z,1020000,,,0,,L. Dort Free Throw 2 of 2 (5 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,Made,,5.0,,,,,,,,,,,,
108,PT03M15.00S,2022-01-16T01:29:57.3Z,1,REGULAR,foul,personal,['2freethrow'],1629647,,,1610612739,20,18,2022-01-16T01:30:08Z,1030000,,,0,,D. Bazley shooting personal FOUL (1 PF) (Okoro 2 FT),"[1629647, 1630171]",1610612760.0,OKC,shooting,,,Bazley,D. Bazley,,,,,1148.0,1.0,0.0,Okoro,1630171.0,,,,,,,,,,,,,,,
110,PT03M15.00S,2022-01-16T01:30:17.9Z,1,REGULAR,freethrow,1 of 2,[],1630171,,,1610612739,20,19,2022-01-16T01:30:17Z,1050000,,,0,,I. Okoro Free Throw 1 of 2 (1 PTS),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,Made,,1.0,,,,,,,,,,,,
111,PT03M15.00S,2022-01-16T01:30:20.4Z,1,REGULAR,substitution,out,[],1629636,,,1610612739,20,19,2022-01-16T01:30:24Z,1060000,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M15.00S,2022-01-16T01:30:20.4Z,1,REGULAR,substitution,in,[],1629164,,,1610612739,20,19,2022-01-16T01:30:24Z,1070000,,,0,,SUB in: B. Goodwin,[1629164],1610612739.0,CLE,,,,Goodwin,B. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M15.00S,2022-01-16T01:30:36.7Z,1,REGULAR,freethrow,2 of 2,[],1630171,,,1610612739,20,20,2022-01-16T01:30:36Z,1080000,,,0,,I. Okoro Free Throw 2 of 2 (2 PTS),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,Made,,2.0,,,,,,,,,,,,
114,PT03M01.00S,2022-01-16T01:30:52.2Z,1,REGULAR,foul,personal,['2freethrow'],1630596,,,1610612760,20,20,2022-01-16T01:31:02Z,1090000,,,0,,E. Mobley shooting personal FOUL (1 PF) (Bazley 2 FT),"[1630596, 1629647]",1610612739.0,CLE,shooting,,,Mobley,E. Mobley,,,,,1148.0,1.0,0.0,Bazley,1629647.0,,,,,,,,,,,,,,,
116,PT03M01.00S,2022-01-16T01:31:17.8Z,1,REGULAR,substitution,out,[],1629652,,,1610612760,20,20,2022-01-16T01:31:20Z,1110000,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M01.00S,2022-01-16T01:31:17.8Z,1,REGULAR,substitution,in,[],1629660,,,1610612760,20,20,2022-01-16T01:31:20Z,1120000,,,0,,SUB in: T. Jerome,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M01.00S,2022-01-16T01:31:23.2Z,1,REGULAR,freethrow,1 of 2,[],1629647,,,1610612760,21,20,2022-01-16T01:31:23Z,1130000,,,0,,D. Bazley Free Throw 1 of 2 (1 PTS),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,Made,,1.0,,,,,,,,,,,,
119,PT03M01.00S,2022-01-16T01:31:38.3Z,1,REGULAR,freethrow,2 of 2,[],1629647,,,1610612760,22,20,2022-01-16T01:31:38Z,1140000,,,0,,D. Bazley Free Throw 2 of 2 (2 PTS),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,Made,,2.0,,,,,,,,,,,,
120,PT02M51.00S,2022-01-16T01:31:51.7Z,1,REGULAR,2pt,Jump Shot,[],201567,92.9862023653088,77.94117647058823,1610612739,22,22,2022-01-16T01:31:57Z,1150000,140.0,13.0,1,right,K. Love 14' fadeaway Jump Shot (2 PTS) (I. Okoro 1 AST),"[201567, 1630171]",1610612739.0,CLE,fadeaway,,,Love,K. Love,,,,,,,,,,Made,,2.0,14.03,,,,,I. Okoro,1630171.0,1.0,,,,
122,PT02M25.00S,2022-01-16T01:32:16.5Z,1,REGULAR,3pt,Jump Shot,[],1629660,35.8245729303548,19.852941176470587,1610612760,25,22,2022-01-16T01:32:20Z,1170000,151.0,284.0,1,left,T. Jerome 32' 3PT  (3 PTS),[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,Made,,3.0,32.18,,,,,,,,,,,
123,PT02M05.00S,2022-01-16T01:32:36.7Z,1,REGULAR,3pt,Jump Shot,[],1630171,92.59198423127464,5.147058823529411,1610612739,25,22,2022-01-16T01:32:41Z,1180000,-224.0,17.0,1,right,MISS I. Okoro 3PT,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,Missed,,,22.5,,,,,,,,,,,
124,PT02M03.00S,2022-01-16T01:32:38.7Z,1,REGULAR,rebound,offensive,[],1629164,,,1610612739,25,22,2022-01-16T01:32:41Z,1190000,,,0,,B. Goodwin REBOUND (Off:1 Def:0),[1629164],1610612739.0,CLE,,,,Goodwin,B. Goodwin,,,,,,,,,,,123.0,,,1.0,0.0,1.0,,,,,,,,
125,PT02M00.00S,2022-01-16T01:32:42.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201567,94.56307490144546,96.07843137254902,1610612739,25,22,2022-01-16T01:32:47Z,1200000,230.0,-1.0,1,right,MISS K. Love 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,Missed,,,23.04,,,,,,,,,,,
126,PT01M56.00S,2022-01-16T01:32:46.5Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,25,22,2022-01-16T01:32:47Z,1210000,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:1),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,125.0,,,1.0,1.0,0.0,,,,,,,,
127,PT01M39.00S,2022-01-16T01:33:03.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630171,,,1610612760,25,22,2022-01-16T01:33:16Z,1220000,,,0,,I. Okoro shooting personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[1630171, 1628983]",1610612739.0,CLE,shooting,,,Okoro,I. Okoro,,,,,1627526.0,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,,,,,,
131,PT01M39.00S,2022-01-16T01:33:35.8Z,1,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,25,22,2022-01-16T01:33:35Z,1260000,,,0,,MISS S. Gilgeous-Alexander Free Throw 1 of 2,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,Missed,,,,,,,,,,,,,,
132,PT01M39.00S,2022-01-16T01:33:35.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,25,22,2022-01-16T01:33:35Z,1270000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,131.0,,,,,,,,,,,,,
133,PT01M39.00S,2022-01-16T01:33:52.4Z,1,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,26,22,2022-01-16T01:33:52Z,1280000,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (6 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,Made,,6.0,,,,,,,,,,,,
136,PT01M26.00S,2022-01-16T01:34:05.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630596,91.27792378449409,50.245098039215684,1610612739,26,22,2022-01-16T01:34:11Z,1290000,1.0,29.0,1,right,MISS E. Mobley DUNK - blocked,"[1630596, 1629603]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,Missed,,,2.95,,,,,,,,,,Diakite,1629603.0
137,PT01M26.00S,2022-01-16T01:34:05.7Z,1,REGULAR,block,,[],1629603,,,1610612739,26,22,2022-01-16T01:40:13Z,1300000,,,0,,M. Diakite BLOCK (1 BLK),[1629603],1610612760.0,OKC,,,,Diakite,M. Diakite,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M21.00S,2022-01-16T01:34:10.7Z,1,REGULAR,rebound,defensive,[],1629660,,,1610612760,26,22,2022-01-16T01:34:11Z,1310000,,,0,,T. Jerome REBOUND (Off:0 Def:1),[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,136.0,,,1.0,1.0,0.0,,,,,,,,
139,PT01M08.00S,2022-01-16T01:34:23.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629660,16.113666228646515,40.44117647058824,1610612760,28,22,2022-01-16T01:34:29Z,1320000,48.0,99.0,1,left,T. Jerome 10' driving floating Jump Shot (5 PTS) (S. Gilgeous-Alexander 4 AST),"[1629660, 1628983]",1610612760.0,OKC,driving floating,,,Jerome,T. Jerome,,,,,,,,,,Made,,5.0,10.99,,,,,S. Gilgeous-Alexander,1628983.0,4.0,,,,
141,PT01M02.00S,2022-01-16T01:34:31.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,28,22,2022-01-16T01:34:31Z,1340000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M02.00S,2022-01-16T01:34:38.4Z,1,REGULAR,substitution,out,[],1628983,,,1610612739,28,22,2022-01-16T01:34:47Z,1350000,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,
145,PT01M02.00S,2022-01-16T01:34:38.4Z,1,REGULAR,substitution,in,[],1630598,,,1610612739,28,22,2022-01-16T01:34:47Z,1380000,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,
147,PT00M57.10S,2022-01-16T01:34:57.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629164,88.64980289093299,39.46078431372549,1610612739,28,22,2022-01-16T01:35:02Z,1390000,-53.0,54.0,1,right,MISS B. Goodwin 7' driving floating Shot,[1629164],1610612739.0,CLE,driving floating,,,Goodwin,B. Goodwin,,,,,,,,,,Missed,,,7.56,,,,,,,,,,,
148,PT00M54.40S,2022-01-16T01:35:00.2Z,1,REGULAR,rebound,defensive,[],1629660,,,1610612760,28,22,2022-01-16T01:35:02Z,1400000,,,0,,T. Jerome REBOUND (Off:0 Def:2),[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,147.0,,,2.0,2.0,0.0,,,,,,,,
149,PT00M48.20S,2022-01-16T01:35:06.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630598,5.863994743758213,55.392156862745104,1610612760,28,22,2022-01-16T01:35:12Z,1410000,-27.0,3.0,1,left,MISS A. Wiggins running Layup,[1630598],1610612760.0,OKC,running,,,Wiggins,A. Wiggins,,,,,,,,,,Missed,,,2.71,,,,,,,,,,,
151,PT00M43.60S,2022-01-16T01:35:10.9Z,1,REGULAR,rebound,offensive,[],1629603,,,1610612760,28,22,2022-01-16T01:36:34Z,1430000,,,0,,M. Diakite REBOUND (Off:1 Def:0),[1629603],1610612760.0,OKC,,,,Diakite,M. Diakite,,,,,,,,,,,149.0,,,1.0,0.0,1.0,,,,,,,,
152,PT00M42.20S,2022-01-16T01:35:13.5Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1629603,17.69053876478318,42.64705882352941,1610612760,30,22,2022-01-16T01:42:55Z,1440000,37.0,114.0,1,left,M. Diakite 11' turnaround Hook (2 PTS),[1629603],1610612760.0,OKC,turnaround,,,Diakite,M. Diakite,,,,,,,,,,Made,,2.0,11.96,,,,,,,,,,,
153,PT00M31.50S,2022-01-16T01:35:25.7Z,1,REGULAR,3pt,Jump Shot,[],1626224,74.32654402102497,17.401960784313726,1610612739,30,22,2022-01-16T01:35:31Z,1450000,-163.0,189.0,1,right,MISS C. Osman 24' 3PT,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,Missed,,,24.94,,,,,,,,,,,
154,PT00M28.90S,2022-01-16T01:35:28.3Z,1,REGULAR,rebound,defensive,[],1629603,,,1610612760,30,22,2022-01-16T01:36:28Z,1460000,,,0,,M. Diakite REBOUND (Off:1 Def:1),[1629603],1610612760.0,OKC,,,,Diakite,M. Diakite,,,,,,,,,,,153.0,,,2.0,1.0,1.0,,,,,,,,
155,PT00M22.30S,2022-01-16T01:35:36.5Z,1,REGULAR,2pt,Jump Shot,[],1629660,5.732588699080158,72.54901960784314,1610612760,32,22,2022-01-16T01:44:13Z,1470000,-113.0,1.0,1,left,T. Jerome 11' driving floating bank Jump Shot (7 PTS),[1629660],1610612760.0,OKC,driving floating bank,,,Jerome,T. Jerome,,,,,,,,,,Made,,7.0,11.27,,,,,,,,,,,
156,PT00M00.70S,2022-01-16T01:36:03.0Z,1,REGULAR,2pt,Jump Shot,[],1626224,88.12417871222075,32.1078431372549,1610612739,32,24,2022-01-16T01:36:10Z,1480000,-89.0,59.0,1,right,C. Osman 10' driving bank Jump Shot (2 PTS) (B. Goodwin 1 AST),"[1626224, 1629164]",1610612739.0,CLE,driving bank,,,Osman,C. Osman,,,,,,,,,,Made,,2.0,10.73,,,,,B. Goodwin,1629164.0,1.0,,,,
159,PT00M00.00S,2022-01-16T01:37:05.7Z,1,REGULAR,period,end,[],0,,,1610612760,32,24,2022-01-16T01:37:05Z,1500000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2022-01-16T01:38:32.0Z,2,REGULAR,substitution,out,['startperiod'],1630171,,,1610612760,32,24,2022-01-16T01:38:45Z,1510000,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2022-01-16T01:38:32.0Z,2,REGULAR,substitution,in,['startperiod'],1630205,,,1610612760,32,24,2022-01-16T01:38:45Z,1520000,,,0,,SUB in: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2022-01-16T01:38:54.7Z,2,REGULAR,period,start,[],0,,,1610612739,32,24,2022-01-16T01:38:54Z,1530000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT11M47.00S,2022-01-16T01:39:11.2Z,2,REGULAR,foul,personal,[],1629660,,,1610612739,32,24,2022-01-16T01:39:20Z,1540000,,,0,,T. Jerome personal FOUL (1 PF),"[1629660, 1629164]",1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,2005.0,1.0,0.0,Goodwin,1629164.0,,,,,,,,,,,,,,,
165,PT11M38.00S,2022-01-16T01:39:32.7Z,2,REGULAR,3pt,Jump Shot,[],1630205,92.85479632063075,96.81372549019608,1610612739,32,27,2022-01-16T01:45:10Z,1560000,234.0,15.0,1,right,L. Stevens 3PT  (3 PTS) (B. Goodwin 2 AST),"[1630205, 1629164]",1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,Made,,3.0,23.46,,,,,B. Goodwin,1629164.0,2.0,,,,
167,PT11M13.00S,2022-01-16T01:39:58.2Z,2,REGULAR,2pt,Jump Shot,[],1629660,4.155716162943495,32.59803921568628,1610612760,32,27,2022-01-16T01:40:03Z,1580000,87.0,-13.0,1,left,MISS T. Jerome 8' driving floating Shot,[1629660],1610612760.0,OKC,driving floating,,,Jerome,T. Jerome,,,,,,,,,,Missed,,,8.8,,,,,,,,,,,
168,PT11M10.00S,2022-01-16T01:40:01.2Z,2,REGULAR,rebound,defensive,[],1629164,,,1610612739,32,27,2022-01-16T01:40:03Z,1590000,,,0,,B. Goodwin REBOUND (Off:1 Def:1),[1629164],1610612739.0,CLE,,,,Goodwin,B. Goodwin,,,,,,,,,,,167.0,,,2.0,1.0,1.0,,,,,,,,
169,PT11M02.00S,2022-01-16T01:40:09.1Z,2,REGULAR,3pt,Jump Shot,[],1629164,68.15045992115637,60.5392156862745,1610612739,32,27,2022-01-16T01:40:18Z,1600000,53.0,247.0,1,right,MISS B. Goodwin 25' pullup 3PT,[1629164],1610612739.0,CLE,pullup,,,Goodwin,B. Goodwin,,,,,,,,,,Missed,,,25.25,,,,,,,,,,,
170,PT10M58.00S,2022-01-16T01:40:12.5Z,2,REGULAR,rebound,defensive,[],1629647,,,1610612760,32,27,2022-01-16T01:40:12Z,1610000,,,0,,D. Bazley REBOUND (Off:0 Def:1),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,169.0,,,1.0,1.0,0.0,,,,,,,,
171,PT10M52.00S,2022-01-16T01:40:26.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,32,27,2022-01-16T01:40:26Z,1620000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT10M45.00S,2022-01-16T01:40:46.3Z,2,REGULAR,3pt,Jump Shot,[],1629647,24.129434954007884,12.745098039215685,1610612760,35,27,2022-01-16T01:40:51Z,1630000,186.0,174.0,1,left,D. Bazley 25' 3PT  (5 PTS),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,Made,,5.0,25.51,,,,,,,,,,,
174,PT10M24.00S,2022-01-16T01:41:06.5Z,2,REGULAR,3pt,Jump Shot,[],201567,71.17279894875165,17.892156862745097,1610612739,35,30,2022-01-16T01:41:10Z,1650000,-161.0,218.0,1,right,K. Love 27' 3PT  (5 PTS) (B. Goodwin 3 AST),"[201567, 1629164]",1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,Made,,5.0,27.11,,,,,B. Goodwin,1629164.0,3.0,,,,
176,PT10M05.00S,2022-01-16T01:41:26.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629647,8.492115637319317,53.67647058823529,1610612760,37,30,2022-01-16T01:41:30Z,1670000,-18.0,27.0,1,left,D. Bazley cutting DUNK (7 PTS) (A. Wiggins 1 AST),"[1629647, 1630598]",1610612760.0,OKC,cutting,,,Bazley,D. Bazley,,,,,,,,,,Made,,7.0,3.29,,,,,A. Wiggins,1630598.0,1.0,,,,
178,PT09M44.00S,2022-01-16T01:41:46.9Z,2,REGULAR,3pt,Jump Shot,[],1630596,78.66294349540078,9.803921568627452,1610612739,37,30,2022-01-16T01:41:50Z,1690000,-201.0,148.0,1,right,MISS E. Mobley 24' 3PT,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,Missed,,,24.97,,,,,,,,,,,
179,PT09M42.00S,2022-01-16T01:41:48.9Z,2,REGULAR,rebound,defensive,[],1629647,,,1610612760,37,30,2022-01-16T01:41:50Z,1700000,,,0,,D. Bazley REBOUND (Off:0 Def:2),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,178.0,,,2.0,2.0,0.0,,,,,,,,
180,PT09M34.00S,2022-01-16T01:41:57.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629647,8.492115637319317,52.94117647058824,1610612760,37,30,2022-01-16T01:42:04Z,1710000,-15.0,27.0,1,left,MISS D. Bazley reverse Layup - blocked,"[1629647, 1630596]",1610612760.0,OKC,reverse,,,Bazley,D. Bazley,,,,,,,,,,Missed,,,3.1,,,,,,,,,,Mobley,1630596.0
181,PT09M34.00S,2022-01-16T01:41:57.7Z,2,REGULAR,block,,[],1630596,,,1610612760,37,30,2022-01-16T01:41:59Z,1720000,,,0,,E. Mobley BLOCK (1 BLK),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,
182,PT09M31.00S,2022-01-16T01:42:00.7Z,2,REGULAR,rebound,defensive,[],1630596,,,1610612739,37,30,2022-01-16T01:42:04Z,1730000,,,0,,E. Mobley REBOUND (Off:0 Def:2),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,180.0,,,2.0,2.0,0.0,,,,,,,,
