actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,value
623,PT03M05.00S,2021-10-28T02:16:40.1Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629652,93.9060446780552,50.0,1610612760,114,107,2021-10-28T02:16:47Z,6190000,0.0,5.0,1,right,L. Dort driving DUNK (15 PTS) (S. Gilgeous-Alexander 5 AST),"[1629652, 1628983]",1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,,,0.48,Made,,,,,,,15.0,S. Gilgeous-Alexander,1628983.0,5.0,,,,,,,
625,PT02M53.00S,2021-10-28T02:16:51.6Z,4,REGULAR,3pt,Jump Shot,[],2546,25.706307490144546,81.61764705882352,1610612747,114,110,2021-10-28T02:16:56Z,6210000,-158.0,189.0,1,left,C. Anthony 24' 3PT  (13 PTS) (R. Westbrook 13 AST),"[2546, 201566]",1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,24.65,Made,,,,,,,13.0,R. Westbrook,201566.0,13.0,,,,,,,
627,PT02M31.00S,2021-10-28T02:17:14.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202324,85.49605781865965,63.970588235294116,1610612760,116,110,2021-10-28T02:17:18Z,6230000,70.0,84.0,1,right,D. Favors 10' Jump Shot (13 PTS) (D. Bazley 2 AST),"[202324, 1629647]",1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,10.91,Made,,,,,,,13.0,D. Bazley,1629647.0,2.0,,,,,,,
629,PT02M20.00S,2021-10-28T02:17:25.2Z,4,REGULAR,3pt,Jump Shot,[],203076,30.699737187910642,25.98039215686275,1610612747,116,110,2021-10-28T02:17:30Z,6250000,120.0,236.0,1,left,MISS A. Davis 26' 3PT,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,26.49,Missed,,,,,,,,,,,,,,,,,
630,PT02M16.00S,2021-10-28T02:17:29.2Z,4,REGULAR,rebound,defensive,[],1628983,,,1610612760,116,110,2021-10-28T02:17:30Z,6260000,,,0,,S. Gilgeous-Alexander REBOUND (Off:2 Def:6),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,629.0,8.0,6.0,2.0,,,,,,,,,,,,,
631,PT02M03.00S,2021-10-28T02:17:41.5Z,4,REGULAR,3pt,Jump Shot,[],1628983,70.51576872536137,70.34313725490196,1610612760,116,110,2021-10-28T02:17:47Z,6270000,102.0,225.0,1,right,MISS S. Gilgeous-Alexander 24' step back 3PT,[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,24.66,Missed,,,,,,,,,,,,,,,,,
632,PT02M00.00S,2021-10-28T02:17:44.5Z,4,REGULAR,rebound,defensive,[],1628370,,,1610612747,116,110,2021-10-28T02:17:47Z,6280000,,,0,,M. Monk REBOUND (Off:1 Def:2),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,631.0,3.0,2.0,1.0,,,,,,,,,,,,,
654,PT01M47.00S,2021-10-28T02:18:07.5Z,4,REGULAR,timeout,challenge,['team'],0,,,1610612747,116,110,2021-10-28T02:24:45Z,6300000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT01M47.00S,2021-10-28T02:18:33.6Z,4,REGULAR,instantreplay,challenge,[],0,,,1610612747,116,110,2021-10-28T02:21:51Z,6320000,,,0,,,[],1610612760.0,OKC,overturned,,,,,,,,,1162.0,,,,,,,,,,,,,,,,,,,,No Foul on L. Dort
637,PT01M43.00S,2021-10-28T02:20:52.7Z,4,REGULAR,jumpball,recovered,[],203076,,,1610612747,116,110,2021-10-28T02:20:52Z,6330000,,,0,,Jump Ball A. Davis vs. D. Favors: Tip to A. Davis,"[203076, 203076, 202324]",1610612747.0,LAL,challenge,A. Davis,203076.0,Davis,A. Davis,Davis,203076.0,Favors,202324.0,,,,,,,,,,,,,,,,,,,,,
640,PT01M38.00S,2021-10-28T02:21:00.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630581,,,1610612747,116,110,2021-10-28T02:21:25Z,6360000,,,0,,J. Giddey shooting personal FOUL (2 PF) (Davis 2 FT),"[1630581, 203076]",1610612760.0,OKC,shooting,,,Giddey,J. Giddey,,,,,203177.0,,,,,,,,,,,,,,2.0,0.0,Davis,203076.0,,,
642,PT01M38.00S,2021-10-28T02:21:26.8Z,4,REGULAR,freethrow,1 of 2,[],203076,,,1610612747,116,111,2021-10-28T02:21:44Z,6380000,,,0,,A. Davis Free Throw 1 of 2 (30 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,Made,,,,,,,30.0,,,,,,,,,,
643,PT01M38.00S,2021-10-28T02:21:26.8Z,4,REGULAR,freethrow,2 of 2,[],203076,,,1610612747,116,111,2021-10-28T02:21:44Z,6390000,,,0,,MISS A. Davis Free Throw 2 of 2,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,Missed,,,,,,,,,,,,,,,,,
644,PT01M36.00S,2021-10-28T02:21:28.8Z,4,REGULAR,rebound,offensive,[],201566,,,1610612747,116,111,2021-10-28T02:21:44Z,6400000,,,0,,R. Westbrook REBOUND (Off:4 Def:10),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,643.0,14.0,10.0,4.0,,,,,,,,,,,,,
645,PT01M27.00S,2021-10-28T02:21:52.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201566,4.944152431011826,46.568627450980394,1610612747,116,113,2021-10-28T02:22:17Z,6410000,17.0,-6.0,1,left,R. Westbrook Layup (20 PTS) (M. Monk 3 AST),"[201566, 1628370]",1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,1.82,Made,,,,,,,20.0,M. Monk,1628370.0,3.0,,,,,,,
647,PT01M07.00S,2021-10-28T02:22:15.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,84.1819973718791,38.72549019607843,1610612760,116,113,2021-10-28T02:22:21Z,6430000,-56.0,96.0,1,right,MISS S. Gilgeous-Alexander 11' pullup Shot,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,11.15,Missed,,,,,,,,,,,,,,,,,
648,PT01M07.00S,2021-10-28T02:22:15.0Z,4,REGULAR,rebound,defensive,[],203145,,,1610612747,116,113,2021-10-28T02:22:21Z,6440000,,,0,,K. Bazemore REBOUND (Off:0 Def:2),[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,,,647.0,2.0,2.0,0.0,,,,,,,,,,,,,
649,PT00M50.70S,2021-10-28T02:22:32.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628370,5.732588699080158,53.67647058823529,1610612747,116,115,2021-10-28T02:22:42Z,6450000,-18.0,1.0,1,left,M. Monk driving Layup (9 PTS),[1628370],1610612747.0,LAL,driving,,,Monk,M. Monk,,,,,,,1.85,Made,,,,,,,9.0,,,,,,,,,,
650,PT00M50.70S,2021-10-28T02:22:41.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612760,116,115,2021-10-28T02:22:41Z,6460000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,PT00M31.20S,2021-10-28T02:24:33.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202324,93.38042049934296,49.754901960784316,1610612760,118,115,2021-10-28T02:24:38Z,6470000,-1.0,10.0,1,right,D. Favors cutting Layup (15 PTS) (J. Giddey 10 AST),"[202324, 1630581]",1610612760.0,OKC,cutting,,,Favors,D. Favors,,,,,,,0.98,Made,,,,,,,15.0,J. Giddey,1630581.0,10.0,,,,,,,
653,PT00M31.20S,2021-10-28T02:24:38.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612747,118,115,2021-10-28T02:24:38Z,6490000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,PT00M31.20S,2021-10-28T02:25:41.0Z,4,REGULAR,substitution,out,[],1630581,,,1610612747,118,115,2021-10-28T02:25:50Z,6500000,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
656,PT00M31.20S,2021-10-28T02:25:41.0Z,4,REGULAR,substitution,in,[],1629026,,,1610612747,118,115,2021-10-28T02:25:50Z,6510000,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
657,PT00M27.30S,2021-10-28T02:26:25.0Z,4,REGULAR,3pt,Jump Shot,[],201566,33.196452036793694,44.36274509803921,1610612747,118,115,2021-10-28T02:26:29Z,6520000,28.0,260.0,1,left,MISS R. Westbrook 26' pullup 3PT,[201566],1610612747.0,LAL,pullup,,,Westbrook,R. Westbrook,,,,,,,26.1,Missed,,,,,,,,,,,,,,,,,
658,PT00M24.00S,2021-10-28T02:26:28.3Z,4,REGULAR,rebound,defensive,[],1629647,,,1610612760,118,115,2021-10-28T02:26:29Z,6530000,,,0,,D. Bazley REBOUND (Off:1 Def:5),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,657.0,6.0,5.0,1.0,,,,,,,,,,,,,
659,PT00M17.70S,2021-10-28T02:26:43.9Z,4,REGULAR,turnover,8-second-violation,['team'],0,,,1610612760,118,115,2021-10-28T02:28:08Z,6540000,,,0,,OKC 8-second-violation Team TURNOVER,[],1610612760.0,OKC,,,,,,,,,,204058.0,,,,,,,,,,,,,,,,,,,,
660,PT00M17.70S,2021-10-28T02:27:39.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612747,118,115,2021-10-28T02:27:39Z,6550000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,PT00M12.40S,2021-10-28T02:28:46.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628370,33.98488830486202,40.19607843137255,1610612747,118,115,2021-10-28T02:28:53Z,6560000,49.0,267.0,1,left,MISS M. Monk 27' step back 3PT,[1628370],1610612747.0,LAL,step back,,,Monk,M. Monk,,,,,,,27.15,Missed,,,,,,,,,,,,,,,,,
662,PT00M10.90S,2021-10-28T02:28:49.5Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612760,118,115,2021-10-28T02:28:49Z,6570000,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,661.0,,,,,,,,,,,,,,,,
663,PT00M10.90S,2021-10-28T02:28:52.2Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,118,115,2021-10-28T02:28:52Z,6580000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,PT00M10.90S,2021-10-28T02:29:13.0Z,4,REGULAR,substitution,out,[],202324,,,1610612760,118,115,2021-10-28T02:29:16Z,6590000,,,0,,SUB out: D. Favors,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,,
665,PT00M10.90S,2021-10-28T02:29:13.0Z,4,REGULAR,substitution,in,[],1630581,,,1610612760,118,115,2021-10-28T02:29:16Z,6600000,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
666,PT00M09.70S,2021-10-28T02:29:29.3Z,4,REGULAR,turnover,lost ball,[],1630581,,,1610612760,118,115,2021-10-28T02:29:36Z,6610000,,,0,,J. Giddey lost ball TURNOVER (4 TO),"[1630581, 2546]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,4.0,,,,,,,,,,,,,,,,,Anthony,2546.0,
667,PT00M09.70S,2021-10-28T02:29:29.3Z,4,REGULAR,steal,,[],2546,,,1610612747,118,115,2021-10-28T02:29:31Z,6620000,,,0,,C. Anthony STEAL (2 STL),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
668,PT00M05.70S,2021-10-28T02:29:33.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],2546,33.295006570302235,56.61764705882353,1610612747,118,115,2021-10-28T02:30:52Z,6630000,-33.0,260.0,1,left,MISS C. Anthony 26' 3PT,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,26.26,Missed,,,,,,,,,,,,,,,,,
669,PT00M05.30S,2021-10-28T02:29:33.7Z,4,REGULAR,rebound,defensive,[],1628983,,,1610612760,118,115,2021-10-28T02:30:52Z,6640000,,,0,,S. Gilgeous-Alexander REBOUND (Off:2 Def:7),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,668.0,9.0,7.0,2.0,,,,,,,,,,,,,
670,PT00M05.30S,2021-10-28T02:29:38.5Z,4,REGULAR,foul,personal,[],1628370,,,1610612760,118,115,2021-10-28T02:29:53Z,6650000,,,0,,M. Monk take personal FOUL (2 PF),"[1628370, 1628983]",1610612747.0,LAL,take,,,Monk,M. Monk,,,,,203177.0,,,,,,,,,,,,,,2.0,0.0,Gilgeous-Alexander,1628983.0,,,
672,PT00M05.30S,2021-10-28T02:30:00.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612760,118,115,2021-10-28T02:30:00Z,6670000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,PT00M05.30S,2021-10-28T02:30:50.2Z,4,REGULAR,substitution,out,[],1629647,,,1610612760,118,115,2021-10-28T02:31:20Z,6680000,,,0,,SUB out: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
674,PT00M05.30S,2021-10-28T02:30:50.2Z,4,REGULAR,substitution,out,[],2546,,,1610612760,118,115,2021-10-28T02:31:20Z,6690000,,,0,,SUB out: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
675,PT00M05.30S,2021-10-28T02:30:50.2Z,4,REGULAR,substitution,in,[],202324,,,1610612760,118,115,2021-10-28T02:31:20Z,6700000,,,0,,SUB in: D. Favors,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,,
676,PT00M05.30S,2021-10-28T02:30:50.2Z,4,REGULAR,substitution,in,[],1630559,,,1610612760,118,115,2021-10-28T02:31:20Z,6710000,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,
677,PT00M04.70S,2021-10-28T02:31:43.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201566,,,1610612760,118,115,2021-10-28T02:33:13Z,6720000,,,0,,R. Westbrook take personal FOUL (4 PF) (Dort 2 FT),"[201566, 1629652]",1610612747.0,LAL,take,,,Westbrook,R. Westbrook,,,,,1162.0,,,,,,,,,,,,,,4.0,1.0,Dort,1629652.0,,,
679,PT00M04.70S,2021-10-28T02:32:14.5Z,4,REGULAR,freethrow,1 of 2,[],1629652,,,1610612760,119,115,2021-10-28T02:32:14Z,6740000,,,0,,L. Dort Free Throw 1 of 2 (16 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,Made,,,,,,,16.0,,,,,,,,,,
680,PT00M04.70S,2021-10-28T02:32:15.4Z,4,REGULAR,substitution,out,[],1630581,,,1610612760,119,115,2021-10-28T02:32:23Z,6750000,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
681,PT00M04.70S,2021-10-28T02:32:15.4Z,4,REGULAR,substitution,out,[],203145,,,1610612760,119,115,2021-10-28T02:32:23Z,6760000,,,0,,SUB out: K. Bazemore,[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,,,,,,,,,,,,,,,,,,,
682,PT00M04.70S,2021-10-28T02:32:15.4Z,4,REGULAR,substitution,out,[],1630559,,,1610612760,119,115,2021-10-28T02:32:23Z,6770000,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,
683,PT00M04.70S,2021-10-28T02:32:15.4Z,4,REGULAR,substitution,in,[],1629647,,,1610612760,119,115,2021-10-28T02:32:23Z,6780000,,,0,,SUB in: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
684,PT00M04.70S,2021-10-28T02:32:15.4Z,4,REGULAR,substitution,in,[],200765,,,1610612760,119,115,2021-10-28T02:32:23Z,6790000,,,0,,SUB in: R. Rondo,[200765],1610612747.0,LAL,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,,,,,,,,,
685,PT00M04.70S,2021-10-28T02:32:15.4Z,4,REGULAR,substitution,in,[],2546,,,1610612760,119,115,2021-10-28T02:32:23Z,6800000,,,0,,SUB in: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
686,PT00M04.70S,2021-10-28T02:32:42.1Z,4,REGULAR,freethrow,2 of 2,[],1629652,,,1610612760,120,115,2021-10-28T02:32:42Z,6810000,,,0,,L. Dort Free Throw 2 of 2 (17 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,Made,,,,,,,17.0,,,,,,,,,,
687,PT00M04.00S,2021-10-28T02:33:02.8Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,120,115,2021-10-28T02:33:02Z,6820000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,PT00M03.10S,2021-10-28T02:33:20.6Z,4,REGULAR,turnover,bad pass,[],200765,,,1610612747,120,115,2021-10-28T02:33:28Z,6830000,,,0,,R. Rondo bad pass TURNOVER (1 TO),"[200765, 1629647]",1610612747.0,LAL,,,,Rondo,R. Rondo,,,,,,1.0,,,,,,,,,,,,,,,,,Bazley,1629647.0,
689,PT00M03.10S,2021-10-28T02:33:20.6Z,4,REGULAR,steal,,[],1629647,,,1610612760,120,115,2021-10-28T02:33:23Z,6840000,,,0,,D. Bazley STEAL (4 STL),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
690,PT00M01.50S,2021-10-28T02:33:24.0Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629647,94.95729303547962,50.49019607843137,1610612760,122,115,2021-10-28T02:33:34Z,6850000,2.0,-5.0,1,right,D. Bazley running DUNK (20 PTS),[1629647],1610612760.0,OKC,running,,,Bazley,D. Bazley,,,,,,,0.57,Made,,,,,,,20.0,,,,,,,,,,
691,PT00M01.50S,2021-10-28T02:34:12.0Z,4,REGULAR,foul,technical,"['inpenalty', '1freethrow']",201566,,,1610612747,122,115,2021-10-28T02:34:33Z,6860000,,,0,,R. Westbrook technical FOUL (2 Tech),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,203177.0,,,,,,,,,,,,,,4.0,2.0,,,,,
698,PT00M01.50S,2021-10-28T02:34:23.7Z,4,REGULAR,ejection,other,[],201566,,,1610612747,122,115,2021-10-28T02:37:55Z,6865000,,,0,,Ejection R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,1162.0,,,,,,,,,,,,,,,,,,,,
692,PT00M01.50S,2021-10-28T02:34:35.4Z,4,REGULAR,instantreplay,request,[],0,,,1610612747,122,115,2021-10-28T02:35:33Z,6870000,,,0,,,[],,,support,,,,,,,,,1162.0,,,,,,,,,,,,,,,,,,,,
693,PT00M01.50S,2021-10-28T02:35:46.5Z,4,REGULAR,substitution,out,[],201566,,,1610612747,122,115,2021-10-28T02:35:49Z,6880000,,,0,,SUB out: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,
694,PT00M01.50S,2021-10-28T02:35:46.5Z,4,REGULAR,substitution,in,[],1630559,,,1610612747,122,115,2021-10-28T02:35:49Z,6890000,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,
695,PT00M01.50S,2021-10-28T02:35:55.8Z,4,REGULAR,freethrow,1 of 1,[],1628983,,,1610612747,123,115,2021-10-28T02:35:55Z,6900000,,,0,,S. Gilgeous-Alexander technical Free Throw 1 of 1 (27 PTS),[1628983],1610612760.0,OKC,technical,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,,,,,,27.0,,,,,,,,,,
696,PT00M00.00S,2021-10-28T02:36:24.3Z,4,REGULAR,period,end,[],0,,,1610612747,123,115,2021-10-28T02:36:24Z,6910000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,PT00M00.00S,2021-10-28T02:36:29.2Z,4,REGULAR,game,end,[],0,,,0,123,115,2021-10-28T02:36:29Z,6920000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
