actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
94,PT04M06.00S,2022-01-03T00:23:11.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629660,10.068988173455978,41.66666666666667,1610612760,18,15,2022-01-03T00:23:22Z,940000,42.0,42.0,1,left,MISS T. Jerome driving floating Shot,[1629660],1610612760.0,OKC,driving floating,,,Jerome,T. Jerome,,,,,,,,,,5.93,Missed,,,,,,,,,,,,,,
95,PT04M03.00S,2022-01-03T00:23:14.6Z,1,REGULAR,rebound,defensive,[],1629650,,,1610612742,18,15,2022-01-03T00:23:22Z,950000,,,0,,M. Brown REBOUND (Off:0 Def:2),[1629650],1610612742.0,DAL,,,,Brown,M. Brown,,,,,,,,,,,,,94.0,2.0,2.0,0.0,,,,,,,,,
96,PT03M58.00S,2022-01-03T00:23:22.6Z,1,REGULAR,turnover,out-of-bounds,[],203501,,,1610612742,18,15,2022-01-03T00:23:30Z,960000,,,0,,T. Hardaway Jr. step out-of-bounds TURNOVER (1 TO),[203501],1610612742.0,DAL,step,,,Hardaway Jr.,T. Hardaway Jr.,,,,,1628484.0,,,,,,,,,,,,1.0,,,,,,,,
97,PT03M45.00S,2022-01-03T00:23:43.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630177,27.54599211563732,19.11764705882353,1610612760,18,15,2022-01-03T00:23:48Z,970000,154.0,206.0,1,left,MISS T. Maledon 25' 3PT,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,25.78,Missed,,,,,,,,,,,,,,
98,PT03M42.00S,2022-01-03T00:23:46.9Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612742,18,15,2022-01-03T00:23:48Z,980000,,,0,,D. Finney-Smith REBOUND (Off:0 Def:3),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,97.0,3.0,3.0,0.0,,,,,,,,,
99,PT03M26.00S,2022-01-03T00:24:01.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,89.30683311432325,52.20588235294118,1610612742,18,17,2022-01-03T00:24:06Z,990000,11.0,48.0,1,right,J. Brunson driving floating Jump Shot (6 PTS) (T. Hardaway Jr. 1 AST),"[1628973, 203501]",1610612742.0,DAL,driving floating,,,Brunson,J. Brunson,,,,,,,,,,4.92,Made,6.0,,,,,,,,T. Hardaway Jr.,203501.0,1.0,,,
101,PT03M17.00S,2022-01-03T00:24:11.3Z,1,REGULAR,3pt,Jump Shot,[],1630306,2.9730617608409986,95.83333333333334,1610612760,18,17,2022-01-03T00:24:15Z,1010000,-229.0,-25.0,1,left,MISS R. Edwards 3PT,[1630306],1610612760.0,OKC,,,,Edwards,R. Edwards,,,,,,,,,,23.05,Missed,,,,,,,,,,,,,,
102,PT03M13.00S,2022-01-03T00:24:14.7Z,1,REGULAR,rebound,offensive,[],1629676,,,1610612760,18,17,2022-01-03T00:24:14Z,1020000,,,0,,I. Roby REBOUND (Off:1 Def:0),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,101.0,1.0,0.0,1.0,,,,,,,,,
103,PT03M01.00S,2022-01-03T00:24:26.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629660,5.206964520367937,61.029411764705884,1610612760,20,17,2022-01-03T00:24:32Z,1030000,-55.0,-4.0,1,left,T. Jerome driving floating Jump Shot (5 PTS),[1629660],1610612760.0,OKC,driving floating,,,Jerome,T. Jerome,,,,,,,,,,5.52,Made,5.0,,,,,,,,,,,,,
104,PT02M55.00S,2022-01-03T00:24:36.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203501,92.9862023653088,40.931372549019606,1610612742,20,19,2022-01-03T00:24:52Z,1040000,-45.0,13.0,1,right,T. Hardaway Jr. driving Layup (2 PTS) (J. Brunson 3 AST),"[203501, 1628973]",1610612742.0,DAL,driving,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,4.72,Made,2.0,,,,,,,,J. Brunson,1628973.0,3.0,,,
105,PT02M55.00S,2022-01-03T00:24:40.3Z,1,REGULAR,foul,personal,['1freethrow'],1630177,,,1610612742,20,19,2022-01-03T00:27:38Z,1050000,,,0,,T. Maledon shooting personal FOUL (1 PF) (Hardaway Jr. 1 FT),"[1630177, 203501]",1610612760.0,OKC,shooting,,,Maledon,T. Maledon,,,,,1628484.0,1.0,0.0,Hardaway Jr.,203501.0,,,,,,,,,,,,,,,,
107,PT02M55.00S,2022-01-03T00:24:55.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,20,19,2022-01-03T00:25:01Z,1070000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M55.00S,2022-01-03T00:24:56.0Z,1,REGULAR,substitution,out,[],1629676,,,1610612742,20,19,2022-01-03T00:27:13Z,1080000,,,0,,SUB out: I. Roby,[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M55.00S,2022-01-03T00:24:56.0Z,1,REGULAR,substitution,in,[],202324,,,1610612742,20,19,2022-01-03T00:27:13Z,1090000,,,0,,SUB in: D. Favors,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M55.00S,2022-01-03T00:27:39.3Z,1,REGULAR,freethrow,1 of 1,[],203501,,,1610612742,20,20,2022-01-03T00:27:39Z,1100000,,,0,,T. Hardaway Jr. Free Throw 1 of 1 (3 PTS),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
111,PT02M36.00S,2022-01-03T00:27:58.8Z,1,REGULAR,3pt,Jump Shot,[],1629660,10.85742444152431,95.83333333333334,1610612760,20,20,2022-01-03T00:28:03Z,1110000,-229.0,50.0,1,left,MISS T. Jerome step back 3PT,[1629660],1610612760.0,OKC,step back,,,Jerome,T. Jerome,,,,,,,,,,23.45,Missed,,,,,,,,,,,,,,
112,PT02M32.00S,2022-01-03T00:28:02.8Z,1,REGULAR,rebound,defensive,[],203493,,,1610612742,20,20,2022-01-03T00:28:03Z,1120000,,,0,,R. Bullock REBOUND (Off:0 Def:1),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,111.0,1.0,1.0,0.0,,,,,,,,,
113,PT02M18.00S,2022-01-03T00:28:16.1Z,1,REGULAR,3pt,Jump Shot,[],1627827,96.00854139290408,4.411764705882353,1610612742,20,20,2022-01-03T00:28:20Z,1130000,-228.0,-15.0,1,right,MISS D. Finney-Smith 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,22.84,Missed,,,,,,,,,,,,,,
114,PT02M15.00S,2022-01-03T00:28:19.1Z,1,REGULAR,rebound,defensive,[],1630306,,,1610612760,20,20,2022-01-03T00:28:20Z,1140000,,,0,,R. Edwards REBOUND (Off:0 Def:1),[1630306],1610612760.0,OKC,,,,Edwards,R. Edwards,,,,,,,,,,,,,113.0,1.0,1.0,0.0,,,,,,,,,
115,PT02M01.00S,2022-01-03T00:28:33.4Z,1,REGULAR,turnover,bad pass,[],1630306,,,1610612760,20,20,2022-01-03T00:28:37Z,1150000,,,0,,R. Edwards bad pass TURNOVER (1 TO),"[1630306, 203493]",1610612760.0,OKC,,,,Edwards,R. Edwards,,,,,,,,,,,,,,,,,1.0,Bullock,203493.0,,,,,,
116,PT02M01.00S,2022-01-03T00:28:33.4Z,1,REGULAR,steal,,[],203493,,,1610612742,20,20,2022-01-03T00:28:35Z,1160000,,,0,,R. Bullock STEAL (1 STL),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT01M56.00S,2022-01-03T00:28:40.3Z,1,REGULAR,foul,personal,['2freethrow'],1629026,,,1610612742,20,20,2022-01-03T00:28:49Z,1170000,,,0,,K. Williams shooting personal FOUL (1 PF) (Brown 2 FT),"[1629026, 1629650]",1610612760.0,OKC,shooting,,,Williams,K. Williams,,,,,1628484.0,1.0,0.0,Brown,1629650.0,,,,,,,,,,,,,,,,
119,PT01M56.00S,2022-01-03T00:29:10.9Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1629650,,,1610612742,20,20,2022-01-03T00:29:10Z,1190000,,,0,,MISS M. Brown Free Throw 1 of 2,[1629650],1610612742.0,DAL,,,,Brown,M. Brown,,,,,,,,,,,Missed,,,,,,,,,,,,,,
120,PT01M56.00S,2022-01-03T00:29:10.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,20,20,2022-01-03T00:29:10Z,1200000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,119.0,,,,,,,,,,,,
121,PT01M56.00S,2022-01-03T00:29:11.5Z,1,REGULAR,substitution,out,[],1630306,,,1610612742,20,20,2022-01-03T00:29:43Z,1210000,,,0,,SUB out: R. Edwards,[1630306],1610612760.0,OKC,,,,Edwards,R. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT01M56.00S,2022-01-03T00:29:11.5Z,1,REGULAR,substitution,out,[],1629660,,,1610612742,20,20,2022-01-03T00:29:43Z,1220000,,,0,,SUB out: T. Jerome,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT01M56.00S,2022-01-03T00:29:11.5Z,1,REGULAR,substitution,out,[],1627827,,,1610612742,20,20,2022-01-03T00:29:43Z,1230000,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT01M56.00S,2022-01-03T00:29:11.5Z,1,REGULAR,substitution,out,[],1628973,,,1610612742,20,20,2022-01-03T00:29:43Z,1240000,,,0,,SUB out: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT01M56.00S,2022-01-03T00:29:11.5Z,1,REGULAR,substitution,in,[],1630581,,,1610612742,20,20,2022-01-03T00:29:43Z,1250000,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT01M56.00S,2022-01-03T00:29:11.5Z,1,REGULAR,substitution,in,[],1630598,,,1610612742,20,20,2022-01-03T00:29:43Z,1260000,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT01M56.00S,2022-01-03T00:29:11.5Z,1,REGULAR,substitution,in,[],1628425,,,1610612742,20,20,2022-01-03T00:29:43Z,1270000,,,0,,SUB in: S. Brown,[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT01M56.00S,2022-01-03T00:29:11.5Z,1,REGULAR,substitution,in,[],1629029,,,1610612742,20,20,2022-01-03T00:29:43Z,1280000,,,0,,SUB in: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT01M56.00S,2022-01-03T00:29:43.8Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1629650,,,1610612742,20,21,2022-01-03T00:29:43Z,1290000,,,0,,M. Brown Free Throw 2 of 2 (1 PTS),[1629650],1610612742.0,DAL,,,,Brown,M. Brown,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
130,PT01M43.00S,2022-01-03T00:29:51.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629026,19.530223390275953,37.00980392156863,1610612760,20,21,2022-01-03T00:29:56Z,1300000,65.0,131.0,1,left,MISS K. Williams 14' pullup Shot,[1629026],1610612760.0,OKC,pullup,,,Williams,K. Williams,,,,,,,,,,14.63,Missed,,,,,,,,,,,,,,
131,PT01M39.00S,2022-01-03T00:29:55.6Z,1,REGULAR,rebound,defensive,[],1628425,,,1610612742,20,21,2022-01-03T00:29:56Z,1310000,,,0,,S. Brown REBOUND (Off:0 Def:1),[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,130.0,1.0,1.0,0.0,,,,,,,,,
132,PT01M28.00S,2022-01-03T00:30:06.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629650,92.19776609724047,50.0,1610612742,20,23,2022-01-03T00:30:11Z,1320000,0.0,21.0,1,right,M. Brown cutting DUNK (3 PTS) (S. Brown 1 AST),"[1629650, 1628425]",1610612742.0,DAL,cutting,,,Brown,M. Brown,,,,,,,,,,2.08,Made,3.0,,,,,,,,S. Brown,1628425.0,1.0,,,
134,PT01M12.00S,2022-01-03T00:30:23.0Z,1,REGULAR,3pt,Jump Shot,[],1629026,28.33442838370565,76.22549019607843,1610612760,20,23,2022-01-03T00:30:27Z,1340000,-131.0,214.0,1,left,MISS K. Williams 25' 3PT,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,25.08,Missed,,,,,,,,,,,,,,
135,PT01M08.00S,2022-01-03T00:30:27.0Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,20,23,2022-01-03T00:30:27Z,1350000,,,0,,L. Doncic REBOUND (Off:0 Def:3),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,134.0,3.0,3.0,0.0,,,,,,,,,
136,PT01M04.00S,2022-01-03T00:30:30.3Z,1,REGULAR,3pt,Jump Shot,[],203501,73.66951379763469,85.7843137254902,1610612742,20,26,2022-01-03T00:30:38Z,1360000,179.0,195.0,1,right,T. Hardaway Jr. 26' 3PT  (6 PTS) (L. Doncic 2 AST),"[203501, 1629029]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,26.46,Made,6.0,,,,,,,,L. Doncic,1629029.0,2.0,,,
138,PT00M51.30S,2022-01-03T00:30:43.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,9.411957950065702,62.5,1610612760,22,26,2022-01-03T00:30:49Z,1380000,-62.0,36.0,1,left,J. Giddey 7' driving floating bank Jump Shot (4 PTS) (T. Maledon 1 AST),"[1630581, 1630177]",1610612760.0,OKC,driving floating bank,,,Giddey,J. Giddey,,,,,,,,,,7.21,Made,4.0,,,,,,,,T. Maledon,1630177.0,1.0,,,
140,PT00M39.10S,2022-01-03T00:31:00.9Z,1,REGULAR,3pt,Jump Shot,[],203501,64.07687253613666,62.00980392156863,1610612742,22,26,2022-01-03T00:31:04Z,1400000,60.0,285.0,1,right,MISS T. Hardaway Jr. 29' 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,29.14,Missed,,,,,,,,,,,,,,
141,PT00M36.10S,2022-01-03T00:31:03.9Z,1,REGULAR,rebound,defensive,[],202324,,,1610612760,22,26,2022-01-03T00:31:04Z,1410000,,,0,,D. Favors REBOUND (Off:0 Def:1),[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,140.0,1.0,1.0,0.0,,,,,,,,,
142,PT00M28.80S,2022-01-03T00:31:11.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,19.66162943495401,48.28431372549019,1610612760,22,26,2022-01-03T00:31:15Z,1420000,9.0,132.0,1,left,MISS J. Giddey 13' driving floating Shot,[1630581],1610612760.0,OKC,driving floating,,,Giddey,J. Giddey,,,,,,,,,,13.26,Missed,,,,,,,,,,,,,,
143,PT00M25.90S,2022-01-03T00:31:13.9Z,1,REGULAR,rebound,defensive,[],1629650,,,1610612742,22,26,2022-01-03T00:31:15Z,1430000,,,0,,M. Brown REBOUND (Off:0 Def:3),[1629650],1610612742.0,DAL,,,,Brown,M. Brown,,,,,,,,,,,,,142.0,3.0,3.0,0.0,,,,,,,,,
144,PT00M05.50S,2022-01-03T00:31:34.4Z,1,REGULAR,3pt,Jump Shot,[],1629029,58.95203679369251,28.921568627450984,1610612742,22,26,2022-01-03T00:34:33Z,1440000,-105.0,333.0,1,right,MISS L. Doncic 34' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,,,,,,34.97,Missed,,,,,,,,,,,,,,
145,PT00M02.20S,2022-01-03T00:31:37.7Z,1,REGULAR,rebound,defensive,[],1630598,,,1610612760,22,26,2022-01-03T00:31:38Z,1450000,,,0,,A. Wiggins REBOUND (Off:0 Def:5),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,144.0,5.0,5.0,0.0,,,,,,,,,
148,PT00M00.00S,2022-01-03T00:31:55.6Z,1,REGULAR,period,end,[],0,,,1610612760,22,26,2022-01-03T00:31:55Z,1480000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2022-01-03T00:31:58.4Z,2,REGULAR,substitution,out,['startperiod'],1629650,,,1610612760,22,26,2022-01-03T00:34:18Z,1490000,,,0,,SUB out: M. Brown,[1629650],1610612742.0,DAL,,,,Brown,M. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2022-01-03T00:31:58.4Z,2,REGULAR,substitution,out,['startperiod'],203501,,,1610612760,22,26,2022-01-03T00:34:18Z,1500000,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2022-01-03T00:31:58.4Z,2,REGULAR,substitution,in,['startperiod'],1627737,,,1610612760,22,26,2022-01-03T00:34:18Z,1510000,,,0,,SUB in: M. Chriss,[1627737],1610612742.0,DAL,,,,Chriss,M. Chriss,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2022-01-03T00:31:58.4Z,2,REGULAR,substitution,in,['startperiod'],1630182,,,1610612760,22,26,2022-01-03T00:34:18Z,1520000,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2022-01-03T00:34:17.8Z,2,REGULAR,period,start,[],0,,,1610612760,22,26,2022-01-03T00:34:18Z,1530000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT11M36.00S,2022-01-03T00:34:41.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630177,6.258212877792378,46.81372549019608,1610612760,22,26,2022-01-03T00:34:45Z,1540000,16.0,6.0,1,left,MISS T. Maledon cutting Layup,[1630177],1610612760.0,OKC,cutting,,,Maledon,T. Maledon,,,,,,,,,,1.71,Missed,,,,,,,,,,,,,,
155,PT11M34.00S,2022-01-03T00:34:43.2Z,2,REGULAR,rebound,defensive,[],1627737,,,1610612742,22,26,2022-01-03T00:34:45Z,1550000,,,0,,M. Chriss REBOUND (Off:0 Def:1),[1627737],1610612742.0,DAL,,,,Chriss,M. Chriss,,,,,,,,,,,,,154.0,1.0,1.0,0.0,,,,,,,,,
157,PT11M12.00S,2022-01-03T00:35:04.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627737,92.85479632063075,54.166666666666664,1610612742,22,26,2022-01-03T00:35:09Z,1560000,21.0,15.0,1,right,MISS M. Chriss cutting Layup - blocked,"[1627737, 202324]",1610612742.0,DAL,cutting,,,Chriss,M. Chriss,,,,,,,,,,2.55,Missed,,,,,,,,,,,,Favors,202324.0,
158,PT11M12.00S,2022-01-03T00:35:04.9Z,2,REGULAR,block,,[],202324,,,1610612742,22,26,2022-01-03T00:35:07Z,1570000,,,0,,D. Favors BLOCK (1 BLK),[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT11M09.00S,2022-01-03T00:35:07.9Z,2,REGULAR,rebound,defensive,[],1629026,,,1610612760,22,26,2022-01-03T00:35:07Z,1580000,,,0,,K. Williams REBOUND (Off:0 Def:1),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,157.0,1.0,1.0,0.0,,,,,,,,,
160,PT11M02.00S,2022-01-03T00:35:15.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629026,19.92444152431012,57.59803921568627,1610612760,24,26,2022-01-03T00:35:18Z,1590000,-38.0,135.0,1,left,K. Williams 14' pullup Jump Shot (2 PTS),[1629026],1610612760.0,OKC,pullup,,,Williams,K. Williams,,,,,,,,,,14.01,Made,2.0,,,,,,,,,,,,,
161,PT10M47.00S,2022-01-03T00:35:30.0Z,2,REGULAR,turnover,bad pass,[],1630182,,,1610612742,24,26,2022-01-03T00:35:33Z,1600000,,,0,,J. Green bad pass TURNOVER (1 TO),"[1630182, 1630598]",1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,1.0,Wiggins,1630598.0,,,,,,
162,PT10M47.00S,2022-01-03T00:35:30.0Z,2,REGULAR,steal,,[],1630598,,,1610612760,24,26,2022-01-03T00:35:32Z,1610000,,,0,,A. Wiggins STEAL (1 STL),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT10M41.00S,2022-01-03T00:35:36.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629026,6.652431011826544,38.970588235294116,1610612760,24,26,2022-01-03T00:37:13Z,1620000,55.0,10.0,1,left,MISS K. Williams running Layup,[1629026],1610612760.0,OKC,running,,,Williams,K. Williams,,,,,,,,,,5.6,Missed,,,,,,,,,,,,,,
164,PT10M39.00S,2022-01-03T00:35:38.0Z,2,REGULAR,rebound,defensive,[],1628425,,,1610612742,24,26,2022-01-03T00:35:40Z,1630000,,,0,,S. Brown REBOUND (Off:0 Def:2),[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,163.0,2.0,2.0,0.0,,,,,,,,,
165,PT10M34.00S,2022-01-03T00:35:43.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1627737,92.32917214191852,48.03921568627451,1610612742,24,28,2022-01-03T00:35:51Z,1640000,-10.0,20.0,1,right,M. Chriss cutting DUNK (2 PTS) (L. Doncic 3 AST),"[1627737, 1629029]",1610612742.0,DAL,cutting,,,Chriss,M. Chriss,,,,,,,,,,2.19,Made,2.0,,,,,,,,L. Doncic,1629029.0,3.0,,,
167,PT10M10.00S,2022-01-03T00:36:06.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630177,7.440867279894875,40.931372549019606,1610612760,24,28,2022-01-03T00:36:12Z,1660000,45.0,17.0,1,left,MISS T. Maledon Layup - blocked,"[1630177, 1630182]",1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,4.85,Missed,,,,,,,,,,,,Green,1630182.0,
168,PT10M10.00S,2022-01-03T00:36:06.5Z,2,REGULAR,block,,[],1630182,,,1610612760,24,28,2022-01-03T00:36:10Z,1670000,,,0,,J. Green BLOCK (1 BLK),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT10M06.00S,2022-01-03T00:36:10.5Z,2,REGULAR,rebound,defensive,[],1630182,,,1610612742,24,28,2022-01-03T00:36:12Z,1680000,,,0,,J. Green REBOUND (Off:0 Def:1),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,167.0,1.0,1.0,0.0,,,,,,,,,
170,PT10M03.00S,2022-01-03T00:36:14.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,80.50262812089356,42.64705882352941,1610612742,24,28,2022-01-03T00:36:22Z,1690000,-37.0,131.0,1,right,MISS L. Doncic 13' driving floating Shot,[1629029],1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,,,,,,13.59,Missed,,,,,,,,,,,,,,
171,PT10M00.00S,2022-01-03T00:36:17.2Z,2,REGULAR,rebound,defensive,[],1630581,,,1610612760,24,28,2022-01-03T00:36:22Z,1700000,,,0,,J. Giddey REBOUND (Off:0 Def:4),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,170.0,4.0,4.0,0.0,,,,,,,,,
172,PT10M00.00S,2022-01-03T00:36:21.5Z,2,REGULAR,foul,personal,[],1628425,,,1610612760,24,28,2022-01-03T00:36:37Z,1710000,,,0,,S. Brown take personal FOUL (1 PF),"[1628425, 1630581]",1610612742.0,DAL,take,,,Brown,S. Brown,,,,,1628484.0,1.0,0.0,Giddey,1630581.0,,,,,,,,,,,,,,,,
174,PT10M00.00S,2022-01-03T00:36:30.6Z,2,REGULAR,substitution,out,[],1629026,,,1610612760,24,28,2022-01-03T00:36:42Z,1730000,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT10M00.00S,2022-01-03T00:36:30.6Z,2,REGULAR,substitution,in,[],1630197,,,1610612760,24,28,2022-01-03T00:36:42Z,1740000,,,0,,SUB in: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT09M47.00S,2022-01-03T00:37:00.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630598,5.863994743758213,36.51960784313725,1610612760,24,28,2022-01-03T00:37:05Z,1750000,67.0,3.0,1,left,MISS A. Wiggins 6' Layup,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,6.75,Missed,,,,,,,,,,,,,,
178,PT09M43.00S,2022-01-03T00:37:04.2Z,2,REGULAR,rebound,defensive,[],1629029,,,1610612742,24,28,2022-01-03T00:37:05Z,1770000,,,0,,L. Doncic REBOUND (Off:0 Def:4),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,176.0,4.0,4.0,0.0,,,,,,,,,
179,PT09M39.00S,2022-01-03T00:37:08.5Z,2,REGULAR,turnover,bad pass,[],1628425,,,1610612742,24,28,2022-01-03T00:37:11Z,1780000,,,0,,S. Brown bad pass TURNOVER (1 TO),"[1628425, 1630177]",1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,1.0,Maledon,1630177.0,,,,,,
180,PT09M39.00S,2022-01-03T00:37:08.5Z,2,REGULAR,steal,,[],1630177,,,1610612760,24,28,2022-01-03T00:37:10Z,1790000,,,0,,T. Maledon STEAL (1 STL),[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT09M28.00S,2022-01-03T00:37:20.3Z,2,REGULAR,turnover,lost ball,[],1630197,,,1610612760,24,28,2022-01-03T00:37:23Z,1800000,,,0,,A. Pokusevski lost ball TURNOVER (1 TO),"[1630197, 1628425]",1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,1.0,Brown,1628425.0,,,,,,
