actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,value
534,PT07M11.00S,2021-10-25T00:59:45.5Z,4,REGULAR,substitution,in,[],203488,,,1610612755,84,98,2021-10-25T01:02:12Z,5280000,,,0,,SUB in: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT07M11.00S,2021-10-25T00:59:45.5Z,4,REGULAR,substitution,in,[],202699,,,1610612755,84,98,2021-10-25T01:02:12Z,5290000,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
536,PT06M51.00S,2021-10-25T01:02:50.4Z,4,REGULAR,3pt,Jump Shot,[],1627788,30.042706964520367,81.12745098039215,1610612755,84,98,2021-10-25T01:02:56Z,5300000,-156.0,230.0,1,left,MISS F. Korkmaz 27' pullup 3PT,[1627788],1610612755.0,PHI,pullup,,,Korkmaz,F. Korkmaz,,,,,27.76,Missed,,,,,,,,,,,,,,,,,,,
537,PT06M46.00S,2021-10-25T01:02:55.4Z,4,REGULAR,rebound,defensive,[],1630581,,,1610612760,84,98,2021-10-25T01:02:56Z,5310000,,,0,,J. Giddey REBOUND (Off:1 Def:5),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,536.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
538,PT06M30.00S,2021-10-25T01:03:09.9Z,4,REGULAR,3pt,Jump Shot,[],1629652,77.34888304862024,88.23529411764706,1610612760,84,98,2021-10-25T01:03:14Z,5320000,191.0,160.0,1,right,MISS L. Dort 24' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,24.96,Missed,,,,,,,,,,,,,,,,,,,
539,PT06M27.00S,2021-10-25T01:03:12.9Z,4,REGULAR,rebound,defensive,[],1627777,,,1610612755,84,98,2021-10-25T01:03:14Z,5330000,,,0,,G. Niang REBOUND (Off:0 Def:2),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,538.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
540,PT06M07.00S,2021-10-25T01:03:32.7Z,4,REGULAR,3pt,Jump Shot,[],1627788,17.16491458607096,95.58823529411765,1610612755,84,98,2021-10-25T01:03:37Z,5340000,-228.0,109.0,1,left,MISS F. Korkmaz 25' 3PT,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,25.26,Missed,,,,,,,,,,,,,,,,,,,
541,PT06M04.00S,2021-10-25T01:03:35.7Z,4,REGULAR,rebound,defensive,[],203488,,,1610612760,84,98,2021-10-25T01:03:37Z,5350000,,,0,,M. Muscala REBOUND (Off:0 Def:2),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,540.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
542,PT06M01.00S,2021-10-25T01:03:41.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,90.88370565045992,40.19607843137255,1610612760,86,98,2021-10-25T01:03:47Z,5360000,-49.0,33.0,1,right,J. Giddey running Layup (14 PTS),[1630581],1610612760.0,OKC,running,,,Giddey,J. Giddey,,,,,5.92,Made,,,,,,,,,,14.0,,,,,,,,,
543,PT06M01.00S,2021-10-25T01:03:44.8Z,4,REGULAR,foul,personal,['1freethrow'],1627777,,,1610612760,86,98,2021-10-25T01:03:59Z,5370000,,,0,,G. Niang shooting personal FOUL (3 PF) (Giddey 1 FT),"[1627777, 1630581]",1610612755.0,PHI,shooting,,,Niang,G. Niang,,,,,,,,,,,1627963.0,3.0,0.0,Giddey,1630581.0,,,,,,,,,,
545,PT06M01.00S,2021-10-25T01:04:00.0Z,4,REGULAR,substitution,out,[],1627777,,,1610612760,86,98,2021-10-25T01:04:31Z,5390000,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
546,PT06M01.00S,2021-10-25T01:04:00.0Z,4,REGULAR,substitution,out,[],1629680,,,1610612760,86,98,2021-10-25T01:04:31Z,5400000,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
547,PT06M01.00S,2021-10-25T01:04:00.0Z,4,REGULAR,substitution,out,[],1627788,,,1610612760,86,98,2021-10-25T01:04:31Z,5410000,,,0,,SUB out: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,
548,PT06M01.00S,2021-10-25T01:04:00.0Z,4,REGULAR,substitution,in,[],203954,,,1610612760,86,98,2021-10-25T01:04:31Z,5420000,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT06M01.00S,2021-10-25T01:04:00.0Z,4,REGULAR,substitution,in,[],203552,,,1610612760,86,98,2021-10-25T01:04:31Z,5430000,,,0,,SUB in: S. Curry,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT06M01.00S,2021-10-25T01:04:00.0Z,4,REGULAR,substitution,in,[],201980,,,1610612760,86,98,2021-10-25T01:04:31Z,5440000,,,0,,SUB in: D. Green,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
551,PT06M01.00S,2021-10-25T01:04:30.0Z,4,REGULAR,freethrow,1 of 1,[],1630581,,,1610612760,86,98,2021-10-25T01:04:33Z,5450000,,,0,,MISS J. Giddey Free Throw 1 of 1,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,Missed,,,,,,,,,,,,,,,,,,,
552,PT05M58.00S,2021-10-25T01:04:33.0Z,4,REGULAR,rebound,defensive,[],201980,,,1610612755,86,98,2021-10-25T01:04:33Z,5460000,,,0,,D. Green REBOUND (Off:0 Def:6),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,551.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
553,PT05M38.00S,2021-10-25T01:04:51.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,14.14257555847569,44.6078431372549,1610612755,86,100,2021-10-25T01:04:56Z,5470000,27.0,80.0,1,left,T. Harris 8' floating Jump Shot (12 PTS),[202699],1610612755.0,PHI,floating,,,Harris,T. Harris,,,,,8.48,Made,,,,,,,,,,12.0,,,,,,,,,
554,PT05M19.00S,2021-10-25T01:05:10.9Z,4,REGULAR,3pt,Jump Shot,[],203488,70.51576872536137,79.16666666666666,1610612760,89,100,2021-10-25T01:05:16Z,5480000,146.0,225.0,1,right,M. Muscala 26' 3PT  (9 PTS) (L. Dort 3 AST),"[203488, 1629652]",1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,26.79,Made,,,,,,,,,,9.0,,,,,,L. Dort,1629652.0,3.0,
556,PT05M03.00S,2021-10-25T01:05:28.4Z,4,REGULAR,foul,personal,['2freethrow'],1629652,,,1610612755,89,100,2021-10-25T01:05:38Z,5500000,,,0,,L. Dort shooting personal FOUL (2 PF) (Maxey 2 FT),"[1629652, 1630178]",1610612760.0,OKC,shooting,,,Dort,L. Dort,,,,,,,,,,,1179.0,2.0,0.0,Maxey,1630178.0,,,,,,,,,,
558,PT05M03.00S,2021-10-25T01:05:56.7Z,4,REGULAR,freethrow,1 of 2,[],1630178,,,1610612755,89,101,2021-10-25T01:05:56Z,5520000,,,0,,T. Maxey Free Throw 1 of 2 (13 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,Made,,,,,,,,,,13.0,,,,,,,,,
559,PT05M03.00S,2021-10-25T01:05:57.7Z,4,REGULAR,substitution,out,[],1630581,,,1610612755,89,101,2021-10-25T01:06:04Z,5530000,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT05M03.00S,2021-10-25T01:05:57.7Z,4,REGULAR,substitution,out,[],203488,,,1610612755,89,101,2021-10-25T01:06:04Z,5540000,,,0,,SUB out: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT05M03.00S,2021-10-25T01:05:57.7Z,4,REGULAR,substitution,in,[],1629647,,,1610612755,89,101,2021-10-25T01:06:04Z,5550000,,,0,,SUB in: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT05M03.00S,2021-10-25T01:05:57.7Z,4,REGULAR,substitution,in,[],202324,,,1610612755,89,101,2021-10-25T01:06:04Z,5560000,,,0,,SUB in: D. Favors,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT05M03.00S,2021-10-25T01:06:19.3Z,4,REGULAR,freethrow,2 of 2,[],1630178,,,1610612755,89,102,2021-10-25T01:06:19Z,5570000,,,0,,T. Maxey Free Throw 2 of 2 (14 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,Made,,,,,,,,,,14.0,,,,,,,,,
564,PT04M53.00S,2021-10-25T01:06:31.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,80.23981603153744,43.13725490196079,1610612760,91,102,2021-10-25T01:07:47Z,5580000,-34.0,133.0,1,right,S. Gilgeous-Alexander 13' driving floating Jump Shot (26 PTS),[1628983],1610612760.0,OKC,driving floating,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,13.75,Made,,,,,,,,,,26.0,,,,,,,,,
565,PT04M37.00S,2021-10-25T01:06:47.7Z,4,REGULAR,turnover,bad pass,[],1630178,,,1610612755,91,102,2021-10-25T01:06:53Z,5590000,,,0,,T. Maxey bad pass TURNOVER (3 TO),"[1630178, 202324]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,3.0,Favors,202324.0,,,,,,
566,PT04M37.00S,2021-10-25T01:06:47.7Z,4,REGULAR,steal,,[],202324,,,1610612760,91,102,2021-10-25T01:06:49Z,5600000,,,0,,D. Favors STEAL (1 STL),[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,,
567,PT04M28.00S,2021-10-25T01:06:56.4Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],202324,94.43166885676742,78.67647058823529,1610612760,91,102,2021-10-25T01:07:01Z,5610000,143.0,0.0,1,right,MISS D. Favors 14' Jump Shot,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,14.34,Missed,,,,,,,,,,,,,,,,,,,
568,PT04M25.00S,2021-10-25T01:06:59.4Z,4,REGULAR,rebound,defensive,[],202699,,,1610612755,91,102,2021-10-25T01:07:01Z,5620000,,,0,,T. Harris REBOUND (Off:2 Def:5),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,567.0,7.0,5.0,2.0,,,,,,,,,,,,,,,
569,PT04M16.00S,2021-10-25T01:07:08.7Z,4,REGULAR,2pt,Jump Shot,[],202699,23.209592641261498,45.83333333333333,1610612755,91,104,2021-10-25T01:07:13Z,5630000,21.0,166.0,1,left,T. Harris 16' pullup Jump Shot (14 PTS),[202699],1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,16.7,Made,,,,,,,,,,14.0,,,,,,,,,
570,PT03M58.00S,2021-10-25T01:07:26.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,82.86793692509855,58.08823529411765,1610612760,93,104,2021-10-25T01:07:32Z,5640000,40.0,109.0,1,right,S. Gilgeous-Alexander 11' pullup Jump Shot (28 PTS),[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,11.58,Made,,,,,,,,,,28.0,,,,,,,,,
571,PT03M47.00S,2021-10-25T01:07:36.8Z,4,REGULAR,3pt,Jump Shot,[],201980,26.888961892247043,14.705882352941178,1610612755,93,104,2021-10-25T01:07:42Z,5650000,176.0,200.0,1,left,MISS D. Green 26' 3PT,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,26.7,Missed,,,,,,,,,,,,,,,,,,,
572,PT03M45.00S,2021-10-25T01:07:40.2Z,4,REGULAR,rebound,offensive,[],203552,,,1610612755,93,104,2021-10-25T01:07:40Z,5660000,,,0,,S. Curry REBOUND (Off:2 Def:1),[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,571.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
573,PT03M33.00S,2021-10-25T01:07:51.5Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203954,30.962549277266753,27.450980392156865,1610612755,93,104,2021-10-25T01:07:59Z,5670000,113.0,239.0,1,left,MISS J. Embiid 26' 3PT,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,26.38,Missed,,,,,,,,,,,,,,,,,,,
574,PT03M26.00S,2021-10-25T01:07:58.5Z,4,REGULAR,rebound,offensive,[],201980,,,1610612755,93,104,2021-10-25T01:07:59Z,5680000,,,0,,D. Green REBOUND (Off:1 Def:6),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,573.0,7.0,6.0,1.0,,,,,,,,,,,,,,,
575,PT03M26.00S,2021-10-25T01:07:57.9Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",201980,5.590000152587891,50.0,1610612755,93,106,2021-10-25T01:10:07Z,5690000,0.0,0.0,1,left,D. Green putback Layup (11 PTS),[201980],1610612755.0,PHI,putback,,,Green,D. Green,,,,,0.0,Made,,,,,,,,,,11.0,,,,,,,,,
576,PT03M16.00S,2021-10-25T01:08:08.3Z,4,REGULAR,3pt,Jump Shot,[],1628983,64.20827858081472,25.98039215686275,1610612760,93,106,2021-10-25T01:08:14Z,5700000,-120.0,284.0,1,right,MISS S. Gilgeous-Alexander 30' step back 3PT,[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,30.83,Missed,,,,,,,,,,,,,,,,,,,
577,PT03M12.00S,2021-10-25T01:08:12.3Z,4,REGULAR,rebound,defensive,[],202699,,,1610612755,93,106,2021-10-25T01:08:14Z,5710000,,,0,,T. Harris REBOUND (Off:2 Def:6),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,576.0,8.0,6.0,2.0,,,,,,,,,,,,,,,
578,PT03M05.00S,2021-10-25T01:08:22.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612755,93,106,2021-10-25T01:08:22Z,5720000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT03M05.00S,2021-10-25T01:08:41.3Z,4,REGULAR,substitution,out,[],1629026,,,1610612755,93,106,2021-10-25T01:10:00Z,5730000,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
580,PT03M05.00S,2021-10-25T01:08:41.3Z,4,REGULAR,substitution,out,[],202324,,,1610612755,93,106,2021-10-25T01:10:00Z,5740000,,,0,,SUB out: D. Favors,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT03M05.00S,2021-10-25T01:08:41.3Z,4,REGULAR,substitution,in,[],1630581,,,1610612755,93,106,2021-10-25T01:10:00Z,5750000,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT03M05.00S,2021-10-25T01:08:41.3Z,4,REGULAR,substitution,in,[],203488,,,1610612755,93,106,2021-10-25T01:10:00Z,5760000,,,0,,SUB in: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT02M56.00S,2021-10-25T01:10:11.6Z,4,REGULAR,3pt,Jump Shot,[],1630178,31.09395532194481,82.59803921568627,1610612755,93,106,2021-10-25T01:10:16Z,5770000,-163.0,240.0,1,left,MISS T. Maxey 29' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,29.0,Missed,,,,,,,,,,,,,,,,,,,
584,PT02M51.00S,2021-10-25T01:10:16.6Z,4,REGULAR,rebound,defensive,[],1630581,,,1610612760,93,106,2021-10-25T01:10:16Z,5780000,,,0,,J. Giddey REBOUND (Off:1 Def:6),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,583.0,7.0,6.0,1.0,,,,,,,,,,,,,,,
585,PT02M46.00S,2021-10-25T01:10:20.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629652,90.09526938239159,57.107843137254896,1610612760,95,106,2021-10-25T01:10:30Z,5790000,36.0,41.0,1,right,L. Dort running Layup (11 PTS) (J. Giddey 7 AST),"[1629652, 1630581]",1610612760.0,OKC,running,,,Dort,L. Dort,,,,,5.39,Made,,,,,,,,,,11.0,,,,,,J. Giddey,1630581.0,7.0,
587,PT02M31.00S,2021-10-25T01:10:38.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203954,9.411957950065702,47.794117647058826,1610612755,95,108,2021-10-25T01:11:39Z,5810000,11.0,36.0,1,left,J. Embiid driving Layup (20 PTS),[203954],1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,3.76,Made,,,,,,,,,,20.0,,,,,,,,,
588,PT02M31.00S,2021-10-25T01:10:41.4Z,4,REGULAR,foul,personal,['1freethrow'],203488,,,1610612755,95,108,2021-10-25T01:10:54Z,5820000,,,0,,M. Muscala shooting personal FOUL (4 PF) (Embiid 1 FT),"[203488, 203954]",1610612760.0,OKC,shooting,,,Muscala,M. Muscala,,,,,,,,,,,1627962.0,4.0,0.0,Embiid,203954.0,,,,,,,,,,
590,PT02M31.00S,2021-10-25T01:11:02.6Z,4,REGULAR,freethrow,1 of 1,[],203954,,,1610612755,95,108,2021-10-25T01:11:05Z,5840000,,,0,,MISS J. Embiid Free Throw 1 of 1,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Missed,,,,,,,,,,,,,,,,,,,
591,PT02M30.00S,2021-10-25T01:11:03.6Z,4,REGULAR,rebound,defensive,[],1630581,,,1610612760,95,108,2021-10-25T01:11:05Z,5850000,,,0,,J. Giddey REBOUND (Off:1 Def:7),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,590.0,8.0,7.0,1.0,,,,,,,,,,,,,,,
592,PT02M09.00S,2021-10-25T01:11:22.7Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629652,89.70105124835742,50.49019607843137,1610612760,97,108,2021-10-25T01:11:32Z,5860000,2.0,44.0,1,right,L. Dort driving DUNK (13 PTS) (D. Bazley 2 AST),"[1629652, 1629647]",1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,4.44,Made,,,,,,,,,,13.0,,,,,,D. Bazley,1629647.0,2.0,
594,PT01M50.00S,2021-10-25T01:11:41.7Z,4,REGULAR,2pt,Jump Shot,[],203954,23.99802890932983,47.794117647058826,1610612755,97,110,2021-10-25T01:11:46Z,5880000,11.0,173.0,1,left,J. Embiid 17' fadeaway Jump Shot (22 PTS),[203954],1610612755.0,PHI,fadeaway,,,Embiid,J. Embiid,,,,,17.34,Made,,,,,,,,,,22.0,,,,,,,,,
595,PT01M41.00S,2021-10-25T01:11:55.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,91.14651773981603,54.65686274509803,1610612760,97,110,2021-10-25T01:12:06Z,5890000,23.0,31.0,1,right,MISS S. Gilgeous-Alexander driving finger roll Layup,[1628983],1610612760.0,OKC,driving finger roll,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,3.85,Missed,,,,,,,,,,,,,,,,,,,
596,PT01M39.00S,2021-10-25T01:11:57.3Z,4,REGULAR,rebound,defensive,[],1630178,,,1610612755,97,110,2021-10-25T01:12:06Z,5900000,,,0,,T. Maxey REBOUND (Off:3 Def:2),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,595.0,5.0,2.0,3.0,,,,,,,,,,,,,,,
597,PT01M25.00S,2021-10-25T01:12:11.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,10.068988173455978,42.64705882352941,1610612755,97,110,2021-10-25T01:12:16Z,5910000,37.0,42.0,1,left,MISS T. Maxey driving Layup - blocked,"[1630178, 1629647]",1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,5.59,Missed,,,,,,,,,,,,,,Bazley,1629647.0,,,,
598,PT01M25.00S,2021-10-25T01:12:11.1Z,4,REGULAR,block,,[],1629647,,,1610612755,97,110,2021-10-25T01:12:13Z,5920000,,,0,,D. Bazley BLOCK (2 BLK),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT01M22.00S,2021-10-25T01:12:14.1Z,4,REGULAR,rebound,defensive,[],1628983,,,1610612760,97,110,2021-10-25T01:12:16Z,5930000,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:6),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,597.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
600,PT01M21.00S,2021-10-25T01:12:27.3Z,4,REGULAR,foul,personal,['2freethrow'],203954,,,1610612760,97,110,2021-10-25T01:12:52Z,5940000,,,0,,J. Embiid shooting personal FOUL (2 PF) (Giddey 2 FT),"[203954, 1630581]",1610612755.0,PHI,shooting,,,Embiid,J. Embiid,,,,,,,,,,,1627962.0,2.0,0.0,Giddey,1630581.0,,,,,,,,,,
602,PT01M21.00S,2021-10-25T01:12:59.7Z,4,REGULAR,freethrow,1 of 2,[],1630581,,,1610612760,98,110,2021-10-25T01:12:59Z,5960000,,,0,,J. Giddey Free Throw 1 of 2 (15 PTS),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,Made,,,,,,,,,,15.0,,,,,,,,,
603,PT01M21.00S,2021-10-25T01:13:01.8Z,4,REGULAR,substitution,out,[],203488,,,1610612760,98,110,2021-10-25T01:13:08Z,5970000,,,0,,SUB out: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT01M21.00S,2021-10-25T01:13:01.8Z,4,REGULAR,substitution,in,[],1630526,,,1610612760,98,110,2021-10-25T01:13:08Z,5980000,,,0,,SUB in: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,
605,PT01M21.00S,2021-10-25T01:13:16.6Z,4,REGULAR,freethrow,2 of 2,[],1630581,,,1610612760,99,110,2021-10-25T01:13:16Z,5990000,,,0,,J. Giddey Free Throw 2 of 2 (16 PTS),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,Made,,,,,,,,,,16.0,,,,,,,,,
606,PT01M10.00S,2021-10-25T01:13:30.9Z,4,REGULAR,turnover,bad pass,[],202699,,,1610612755,99,110,2021-10-25T01:13:36Z,6000000,,,0,,T. Harris bad pass TURNOVER (4 TO),"[202699, 1630581]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,4.0,Giddey,1630581.0,,,,,,
607,PT01M10.00S,2021-10-25T01:13:30.9Z,4,REGULAR,steal,,[],1630581,,,1610612760,99,110,2021-10-25T01:13:33Z,6010000,,,0,,J. Giddey STEAL (4 STL),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
608,PT01M06.00S,2021-10-25T01:13:34.7Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630581,87.99277266754271,2.941176470588235,1610612760,102,110,2021-10-25T01:13:39Z,6020000,-235.0,60.0,1,right,J. Giddey 24' 3PT  (19 PTS) (S. Gilgeous-Alexander 8 AST),"[1630581, 1628983]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,24.29,Made,,,,,,,,,,19.0,,,,,,S. Gilgeous-Alexander,1628983.0,8.0,
610,PT00M55.10S,2021-10-25T01:13:49.3Z,4,REGULAR,3pt,Jump Shot,[],203552,5.206964520367937,95.09803921568627,1610612755,102,113,2021-10-25T01:13:53Z,6040000,-225.0,-4.0,1,left,S. Curry 3PT  (26 PTS) (T. Harris 5 AST),"[203552, 202699]",1610612755.0,PHI,,,,Curry,S. Curry,,,,,22.55,Made,,,,,,,,,,26.0,,,,,,T. Harris,202699.0,5.0,
612,PT00M47.30S,2021-10-25T01:14:08.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630178,,,1610612760,102,113,2021-10-25T01:14:17Z,6060000,,,0,,T. Maxey shooting personal FOUL (5 PF) (Gilgeous-Alexander 2 FT),"[1630178, 1628983]",1610612755.0,PHI,shooting,,,Maxey,T. Maxey,,,,,,,,,,,1627963.0,5.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,
614,PT00M47.30S,2021-10-25T01:14:39.1Z,4,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,103,113,2021-10-25T01:14:58Z,6080000,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (29 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,Made,,,,,,,,,,29.0,,,,,,,,,
615,PT00M47.30S,2021-10-25T01:14:39.1Z,4,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,103,113,2021-10-25T01:14:58Z,6090000,,,0,,MISS S. Gilgeous-Alexander Free Throw 2 of 2,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,Missed,,,,,,,,,,,,,,,,,,,
616,PT00M45.00S,2021-10-25T01:14:41.4Z,4,REGULAR,rebound,defensive,[],202699,,,1610612755,103,113,2021-10-25T01:14:58Z,6100000,,,0,,T. Harris REBOUND (Off:2 Def:7),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,615.0,9.0,7.0,2.0,,,,,,,,,,,,,,,
617,PT00M36.70S,2021-10-25T01:15:05.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630581,,,1610612755,103,113,2021-10-25T01:15:24Z,6110000,,,0,,J. Giddey take personal FOUL (2 PF) (Curry 2 FT),"[1630581, 203552]",1610612760.0,OKC,take,,,Giddey,J. Giddey,,,,,,,,,,,1627962.0,2.0,0.0,Curry,203552.0,,,,,,,,,,
619,PT00M36.70S,2021-10-25T01:15:28.1Z,4,REGULAR,freethrow,1 of 2,[],203552,,,1610612755,103,114,2021-10-25T01:15:28Z,6130000,,,0,,S. Curry Free Throw 1 of 2 (27 PTS),[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,Made,,,,,,,,,,27.0,,,,,,,,,
