actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
89,PT04M24.00S,2022-01-01T01:26:37.7Z,1,REGULAR,steal,,[],1629628,,,1610612752,12,14,2022-01-01T01:26:43Z,890000,,,0,,R. Barrett STEAL (1 STL),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M17.00S,2022-01-01T01:26:44.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629628,94.03745072273325,49.26470588235294,1610612752,12,14,2022-01-01T01:26:54Z,900000,-4.0,4.0,1,right,MISS R. Barrett Layup,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,0.51,Missed,,,,,,,,,,,,,,,,,,
91,PT04M15.00S,2022-01-01T01:26:45.7Z,1,REGULAR,rebound,defensive,[],1629676,,,1610612760,12,14,2022-01-01T01:26:45Z,910000,,,0,,I. Roby REBOUND (Off:0 Def:5),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,90.0,5.0,5.0,0.0,,,,,,,,,,
92,PT04M15.00S,2022-01-01T01:26:53.8Z,1,REGULAR,substitution,out,[],1630598,,,1610612760,12,14,2022-01-01T01:27:14Z,920000,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M15.00S,2022-01-01T01:26:53.8Z,1,REGULAR,substitution,out,[],1629676,,,1610612760,12,14,2022-01-01T01:27:14Z,930000,,,0,,SUB out: I. Roby,[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M15.00S,2022-01-01T01:26:53.8Z,1,REGULAR,substitution,out,[],203095,,,1610612760,12,14,2022-01-01T01:27:14Z,940000,,,0,,SUB out: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M15.00S,2022-01-01T01:26:53.8Z,1,REGULAR,substitution,in,[],1630197,,,1610612760,12,14,2022-01-01T01:27:14Z,950000,,,0,,SUB in: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M15.00S,2022-01-01T01:26:53.8Z,1,REGULAR,substitution,in,[],202324,,,1610612760,12,14,2022-01-01T01:27:14Z,960000,,,0,,SUB in: D. Favors,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M15.00S,2022-01-01T01:26:53.8Z,1,REGULAR,substitution,in,[],1629656,,,1610612760,12,14,2022-01-01T01:27:14Z,970000,,,0,,SUB in: Q. Grimes,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M11.00S,2022-01-01T01:27:26.4Z,1,REGULAR,jumpball,recovered,[],202324,,,1610612760,12,14,2022-01-01T01:27:26Z,980000,,,0,,Jump Ball L. Dort vs. M. McBride: Tip to D. Favors,"[202324, 1629652, 1630540]",1610612760.0,OKC,heldball,D. Favors,202324.0,Favors,D. Favors,Dort,1629652.0,McBride,1630540.0,,,,,,,,,,,,,,,,,,,,
101,PT03M59.00S,2022-01-01T01:27:38.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,18.873193166885677,63.725490196078425,1610612760,12,14,2022-01-01T01:27:43Z,1010000,-69.0,125.0,1,left,MISS S. Gilgeous-Alexander 14' step back Shot,[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,14.25,Missed,,,,,,,,,,,,,,,,,,
102,PT03M56.00S,2022-01-01T01:27:41.3Z,1,REGULAR,rebound,defensive,[],1630167,,,1610612752,12,14,2022-01-01T01:27:43Z,1020000,,,0,,O. Toppin REBOUND (Off:0 Def:2),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,101.0,2.0,2.0,0.0,,,,,,,,,,
103,PT03M46.00S,2022-01-01T01:27:50.3Z,1,REGULAR,3pt,Jump Shot,[],1630540,67.36202365308804,31.61764705882353,1610612752,12,14,2022-01-01T01:27:54Z,1030000,-92.0,254.0,1,right,MISS M. McBride 27' 3PT,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,27.04,Missed,,,,,,,,,,,,,,,,,,
104,PT03M43.00S,2022-01-01T01:27:53.3Z,1,REGULAR,rebound,defensive,[],1630197,,,1610612760,12,14,2022-01-01T01:27:54Z,1040000,,,0,,A. Pokusevski REBOUND (Off:0 Def:1),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,103.0,1.0,1.0,0.0,,,,,,,,,,
105,PT03M38.00S,2022-01-01T01:27:59.0Z,1,REGULAR,3pt,Jump Shot,[],1629652,27.151773981603156,80.14705882352942,1610612760,12,14,2022-01-01T01:28:07Z,1050000,-151.0,203.0,1,left,MISS L. Dort 25' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,25.26,Missed,,,,,,,,,,,,,,,,,,
106,PT03M34.00S,2022-01-01T01:28:03.0Z,1,REGULAR,rebound,defensive,[],1630167,,,1610612752,12,14,2022-01-01T01:28:07Z,1060000,,,0,,O. Toppin REBOUND (Off:0 Def:3),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,105.0,3.0,3.0,0.0,,,,,,,,,,
107,PT03M29.00S,2022-01-01T01:28:07.3Z,1,REGULAR,3pt,Jump Shot,[],1629656,69.85873850197109,73.52941176470588,1610612752,12,17,2022-01-01T01:28:16Z,1070000,118.0,231.0,1,right,Q. Grimes 25' 3PT  (3 PTS) (O. Toppin 1 AST),"[1629656, 1630167]",1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,25.9,Made,3.0,O. Toppin,1630167.0,1.0,,,,,,,,,,,,,,
109,PT03M18.00S,2022-01-01T01:28:22.6Z,1,REGULAR,foul,personal,[],1629656,,,1610612760,12,17,2022-01-01T01:28:37Z,1090000,,,0,,Q. Grimes personal FOUL (1 PF),"[1629656, 1629026]",1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,1629183.0,1.0,0.0,Williams,1629026.0
111,PT03M18.00S,2022-01-01T01:28:27.7Z,1,REGULAR,substitution,out,[],1628983,,,1610612760,12,17,2022-01-01T01:28:36Z,1110000,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M18.00S,2022-01-01T01:28:27.7Z,1,REGULAR,substitution,out,[],1630540,,,1610612760,12,17,2022-01-01T01:28:36Z,1120000,,,0,,SUB out: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M18.00S,2022-01-01T01:28:27.7Z,1,REGULAR,substitution,in,[],1629660,,,1610612760,12,17,2022-01-01T01:28:36Z,1130000,,,0,,SUB in: T. Jerome,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M18.00S,2022-01-01T01:28:27.7Z,1,REGULAR,substitution,in,[],1630193,,,1610612760,12,17,2022-01-01T01:28:36Z,1140000,,,0,,SUB in: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M12.00S,2022-01-01T01:28:49.5Z,1,REGULAR,2pt,Jump Shot,[],1630197,22.28975032851511,67.8921568627451,1610612760,12,17,2022-01-01T01:28:54Z,1150000,-89.0,157.0,1,left,MISS A. Pokusevski 18' pullup Shot,[1630197],1610612760.0,OKC,pullup,,,Pokusevski,A. Pokusevski,,,,,18.07,Missed,,,,,,,,,,,,,,,,,,
116,PT03M09.00S,2022-01-01T01:28:52.5Z,1,REGULAR,rebound,defensive,[],1629656,,,1610612752,12,17,2022-01-01T01:28:54Z,1160000,,,0,,Q. Grimes REBOUND (Off:0 Def:1),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,115.0,1.0,1.0,0.0,,,,,,,,,,
117,PT02M59.00S,2022-01-01T01:29:02.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630167,92.19776609724047,46.07843137254902,1610612752,12,17,2022-01-01T01:29:16Z,1170000,-20.0,21.0,1,right,MISS O. Toppin reverse Layup,[1630167],1610612752.0,NYK,reverse,,,Toppin,O. Toppin,,,,,2.86,Missed,,,,,,,,,,,,,,,,,,
118,PT02M58.00S,2022-01-01T01:29:03.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612760,12,17,2022-01-01T01:29:08Z,1180000,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,117.0,,,,,,,,,,,,,
119,PT02M58.00S,2022-01-01T01:29:07.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,12,17,2022-01-01T01:29:07Z,1190000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M35.00S,2022-01-01T01:29:33.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202324,6.258212877792378,38.970588235294116,1610612760,14,17,2022-01-01T01:29:37Z,1200000,55.0,6.0,1,left,D. Favors cutting Layup (2 PTS) (K. Williams 1 AST),"[202324, 1629026]",1610612760.0,OKC,cutting,,,Favors,D. Favors,,,,,5.55,Made,2.0,K. Williams,1629026.0,1.0,,,,,,,,,,,,,,
122,PT02M20.00S,2022-01-01T01:29:48.0Z,1,REGULAR,3pt,Jump Shot,[],1630167,89.17542706964521,3.1862745098039214,1610612752,14,17,2022-01-01T01:29:51Z,1220000,-234.0,49.0,1,right,MISS O. Toppin 3PT,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,23.92,Missed,,,,,,,,,,,,,,,,,,
123,PT02M18.00S,2022-01-01T01:29:50.0Z,1,REGULAR,rebound,defensive,[],1629652,,,1610612760,14,17,2022-01-01T01:29:51Z,1230000,,,0,,L. Dort REBOUND (Off:0 Def:2),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,122.0,2.0,2.0,0.0,,,,,,,,,,
124,PT02M10.00S,2022-01-01T01:29:58.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629652,20.05584756898817,39.950980392156865,1610612760,14,17,2022-01-01T01:30:04Z,1240000,50.0,136.0,1,left,MISS L. Dort 14' driving floating Shot,[1629652],1610612760.0,OKC,driving floating,,,Dort,L. Dort,,,,,14.5,Missed,,,,,,,,,,,,,,,,,,
125,PT02M07.00S,2022-01-01T01:30:01.3Z,1,REGULAR,rebound,defensive,[],201959,,,1610612752,14,17,2022-01-01T01:30:04Z,1250000,,,0,,T. Gibson REBOUND (Off:0 Def:2),[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,124.0,2.0,2.0,0.0,,,,,,,,,,
126,PT01M57.00S,2022-01-01T01:30:11.7Z,1,REGULAR,3pt,Jump Shot,[],1629628,77.08607095926413,91.91176470588235,1610612752,14,17,2022-01-01T01:30:16Z,1260000,210.0,163.0,1,right,MISS R. Barrett 26' 3PT,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,26.55,Missed,,,,,,,,,,,,,,,,,,
127,PT01M54.00S,2022-01-01T01:30:14.7Z,1,REGULAR,rebound,defensive,[],1630197,,,1610612760,14,17,2022-01-01T01:30:16Z,1270000,,,0,,A. Pokusevski REBOUND (Off:0 Def:2),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,126.0,2.0,2.0,0.0,,,,,,,,,,
128,PT01M50.00S,2022-01-01T01:30:18.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629652,3.892904073587385,52.94117647058824,1610612760,14,17,2022-01-01T01:30:24Z,1280000,-15.0,-16.0,1,left,MISS L. Dort running Layup,[1629652],1610612760.0,OKC,running,,,Dort,L. Dort,,,,,2.17,Missed,,,,,,,,,,,,,,,,,,
129,PT01M49.00S,2022-01-01T01:30:19.8Z,1,REGULAR,rebound,defensive,[],201959,,,1610612752,14,17,2022-01-01T01:30:24Z,1290000,,,0,,T. Gibson REBOUND (Off:0 Def:3),[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,128.0,3.0,3.0,0.0,,,,,,,,,,
131,PT01M44.00S,2022-01-01T01:30:24.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630167,93.24901445466492,50.49019607843137,1610612752,14,19,2022-01-01T01:30:30Z,1310000,2.0,11.0,1,right,O. Toppin cutting DUNK (2 PTS) (Q. Grimes 1 AST),"[1630167, 1629656]",1610612752.0,NYK,cutting,,,Toppin,O. Toppin,,,,,1.13,Made,2.0,Q. Grimes,1629656.0,1.0,,,,,,,,,,,,,,
133,PT01M28.00S,2022-01-01T01:30:40.8Z,1,REGULAR,2pt,Jump Shot,[],202324,20.844283837056505,51.470588235294116,1610612760,16,19,2022-01-01T01:30:45Z,1330000,-7.0,143.0,1,left,D. Favors 14' Jump Shot (4 PTS) (T. Jerome 1 AST),"[202324, 1629660]",1610612760.0,OKC,,,,Favors,D. Favors,,,,,14.36,Made,4.0,T. Jerome,1629660.0,1.0,,,,,,,,,,,,,,
135,PT01M17.00S,2022-01-01T01:30:52.4Z,1,REGULAR,3pt,Jump Shot,[],1630193,71.69842312746385,21.568627450980394,1610612752,16,19,2022-01-01T01:32:44Z,1350000,-142.0,214.0,1,right,MISS I. Quickley 25' pullup 3PT,[1630193],1610612752.0,NYK,pullup,,,Quickley,I. Quickley,,,,,25.65,Missed,,,,,,,,,,,,,,,,,,
136,PT01M12.00S,2022-01-01T01:30:56.4Z,1,REGULAR,rebound,defensive,[],202324,,,1610612760,16,19,2022-01-01T01:30:56Z,1360000,,,0,,D. Favors REBOUND (Off:0 Def:1),[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,135.0,1.0,1.0,0.0,,,,,,,,,,
137,PT01M06.00S,2022-01-01T01:31:02.3Z,1,REGULAR,3pt,Jump Shot,[],1629660,31.882391590013142,51.225490196078425,1610612760,19,19,2022-01-01T01:31:15Z,1370000,-6.0,247.0,1,left,T. Jerome 24' 3PT pullup (3 PTS),[1629660],1610612760.0,OKC,pullup,,,Jerome,T. Jerome,,,,,24.73,Made,3.0,,,,,,,,,,,,,,,,,
138,PT00M47.60S,2022-01-01T01:31:23.8Z,1,REGULAR,foul,personal,['2freethrow'],1630197,,,1610612752,19,19,2022-01-01T01:31:33Z,1380000,,,0,,A. Pokusevski shooting personal FOUL (1 PF) (Toppin 2 FT),"[1630197, 1630167]",1610612760.0,OKC,shooting,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,202035.0,1.0,0.0,Toppin,1630167.0
140,PT00M47.60S,2022-01-01T01:31:51.2Z,1,REGULAR,freethrow,1 of 2,[],1630167,,,1610612752,19,19,2022-01-01T01:31:51Z,1400000,,,0,,MISS O. Toppin Free Throw 1 of 2,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,Missed,,,,,,,,,,,,,,,,,,
141,PT00M47.60S,2022-01-01T01:31:51.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,19,19,2022-01-01T01:31:51Z,1410000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,140.0,,,,,,,,,,,,,
142,PT00M47.60S,2022-01-01T01:31:52.0Z,1,REGULAR,substitution,out,[],1629628,,,1610612752,19,19,2022-01-01T01:31:56Z,1420000,,,0,,SUB out: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,
143,PT00M47.60S,2022-01-01T01:31:52.0Z,1,REGULAR,substitution,in,[],202692,,,1610612752,19,19,2022-01-01T01:31:56Z,1430000,,,0,,SUB in: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,
144,PT00M47.60S,2022-01-01T01:32:11.2Z,1,REGULAR,freethrow,2 of 2,[],1630167,,,1610612752,19,20,2022-01-01T01:32:11Z,1440000,,,0,,O. Toppin Free Throw 2 of 2 (3 PTS),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
145,PT00M35.00S,2022-01-01T01:32:28.5Z,1,REGULAR,foul,technical,['1freethrow'],1630167,,,1610612760,19,20,2022-01-01T01:32:45Z,1450000,,,0,,O. Toppin defensive-3-second technical FOUL (1 Tech),[1630167],1610612752.0,NYK,defensive-3-second,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,202035.0,0.0,1.0,,
146,PT00M35.00S,2022-01-01T01:32:52.7Z,1,REGULAR,freethrow,1 of 1,[],1629652,,,1610612760,20,20,2022-01-01T01:32:52Z,1460000,,,0,,L. Dort technical Free Throw 1 of 1 (1 PTS),[1629652],1610612760.0,OKC,technical,,,Dort,L. Dort,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
147,PT00M35.00S,2022-01-01T01:32:57.8Z,1,REGULAR,substitution,out,[],1630167,,,1610612760,20,20,2022-01-01T01:33:00Z,1470000,,,0,,SUB out: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,
148,PT00M35.00S,2022-01-01T01:32:57.8Z,1,REGULAR,substitution,in,[],1628995,,,1610612760,20,20,2022-01-01T01:33:00Z,1480000,,,0,,SUB in: K. Knox II,[1628995],1610612752.0,NYK,,,,Knox II,K. Knox II,,,,,,,,,,,,,,,,,,,,,,,,
149,PT00M33.10S,2022-01-01T01:33:11.1Z,1,REGULAR,3pt,Jump Shot,[],1629660,39.10972404730618,37.745098039215684,1610612760,23,20,2022-01-01T01:33:20Z,1490000,61.0,315.0,1,left,T. Jerome 32' 3PT  (6 PTS) (K. Williams 2 AST),"[1629660, 1629026]",1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,32.1,Made,6.0,K. Williams,1629026.0,2.0,,,,,,,,,,,,,,
151,PT00M10.10S,2022-01-01T01:33:37.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202692,85.10183968462549,36.27450980392157,1610612752,23,20,2022-01-01T01:33:58Z,1510000,-69.0,88.0,1,right,MISS A. Burks 11' pullup Shot,[202692],1610612752.0,NYK,pullup,,,Burks,A. Burks,,,,,11.12,Missed,,,,,,,,,,,,,,,,,,
152,PT00M06.80S,2022-01-01T01:33:40.4Z,1,REGULAR,rebound,defensive,[],1630197,,,1610612760,23,20,2022-01-01T01:33:41Z,1520000,,,0,,A. Pokusevski REBOUND (Off:0 Def:3),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,151.0,3.0,3.0,0.0,,,,,,,,,,
153,PT00M06.00S,2022-01-01T01:33:44.6Z,1,REGULAR,foul,personal,[],1630193,,,1610612760,23,20,2022-01-01T01:33:52Z,1530000,,,0,,I. Quickley personal FOUL (1 PF),"[1630193, 1630197]",1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,202035.0,1.0,0.0,Pokusevski,1630197.0
155,PT00M02.30S,2022-01-01T01:34:05.6Z,1,REGULAR,3pt,Jump Shot,[],1629660,35.8245729303548,52.94117647058824,1610612760,23,20,2022-01-01T01:34:15Z,1550000,-15.0,284.0,1,left,MISS T. Jerome 28' pullup 3PT,[1629660],1610612760.0,OKC,pullup,,,Jerome,T. Jerome,,,,,28.47,Missed,,,,,,,,,,,,,,,,,,
156,PT00M01.10S,2022-01-01T01:34:06.8Z,1,REGULAR,rebound,defensive,[],1630193,,,1610612752,23,20,2022-01-01T01:34:20Z,1560000,,,0,,I. Quickley REBOUND (Off:0 Def:1),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,155.0,1.0,1.0,0.0,,,,,,,,,,
157,PT00M00.00S,2022-01-01T01:34:32.3Z,1,REGULAR,period,end,[],0,,,1610612752,23,20,2022-01-01T01:34:32Z,1570000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2022-01-01T01:34:36.1Z,2,REGULAR,substitution,out,['startperiod'],1629652,,,1610612752,23,20,2022-01-01T01:36:36Z,1580000,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2022-01-01T01:34:36.1Z,2,REGULAR,substitution,out,['startperiod'],1629026,,,1610612752,23,20,2022-01-01T01:36:36Z,1590000,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2022-01-01T01:34:36.1Z,2,REGULAR,substitution,in,['startperiod'],1630177,,,1610612752,23,20,2022-01-01T01:36:36Z,1600000,,,0,,SUB in: T. Maledon,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2022-01-01T01:34:36.1Z,2,REGULAR,substitution,in,['startperiod'],1630598,,,1610612752,23,20,2022-01-01T01:36:36Z,1610000,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2022-01-01T01:36:46.3Z,2,REGULAR,period,start,[],0,,,1610612760,23,20,2022-01-01T01:36:46Z,1620000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT11M39.00S,2022-01-01T01:37:06.4Z,2,REGULAR,3pt,Jump Shot,[],1629660,29.77989487516426,70.58823529411765,1610612760,26,20,2022-01-01T01:37:10Z,1630000,-103.0,227.0,1,left,T. Jerome 24' 3PT  (9 PTS) (T. Maledon 1 AST),"[1629660, 1630177]",1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,24.96,Made,9.0,T. Maledon,1630177.0,1.0,,,,,,,,,,,,,,
165,PT11M18.00S,2022-01-01T01:37:26.8Z,2,REGULAR,3pt,Jump Shot,[],1628995,74.85216819973719,13.23529411764706,1610612752,26,20,2022-01-01T01:37:31Z,1650000,-184.0,184.0,1,right,MISS K. Knox II 26' 3PT,[1628995],1610612752.0,NYK,,,,Knox II,K. Knox II,,,,,26.0,Missed,,,,,,,,,,,,,,,,,,
166,PT11M15.00S,2022-01-01T01:37:29.8Z,2,REGULAR,rebound,defensive,[],1629660,,,1610612760,26,20,2022-01-01T01:37:31Z,1660000,,,0,,T. Jerome REBOUND (Off:0 Def:1),[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,165.0,1.0,1.0,0.0,,,,,,,,,,
167,PT11M07.00S,2022-01-01T01:37:38.2Z,2,REGULAR,3pt,Jump Shot,[],1630177,2.1846254927726676,96.56862745098039,1610612760,29,20,2022-01-01T01:37:42Z,1670000,-233.0,-32.0,1,left,T. Maledon 3PT  (3 PTS) (T. Jerome 2 AST),"[1630177, 1629660]",1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,23.5,Made,3.0,T. Jerome,1629660.0,2.0,,,,,,,,,,,,,,
169,PT10M56.00S,2022-01-01T01:37:55.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,29,20,2022-01-01T01:37:55Z,1690000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT10M47.00S,2022-01-01T01:40:49.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628995,92.32917214191852,48.77450980392157,1610612752,29,22,2022-01-01T01:40:54Z,1700000,-6.0,20.0,1,right,K. Knox II cutting Layup (2 PTS) (A. Burks 1 AST),"[1628995, 202692]",1610612752.0,NYK,cutting,,,Knox II,K. Knox II,,,,,2.05,Made,2.0,A. Burks,202692.0,1.0,,,,,,,,,,,,,,
172,PT10M28.00S,2022-01-01T01:41:08.7Z,2,REGULAR,3pt,Jump Shot,[],1630598,13.091327201051248,2.696078431372549,1610612760,29,22,2022-01-01T01:41:17Z,1720000,237.0,71.0,1,left,MISS A. Wiggins 24' pullup 3PT,[1630598],1610612760.0,OKC,pullup,,,Wiggins,A. Wiggins,,,,,24.68,Missed,,,,,,,,,,,,,,,,,,
173,PT10M25.00S,2022-01-01T01:41:11.7Z,2,REGULAR,rebound,defensive,[],201959,,,1610612752,29,22,2022-01-01T01:41:13Z,1730000,,,0,,T. Gibson REBOUND (Off:0 Def:4),[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,172.0,4.0,4.0,0.0,,,,,,,,,,
174,PT10M16.00S,2022-01-01T01:41:21.0Z,2,REGULAR,3pt,Jump Shot,[],1628995,66.04796320630749,51.470588235294116,1610612752,29,22,2022-01-01T01:41:25Z,1740000,7.0,267.0,1,right,MISS K. Knox II 26' 3PT,[1628995],1610612752.0,NYK,,,,Knox II,K. Knox II,,,,,26.67,Missed,,,,,,,,,,,,,,,,,,
175,PT10M12.00S,2022-01-01T01:41:25.0Z,2,REGULAR,rebound,defensive,[],1630197,,,1610612760,29,22,2022-01-01T01:41:25Z,1750000,,,0,,A. Pokusevski REBOUND (Off:0 Def:4),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,174.0,4.0,4.0,0.0,,,,,,,,,,
176,PT10M04.00S,2022-01-01T01:41:33.0Z,2,REGULAR,3pt,Jump Shot,[],1630197,24.129434954007884,88.97058823529412,1610612760,32,22,2022-01-01T01:41:37Z,1760000,-195.0,174.0,1,left,A. Pokusevski 26' 3PT  (3 PTS) (T. Jerome 3 AST),"[1630197, 1629660]",1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,26.15,Made,3.0,T. Jerome,1629660.0,3.0,,,,,,,,,,,,,,
178,PT09M46.00S,2022-01-01T01:41:50.8Z,2,REGULAR,2pt,Jump Shot,[],1630193,72.88107752956637,48.529411764705884,1610612752,32,24,2022-01-01T01:41:55Z,1780000,-7.0,202.0,1,right,I. Quickley 20' pullup Jump Shot (2 PTS),[1630193],1610612752.0,NYK,pullup,,,Quickley,I. Quickley,,,,,20.25,Made,2.0,,,,,,,,,,,,,,,,,
179,PT09M31.00S,2022-01-01T01:42:06.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629660,7.046649145860711,37.254901960784316,1610612760,32,24,2022-01-01T01:42:12Z,1790000,64.0,14.0,1,left,MISS T. Jerome 6' driving floating Shot,[1629660],1610612760.0,OKC,driving floating,,,Jerome,T. Jerome,,,,,6.52,Missed,,,,,,,,,,,,,,,,,,
