actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,officialId,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
544,PT09M21.00S,2021-10-27T01:55:46.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630581,93.64323258869908,50.245098039215684,1610612760,78,85,2021-10-27T01:55:58Z,5200000,1.0,7.0,1,right,J. Giddey putback Layup (4 PTS),[1630581],1610612760.0,OKC,putback,,,Giddey,J. Giddey,,,,,0.74,Made,,,,,,,,,,,4.0,,,,,,,,
545,PT09M03.00S,2021-10-27T01:56:05.1Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],203952,8.360709592641262,49.26470588235294,1610612744,78,87,2021-10-27T01:56:08Z,5210000,4.0,26.0,1,left,A. Wiggins Hook (17 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,2.64,Made,,,,,,,,,,,17.0,,,,,,,,
546,PT08M51.00S,2021-10-27T01:56:17.4Z,4,REGULAR,3pt,Jump Shot,[],1629026,95.48291721419186,95.58823529411765,1610612760,78,87,2021-10-27T01:56:20Z,5220000,228.0,-10.0,1,right,MISS K. Williams 3PT,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,22.81,Missed,,,,,,,,,,,,,,,,,,,
547,PT08M49.00S,2021-10-27T01:56:19.4Z,4,REGULAR,rebound,defensive,[],203490,,,1610612744,78,87,2021-10-27T01:56:20Z,5230000,,,0,,O. Porter Jr. REBOUND (Off:0 Def:4),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,546.0,,,4.0,4.0,0.0,,,,,,,,,,,
548,PT08M34.00S,2021-10-27T01:56:34.3Z,4,REGULAR,3pt,Jump Shot,[],203952,22.683968462549277,88.97058823529412,1610612744,78,87,2021-10-27T01:56:38Z,5240000,-195.0,161.0,1,left,MISS A. Wiggins 25' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,25.26,Missed,,,,,,,,,,,,,,,,,,,
549,PT08M30.00S,2021-10-27T01:56:38.3Z,4,REGULAR,rebound,offensive,[],1629308,,,1610612744,78,87,2021-10-27T01:56:38Z,5250000,,,0,,J. Toscano-Anderson REBOUND (Off:1 Def:0),[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,548.0,,,1.0,0.0,1.0,,,,,,,,,,,
550,PT08M24.00S,2021-10-27T01:56:46.8Z,4,REGULAR,foul,personal,[],1628983,,,1610612744,78,87,2021-10-27T01:56:54Z,5260000,,,0,,S. Gilgeous-Alexander personal FOUL (5 PF),"[1628983, 203490]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,201245.0,,,,,,,,,,,5.0,0.0,Porter Jr.,203490.0,
552,PT08M24.00S,2021-10-27T01:57:09.9Z,4,REGULAR,substitution,out,[],2738,,,1610612744,78,87,2021-10-27T01:57:14Z,5280000,,,0,,SUB out: A. Iguodala,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT08M24.00S,2021-10-27T01:57:09.9Z,4,REGULAR,substitution,in,[],203110,,,1610612744,78,87,2021-10-27T01:57:14Z,5290000,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT08M11.00S,2021-10-27T01:57:24.8Z,4,REGULAR,turnover,lost ball,[],203110,,,1610612744,78,87,2021-10-27T02:03:53Z,5305000,,,0,,D. Green lost ball TURNOVER (3 TO),"[203110, 1630526]",1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,3.0,,,,Robinson-Earl,1630526.0,,,,,,,,,
573,PT08M11.00S,2021-10-27T01:57:24.8Z,4,REGULAR,steal,,[],1630526,,,1610612760,78,87,2021-10-27T02:03:53Z,5312500,,,0,,J. Robinson-Earl STEAL (1 STL),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT08M04.00S,2021-10-27T01:57:39.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630581,96.13994743758212,3.9215686274509802,1610612760,81,87,2021-10-27T02:03:53Z,5320000,-230.0,-16.0,1,right,J. Giddey 3PT  (7 PTS) (K. Williams 2 AST),"[1630581, 1629026]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,23.1,Made,,,,,,,,,,,7.0,K. Williams,1629026.0,2.0,,,,,
558,PT08M04.00S,2021-10-27T01:57:50.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,81,87,2021-10-27T01:57:50Z,5340000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,PT07M46.00S,2021-10-27T02:00:57.9Z,4,REGULAR,2pt,Jump Shot,[],203952,7.046649145860711,81.86274509803921,1610612744,81,89,2021-10-27T02:01:04Z,5350000,-159.0,14.0,1,left,A. Wiggins 15' turnaround fadeaway Jump Shot (19 PTS) (J. Poole 7 AST),"[203952, 1629673]",1610612744.0,GSW,turnaround fadeaway,,,Wiggins,A. Wiggins,,,,,15.99,Made,,,,,,,,,,,19.0,J. Poole,1629673.0,7.0,,,,,
560,PT07M21.00S,2021-10-27T02:01:23.3Z,4,REGULAR,turnover,lost ball,[],1629026,,,1610612760,81,89,2021-10-27T02:01:37Z,5360000,,,0,,K. Williams lost ball TURNOVER (1 TO),"[1629026, 203952]",1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,1.0,,,,Wiggins,203952.0,,,,,,,,,
561,PT07M21.00S,2021-10-27T02:01:23.3Z,4,REGULAR,steal,,[],203952,,,1610612744,81,89,2021-10-27T02:01:25Z,5370000,,,0,,A. Wiggins STEAL (3 STL),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT07M04.00S,2021-10-27T02:01:39.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203490,8.623521681997373,2.696078431372549,1610612744,81,89,2021-10-27T02:01:45Z,5380000,237.0,29.0,1,left,MISS O. Porter Jr. 3PT,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,23.82,Missed,,,,,,,,,,,,,,,,,,,
563,PT07M01.00S,2021-10-27T02:01:42.8Z,4,REGULAR,rebound,offensive,[],203110,,,1610612744,81,89,2021-10-27T02:01:45Z,5390000,,,0,,D. Green REBOUND (Off:1 Def:7),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,562.0,,,8.0,7.0,1.0,,,,,,,,,,,
564,PT06M54.00S,2021-10-27T02:01:53.1Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,81,89,2021-10-27T02:01:53Z,5400000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT06M49.00S,2021-10-27T02:02:10.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629673,5.206964520367937,53.67647058823529,1610612744,81,91,2021-10-27T02:02:20Z,5410000,-18.0,-4.0,1,left,J. Poole driving Layup (8 PTS) (A. Wiggins 2 AST),"[1629673, 203952]",1610612744.0,GSW,driving,,,Poole,J. Poole,,,,,1.87,Made,,,,,,,,,,,8.0,A. Wiggins,203952.0,2.0,,,,,
567,PT06M32.00S,2021-10-27T02:02:27.9Z,4,REGULAR,3pt,Jump Shot,[],1628983,96.27135348226018,95.34313725490196,1610612760,84,91,2021-10-27T02:02:33Z,5430000,227.0,-17.0,1,right,S. Gilgeous-Alexander 3PT  (25 PTS) (J. Giddey 3 AST),"[1628983, 1630581]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,22.74,Made,,,,,,,,,,,25.0,J. Giddey,1630581.0,3.0,,,,,
569,PT06M18.00S,2021-10-27T02:02:44.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,4.812746386333772,49.50980392156863,1610612744,84,93,2021-10-27T02:06:12Z,5465000,2.0,-7.0,1,left,J. Poole driving Layup (10 PTS),[1629673],1610612744.0,GSW,driving,,,Poole,J. Poole,,,,,0.77,Made,,,,,,,,,,,10.0,,,,,,,,
571,PT06M18.00S,2021-10-27T02:02:51.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,84,93,2021-10-27T02:06:13Z,5467500,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT06M18.00S,2021-10-27T02:05:11.8Z,4,REGULAR,substitution,out,[],1630581,,,1610612760,84,93,2021-10-27T02:05:41Z,5470000,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT06M18.00S,2021-10-27T02:05:11.8Z,4,REGULAR,substitution,out,[],203490,,,1610612760,84,93,2021-10-27T02:05:41Z,5480000,,,0,,SUB out: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT06M18.00S,2021-10-27T02:05:11.8Z,4,REGULAR,substitution,in,[],1629652,,,1610612760,84,93,2021-10-27T02:05:41Z,5490000,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT06M18.00S,2021-10-27T02:05:11.8Z,4,REGULAR,substitution,in,[],201939,,,1610612760,84,93,2021-10-27T02:05:41Z,5500000,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT06M01.00S,2021-10-27T02:05:57.1Z,4,REGULAR,3pt,Jump Shot,[],1628983,72.22404730617609,77.94117647058823,1610612760,87,93,2021-10-27T02:06:12Z,5510000,140.0,209.0,1,right,S. Gilgeous-Alexander 25' 3PT step back (28 PTS),[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,25.11,Made,,,,,,,,,,,28.0,,,,,,,,
579,PT05M39.00S,2021-10-27T02:06:18.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,6.389618922470433,53.92156862745098,1610612744,87,93,2021-10-27T02:06:22Z,5520000,-20.0,8.0,1,left,MISS J. Poole Layup,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,2.1,Missed,,,,,,,,,,,,,,,,,,,
580,PT05M37.00S,2021-10-27T02:06:20.3Z,4,REGULAR,rebound,defensive,[],1630177,,,1610612760,87,93,2021-10-27T02:06:22Z,5530000,,,0,,T. Maledon REBOUND (Off:0 Def:1),[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,579.0,,,1.0,1.0,0.0,,,,,,,,,,,
581,PT05M36.00S,2021-10-27T02:06:26.5Z,4,REGULAR,foul,personal,[],203110,,,1610612760,87,93,2021-10-27T02:06:37Z,5540000,,,0,,D. Green take personal FOUL (2 PF),"[203110, 1630177]",1610612744.0,GSW,take,,,Green,D. Green,,,,,,,,,,1155.0,,,,,,,,,,,2.0,0.0,Maledon,1630177.0,
583,PT05M19.00S,2021-10-27T02:07:04.0Z,4,REGULAR,foul,personal,['2freethrow'],1629308,,,1610612760,87,93,2021-10-27T02:07:21Z,5560000,,,0,,J. Toscano-Anderson shooting personal FOUL (2 PF) (Williams 2 FT),"[1629308, 1629026]",1610612744.0,GSW,shooting,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,202049.0,,,,,,,,,,,2.0,0.0,Williams,1629026.0,
585,PT05M19.00S,2021-10-27T02:07:34.4Z,4,REGULAR,freethrow,1 of 2,[],1629026,,,1610612760,88,93,2021-10-27T02:07:34Z,5580000,,,0,,K. Williams Free Throw 1 of 2 (6 PTS),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,Made,,,,,,,,,,,6.0,,,,,,,,
586,PT05M19.00S,2021-10-27T02:07:35.1Z,4,REGULAR,substitution,out,[],1629673,,,1610612760,88,93,2021-10-27T02:07:41Z,5590000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT05M19.00S,2021-10-27T02:07:35.1Z,4,REGULAR,substitution,in,[],1627814,,,1610612760,88,93,2021-10-27T02:07:41Z,5600000,,,0,,SUB in: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT05M19.00S,2021-10-27T02:07:57.3Z,4,REGULAR,freethrow,2 of 2,[],1629026,,,1610612760,89,93,2021-10-27T02:07:57Z,5610000,,,0,,K. Williams Free Throw 2 of 2 (7 PTS),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,Made,,,,,,,,,,,7.0,,,,,,,,
589,PT05M03.00S,2021-10-27T02:08:14.9Z,4,REGULAR,3pt,Jump Shot,[],1629308,4.02431011826544,95.09803921568627,1610612744,89,96,2021-10-27T02:08:20Z,5620000,-225.0,-15.0,1,left,J. Toscano-Anderson 3PT  (5 PTS) (A. Wiggins 3 AST),"[1629308, 203952]",1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,22.6,Made,,,,,,,,,,,5.0,A. Wiggins,203952.0,3.0,,,,,
591,PT04M41.00S,2021-10-27T02:08:37.0Z,4,REGULAR,3pt,Jump Shot,[],1629652,83.13074901445466,96.32352941176471,1610612760,89,96,2021-10-27T02:08:42Z,5640000,232.0,106.0,1,right,MISS L. Dort 25' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,25.47,Missed,,,,,,,,,,,,,,,,,,,
592,PT04M39.00S,2021-10-27T02:08:39.0Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612744,89,96,2021-10-27T02:08:42Z,5650000,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,591.0,,,,,,,,,,,,,,,,
593,PT04M39.00S,2021-10-27T02:08:41.2Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,89,96,2021-10-27T02:08:41Z,5660000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT04M39.00S,2021-10-27T02:08:42.4Z,4,REGULAR,substitution,out,[],1630177,,,1610612744,89,96,2021-10-27T02:08:48Z,5670000,,,0,,SUB out: T. Maledon,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT04M39.00S,2021-10-27T02:08:42.4Z,4,REGULAR,substitution,in,[],1630581,,,1610612744,89,96,2021-10-27T02:08:48Z,5680000,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT04M27.00S,2021-10-27T02:09:11.2Z,4,REGULAR,foul,offensive,[],203110,,,1610612744,89,96,2021-10-27T02:09:17Z,5690000,,,0,,D. Green offensive FOUL (3 PF),"[203110, 1629026]",1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,201245.0,,,,,,,,,,,3.0,0.0,Williams,1629026.0,
598,PT04M27.00S,2021-10-27T02:09:11.2Z,4,REGULAR,turnover,offensive foul,[],203110,,,1610612744,89,96,2021-10-27T02:09:11Z,5710000,,,0,,D. Green offensive foul TURNOVER (4 TO),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,201245.0,4.0,,,,,,,,,,,,,,
599,PT04M27.00S,2021-10-27T02:09:17.8Z,4,REGULAR,substitution,out,[],1630526,,,1610612760,89,96,2021-10-27T02:09:20Z,5720000,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,
600,PT04M27.00S,2021-10-27T02:09:17.8Z,4,REGULAR,substitution,in,[],203488,,,1610612760,89,96,2021-10-27T02:09:20Z,5730000,,,0,,SUB in: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT04M19.00S,2021-10-27T02:09:32.8Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628983,80.1084099868594,36.029411764705884,1610612760,89,96,2021-10-27T02:09:40Z,5740000,-70.0,134.0,1,right,MISS S. Gilgeous-Alexander 15' step back Shot,[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,15.16,Missed,,,,,,,,,,,,,,,,,,,
602,PT04M17.00S,2021-10-27T02:09:34.8Z,4,REGULAR,rebound,offensive,[],203488,,,1610612760,89,96,2021-10-27T02:09:40Z,5750000,,,0,,M. Muscala REBOUND (Off:1 Def:3),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,601.0,,,4.0,3.0,1.0,,,,,,,,,,,
603,PT04M17.00S,2021-10-27T02:09:40.0Z,4,REGULAR,foul,personal,['2freethrow'],203110,,,1610612760,89,96,2021-10-27T02:10:12Z,5760000,,,0,,D. Green shooting personal FOUL (4 PF) (Muscala 2 FT),"[203110, 203488]",1610612744.0,GSW,shooting,,,Green,D. Green,,,,,,,,,,201245.0,,,,,,,,,,,4.0,0.0,Muscala,203488.0,
605,PT04M17.00S,2021-10-27T02:10:17.1Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",203488,,,1610612760,90,96,2021-10-27T02:10:17Z,5780000,,,0,,M. Muscala Free Throw 1 of 2 (6 PTS),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,Made,,,,,,,,,,,6.0,,,,,,,,
606,PT04M17.00S,2021-10-27T02:10:17.1Z,4,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",203488,,,1610612760,90,96,2021-10-27T02:10:35Z,5790000,,,0,,MISS M. Muscala Free Throw 2 of 2,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,Missed,,,,,,,,,,,,,,,,,,,
607,PT04M14.00S,2021-10-27T02:10:20.1Z,4,REGULAR,rebound,defensive,[],203110,,,1610612744,90,96,2021-10-27T02:10:35Z,5800000,,,0,,D. Green REBOUND (Off:1 Def:8),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,606.0,,,9.0,8.0,1.0,,,,,,,,,,,
608,PT04M07.00S,2021-10-27T02:10:44.6Z,4,REGULAR,foul,personal,[],1629652,,,1610612744,90,96,2021-10-27T02:11:14Z,5810000,,,0,,L. Dort personal FOUL (3 PF),"[1629652, 201939]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,1155.0,,,,,,,,,,,3.0,0.0,Curry,201939.0,
610,PT04M07.00S,2021-10-27T02:11:04.8Z,4,REGULAR,substitution,out,[],1629308,,,1610612744,90,96,2021-10-27T02:11:07Z,5830000,,,0,,SUB out: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT04M07.00S,2021-10-27T02:11:04.8Z,4,REGULAR,substitution,in,[],2738,,,1610612744,90,96,2021-10-27T02:11:07Z,5840000,,,0,,SUB in: A. Iguodala,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT03M54.00S,2021-10-27T02:11:32.1Z,4,REGULAR,3pt,Jump Shot,[],2738,5.995400788436268,3.1862745098039214,1610612744,90,99,2021-10-27T02:11:36Z,5850000,234.0,4.0,1,left,A. Iguodala 3PT  (3 PTS) (A. Wiggins 4 AST),"[2738, 203952]",1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,23.41,Made,,,,,,,,,,,3.0,A. Wiggins,203952.0,4.0,,,,,
614,PT03M38.00S,2021-10-27T02:11:49.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203110,,,1610612760,90,99,2021-10-27T02:12:00Z,5870000,,,0,,D. Green shooting personal FOUL (5 PF) (Muscala 2 FT),"[203110, 203488]",1610612744.0,GSW,shooting,,,Green,D. Green,,,,,,,,,,1155.0,,,,,,,,,,,5.0,0.0,Muscala,203488.0,
616,PT03M38.00S,2021-10-27T02:12:12.8Z,4,REGULAR,freethrow,1 of 2,[],203488,,,1610612760,91,99,2021-10-27T02:12:12Z,5890000,,,0,,M. Muscala Free Throw 1 of 2 (7 PTS),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,Made,,,,,,,,,,,7.0,,,,,,,,
617,PT03M38.00S,2021-10-27T02:12:27.3Z,4,REGULAR,freethrow,2 of 2,[],203488,,,1610612760,92,99,2021-10-27T02:12:27Z,5900000,,,0,,M. Muscala Free Throw 2 of 2 (8 PTS),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,Made,,,,,,,,,,,8.0,,,,,,,,
618,PT03M23.00S,2021-10-27T02:12:44.3Z,4,REGULAR,3pt,Jump Shot,[],1627814,33.065045992115635,44.11764705882353,1610612744,92,102,2021-10-27T02:12:48Z,5910000,29.0,258.0,1,left,D. Lee 26' 3PT  (18 PTS) (S. Curry 3 AST),"[1627814, 201939]",1610612744.0,GSW,,,,Lee,D. Lee,,,,,26.0,Made,,,,,,,,,,,18.0,S. Curry,201939.0,3.0,,,,,
620,PT03M05.00S,2021-10-27T02:13:01.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629026,81.02825229960578,50.245098039215684,1610612760,92,102,2021-10-27T02:13:07Z,5930000,1.0,126.0,1,right,MISS K. Williams 12' fadeaway Shot,[1629026],1610612760.0,OKC,fadeaway,,,Williams,K. Williams,,,,,12.58,Missed,,,,,,,,,,,,,,,,,,,
621,PT03M01.00S,2021-10-27T02:13:05.9Z,4,REGULAR,rebound,defensive,[],201939,,,1610612744,92,102,2021-10-27T02:13:07Z,5940000,,,0,,S. Curry REBOUND (Off:1 Def:5),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,620.0,,,6.0,5.0,1.0,,,,,,,,,,,
622,PT02M54.00S,2021-10-27T02:13:12.6Z,4,REGULAR,3pt,Jump Shot,[],201939,31.61957950065703,17.892156862745097,1610612744,92,102,2021-10-27T02:13:17Z,5950000,161.0,245.0,1,left,MISS S. Curry 29' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,29.26,Missed,,,,,,,,,,,,,,,,,,,
623,PT02M51.00S,2021-10-27T02:13:15.6Z,4,REGULAR,rebound,defensive,[],1629026,,,1610612760,92,102,2021-10-27T02:13:17Z,5960000,,,0,,K. Williams REBOUND (Off:0 Def:5),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,622.0,,,5.0,5.0,0.0,,,,,,,,,,,
624,PT02M39.00S,2021-10-27T02:13:28.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,92.06636005256242,50.0,1610612760,94,102,2021-10-27T02:13:33Z,5970000,0.0,22.0,1,right,L. Dort driving Layup (11 PTS) (K. Williams 3 AST),"[1629652, 1629026]",1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,2.21,Made,,,,,,,,,,,11.0,K. Williams,1629026.0,3.0,,,,,
625,PT02M16.00S,2021-10-27T02:13:53.1Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,94,102,2021-10-27T02:13:53Z,5980000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT02M11.00S,2021-10-27T02:14:21.3Z,4,REGULAR,3pt,Jump Shot,[],203952,25.969119579500656,17.15686274509804,1610612744,94,102,2021-10-27T02:14:31Z,5990000,164.0,192.0,1,left,MISS A. Wiggins 25' pullup bank 3PT,[203952],1610612744.0,GSW,pullup bank,,,Wiggins,A. Wiggins,,,,,25.23,Missed,,,,,,,,,,,,,,,,,,,
627,PT02M08.00S,2021-10-27T02:14:24.2Z,4,REGULAR,rebound,defensive,[],1628983,,,1610612760,94,102,2021-10-27T02:14:24Z,6000000,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:1),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,626.0,,,1.0,1.0,0.0,,,,,,,,,,,
628,PT01M58.00S,2021-10-27T02:14:34.0Z,4,REGULAR,2pt,Jump Shot,[],1628983,94.30026281208936,79.65686274509804,1610612760,94,102,2021-10-27T02:14:40Z,6010000,148.0,1.0,1,right,MISS S. Gilgeous-Alexander 14' pullup Shot,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,14.83,Missed,,,,,,,,,,,,,,,,,,,
629,PT01M55.00S,2021-10-27T02:14:37.0Z,4,REGULAR,rebound,defensive,[],203952,,,1610612744,94,102,2021-10-27T02:14:40Z,6020000,,,0,,A. Wiggins REBOUND (Off:1 Def:2),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,628.0,,,3.0,2.0,1.0,,,,,,,,,,,
631,PT01M38.00S,2021-10-27T02:14:57.0Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,94,102,2021-10-27T02:14:57Z,6030000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,PT01M33.00S,2021-10-27T02:15:16.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203952,12.697109067017081,48.77450980392157,1610612744,94,104,2021-10-27T02:15:28Z,6040000,6.0,67.0,1,left,A. Wiggins 6' Layup (21 PTS) (D. Green 8 AST),"[203952, 203110]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,6.72,Made,,,,,,,,,,,21.0,D. Green,203110.0,8.0,,,,,
633,PT01M26.00S,2021-10-27T02:15:27.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",2738,,,1610612760,94,104,2021-10-27T02:15:32Z,6050000,,,0,,A. Iguodala personal FOUL (2 PF) (Gilgeous-Alexander 2 FT),"[2738, 1628983]",1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,201245.0,,,,,,,,,,,2.0,0.0,Gilgeous-Alexander,1628983.0,
635,PT01M26.00S,2021-10-27T02:15:54.9Z,4,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,95,104,2021-10-27T02:15:54Z,6070000,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (29 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,Made,,,,,,,,,,,29.0,,,,,,,,
636,PT01M26.00S,2021-10-27T02:16:09.4Z,4,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,96,104,2021-10-27T02:16:09Z,6080000,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (30 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,Made,,,,,,,,,,,30.0,,,,,,,,
