actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
362,PT10M23.00S,2022-04-02T01:20:50.7Z,3,REGULAR,rebound,defensive,[],1629658,,,1610612760,54,57,2022-04-02T01:20:50Z,3500000,,,0,,J. Hoard REBOUND (Off:2 Def:9),[1629658],1610612760.0,OKC,,,,Hoard,J. Hoard,,,,,,,361.0,,,11.0,9.0,2.0,,,,,,,,,,,,
363,PT10M12.00S,2022-04-02T01:21:02.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630598,84.70762155059133,56.372549019607845,1610612760,54,57,2022-04-02T01:21:06Z,3510000,32.0,91.0,1,right,MISS A. Wiggins 9' pullup Shot,[1630598],1610612760.0,OKC,pullup,,,Wiggins,A. Wiggins,,,,,9.66,Missed,,,,,,,,,,,,,,,,,,
364,PT10M08.00S,2022-04-02T01:21:06.1Z,3,REGULAR,rebound,defensive,[],1630296,,,1610612765,54,57,2022-04-02T01:21:06Z,3520000,,,0,,B. Key REBOUND (Off:0 Def:6),[1630296],1610612765.0,DET,,,,Key,B. Key,,,,,,,363.0,,,6.0,6.0,0.0,,,,,,,,,,,,
365,PT10M03.00S,2022-04-02T01:21:10.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628402,5.206964520367937,95.34313725490196,1610612765,54,60,2022-04-02T01:21:18Z,3530000,-227.0,-4.0,1,left,F. Jackson 3PT  (14 PTS) (J. Pickett 3 AST),"[1628402, 1630691]",1610612765.0,DET,,,,Jackson,F. Jackson,,,,,22.67,Made,,,,,,,14.0,J. Pickett,1630691.0,3.0,,,,,,,,
367,PT09M51.00S,2022-04-02T01:21:26.9Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,54,60,2022-04-02T01:21:26Z,3550000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,PT09M39.00S,2022-04-02T01:21:47.3Z,3,REGULAR,3pt,Jump Shot,[],1630177,71.56701708278581,14.705882352941178,1610612760,54,60,2022-04-02T01:21:53Z,3560000,-176.0,215.0,1,right,MISS T. Maledon 27' 3PT,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,27.8,Missed,,,,,,,,,,,,,,,,,,
369,PT09M34.00S,2022-04-02T01:21:52.3Z,3,REGULAR,rebound,defensive,[],1630587,,,1610612765,54,60,2022-04-02T01:21:53Z,3570000,,,0,,I. Livers REBOUND (Off:0 Def:7),[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,368.0,,,7.0,7.0,0.0,,,,,,,,,,,,
370,PT09M28.00S,2022-04-02T01:21:57.7Z,3,REGULAR,3pt,Jump Shot,[],1630691,13.091327201051248,3.9215686274509802,1610612765,54,63,2022-04-02T01:22:02Z,3580000,230.0,71.0,1,left,J. Pickett 24' 3PT  (13 PTS) (K. Hayes 4 AST),"[1630691, 1630165]",1610612765.0,DET,,,,Pickett,J. Pickett,,,,,24.1,Made,,,,,,,13.0,K. Hayes,1630165.0,4.0,,,,,,,,
372,PT09M07.00S,2022-04-02T01:22:19.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630177,87.20433639947439,37.745098039215684,1610612760,56,63,2022-04-02T01:25:35Z,3600000,-61.0,68.0,1,right,T. Maledon 9' driving floating Jump Shot (13 PTS) (J. Hoard 3 AST),"[1630177, 1629658]",1610612760.0,OKC,driving floating,,,Maledon,T. Maledon,,,,,9.14,Made,,,,,,,13.0,J. Hoard,1629658.0,3.0,,,,,,,,
374,PT08M56.00S,2022-04-02T01:22:32.4Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612765,56,63,2022-04-02T01:22:32Z,3620000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT08M46.00S,2022-04-02T01:22:56.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628402,8.623521681997373,54.65686274509803,1610612765,56,63,2022-04-02T01:23:01Z,3630000,-23.0,29.0,1,left,MISS F. Jackson driving Layup,[1628402],1610612765.0,DET,driving,,,Jackson,F. Jackson,,,,,3.69,Missed,,,,,,,,,,,,,,,,,,
376,PT08M45.00S,2022-04-02T01:22:57.4Z,3,REGULAR,rebound,offensive,[],1628402,,,1610612765,56,63,2022-04-02T01:23:01Z,3640000,,,0,,F. Jackson REBOUND (Off:1 Def:1),[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,375.0,,,2.0,1.0,1.0,,,,,,,,,,,,
377,PT08M45.00S,2022-04-02T01:22:59.1Z,3,REGULAR,foul,personal,['2freethrow'],1630249,,,1610612765,56,63,2022-04-02T01:23:11Z,3650000,,,0,,V. Krejci shooting personal FOUL (2 PF) (Jackson 2 FT),"[1630249, 1628402]",1610612760.0,OKC,shooting,,,Krejci,V. Krejci,,,,,,,,,,,,,,,,,202007.0,2.0,0.0,Jackson,1628402.0,,,
379,PT08M45.00S,2022-04-02T01:23:20.6Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1628402,,,1610612765,56,64,2022-04-02T01:23:20Z,3670000,,,0,,F. Jackson Free Throw 1 of 2 (15 PTS),[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,Made,,,,,,,15.0,,,,,,,,,,,
380,PT08M45.00S,2022-04-02T01:23:34.2Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1628402,,,1610612765,56,65,2022-04-02T01:23:34Z,3680000,,,0,,F. Jackson Free Throw 2 of 2 (16 PTS),[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,Made,,,,,,,16.0,,,,,,,,,,,
381,PT08M32.00S,2022-04-02T01:23:47.6Z,3,REGULAR,3pt,Jump Shot,[],1629676,66.04796320630749,50.0,1610612760,56,65,2022-04-02T01:23:54Z,3690000,0.0,267.0,1,right,MISS I. Roby 26' 3PT,[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,26.66,Missed,,,,,,,,,,,,,,,,,,
382,PT08M30.00S,2022-04-02T01:23:49.6Z,3,REGULAR,rebound,offensive,[],1629658,,,1610612760,56,65,2022-04-02T01:31:51Z,3700000,,,0,,J. Hoard REBOUND (Off:3 Def:9),[1629658],1610612760.0,OKC,,,,Hoard,J. Hoard,,,,,,,381.0,,,12.0,9.0,3.0,,,,,,,,,,,,
383,PT08M30.00S,2022-04-02T01:23:53.6Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629658,94.40999984741211,50.0,1610612760,56,65,2022-04-02T01:32:08Z,3710000,0.0,0.0,1,right,MISS J. Hoard tip Layup,[1629658],1610612760.0,OKC,tip,,,Hoard,J. Hoard,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
384,PT08M26.00S,2022-04-02T01:23:57.6Z,3,REGULAR,rebound,offensive,[],1629658,,,1610612760,56,65,2022-04-02T01:32:08Z,3720000,,,0,,J. Hoard REBOUND (Off:4 Def:9),[1629658],1610612760.0,OKC,,,,Hoard,J. Hoard,,,,,,,383.0,,,13.0,9.0,4.0,,,,,,,,,,,,
387,PT08M22.00S,2022-04-02T01:23:57.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629658,95.48291721419186,94.6078431372549,1610612760,56,65,2022-04-02T01:24:04Z,3750000,223.0,-10.0,1,right,MISS J. Hoard 3PT,[1629658],1610612760.0,OKC,,,,Hoard,J. Hoard,,,,,22.32,Missed,,,,,,,,,,,,,,,,,,
388,PT08M18.00S,2022-04-02T01:24:01.9Z,3,REGULAR,rebound,defensive,[],1630165,,,1610612765,56,65,2022-04-02T01:24:04Z,3760000,,,0,,K. Hayes REBOUND (Off:1 Def:3),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,387.0,,,4.0,3.0,1.0,,,,,,,,,,,,
389,PT08M09.00S,2022-04-02T01:24:10.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628402,14.273981603153747,43.627450980392155,1610612765,56,67,2022-04-02T01:24:18Z,3770000,32.0,82.0,1,left,F. Jackson 8' turnaround Jump Shot (18 PTS),[1628402],1610612765.0,DET,turnaround,,,Jackson,F. Jackson,,,,,8.77,Made,,,,,,,18.0,,,,,,,,,,,
390,PT07M52.00S,2022-04-02T01:24:26.4Z,3,REGULAR,turnover,lost ball,[],1629676,,,1610612760,56,67,2022-04-02T01:24:29Z,3780000,,,0,,I. Roby lost ball TURNOVER (1 TO),"[1629676, 1630165]",1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,1.0,Hayes,1630165.0
391,PT07M52.00S,2022-04-02T01:24:26.4Z,3,REGULAR,steal,,[],1630165,,,1610612765,56,67,2022-04-02T01:24:27Z,3790000,,,0,,K. Hayes STEAL (4 STL),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,
392,PT07M49.00S,2022-04-02T01:24:31.2Z,3,REGULAR,turnover,out-of-bounds,[],1630165,,,1610612765,56,67,2022-04-02T01:24:38Z,3800000,,,0,,K. Hayes bad pass out-of-bounds TURNOVER (2 TO),[1630165],1610612765.0,DET,bad pass,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,202053.0,,,,,2.0,,
393,PT07M43.00S,2022-04-02T01:24:47.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630598,71.04139290407359,18.872549019607842,1610612760,56,67,2022-04-02T01:24:51Z,3810000,-156.0,220.0,1,right,MISS A. Wiggins 26' 3PT,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,26.92,Missed,,,,,,,,,,,,,,,,,,
394,PT07M39.00S,2022-04-02T01:24:51.0Z,3,REGULAR,rebound,defensive,[],1630165,,,1610612765,56,67,2022-04-02T01:24:51Z,3820000,,,0,,K. Hayes REBOUND (Off:1 Def:4),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,393.0,,,5.0,4.0,1.0,,,,,,,,,,,,
395,PT07M37.00S,2022-04-02T01:24:54.0Z,3,REGULAR,foul,personal,[],1630177,,,1610612765,56,67,2022-04-02T01:25:01Z,3830000,,,0,,T. Maledon personal FOUL (2 PF),"[1630177, 1630165]",1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,202053.0,2.0,0.0,Hayes,1630165.0,,,
397,PT07M37.00S,2022-04-02T01:25:00.5Z,3,REGULAR,substitution,out,[],1630165,,,1610612765,56,67,2022-04-02T01:25:07Z,3850000,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,
398,PT07M37.00S,2022-04-02T01:25:00.5Z,3,REGULAR,substitution,in,[],1630240,,,1610612765,56,67,2022-04-02T01:25:07Z,3860000,,,0,,SUB in: S. Lee,[1630240],1610612765.0,DET,,,,Lee,S. Lee,,,,,,,,,,,,,,,,,,,,,,,,
399,PT07M30.00S,2022-04-02T01:25:27.1Z,3,REGULAR,2pt,Jump Shot,[],1630587,10.200394218134035,25.98039215686275,1610612765,56,69,2022-04-02T01:32:56Z,3870000,120.0,43.0,1,left,I. Livers 12' pullup Jump Shot (5 PTS),[1630587],1610612765.0,DET,pullup,,,Livers,I. Livers,,,,,12.77,Made,,,,,,,5.0,,,,,,,,,,,
401,PT07M05.00S,2022-04-02T01:25:51.6Z,3,REGULAR,3pt,Jump Shot,[],1629658,65.25952693823915,55.392156862745104,1610612760,56,69,2022-04-02T01:25:57Z,3890000,27.0,274.0,1,right,MISS J. Hoard 27' 3PT,[1629658],1610612760.0,OKC,,,,Hoard,J. Hoard,,,,,27.54,Missed,,,,,,,,,,,,,,,,,,
402,PT07M00.00S,2022-04-02T01:25:56.6Z,3,REGULAR,rebound,offensive,[],1630177,,,1610612760,56,69,2022-04-02T01:25:57Z,3900000,,,0,,T. Maledon REBOUND (Off:1 Def:2),[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,401.0,,,3.0,2.0,1.0,,,,,,,,,,,,
403,PT07M00.00S,2022-04-02T01:25:56.9Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630177,94.40999984741211,50.0,1610612760,56,69,2022-04-02T01:25:59Z,3910000,0.0,0.0,1,right,MISS T. Maledon tip Layup,[1630177],1610612760.0,OKC,tip,,,Maledon,T. Maledon,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
404,PT07M00.00S,2022-04-02T01:25:56.9Z,3,REGULAR,rebound,offensive,[],1630598,,,1610612760,56,69,2022-04-02T01:25:59Z,3920000,,,0,,A. Wiggins REBOUND (Off:1 Def:1),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,403.0,,,2.0,1.0,1.0,,,,,,,,,,,,
405,PT06M57.00S,2022-04-02T01:26:01.9Z,3,REGULAR,foul,personal,['2freethrow'],1630296,,,1610612760,56,69,2022-04-02T01:26:32Z,3930000,,,0,,B. Key shooting personal FOUL (4 PF) (Wiggins 2 FT),"[1630296, 1630598]",1610612765.0,DET,shooting,,,Key,B. Key,,,,,,,,,,,,,,,,,202041.0,4.0,0.0,Wiggins,1630598.0,,,
407,PT06M57.00S,2022-04-02T01:26:34.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,56,69,2022-04-02T01:26:34Z,3950000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT06M57.00S,2022-04-02T01:28:27.0Z,3,REGULAR,substitution,out,[],1630296,,,1610612760,56,69,2022-04-02T01:28:43Z,3960000,,,0,,SUB out: B. Key,[1630296],1610612765.0,DET,,,,Key,B. Key,,,,,,,,,,,,,,,,,,,,,,,,
409,PT06M57.00S,2022-04-02T01:28:27.0Z,3,REGULAR,substitution,in,[],1630165,,,1610612760,56,69,2022-04-02T01:28:43Z,3970000,,,0,,SUB in: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,
410,PT06M57.00S,2022-04-02T01:29:03.8Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1630598,,,1610612760,56,69,2022-04-02T01:29:20Z,3980000,,,0,,MISS A. Wiggins Free Throw 1 of 2,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,Missed,,,,,,,,,,,,,,,,,,
411,PT06M57.00S,2022-04-02T01:29:03.8Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612760,56,69,2022-04-02T01:29:20Z,3990000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,410.0,,,,,,,,,,,,,,,,,
412,PT06M57.00S,2022-04-02T01:29:03.8Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1630598,,,1610612760,56,69,2022-04-02T01:29:20Z,4000000,,,0,,MISS A. Wiggins Free Throw 2 of 2,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,Missed,,,,,,,,,,,,,,,,,,
413,PT06M55.00S,2022-04-02T01:29:05.8Z,3,REGULAR,rebound,defensive,[],1630587,,,1610612765,56,69,2022-04-02T01:29:20Z,4010000,,,0,,I. Livers REBOUND (Off:0 Def:8),[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,412.0,,,8.0,8.0,0.0,,,,,,,,,,,,
414,PT06M34.00S,2022-04-02T01:29:38.6Z,3,REGULAR,3pt,Jump Shot,[],1630691,7.835085413929041,4.411764705882353,1610612765,56,69,2022-04-02T01:29:43Z,4020000,228.0,21.0,1,left,MISS J. Pickett 3PT,[1630691],1610612765.0,DET,,,,Pickett,J. Pickett,,,,,22.89,Missed,,,,,,,,,,,,,,,,,,
415,PT06M30.00S,2022-04-02T01:29:42.6Z,3,REGULAR,rebound,defensive,[],1629658,,,1610612760,56,69,2022-04-02T01:29:43Z,4030000,,,0,,J. Hoard REBOUND (Off:4 Def:10),[1629658],1610612760.0,OKC,,,,Hoard,J. Hoard,,,,,,,414.0,,,14.0,10.0,4.0,,,,,,,,,,,,
416,PT06M20.00S,2022-04-02T01:29:51.9Z,3,REGULAR,3pt,Jump Shot,[],1630177,68.80749014454665,73.77450980392157,1610612760,56,69,2022-04-02T01:35:30Z,4040000,119.0,241.0,1,right,MISS T. Maledon 26' pullup 3PT,[1630177],1610612760.0,OKC,pullup,,,Maledon,T. Maledon,,,,,26.85,Missed,,,,,,,,,,,,,,,,,,
417,PT06M14.00S,2022-04-02T01:29:57.2Z,3,REGULAR,rebound,defensive,[],1630240,,,1610612765,56,69,2022-04-02T01:29:57Z,4050000,,,0,,S. Lee REBOUND (Off:2 Def:2),[1630240],1610612765.0,DET,,,,Lee,S. Lee,,,,,,,416.0,,,4.0,2.0,2.0,,,,,,,,,,,,
418,PT06M09.00S,2022-04-02T01:30:03.1Z,3,REGULAR,2pt,Jump Shot,['fastbreak'],1630165,6.783837056504599,9.313725490196079,1610612765,56,69,2022-04-02T01:55:04Z,4060000,203.0,11.0,1,left,MISS K. Hayes 20' Jump Shot,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,20.37,Missed,,,,,,,,,,,,,,,,,,
419,PT06M06.00S,2022-04-02T01:30:06.1Z,3,REGULAR,rebound,defensive,[],1629676,,,1610612760,56,69,2022-04-02T01:30:08Z,4070000,,,0,,I. Roby REBOUND (Off:0 Def:5),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,418.0,,,5.0,5.0,0.0,,,,,,,,,,,,
420,PT05M53.00S,2022-04-02T01:30:18.7Z,3,REGULAR,3pt,Jump Shot,[],1630249,76.42904073587385,89.4607843137255,1610612760,56,69,2022-04-02T01:30:23Z,4080000,197.0,169.0,1,right,MISS V. Krejci 25' 3PT,[1630249],1610612760.0,OKC,,,,Krejci,V. Krejci,,,,,25.99,Missed,,,,,,,,,,,,,,,,,,
421,PT05M50.00S,2022-04-02T01:30:21.7Z,3,REGULAR,rebound,defensive,[],1630691,,,1610612765,56,69,2022-04-02T01:30:23Z,4090000,,,0,,J. Pickett REBOUND (Off:2 Def:4),[1630691],1610612765.0,DET,,,,Pickett,J. Pickett,,,,,,,420.0,,,6.0,4.0,2.0,,,,,,,,,,,,
422,PT05M39.00S,2022-04-02T01:30:33.5Z,3,REGULAR,3pt,Jump Shot,[],1630587,10.85742444152431,2.941176470588235,1610612765,56,72,2022-04-02T01:30:38Z,4100000,235.0,50.0,1,left,I. Livers 24' 3PT  (8 PTS) (K. Hayes 5 AST),"[1630587, 1630165]",1610612765.0,DET,,,,Livers,I. Livers,,,,,24.05,Made,,,,,,,8.0,K. Hayes,1630165.0,5.0,,,,,,,,
424,PT05M14.00S,2022-04-02T01:30:57.4Z,3,REGULAR,3pt,Jump Shot,[],1630598,69.72733245729303,77.45098039215686,1610612760,56,72,2022-04-02T01:31:03Z,4120000,137.0,232.0,1,right,MISS A. Wiggins 26' 3PT,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,26.97,Missed,,,,,,,,,,,,,,,,,,
425,PT05M10.00S,2022-04-02T01:31:01.4Z,3,REGULAR,rebound,defensive,[],1630587,,,1610612765,56,72,2022-04-02T01:31:03Z,4130000,,,0,,I. Livers REBOUND (Off:0 Def:9),[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,424.0,,,9.0,9.0,0.0,,,,,,,,,,,,
426,PT05M07.00S,2022-04-02T01:31:05.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630165,8.229303547963205,46.07843137254902,1610612765,56,74,2022-04-02T01:37:46Z,4140000,20.0,25.0,1,left,K. Hayes running Layup (18 PTS) (S. Lee 7 AST),"[1630165, 1630240]",1610612765.0,DET,running,,,Hayes,K. Hayes,,,,,3.17,Made,,,,,,,18.0,S. Lee,1630240.0,7.0,,,,,,,,
428,PT04M48.00S,2022-04-02T01:31:24.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630177,87.07293035479631,36.27450980392157,1610612760,56,74,2022-04-02T01:31:34Z,4160000,-69.0,69.0,1,right,MISS T. Maledon 9' turnaround fadeaway Shot,[1630177],1610612760.0,OKC,turnaround fadeaway,,,Maledon,T. Maledon,,,,,9.73,Missed,,,,,,,,,,,,,,,,,,
429,PT04M45.00S,2022-04-02T01:31:27.0Z,3,REGULAR,rebound,defensive,[],1630587,,,1610612765,56,74,2022-04-02T01:31:28Z,4170000,,,0,,I. Livers REBOUND (Off:0 Def:10),[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,428.0,,,10.0,10.0,0.0,,,,,,,,,,,,
430,PT04M29.00S,2022-04-02T01:31:42.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630165,6.521024967148489,60.049019607843135,1610612765,56,76,2022-04-02T01:31:48Z,4180000,-50.0,9.0,1,left,K. Hayes turnaround bank Jump Shot (20 PTS),[1630165],1610612765.0,DET,turnaround bank,,,Hayes,K. Hayes,,,,,5.1,Made,,,,,,,20.0,,,,,,,,,,,
431,PT04M17.00S,2022-04-02T01:31:58.4Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,56,76,2022-04-02T01:31:58Z,4190000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT04M17.00S,2022-04-02T01:31:59.5Z,3,REGULAR,substitution,out,[],1628402,,,1610612760,56,76,2022-04-02T01:32:09Z,4200000,,,0,,SUB out: F. Jackson,[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
433,PT04M17.00S,2022-04-02T01:31:59.5Z,3,REGULAR,substitution,in,[],1630296,,,1610612760,56,76,2022-04-02T01:32:09Z,4210000,,,0,,SUB in: B. Key,[1630296],1610612765.0,DET,,,,Key,B. Key,,,,,,,,,,,,,,,,,,,,,,,,
434,PT04M07.00S,2022-04-02T01:32:28.2Z,3,REGULAR,3pt,Jump Shot,[],1630249,95.6143232588699,95.83333333333334,1610612760,59,76,2022-04-02T01:32:32Z,4220000,229.0,-11.0,1,right,V. Krejci 3PT  (4 PTS) (T. Maledon 3 AST),"[1630249, 1630177]",1610612760.0,OKC,,,,Krejci,V. Krejci,,,,,22.95,Made,,,,,,,4.0,T. Maledon,1630177.0,3.0,,,,,,,,
436,PT03M50.00S,2022-04-02T01:32:47.0Z,3,REGULAR,foul,personal,['2freethrow'],1630177,,,1610612765,59,76,2022-04-02T01:32:56Z,4240000,,,0,,T. Maledon shooting personal FOUL (3 PF) (Lee 2 FT),"[1630177, 1630240]",1610612760.0,OKC,shooting,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,202007.0,3.0,0.0,Lee,1630240.0,,,
438,PT03M50.00S,2022-04-02T01:33:11.6Z,3,REGULAR,freethrow,1 of 2,[],1630240,,,1610612765,59,77,2022-04-02T01:33:11Z,4260000,,,0,,S. Lee Free Throw 1 of 2 (7 PTS),[1630240],1610612765.0,DET,,,,Lee,S. Lee,,,,,,Made,,,,,,,7.0,,,,,,,,,,,
439,PT03M50.00S,2022-04-02T01:33:26.0Z,3,REGULAR,freethrow,2 of 2,[],1630240,,,1610612765,59,78,2022-04-02T01:33:26Z,4270000,,,0,,S. Lee Free Throw 2 of 2 (8 PTS),[1630240],1610612765.0,DET,,,,Lee,S. Lee,,,,,,Made,,,,,,,8.0,,,,,,,,,,,
440,PT03M34.00S,2022-04-02T01:33:43.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630598,86.28449408672799,38.48039215686275,1610612760,59,78,2022-04-02T01:33:49Z,4280000,-58.0,76.0,1,right,MISS A. Wiggins 9' turnaround Shot,[1630598],1610612760.0,OKC,turnaround,,,Wiggins,A. Wiggins,,,,,9.57,Missed,,,,,,,,,,,,,,,,,,
441,PT03M34.00S,2022-04-02T01:33:43.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612760,59,78,2022-04-02T01:33:49Z,4290000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,440.0,,,,,,,,,,,,,,,,,
442,PT03M34.00S,2022-04-02T01:33:48.9Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,59,78,2022-04-02T01:33:48Z,4300000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT03M34.00S,2022-04-02T01:33:59.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,59,78,2022-04-02T01:33:59Z,4310000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT03M20.00S,2022-04-02T01:35:49.1Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612760,59,78,2022-04-02T01:40:31Z,4320000,,,0,,OKC shot clock Team TURNOVER,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,202041.0,,,,,,,
445,PT03M03.00S,2022-04-02T01:37:39.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630587,27.54599211563732,14.215686274509803,1610612765,59,81,2022-04-02T01:38:51Z,4330000,179.0,206.0,1,left,I. Livers 27' 3PT  (11 PTS) (S. Lee 8 AST),"[1630587, 1630240]",1610612765.0,DET,,,,Livers,I. Livers,,,,,27.31,Made,,,,,,,11.0,S. Lee,1630240.0,8.0,,,,,,,,
447,PT02M46.00S,2022-04-02T01:37:57.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629676,92.9862023653088,41.17647058823529,1610612760,59,81,2022-04-02T01:41:39Z,4350000,-44.0,13.0,1,right,MISS I. Roby Layup,[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,4.61,Missed,,,,,,,,,,,,,,,,,,
448,PT02M45.00S,2022-04-02T01:37:58.3Z,3,REGULAR,rebound,offensive,[],1629658,,,1610612760,59,81,2022-04-02T01:41:39Z,4360000,,,0,,J. Hoard REBOUND (Off:5 Def:10),[1629658],1610612760.0,OKC,,,,Hoard,J. Hoard,,,,,,,447.0,,,15.0,10.0,5.0,,,,,,,,,,,,
449,PT02M45.00S,2022-04-02T01:38:04.6Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629658,94.40999984741211,50.0,1610612760,61,81,2022-04-02T01:41:47Z,4370000,0.0,0.0,1,right,J. Hoard putback Layup (7 PTS),[1629658],1610612760.0,OKC,putback,,,Hoard,J. Hoard,,,,,0.0,Made,,,,,,,7.0,,,,,,,,,,,
450,PT02M28.00S,2022-04-02T01:38:16.7Z,3,REGULAR,violation,kicked ball,[],1630177,,,1610612765,61,81,2022-04-02T01:38:24Z,4380000,,,0,,T. Maledon kicked ball VIOLATION,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,202041.0,,,,,,,
451,PT02M28.00S,2022-04-02T01:38:23.6Z,3,REGULAR,substitution,out,[],1629676,,,1610612765,61,81,2022-04-02T01:38:27Z,4390000,,,0,,SUB out: I. Roby,[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,
