actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
95,PT04M34.00S,2022-04-02T00:24:09.8Z,1,REGULAR,3pt,Jump Shot,[],1630165,71.82982917214193,83.82352941176471,1610612765,15,14,2022-04-02T00:24:15Z,930000,169.0,212.0,1,right,MISS K. Hayes 27' 3PT,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,27.14,Missed,,,,,,,,,,,,,,,,,,
96,PT04M30.00S,2022-04-02T00:24:13.8Z,1,REGULAR,rebound,offensive,[],1630691,,,1610612765,15,14,2022-04-02T00:24:15Z,940000,,,0,,J. Pickett REBOUND (Off:1 Def:0),[1630691],1610612765.0,DET,,,,Pickett,J. Pickett,,,,,,,95.0,,,1.0,0.0,1.0,,,,,,,,,,,,
97,PT04M28.00S,2022-04-02T00:24:18.9Z,1,REGULAR,turnover,backcourt,[],1630595,,,1610612765,15,14,2022-04-02T00:24:24Z,950000,,,0,,C. Cunningham backcourt TURNOVER (2 TO),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,202007.0,,,,,2.0,,
98,PT04M18.00S,2022-04-02T00:24:49.0Z,1,REGULAR,foul,personal,['2freethrow'],1630296,,,1610612760,15,14,2022-04-02T00:25:07Z,960000,,,0,,B. Key shooting personal FOUL (2 PF) (Krejci 2 FT),"[1630296, 1630249]",1610612765.0,DET,shooting,,,Key,B. Key,,,,,,,,,,,,,,,,,202007.0,2.0,0.0,Krejci,1630249.0,,,
102,PT04M18.00S,2022-04-02T00:25:36.0Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630249,,,1610612760,15,14,2022-04-02T00:25:36Z,1000000,,,0,,MISS V. Krejci Free Throw 1 of 2,[1630249],1610612760.0,OKC,,,,Krejci,V. Krejci,,,,,,Missed,,,,,,,,,,,,,,,,,,
103,PT04M18.00S,2022-04-02T00:25:36.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,15,14,2022-04-02T00:25:36Z,1010000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,102.0,,,,,,,,,,,,,,,,,
104,PT04M18.00S,2022-04-02T00:25:36.6Z,1,REGULAR,substitution,out,[],1629658,,,1610612760,15,14,2022-04-02T00:25:54Z,1020000,,,0,,SUB out: J. Hoard,[1629658],1610612760.0,OKC,,,,Hoard,J. Hoard,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M18.00S,2022-04-02T00:25:36.6Z,1,REGULAR,substitution,out,[],1630177,,,1610612760,15,14,2022-04-02T00:25:54Z,1030000,,,0,,SUB out: T. Maledon,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M18.00S,2022-04-02T00:25:36.6Z,1,REGULAR,substitution,out,[],1630595,,,1610612760,15,14,2022-04-02T00:25:54Z,1040000,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M18.00S,2022-04-02T00:25:36.6Z,1,REGULAR,substitution,out,[],1630165,,,1610612760,15,14,2022-04-02T00:25:54Z,1050000,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M18.00S,2022-04-02T00:25:36.6Z,1,REGULAR,substitution,in,[],1630322,,,1610612760,15,14,2022-04-02T00:25:54Z,1060000,,,0,,SUB in: L. Waters III,[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M18.00S,2022-04-02T00:25:36.6Z,1,REGULAR,substitution,in,[],1630846,,,1610612760,15,14,2022-04-02T00:25:54Z,1070000,,,0,,SUB in: O. Sarr,[1630846],1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M18.00S,2022-04-02T00:25:36.6Z,1,REGULAR,substitution,in,[],1630240,,,1610612760,15,14,2022-04-02T00:25:54Z,1080000,,,0,,SUB in: S. Lee,[1630240],1610612765.0,DET,,,,Lee,S. Lee,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M18.00S,2022-04-02T00:25:36.6Z,1,REGULAR,substitution,in,[],1628402,,,1610612760,15,14,2022-04-02T00:25:54Z,1090000,,,0,,SUB in: F. Jackson,[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
112,PT04M18.00S,2022-04-02T00:25:59.8Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630249,,,1610612760,16,14,2022-04-02T00:25:59Z,1100000,,,0,,V. Krejci Free Throw 2 of 2 (1 PTS),[1630249],1610612760.0,OKC,,,,Krejci,V. Krejci,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
113,PT04M01.00S,2022-04-02T00:26:18.2Z,1,REGULAR,3pt,Jump Shot,[],1630691,71.43561103810775,79.90196078431373,1610612765,16,14,2022-04-02T00:26:22Z,1110000,150.0,216.0,1,right,MISS J. Pickett 26' 3PT,[1630691],1610612765.0,DET,,,,Pickett,J. Pickett,,,,,26.27,Missed,,,,,,,,,,,,,,,,,,
114,PT03M56.00S,2022-04-02T00:26:23.2Z,1,REGULAR,rebound,defensive,[],1629676,,,1610612760,16,14,2022-04-02T00:26:22Z,1120000,,,0,,I. Roby REBOUND (Off:0 Def:3),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,113.0,,,3.0,3.0,0.0,,,,,,,,,,,,
115,PT03M46.00S,2022-04-02T00:26:34.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628402,,,1610612760,16,14,2022-04-02T00:26:46Z,1130000,,,0,,F. Jackson shooting personal FOUL (1 PF) (Robinson-Earl 2 FT),"[1628402, 1630526]",1610612765.0,DET,shooting,,,Jackson,F. Jackson,,,,,,,,,,,,,,,,,202041.0,1.0,0.0,Robinson-Earl,1630526.0,,,
117,PT03M46.00S,2022-04-02T00:27:00.3Z,1,REGULAR,freethrow,1 of 2,[],1630526,,,1610612760,17,14,2022-04-02T00:27:00Z,1150000,,,0,,J. Robinson-Earl Free Throw 1 of 2 (1 PTS),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
118,PT03M46.00S,2022-04-02T00:27:14.8Z,1,REGULAR,freethrow,2 of 2,[],1630526,,,1610612760,18,14,2022-04-02T00:27:14Z,1160000,,,0,,J. Robinson-Earl Free Throw 2 of 2 (2 PTS),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,Made,,,,,,,2.0,,,,,,,,,,,
119,PT03M32.00S,2022-04-02T00:27:32.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630296,88.64980289093299,61.274509803921575,1610612765,18,14,2022-04-02T00:27:38Z,1170000,56.0,54.0,1,right,MISS B. Key 7' driving Layup,[1630296],1610612765.0,DET,driving,,,Key,B. Key,,,,,7.82,Missed,,,,,,,,,,,,,,,,,,
121,PT03M29.00S,2022-04-02T00:27:35.2Z,1,REGULAR,rebound,defensive,[],1630322,,,1610612760,18,14,2022-04-02T00:27:38Z,1190000,,,0,,L. Waters III REBOUND (Off:0 Def:1),[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,,119.0,,,1.0,1.0,0.0,,,,,,,,,,,,
122,PT03M26.00S,2022-04-02T00:27:38.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630249,27.151773981603156,17.647058823529413,1610612760,18,14,2022-04-02T00:32:54Z,1200000,162.0,203.0,1,left,MISS V. Krejci 25' running 3PT,[1630249],1610612760.0,OKC,running,,,Krejci,V. Krejci,,,,,25.94,Missed,,,,,,,,,,,,,,,,,,
123,PT03M22.00S,2022-04-02T00:27:42.2Z,1,REGULAR,rebound,defensive,[],1630240,,,1610612765,18,14,2022-04-02T00:27:44Z,1210000,,,0,,S. Lee REBOUND (Off:0 Def:1),[1630240],1610612765.0,DET,,,,Lee,S. Lee,,,,,,,122.0,,,1.0,1.0,0.0,,,,,,,,,,,,
124,PT03M17.00S,2022-04-02T00:27:48.6Z,1,REGULAR,turnover,out-of-bounds,[],1630240,,,1610612765,18,14,2022-04-02T00:27:54Z,1220000,,,0,,S. Lee lost ball out-of-bounds TURNOVER (1 TO),[1630240],1610612765.0,DET,lost ball,,,Lee,S. Lee,,,,,,,,,,,,,,,,,202053.0,,,,,1.0,,
125,PT03M14.00S,2022-04-02T00:28:00.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629676,8.886333771353483,44.36274509803921,1610612760,18,14,2022-04-02T00:28:06Z,1230000,28.0,31.0,1,left,MISS I. Roby driving Layup - blocked,"[1629676, 1630691]",1610612760.0,OKC,driving,,,Roby,I. Roby,,,,,4.19,Missed,,Pickett,1630691.0,,,,,,,,,,,,,,,
126,PT03M14.00S,2022-04-02T00:28:00.1Z,1,REGULAR,block,,[],1630691,,,1610612760,18,14,2022-04-02T00:28:02Z,1240000,,,0,,J. Pickett BLOCK (1 BLK),[1630691],1610612765.0,DET,,,,Pickett,J. Pickett,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M14.00S,2022-04-02T00:28:00.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,18,14,2022-04-02T00:28:06Z,1250000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,125.0,,,,,,,,,,,,,,,,,
128,PT03M14.00S,2022-04-02T00:28:06.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,18,14,2022-04-02T00:28:06Z,1260000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT03M06.00S,2022-04-02T00:28:23.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630526,8.229303547963205,54.90196078431373,1610612760,18,14,2022-04-02T00:28:28Z,1270000,-25.0,25.0,1,left,MISS J. Robinson-Earl Layup,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,3.49,Missed,,,,,,,,,,,,,,,,,,
130,PT03M04.00S,2022-04-02T00:28:25.3Z,1,REGULAR,rebound,defensive,[],1630691,,,1610612765,18,14,2022-04-02T00:28:28Z,1280000,,,0,,J. Pickett REBOUND (Off:1 Def:1),[1630691],1610612765.0,DET,,,,Pickett,J. Pickett,,,,,,,129.0,,,2.0,1.0,1.0,,,,,,,,,,,,
131,PT02M59.00S,2022-04-02T00:28:30.0Z,1,REGULAR,3pt,Jump Shot,[],1630240,68.54467805519053,26.47058823529412,1610612765,18,14,2022-04-02T00:28:41Z,1290000,-118.0,243.0,1,right,MISS S. Lee 27' pullup 3PT,[1630240],1610612765.0,DET,pullup,,,Lee,S. Lee,,,,,27.01,Missed,,,,,,,,,,,,,,,,,,
132,PT02M56.00S,2022-04-02T00:28:33.0Z,1,REGULAR,rebound,defensive,[],1630249,,,1610612760,18,14,2022-04-02T00:28:41Z,1300000,,,0,,V. Krejci REBOUND (Off:0 Def:3),[1630249],1610612760.0,OKC,,,,Krejci,V. Krejci,,,,,,,131.0,,,3.0,3.0,0.0,,,,,,,,,,,,
133,PT02M49.00S,2022-04-02T00:28:41.9Z,1,REGULAR,turnover,out-of-bounds,[],1630249,,,1610612760,18,14,2022-04-02T00:28:49Z,1310000,,,0,,V. Krejci lost ball out-of-bounds TURNOVER (1 TO),[1630249],1610612760.0,OKC,lost ball,,,Krejci,V. Krejci,,,,,,,,,,,,,,,,,202041.0,,,,,1.0,,
134,PT02M49.00S,2022-04-02T00:28:45.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,18,14,2022-04-02T00:28:45Z,1320000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M41.00S,2022-04-02T00:31:46.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628402,71.30420499342969,76.22549019607843,1610612765,18,14,2022-04-02T00:31:52Z,1330000,131.0,217.0,1,right,MISS F. Jackson 25' 3PT,[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,25.37,Missed,,,,,,,,,,,,,,,,,,
136,PT02M38.00S,2022-04-02T00:31:49.2Z,1,REGULAR,rebound,defensive,[],1630846,,,1610612760,18,14,2022-04-02T00:31:52Z,1340000,,,0,,O. Sarr REBOUND (Off:0 Def:1),[1630846],1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,,,135.0,,,1.0,1.0,0.0,,,,,,,,,,,,
137,PT02M20.00S,2022-04-02T00:32:07.1Z,1,REGULAR,3pt,Jump Shot,[],1630526,10.726018396846255,95.83333333333334,1610612760,18,14,2022-04-02T00:32:12Z,1350000,-229.0,48.0,1,left,MISS J. Robinson-Earl 3PT,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,23.42,Missed,,,,,,,,,,,,,,,,,,
138,PT02M15.00S,2022-04-02T00:32:12.1Z,1,REGULAR,rebound,defensive,[],1630296,,,1610612765,18,14,2022-04-02T00:32:12Z,1360000,,,0,,B. Key REBOUND (Off:0 Def:1),[1630296],1610612765.0,DET,,,,Key,B. Key,,,,,,,137.0,,,1.0,1.0,0.0,,,,,,,,,,,,
139,PT02M06.00S,2022-04-02T00:32:20.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630587,92.9862023653088,61.029411764705884,1610612765,18,14,2022-04-02T00:32:31Z,1370000,55.0,13.0,1,right,MISS I. Livers floating Shot - blocked,"[1630587, 1630846]",1610612765.0,DET,floating,,,Livers,I. Livers,,,,,5.67,Missed,,Sarr,1630846.0,,,,,,,,,,,,,,,
140,PT02M06.00S,2022-04-02T00:32:20.8Z,1,REGULAR,block,,[],1630846,,,1610612765,18,14,2022-04-02T00:32:44Z,1380000,,,0,,O. Sarr BLOCK (1 BLK),[1630846],1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,,,,,,,,,,,,,,,,,,,,
141,PT02M03.00S,2022-04-02T00:32:23.8Z,1,REGULAR,rebound,defensive,[],1630526,,,1610612760,18,14,2022-04-02T00:32:56Z,1390000,,,0,,J. Robinson-Earl REBOUND (Off:0 Def:2),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,139.0,,,2.0,2.0,0.0,,,,,,,,,,,,
148,PT02M03.00S,2022-04-02T00:32:42.8Z,1,REGULAR,turnover,bad pass,[],1630526,,,1610612760,18,14,2022-04-02T00:34:58Z,1395000,,,0,,J. Robinson-Earl bad pass TURNOVER (1 TO),"[1630526, 1630587]",1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,1.0,Livers,1630587.0
149,PT02M03.00S,2022-04-02T00:32:42.8Z,1,REGULAR,steal,,[],1630587,,,1610612765,18,14,2022-04-02T00:33:31Z,1397500,,,0,,I. Livers STEAL (1 STL),[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,
205,PT02M03.00S,2022-04-02T00:32:53.8Z,1,REGULAR,stoppage,equipment issue,[],0,,,1610612765,18,14,2022-04-02T00:43:23Z,1398750,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M52.00S,2022-04-02T00:33:04.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630296,92.06636005256242,58.333333333333336,1610612765,18,14,2022-04-02T00:33:38Z,1400000,42.0,22.0,1,right,MISS B. Key Layup,[1630296],1610612765.0,DET,,,,Key,B. Key,,,,,4.72,Missed,,,,,,,,,,,,,,,,,,
144,PT01M47.00S,2022-04-02T00:33:09.9Z,1,REGULAR,rebound,defensive,[],1630322,,,1610612760,18,14,2022-04-02T00:33:38Z,1420000,,,0,,L. Waters III REBOUND (Off:0 Def:2),[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,,142.0,,,2.0,2.0,0.0,,,,,,,,,,,,
145,PT01M31.00S,2022-04-02T00:33:25.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630526,9.017739816031538,55.392156862745104,1610612760,18,14,2022-04-02T00:42:03Z,1430000,-27.0,32.0,1,left,MISS J. Robinson-Earl driving Layup - blocked,"[1630526, 1630296]",1610612760.0,OKC,driving,,,Robinson-Earl,J. Robinson-Earl,,,,,4.21,Missed,,Key,1630296.0,,,,,,,,,,,,,,,
146,PT01M31.00S,2022-04-02T00:33:25.3Z,1,REGULAR,block,,[],1630296,,,1610612760,18,14,2022-04-02T00:33:27Z,1440000,,,0,,B. Key BLOCK (1 BLK),[1630296],1610612765.0,DET,,,,Key,B. Key,,,,,,,,,,,,,,,,,,,,,,,,
147,PT01M29.00S,2022-04-02T00:33:27.3Z,1,REGULAR,rebound,defensive,[],1630296,,,1610612765,18,14,2022-04-02T00:33:44Z,1450000,,,0,,B. Key REBOUND (Off:0 Def:2),[1630296],1610612765.0,DET,,,,Key,B. Key,,,,,,,145.0,,,2.0,2.0,0.0,,,,,,,,,,,,
150,PT01M20.00S,2022-04-02T00:33:36.7Z,1,REGULAR,3pt,Jump Shot,[],1630240,70.51576872536137,19.11764705882353,1610612765,18,17,2022-04-02T00:33:49Z,1460000,-154.0,225.0,1,right,S. Lee 27' 3PT  (3 PTS),[1630240],1610612765.0,DET,,,,Lee,S. Lee,,,,,27.26,Made,,,,,,,3.0,,,,,,,,,,,
151,PT01M06.00S,2022-04-02T00:33:50.1Z,1,REGULAR,3pt,Jump Shot,[],1630322,30.305519053876477,27.696078431372552,1610612760,18,17,2022-04-02T00:33:55Z,1470000,112.0,232.0,1,left,MISS L. Waters III 25' 3PT,[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,25.78,Missed,,,,,,,,,,,,,,,,,,
152,PT01M02.00S,2022-04-02T00:33:54.1Z,1,REGULAR,rebound,defensive,[],1630691,,,1610612765,18,17,2022-04-02T00:33:55Z,1480000,,,0,,J. Pickett REBOUND (Off:1 Def:2),[1630691],1610612765.0,DET,,,,Pickett,J. Pickett,,,,,,,151.0,,,3.0,2.0,1.0,,,,,,,,,,,,
153,PT00M56.70S,2022-04-02T00:34:00.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630587,94.43166885676742,3.6764705882352944,1610612765,18,17,2022-04-02T00:34:10Z,1490000,-232.0,0.0,1,right,MISS I. Livers 3PT,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,23.16,Missed,,,,,,,,,,,,,,,,,,
154,PT00M53.60S,2022-04-02T00:34:03.2Z,1,REGULAR,rebound,defensive,[],1629676,,,1610612760,18,17,2022-04-02T00:34:10Z,1500000,,,0,,I. Roby REBOUND (Off:0 Def:4),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,153.0,,,4.0,4.0,0.0,,,,,,,,,,,,
155,PT00M47.70S,2022-04-02T00:34:11.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628402,,,1610612760,18,17,2022-04-02T00:34:28Z,1510000,,,0,,F. Jackson personal FOUL (2 PF) (Roby 2 FT),"[1628402, 1629676]",1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,,,,,,,,,,,202041.0,2.0,0.0,Roby,1629676.0,,,
157,PT00M47.70S,2022-04-02T00:34:34.2Z,1,REGULAR,freethrow,1 of 2,[],1629676,,,1610612760,19,17,2022-04-02T00:34:34Z,1530000,,,0,,I. Roby Free Throw 1 of 2 (7 PTS),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,Made,,,,,,,7.0,,,,,,,,,,,
158,PT00M47.70S,2022-04-02T00:34:35.6Z,1,REGULAR,substitution,out,[],1630249,,,1610612760,19,17,2022-04-02T00:34:41Z,1540000,,,0,,SUB out: V. Krejci,[1630249],1610612760.0,OKC,,,,Krejci,V. Krejci,,,,,,,,,,,,,,,,,,,,,,,,
159,PT00M47.70S,2022-04-02T00:34:35.6Z,1,REGULAR,substitution,in,[],1630598,,,1610612760,19,17,2022-04-02T00:34:41Z,1550000,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,
160,PT00M47.70S,2022-04-02T00:34:53.4Z,1,REGULAR,freethrow,2 of 2,[],1629676,,,1610612760,20,17,2022-04-02T00:34:53Z,1560000,,,0,,I. Roby Free Throw 2 of 2 (8 PTS),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,Made,,,,,,,8.0,,,,,,,,,,,
161,PT00M35.30S,2022-04-02T00:35:09.4Z,1,REGULAR,foul,technical,['1freethrow'],1630322,,,1610612765,20,17,2022-04-02T00:35:21Z,1570000,,,0,,L. Waters III defensive-3-second technical FOUL (1 Tech),[1630322],1610612760.0,OKC,defensive-3-second,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,202053.0,0.0,1.0,,,,,
162,PT00M35.30S,2022-04-02T00:35:26.1Z,1,REGULAR,freethrow,1 of 1,[],1628402,,,1610612765,20,18,2022-04-02T00:35:26Z,1580000,,,0,,F. Jackson technical Free Throw 1 of 1 (1 PTS),[1628402],1610612765.0,DET,technical,,,Jackson,F. Jackson,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
163,PT00M35.30S,2022-04-02T00:35:28.9Z,1,REGULAR,substitution,out,[],1629676,,,1610612765,20,18,2022-04-02T00:35:32Z,1590000,,,0,,SUB out: I. Roby,[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,
164,PT00M35.30S,2022-04-02T00:35:28.9Z,1,REGULAR,substitution,in,[],1629658,,,1610612765,20,18,2022-04-02T00:35:32Z,1600000,,,0,,SUB in: J. Hoard,[1629658],1610612760.0,OKC,,,,Hoard,J. Hoard,,,,,,,,,,,,,,,,,,,,,,,,
165,PT00M29.90S,2022-04-02T00:35:46.3Z,1,REGULAR,3pt,Jump Shot,[],1630240,67.23061760840999,17.892156862745097,1610612765,20,18,2022-04-02T00:45:41Z,1610000,-161.0,256.0,1,right,MISS S. Lee 30' pullup 3PT,[1630240],1610612765.0,DET,pullup,,,Lee,S. Lee,,,,,30.17,Missed,,,,,,,,,,,,,,,,,,
166,PT00M25.80S,2022-04-02T00:35:50.4Z,1,REGULAR,rebound,offensive,[],1630240,,,1610612765,20,18,2022-04-02T00:35:51Z,1620000,,,0,,S. Lee REBOUND (Off:1 Def:1),[1630240],1610612765.0,DET,,,,Lee,S. Lee,,,,,,,165.0,,,2.0,1.0,1.0,,,,,,,,,,,,
167,PT00M16.00S,2022-04-02T00:36:00.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630691,68.54467805519053,27.941176470588236,1610612765,20,21,2022-04-02T00:36:04Z,1630000,-110.0,243.0,1,right,J. Pickett 26' 3PT  (3 PTS) (S. Lee 1 AST),"[1630691, 1630240]",1610612765.0,DET,,,,Pickett,J. Pickett,,,,,26.7,Made,,,,,,,3.0,S. Lee,1630240.0,1.0,,,,,,,,
169,PT00M00.50S,2022-04-02T00:36:18.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630598,8.623521681997373,43.872549019607845,1610612760,20,21,2022-04-02T00:36:23Z,1650000,31.0,29.0,1,left,MISS A. Wiggins driving Layup,[1630598],1610612760.0,OKC,driving,,,Wiggins,A. Wiggins,,,,,4.19,Missed,,,,,,,,,,,,,,,,,,
170,PT00M00.50S,2022-04-02T00:36:18.1Z,1,REGULAR,rebound,defensive,[],1630587,,,1610612765,20,21,2022-04-02T00:36:23Z,1660000,,,0,,I. Livers REBOUND (Off:0 Def:4),[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,169.0,,,4.0,4.0,0.0,,,,,,,,,,,,
171,PT00M00.00S,2022-04-02T00:36:23.4Z,1,REGULAR,period,end,[],0,,,1610612765,20,21,2022-04-02T00:36:23Z,1670000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2022-04-02T00:38:37.5Z,2,REGULAR,substitution,out,['startperiod'],1630587,,,1610612765,20,21,2022-04-02T00:38:52Z,1680000,,,0,,SUB out: I. Livers,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2022-04-02T00:38:37.5Z,2,REGULAR,substitution,in,['startperiod'],1630165,,,1610612765,20,21,2022-04-02T00:38:52Z,1690000,,,0,,SUB in: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2022-04-02T00:39:01.6Z,2,REGULAR,period,start,[],0,,,1610612760,20,21,2022-04-02T00:39:01Z,1700000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT11M47.00S,2022-04-02T00:39:15.8Z,2,REGULAR,foul,personal,[],1630296,,,1610612760,20,21,2022-04-02T00:39:26Z,1710000,,,0,,B. Key personal FOUL (3 PF),"[1630296, 1630598]",1610612765.0,DET,,,,Key,B. Key,,,,,,,,,,,,,,,,,202007.0,3.0,0.0,Wiggins,1630598.0,,,
177,PT11M44.00S,2022-04-02T00:39:37.3Z,2,REGULAR,3pt,Jump Shot,[],1630526,4.681340341655716,96.32352941176471,1610612760,23,21,2022-04-02T00:39:41Z,1730000,-232.0,-8.0,1,left,J. Robinson-Earl 3PT  (5 PTS) (L. Waters III 1 AST),"[1630526, 1630322]",1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,23.18,Made,,,,,,,5.0,L. Waters III,1630322.0,1.0,,,,,,,,
179,PT11M29.00S,2022-04-02T00:39:52.3Z,2,REGULAR,3pt,Jump Shot,[],1628402,72.09264126149803,12.990196078431374,1610612765,23,21,2022-04-02T00:39:56Z,1750000,-185.0,210.0,1,right,MISS F. Jackson 27' 3PT,[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,27.97,Missed,,,,,,,,,,,,,,,,,,
180,PT11M25.00S,2022-04-02T00:39:56.3Z,2,REGULAR,rebound,defensive,[],1629658,,,1610612760,23,21,2022-04-02T00:39:56Z,1760000,,,0,,J. Hoard REBOUND (Off:1 Def:1),[1629658],1610612760.0,OKC,,,,Hoard,J. Hoard,,,,,,,179.0,,,2.0,1.0,1.0,,,,,,,,,,,,
181,PT11M19.00S,2022-04-02T00:40:03.6Z,2,REGULAR,turnover,traveling,[],1630526,,,1610612760,23,21,2022-04-02T00:40:10Z,1770000,,,0,,J. Robinson-Earl traveling TURNOVER (2 TO),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,202007.0,,,,,2.0,,
