actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
442,PT01M51.00S,2022-03-24T01:45:09.1Z,3,REGULAR,3pt,Jump Shot,[],1629021,32.769382391590014,29.90196078431373,1610612753,77,74,2022-03-24T01:45:13Z,4250000,100.0,256.0,1,left,M. Wagner 27' 3PT  (8 PTS) (J. Dowtin 1 AST),"[1629021, 1630288]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,27.46,Made,8.0,J. Dowtin,1630288.0,1.0,,,,,,,,,,,,,,,
444,PT01M33.00S,2022-03-24T01:45:26.1Z,3,REGULAR,3pt,Jump Shot,[],1630197,68.11760840998686,39.4607843137255,1610612760,77,74,2022-03-24T01:45:31Z,4270000,-53.0,247.0,1,right,MISS A. Pokusevski 25' 3PT,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,25.28,Missed,,,,,,,,,,,,,,,,,,,
445,PT01M30.00S,2022-03-24T01:45:29.1Z,3,REGULAR,rebound,defensive,[],1629021,,,1610612753,77,74,2022-03-24T01:45:31Z,4280000,,,0,,M. Wagner REBOUND (Off:0 Def:3),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,444.0,3.0,3.0,0.0,,,,,,,,,
446,PT01M21.00S,2022-03-24T01:45:38.8Z,3,REGULAR,3pt,Jump Shot,[],1630288,33.03219448094612,78.43137254901961,1610612753,77,74,2022-03-24T01:45:43Z,4290000,-142.0,258.0,1,left,MISS J. Dowtin 29' 3PT,[1630288],1610612753.0,ORL,,,,Dowtin,J. Dowtin,,,,,29.46,Missed,,,,,,,,,,,,,,,,,,,
447,PT01M19.00S,2022-03-24T01:45:40.8Z,3,REGULAR,rebound,defensive,[],1629647,,,1610612760,77,74,2022-03-24T01:45:43Z,4300000,,,0,,D. Bazley REBOUND (Off:0 Def:4),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,446.0,4.0,4.0,0.0,,,,,,,,,
448,PT01M05.00S,2022-03-24T01:45:55.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630544,87.69710906701708,58.57843137254902,1610612760,79,74,2022-03-24T01:47:04Z,4310000,43.0,63.0,1,right,T. Mann 7' driving floating Jump Shot (18 PTS),[1630544],1610612760.0,OKC,driving floating,,,Mann,T. Mann,,,,,7.63,Made,18.0,,,,,,,,,,,,,,,,,,
449,PT00M47.40S,2022-03-24T01:46:12.4Z,3,REGULAR,3pt,Jump Shot,[],1629649,32.50657030223391,37.254901960784316,1610612753,79,74,2022-03-24T01:46:16Z,4320000,64.0,253.0,1,left,MISS I. Brazdeikis 26' 3PT,[1629649],1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,26.1,Missed,,,,,,,,,,,,,,,,,,,
450,PT00M45.00S,2022-03-24T01:46:14.8Z,3,REGULAR,rebound,defensive,[],1630544,,,1610612760,79,74,2022-03-24T01:46:16Z,4330000,,,0,,T. Mann REBOUND (Off:1 Def:1),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,449.0,2.0,1.0,1.0,,,,,,,,,
451,PT00M38.60S,2022-03-24T01:46:24.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630544,92.82194480946123,43.38235294117647,1610612760,81,74,2022-03-24T01:46:32Z,4340000,-33.0,15.0,1,right,T. Mann driving Layup (20 PTS),[1630544],1610612760.0,OKC,driving,,,Mann,T. Mann,,,,,3.63,Made,20.0,,,,,,,,,,,,,,,,,,
452,PT00M38.60S,2022-03-24T01:46:25.9Z,3,REGULAR,foul,personal,['1freethrow'],1629021,,,1610612760,81,74,2022-03-24T01:46:48Z,4350000,,,0,,M. Wagner shooting personal FOUL (3 PF) (Mann 1 FT),"[1629021, 1630544]",1610612753.0,ORL,shooting,,,Wagner,M. Wagner,,,,,,,,,,,2003.0,,,,,,3.0,0.0,Mann,1630544.0,,,,,
454,PT00M38.60S,2022-03-24T01:46:37.6Z,3,REGULAR,substitution,out,[],1630197,,,1610612760,81,74,2022-03-24T01:46:45Z,4370000,,,0,,SUB out: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT00M38.60S,2022-03-24T01:46:37.6Z,3,REGULAR,substitution,in,[],1630846,,,1610612760,81,74,2022-03-24T01:46:45Z,4380000,,,0,,SUB in: O. Sarr,[1630846],1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT00M38.60S,2022-03-24T01:46:56.5Z,3,REGULAR,freethrow,1 of 1,[],1630544,,,1610612760,82,74,2022-03-24T01:46:56Z,4390000,,,0,,T. Mann Free Throw 1 of 1 (21 PTS),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,Made,21.0,,,,,,,,,,,,,,,,,,
457,PT00M34.00S,2022-03-24T01:47:08.9Z,3,REGULAR,3pt,Jump Shot,[],1629678,31.32391590013141,78.43137254901961,1610612753,82,74,2022-03-24T01:47:14Z,4400000,-142.0,242.0,1,left,MISS A. Schofield 28' 3PT,[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,28.06,Missed,,,,,,,,,,,,,,,,,,,
458,PT00M30.20S,2022-03-24T01:47:12.7Z,3,REGULAR,rebound,defensive,[],1630598,,,1610612760,82,74,2022-03-24T01:47:14Z,4410000,,,0,,A. Wiggins REBOUND (Off:0 Def:2),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,457.0,2.0,2.0,0.0,,,,,,,,,
459,PT00M25.60S,2022-03-24T01:47:17.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630598,90.06241787122208,53.67647058823529,1610612760,84,74,2022-03-24T01:47:21Z,4420000,18.0,41.0,1,right,A. Wiggins running Layup (8 PTS),[1630598],1610612760.0,OKC,running,,,Wiggins,A. Wiggins,,,,,4.48,Made,8.0,,,,,,,,,,,,,,,,,,
460,PT00M01.30S,2022-03-24T01:47:46.9Z,3,REGULAR,3pt,Jump Shot,[],1629649,35.528909329829176,62.00980392156863,1610612753,84,74,2022-03-24T01:47:54Z,4430000,-60.0,281.0,1,left,MISS I. Brazdeikis 28' 3PT,[1629649],1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,28.78,Missed,,,,,,,,,,,,,,,,,,,
461,PT00M01.30S,2022-03-24T01:47:46.9Z,3,REGULAR,rebound,offensive,[],1629678,,,1610612753,84,74,2022-03-24T01:47:54Z,4440000,,,0,,A. Schofield REBOUND (Off:1 Def:1),[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,,,,,,460.0,2.0,1.0,1.0,,,,,,,,,
462,PT00M00.00S,2022-03-24T01:47:55.3Z,3,REGULAR,period,end,[],0,,,1610612753,84,74,2022-03-24T01:47:55Z,4450000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT12M00.00S,2022-03-24T01:49:20.4Z,4,REGULAR,substitution,out,['startperiod'],1629647,,,1610612753,84,74,2022-03-24T01:50:12Z,4460000,,,0,,SUB out: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT12M00.00S,2022-03-24T01:49:20.4Z,4,REGULAR,substitution,out,['startperiod'],1630598,,,1610612753,84,74,2022-03-24T01:50:12Z,4470000,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT12M00.00S,2022-03-24T01:49:20.4Z,4,REGULAR,substitution,out,['startperiod'],1630544,,,1610612753,84,74,2022-03-24T01:50:12Z,4480000,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT12M00.00S,2022-03-24T01:49:20.4Z,4,REGULAR,substitution,in,['startperiod'],1630249,,,1610612753,84,74,2022-03-24T01:50:12Z,4490000,,,0,,SUB in: V. Krejci,[1630249],1610612760.0,OKC,,,,Krejci,V. Krejci,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT12M00.00S,2022-03-24T01:49:20.4Z,4,REGULAR,substitution,in,['startperiod'],1629676,,,1610612753,84,74,2022-03-24T01:50:12Z,4500000,,,0,,SUB in: I. Roby,[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT12M00.00S,2022-03-24T01:49:20.4Z,4,REGULAR,substitution,in,['startperiod'],1630322,,,1610612753,84,74,2022-03-24T01:50:12Z,4510000,,,0,,SUB in: L. Waters III,[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT12M00.00S,2022-03-24T01:50:30.3Z,4,REGULAR,period,start,[],0,,,1610612753,84,74,2022-03-24T01:50:30Z,4520000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT11M47.00S,2022-03-24T01:50:42.6Z,4,REGULAR,turnover,bad pass,[],1630181,,,1610612753,84,74,2022-03-24T01:50:47Z,4530000,,,0,,R. Hampton bad pass TURNOVER (2 TO),"[1630181, 1630846]",1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,2.0,,,,,,,,,,,Sarr,1630846.0,
471,PT11M47.00S,2022-03-24T01:50:42.6Z,4,REGULAR,steal,,[],1630846,,,1610612760,84,74,2022-03-24T01:50:44Z,4540000,,,0,,O. Sarr STEAL (1 STL),[1630846],1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT11M45.00S,2022-03-24T01:50:47.1Z,4,REGULAR,foul,personal,['2freethrow'],1629678,,,1610612760,84,74,2022-03-24T01:50:52Z,4550000,,,0,,A. Schofield shooting personal FOUL (3 PF) (Maledon 2 FT),"[1629678, 1630177]",1610612753.0,ORL,shooting,,,Schofield,A. Schofield,,,,,,,,,,,2003.0,,,,,,3.0,0.0,Maledon,1630177.0,,,,,
474,PT11M45.00S,2022-03-24T01:51:08.3Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1630177,,,1610612760,85,74,2022-03-24T01:51:08Z,4570000,,,0,,T. Maledon Free Throw 1 of 2 (9 PTS),[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
475,PT11M45.00S,2022-03-24T01:51:21.5Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1630177,,,1610612760,86,74,2022-03-24T01:51:21Z,4580000,,,0,,T. Maledon Free Throw 2 of 2 (10 PTS),[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
476,PT11M28.00S,2022-03-24T01:51:39.5Z,4,REGULAR,3pt,Jump Shot,[],1629021,33.952036793692514,39.950980392156865,1610612753,86,74,2022-03-24T01:51:45Z,4590000,50.0,267.0,1,left,MISS M. Wagner 27' 3PT,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,27.13,Missed,,,,,,,,,,,,,,,,,,,
477,PT11M22.00S,2022-03-24T01:51:45.5Z,4,REGULAR,rebound,defensive,[],1630177,,,1610612760,86,74,2022-03-24T01:51:45Z,4600000,,,0,,T. Maledon REBOUND (Off:0 Def:3),[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,476.0,3.0,3.0,0.0,,,,,,,,,
478,PT11M03.00S,2022-03-24T01:52:03.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630177,93.74178712220763,40.931372549019606,1610612760,88,74,2022-03-24T01:53:49Z,4610000,-45.0,6.0,1,right,T. Maledon driving Layup (12 PTS),[1630177],1610612760.0,OKC,driving,,,Maledon,T. Maledon,,,,,4.57,Made,12.0,,,,,,,,,,,,,,,,,,
479,PT10M49.00S,2022-03-24T01:52:16.8Z,4,REGULAR,3pt,Jump Shot,[],1630181,22.913929040735866,9.313725490196077,1610612753,88,77,2022-03-24T01:52:20Z,4620000,203.0,163.0,1,left,R. Hampton 26' 3PT  (14 PTS) (J. Dowtin 2 AST),"[1630181, 1630288]",1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,26.06,Made,14.0,J. Dowtin,1630288.0,2.0,,,,,,,,,,,,,,,
481,PT10M40.00S,2022-03-24T01:52:31.7Z,4,REGULAR,foul,personal,[],1630181,,,1610612760,88,77,2022-03-24T01:52:38Z,4640000,,,0,,R. Hampton personal FOUL (2 PF),"[1630181, 1630322]",1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,2003.0,,,,,,2.0,1.0,Waters III,1630322.0,,,,,
483,PT10M40.00S,2022-03-24T01:52:50.9Z,4,REGULAR,substitution,out,[],1630181,,,1610612760,88,77,2022-03-24T01:52:54Z,4660000,,,0,,SUB out: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT10M40.00S,2022-03-24T01:52:50.9Z,4,REGULAR,substitution,in,[],1630175,,,1610612760,88,77,2022-03-24T01:52:54Z,4670000,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT10M40.00S,2022-03-24T01:53:05.4Z,4,REGULAR,stoppage,blood rule,[],0,,,1610612760,88,77,2022-03-24T01:53:05Z,4680000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT10M30.00S,2022-03-24T01:54:07.0Z,4,REGULAR,3pt,Jump Shot,[],1630322,81.25821287779237,6.372549019607845,1610612760,91,77,2022-03-24T01:54:11Z,4690000,-218.0,124.0,1,right,L. Waters III 25' 3PT  (7 PTS) (V. Krejci 2 AST),"[1630322, 1630249]",1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,25.07,Made,7.0,V. Krejci,1630249.0,2.0,,,,,,,,,,,,,,,
488,PT10M09.00S,2022-03-24T01:54:27.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629678,9.641918528252305,55.3921568627451,1610612753,91,77,2022-03-24T01:55:22Z,4710000,-27.0,38.0,1,left,MISS A. Schofield driving Layup,[1629678],1610612753.0,ORL,driving,,,Schofield,A. Schofield,,,,,4.67,Missed,,,,,,,,,,,,,,,,,,,
489,PT10M07.00S,2022-03-24T01:54:29.9Z,4,REGULAR,rebound,defensive,[],1629676,,,1610612760,91,77,2022-03-24T01:54:33Z,4720000,,,0,,I. Roby REBOUND (Off:3 Def:3),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,488.0,6.0,3.0,3.0,,,,,,,,,
490,PT09M57.00S,2022-03-24T01:54:39.0Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630846,92.42772667542707,42.64705882352941,1610612760,93,77,2022-03-24T01:54:42Z,4730000,-37.0,19.0,1,right,O. Sarr alley-oop DUNK (5 PTS) (I. Roby 3 AST),"[1630846, 1629676]",1610612760.0,OKC,alley-oop,,,Sarr,O. Sarr,,,,,4.13,Made,5.0,I. Roby,1629676.0,3.0,,,,,,,,,,,,,,,
492,PT09M48.00S,2022-03-24T01:54:48.5Z,4,REGULAR,2pt,Jump Shot,[],1630175,10.561760840998687,24.264705882352942,1610612753,93,79,2022-03-24T01:54:53Z,4750000,129.0,47.0,1,left,C. Anthony 13' pullup Jump Shot (16 PTS),[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,13.69,Made,16.0,,,,,,,,,,,,,,,,,,
493,PT09M32.00S,2022-03-24T01:55:04.9Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630846,92.69053876478318,44.11764705882353,1610612760,95,79,2022-03-24T01:55:08Z,4760000,-29.0,16.0,1,right,O. Sarr DUNK (7 PTS) (T. Maledon 5 AST),"[1630846, 1630177]",1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,3.36,Made,7.0,T. Maledon,1630177.0,5.0,,,,,,,,,,,,,,,
495,PT09M31.00S,2022-03-24T01:55:10.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612753,95,79,2022-03-24T01:55:10Z,4780000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT09M31.00S,2022-03-24T01:57:01.7Z,4,REGULAR,substitution,out,[],1629649,,,1610612753,95,79,2022-03-24T01:57:48Z,4790000,,,0,,SUB out: I. Brazdeikis,[1629649],1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT09M31.00S,2022-03-24T01:57:01.7Z,4,REGULAR,substitution,in,[],1629643,,,1610612753,95,79,2022-03-24T01:57:48Z,4800000,,,0,,SUB in: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT09M19.00S,2022-03-24T01:58:15.3Z,4,REGULAR,turnover,lost ball,[],1629021,,,1610612753,95,79,2022-03-24T01:58:19Z,4810000,,,0,,M. Wagner lost ball TURNOVER (1 TO),"[1629021, 1630177]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,1.0,,,,,,,,,,,Maledon,1630177.0,
499,PT09M19.00S,2022-03-24T01:58:15.3Z,4,REGULAR,steal,,[],1630177,,,1610612760,95,79,2022-03-24T01:58:17Z,4820000,,,0,,T. Maledon STEAL (1 STL),[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT09M14.00S,2022-03-24T01:58:20.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629676,92.69053876478318,57.35294117647059,1610612760,97,79,2022-03-24T01:58:45Z,4830000,37.0,16.0,1,right,I. Roby running Layup (17 PTS) (T. Maledon 6 AST),"[1629676, 1630177]",1610612760.0,OKC,running,,,Roby,I. Roby,,,,,4.02,Made,17.0,T. Maledon,1630177.0,6.0,,,,,,,,,,,,,,,
502,PT08M59.00S,2022-03-24T01:58:35.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629643,9.510512483574246,56.372549019607845,1610612753,97,81,2022-03-24T01:58:59Z,4850000,-32.0,37.0,1,left,C. Okeke driving Layup (13 PTS),[1629643],1610612753.0,ORL,driving,,,Okeke,C. Okeke,,,,,4.88,Made,13.0,,,,,,,,,,,,,,,,,,
506,PT08M59.00S,2022-03-24T01:58:58.4Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,97,81,2022-03-24T02:02:34Z,4860000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT08M47.00S,2022-03-24T01:59:21.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,97,81,2022-03-24T02:17:40Z,4870000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT08M47.00S,2022-03-24T01:59:35.9Z,4,REGULAR,instantreplay,challenge,[],0,,,1610612760,97,81,2022-03-24T02:02:13Z,4880000,,,0,,,[],1610612760.0,OKC,overturned,,,,,,,,,,,,,,,2003.0,,,,,,,,,,,,,,Miscellaneous
507,PT08M36.00S,2022-03-24T02:02:53.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630177,86.38304862023654,59.31372549019608,1610612760,97,81,2022-03-24T02:02:57Z,4890000,47.0,75.0,1,right,MISS T. Maledon 8' Layup,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,8.87,Missed,,,,,,,,,,,,,,,,,,,
508,PT08M34.00S,2022-03-24T02:02:55.3Z,4,REGULAR,rebound,defensive,[],1629021,,,1610612753,97,81,2022-03-24T02:02:57Z,4900000,,,0,,M. Wagner REBOUND (Off:0 Def:4),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,507.0,4.0,4.0,0.0,,,,,,,,,
509,PT08M27.00S,2022-03-24T02:03:02.8Z,4,REGULAR,3pt,Jump Shot,[],1629678,8.590670170827863,96.56862745098039,1610612753,97,84,2022-03-24T02:03:07Z,4910000,-233.0,28.0,1,left,A. Schofield 3PT  (3 PTS) (C. Anthony 10 AST),"[1629678, 1630175]",1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,23.45,Made,3.0,C. Anthony,1630175.0,10.0,,,,,,,,,,,,,,,
511,PT08M09.00S,2022-03-24T02:03:21.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630177,87.9599211563732,55.3921568627451,1610612760,99,84,2022-03-24T02:03:24Z,4930000,27.0,61.0,1,right,T. Maledon 6' floating Jump Shot (14 PTS),[1630177],1610612760.0,OKC,floating,,,Maledon,T. Maledon,,,,,6.64,Made,14.0,,,,,,,,,,,,,,,,,,
512,PT07M56.00S,2022-03-24T02:03:33.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629643,8.590670170827863,41.91176470588235,1610612753,99,84,2022-03-24T02:04:07Z,4940000,40.0,28.0,1,left,MISS C. Okeke driving Layup,[1629643],1610612753.0,ORL,driving,,,Okeke,C. Okeke,,,,,4.93,Missed,,,,,,,,,,,,,,,,,,,
513,PT07M55.00S,2022-03-24T02:03:34.3Z,4,REGULAR,rebound,defensive,[],1629676,,,1610612760,99,84,2022-03-24T02:03:37Z,4950000,,,0,,I. Roby REBOUND (Off:3 Def:4),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,512.0,7.0,4.0,3.0,,,,,,,,,
514,PT07M52.00S,2022-03-24T02:03:39.8Z,4,REGULAR,foul,personal,['2freethrow'],1629678,,,1610612760,99,84,2022-03-24T02:03:47Z,4960000,,,0,,A. Schofield shooting personal FOUL (4 PF) (Roby 2 FT),"[1629678, 1629676]",1610612753.0,ORL,shooting,,,Schofield,A. Schofield,,,,,,,,,,,1628171.0,,,,,,4.0,0.0,Roby,1629676.0,,,,,
516,PT07M52.00S,2022-03-24T02:04:13.3Z,4,REGULAR,freethrow,1 of 2,[],1629676,,,1610612760,99,84,2022-03-24T02:04:13Z,4980000,,,0,,MISS I. Roby Free Throw 1 of 2,[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,Missed,,,,,,,,,,,,,,,,,,,
517,PT07M52.00S,2022-03-24T02:04:13.3Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,99,84,2022-03-24T02:04:13Z,4990000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,516.0,,,,,,,,,,,,
518,PT07M52.00S,2022-03-24T02:04:30.9Z,4,REGULAR,freethrow,2 of 2,[],1629676,,,1610612760,100,84,2022-03-24T02:04:30Z,5000000,,,0,,I. Roby Free Throw 2 of 2 (18 PTS),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,Made,18.0,,,,,,,,,,,,,,,,,,
519,PT07M40.00S,2022-03-24T02:04:43.8Z,4,REGULAR,3pt,Jump Shot,[],1630175,28.56438896189225,17.892156862745097,1610612753,100,84,2022-03-24T02:04:48Z,5010000,161.0,216.0,1,left,MISS C. Anthony 26' 3PT,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,26.91,Missed,,,,,,,,,,,,,,,,,,,
520,PT07M37.00S,2022-03-24T02:04:46.8Z,4,REGULAR,rebound,defensive,[],1630249,,,1610612760,100,84,2022-03-24T02:04:48Z,5020000,,,0,,V. Krejci REBOUND (Off:0 Def:8),[1630249],1610612760.0,OKC,,,,Krejci,V. Krejci,,,,,,,,,,,,,519.0,8.0,8.0,0.0,,,,,,,,,
521,PT07M31.00S,2022-03-24T02:04:52.3Z,4,REGULAR,3pt,Jump Shot,[],1630249,67.7233902759527,67.8921568627451,1610612760,103,84,2022-03-24T02:04:58Z,5030000,89.0,251.0,1,right,V. Krejci 26' 3PT pullup (12 PTS),[1630249],1610612760.0,OKC,pullup,,,Krejci,V. Krejci,,,,,26.64,Made,12.0,,,,,,,,,,,,,,,,,,
522,PT07M19.00S,2022-03-24T02:05:06.2Z,4,REGULAR,foul,personal,['2freethrow'],1630846,,,1610612753,103,84,2022-03-24T02:05:21Z,5040000,,,0,,O. Sarr shooting personal FOUL (2 PF) (Wagner 2 FT),"[1630846, 1629021]",1610612760.0,OKC,shooting,,,Sarr,O. Sarr,,,,,,,,,,,1628171.0,,,,,,2.0,0.0,Wagner,1629021.0,,,,,
524,PT07M19.00S,2022-03-24T02:05:24.9Z,4,REGULAR,instantreplay,request,[],0,,,1610612753,103,84,2022-03-24T02:06:47Z,5060000,,,0,,,[],,,support,,,,,,,,,,,,,,,2003.0,,,,,,,,,,,,,,Common Foul Upheld
525,PT07M19.00S,2022-03-24T02:07:23.0Z,4,REGULAR,freethrow,1 of 2,[],1629021,,,1610612753,103,85,2022-03-24T02:07:23Z,5070000,,,0,,M. Wagner Free Throw 1 of 2 (9 PTS),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
526,PT07M19.00S,2022-03-24T02:07:38.0Z,4,REGULAR,freethrow,2 of 2,[],1629021,,,1610612753,103,86,2022-03-24T02:07:38Z,5080000,,,0,,M. Wagner Free Throw 2 of 2 (10 PTS),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
527,PT07M03.00S,2022-03-24T02:07:55.1Z,4,REGULAR,3pt,Jump Shot,[],1630322,94.13600525624179,3.9215686274509807,1610612760,103,86,2022-03-24T02:08:00Z,5090000,-230.0,3.0,1,right,MISS L. Waters III 3PT,[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,23.04,Missed,,,,,,,,,,,,,,,,,,,
528,PT07M00.00S,2022-03-24T02:07:58.1Z,4,REGULAR,rebound,defensive,[],1629021,,,1610612753,103,86,2022-03-24T02:08:00Z,5100000,,,0,,M. Wagner REBOUND (Off:0 Def:5),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,527.0,5.0,5.0,0.0,,,,,,,,,
529,PT06M49.00S,2022-03-24T02:08:09.5Z,4,REGULAR,3pt,Jump Shot,[],1629643,15.292378449408673,4.656862745098039,1610612753,103,86,2022-03-24T02:08:19Z,5110000,227.0,91.0,1,left,MISS C. Okeke 24' 3PT,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,24.44,Missed,,,,,,,,,,,,,,,,,,,
530,PT06M47.00S,2022-03-24T02:08:11.5Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612760,103,86,2022-03-24T02:08:19Z,5120000,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,529.0,,,,,,,,,,,,
