actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
174,PT09M55.00S,2022-03-24T00:38:10.1Z,2,REGULAR,rebound,defensive,[],1630322,,,1610612760,30,34,2022-03-24T00:38:10Z,1670000,,,0,,L. Waters III REBOUND (Off:0 Def:3),[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,,,,,,,,173.0,3.0,3.0,0.0,,,,,,,,,
175,PT09M38.00S,2022-03-24T00:38:28.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630197,5.699737187910642,42.892156862745104,1610612760,30,34,2022-03-24T00:38:33Z,1680000,36.0,1.0,1,left,MISS A. Pokusevski reverse Layup,[1630197],1610612760.0,OKC,reverse,,,Pokusevski,A. Pokusevski,,,,,3.55,Missed,,,,,,,,,,,,,,,,,,,
176,PT09M35.00S,2022-03-24T00:38:31.0Z,2,REGULAR,rebound,defensive,[],1630181,,,1610612753,30,34,2022-03-24T00:38:33Z,1690000,,,0,,R. Hampton REBOUND (Off:0 Def:4),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,175.0,4.0,4.0,0.0,,,,,,,,,
177,PT09M27.00S,2022-03-24T00:38:38.5Z,2,REGULAR,3pt,Jump Shot,[],1629021,66.40932982917215,56.61764705882353,1610612753,30,34,2022-03-24T00:38:43Z,1700000,33.0,263.0,1,right,MISS M. Wagner 26' 3PT,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,26.54,Missed,,,,,,,,,,,,,,,,,,,
178,PT09M23.00S,2022-03-24T00:38:42.5Z,2,REGULAR,rebound,defensive,[],1630197,,,1610612760,30,34,2022-03-24T00:38:43Z,1710000,,,0,,A. Pokusevski REBOUND (Off:0 Def:3),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,177.0,3.0,3.0,0.0,,,,,,,,,
179,PT09M19.00S,2022-03-24T00:38:45.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630322,30.14126149802891,81.37254901960785,1610612760,30,34,2022-03-24T00:38:52Z,1720000,-157.0,231.0,1,left,MISS L. Waters III 27' 3PT,[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,27.91,Missed,,,,,,,,,,,,,,,,,,,
180,PT09M16.00S,2022-03-24T00:38:48.8Z,2,REGULAR,rebound,defensive,[],1630181,,,1610612753,30,34,2022-03-24T00:38:52Z,1730000,,,0,,R. Hampton REBOUND (Off:0 Def:5),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,179.0,5.0,5.0,0.0,,,,,,,,,
181,PT09M02.00S,2022-03-24T00:39:03.7Z,2,REGULAR,3pt,Jump Shot,[],1629678,72.19119579500656,21.813725490196077,1610612753,30,34,2022-03-24T00:39:09Z,1740000,-141.0,209.0,1,right,MISS A. Schofield 25' 3PT,[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,25.2,Missed,,,,,,,,,,,,,,,,,,,
182,PT08M58.00S,2022-03-24T00:39:07.7Z,2,REGULAR,rebound,defensive,[],1630249,,,1610612760,30,34,2022-03-24T00:39:09Z,1750000,,,0,,V. Krejci REBOUND (Off:0 Def:4),[1630249],1610612760.0,OKC,,,,Krejci,V. Krejci,,,,,,,,,,,,,181.0,4.0,4.0,0.0,,,,,,,,,
183,PT08M54.00S,2022-03-24T00:39:14.5Z,2,REGULAR,turnover,palming,[],1630249,,,1610612760,30,34,2022-03-24T00:39:20Z,1760000,,,0,,V. Krejci palming TURNOVER (1 TO),[1630249],1610612760.0,OKC,,,,Krejci,V. Krejci,,,,,,,,,,,2003.0,1.0,,,,,,,,,,,,,
184,PT08M30.00S,2022-03-24T00:39:48.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630181,67.06636005256242,68.38235294117646,1610612753,30,34,2022-03-24T00:46:03Z,1770000,92.0,257.0,1,right,MISS R. Hampton 27' step back 3PT - blocked,"[1630181, 1630197]",1610612753.0,ORL,step back,,,Hampton,R. Hampton,,,,,27.3,Missed,,,,,,,,,,,,,,,Pokusevski,1630197.0,,,
185,PT08M30.00S,2022-03-24T00:39:48.4Z,2,REGULAR,block,,[],1630197,,,1610612753,30,34,2022-03-24T00:39:50Z,1780000,,,0,,A. Pokusevski BLOCK (1 BLK),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT08M27.00S,2022-03-24T00:39:51.4Z,2,REGULAR,rebound,defensive,[],1630249,,,1610612760,30,34,2022-03-24T00:39:53Z,1790000,,,0,,V. Krejci REBOUND (Off:0 Def:5),[1630249],1610612760.0,OKC,,,,Krejci,V. Krejci,,,,,,,,,,,,,184.0,5.0,5.0,0.0,,,,,,,,,
187,PT08M25.00S,2022-03-24T00:39:53.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630197,7.670827858081481,55.3921568627451,1610612760,32,34,2022-03-24T00:40:00Z,1800000,-27.0,20.0,1,left,A. Pokusevski running DUNK (4 PTS) (V. Krejci 1 AST),"[1630197, 1630249]",1610612760.0,OKC,running,,,Pokusevski,A. Pokusevski,,,,,3.34,Made,4.0,V. Krejci,1630249.0,1.0,,,,,,,,,,,,,,,
189,PT08M25.00S,2022-03-24T00:40:00.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,32,34,2022-03-24T00:40:00Z,1820000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT08M04.00S,2022-03-24T00:43:08.5Z,2,REGULAR,3pt,Jump Shot,[],1629021,68.51182654402103,31.617647058823522,1610612753,32,34,2022-03-24T00:43:29Z,1830000,-92.0,243.0,1,right,MISS M. Wagner 26' 3PT,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,26.03,Missed,,,,,,,,,,,,,,,,,,,
191,PT08M02.00S,2022-03-24T00:43:10.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612753,32,34,2022-03-24T00:43:29Z,1840000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,190.0,,,,,,,,,,,,
192,PT08M02.00S,2022-03-24T00:43:14.3Z,2,REGULAR,foul,technical,['1freethrow'],1630181,,,1610612753,32,34,2022-03-24T01:22:06Z,1850000,,,0,,R. Hampton technical FOUL (1 Tech),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,2003.0,,,,,,0.0,1.0,,,,,,,
194,PT08M02.00S,2022-03-24T00:44:01.7Z,2,REGULAR,instantreplay,request,[],0,,,1610612753,32,34,2022-03-24T00:46:55Z,1870000,,,0,,,[],,,overturned,,,,,,,,,,,,,,,2003.0,,,,,,,,,,,,,,Common Foul to Flagrant 1
195,PT08M02.00S,2022-03-24T00:47:22.4Z,2,REGULAR,foul,personal,['2freethrow'],1630846,,,1610612753,32,34,2022-03-24T00:54:32Z,1880000,,,0,,O. Sarr flagrant-type-1 personal FOUL (1 PF) (Hampton 2 FT),"[1630846, 1630181]",1610612760.0,OKC,flagrant-type-1,,,Sarr,O. Sarr,,,,,,,,,,,2003.0,,,,,,1.0,0.0,Hampton,1630181.0,,,,,
196,PT08M02.00S,2022-03-24T00:47:35.6Z,2,REGULAR,freethrow,1 of 2,[],1630322,,,1610612753,33,34,2022-03-24T00:54:32Z,1890000,,,0,,L. Waters III technical Free Throw 1 of 2 (1 PTS),[1630322],1610612760.0,OKC,technical,,,Waters III,L. Waters III,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
197,PT08M02.00S,2022-03-24T00:47:35.7Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630181,,,1610612753,33,35,2022-03-24T00:54:32Z,1900000,,,0,,R. Hampton flagrant Free Throw 1 of 2 (6 PTS),[1630181],1610612753.0,ORL,flagrant,,,Hampton,R. Hampton,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
198,PT08M02.00S,2022-03-24T00:47:35.7Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630181,,,1610612753,33,36,2022-03-24T00:54:32Z,1910000,,,0,,R. Hampton flagrant Free Throw 2 of 2 (7 PTS),[1630181],1610612753.0,ORL,flagrant,,,Hampton,R. Hampton,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
199,PT07M46.00S,2022-03-24T00:48:45.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629021,91.24507227332458,54.65686274509804,1610612753,33,36,2022-03-24T00:54:32Z,1920000,23.0,30.0,1,right,MISS M. Wagner DUNK - blocked,"[1629021, 1630197]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,3.78,Missed,,,,,,,,,,,,,,,Pokusevski,1630197.0,,,
232,PT07M46.00S,2022-03-24T00:48:45.0Z,2,REGULAR,block,,[],1630197,,,1610612753,33,36,2022-03-24T00:53:51Z,1925000,,,0,,A. Pokusevski BLOCK (2 BLK),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT07M44.00S,2022-03-24T00:48:47.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612760,33,36,2022-03-24T00:49:00Z,1930000,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,199.0,,,,,,,,,,,,
201,PT07M44.00S,2022-03-24T00:48:57.5Z,2,REGULAR,foul,personal,[],1629021,,,1610612760,33,36,2022-03-24T00:49:05Z,1940000,,,0,,M. Wagner loose ball personal FOUL (2 PF),"[1629021, 1630846]",1610612753.0,ORL,loose ball,,,Wagner,M. Wagner,,,,,,,,,,,204058.0,,,,,,2.0,0.0,Sarr,1630846.0,,,,,
203,PT07M27.00S,2022-03-24T00:49:20.4Z,2,REGULAR,3pt,Jump Shot,[],1630249,6.619579500657039,3.9215686274509807,1610612760,36,36,2022-03-24T00:49:26Z,1960000,230.0,10.0,1,left,V. Krejci 3PT  (3 PTS) (A. Pokusevski 2 AST),"[1630249, 1630197]",1610612760.0,OKC,,,,Krejci,V. Krejci,,,,,23.06,Made,3.0,A. Pokusevski,1630197.0,2.0,,,,,,,,,,,,,,,
205,PT07M27.00S,2022-03-24T00:49:24.4Z,2,REGULAR,foul,personal,['1freethrow'],1629678,,,1610612760,36,36,2022-03-24T01:22:35Z,1980000,,,0,,A. Schofield loose ball personal FOUL (1 PF) (Sarr 1 FT),"[1629678, 1630846]",1610612753.0,ORL,loose ball,,,Schofield,A. Schofield,,,,,,,,,,,204058.0,,,,,,1.0,0.0,Sarr,1630846.0,,,,,
207,PT07M27.00S,2022-03-24T00:50:09.7Z,2,REGULAR,freethrow,1 of 1,[],1630846,,,1610612760,37,36,2022-03-24T01:22:52Z,2000000,,,0,,O. Sarr Free Throw 1 of 1 (3 PTS),[1630846],1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
209,PT07M15.00S,2022-03-24T00:50:22.6Z,2,REGULAR,3pt,Jump Shot,[],1630288,94.66162943495401,2.941176470588232,1610612753,37,36,2022-03-24T00:50:28Z,2010000,-235.0,-2.0,1,right,MISS J. Dowtin 3PT,[1630288],1610612753.0,ORL,,,,Dowtin,J. Dowtin,,,,,23.53,Missed,,,,,,,,,,,,,,,,,,,
210,PT07M11.00S,2022-03-24T00:50:26.6Z,2,REGULAR,rebound,defensive,[],1630197,,,1610612760,37,36,2022-03-24T00:50:28Z,2020000,,,0,,A. Pokusevski REBOUND (Off:0 Def:4),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,209.0,4.0,4.0,0.0,,,,,,,,,
211,PT07M08.00S,2022-03-24T00:50:31.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,37,36,2022-03-24T00:50:31Z,2030000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M08.00S,2022-03-24T00:50:48.4Z,2,REGULAR,substitution,out,[],1630288,,,1610612760,37,36,2022-03-24T00:50:51Z,2040000,,,0,,SUB out: J. Dowtin,[1630288],1610612753.0,ORL,,,,Dowtin,J. Dowtin,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M08.00S,2022-03-24T00:50:48.4Z,2,REGULAR,substitution,in,[],1630175,,,1610612760,37,36,2022-03-24T00:50:51Z,2050000,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT07M00.00S,2022-03-24T00:51:03.0Z,2,REGULAR,3pt,Jump Shot,[],1630177,27.250328515111704,80.14705882352942,1610612760,40,36,2022-03-24T00:57:15Z,2060000,-151.0,204.0,1,left,T. Maledon 25' 3PT pullup (3 PTS) (O. Sarr 1 AST),"[1630177, 1630846]",1610612760.0,OKC,pullup,,,Maledon,T. Maledon,,,,,25.34,Made,3.0,O. Sarr,1630846.0,1.0,,,,,,,,,,,,,,,
218,PT06M35.00S,2022-03-24T00:51:30.3Z,2,REGULAR,turnover,out-of-bounds,[],1629649,,,1610612753,40,36,2022-03-24T00:51:43Z,2080000,,,0,,I. Brazdeikis step out-of-bounds TURNOVER (1 TO),[1629649],1610612753.0,ORL,step,,,Brazdeikis,I. Brazdeikis,,,,,,,,,,,1628171.0,1.0,,,,,,,,,,,,,
219,PT06M20.00S,2022-03-24T00:51:53.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630177,6.8823915900131425,55.14705882352941,1610612760,42,36,2022-03-24T00:51:59Z,2090000,-26.0,12.0,1,left,T. Maledon driving Layup (5 PTS),[1630177],1610612760.0,OKC,driving,,,Maledon,T. Maledon,,,,,2.84,Made,5.0,,,,,,,,,,,,,,,,,,
220,PT06M20.00S,2022-03-24T00:51:56.5Z,2,REGULAR,foul,personal,['1freethrow'],1629678,,,1610612760,42,36,2022-03-24T00:52:04Z,2100000,,,0,,A. Schofield shooting personal FOUL (2 PF) (Maledon 1 FT),"[1629678, 1630177]",1610612753.0,ORL,shooting,,,Schofield,A. Schofield,,,,,,,,,,,1628171.0,,,,,,2.0,0.0,Maledon,1630177.0,,,,,
222,PT06M20.00S,2022-03-24T00:52:08.1Z,2,REGULAR,substitution,out,[],1629021,,,1610612760,42,36,2022-03-24T00:52:51Z,2120000,,,0,,SUB out: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT06M20.00S,2022-03-24T00:52:08.1Z,2,REGULAR,substitution,out,[],1629678,,,1610612760,42,36,2022-03-24T00:52:51Z,2130000,,,0,,SUB out: A. Schofield,[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT06M20.00S,2022-03-24T00:52:08.1Z,2,REGULAR,substitution,in,[],1628964,,,1610612760,42,36,2022-03-24T00:52:51Z,2140000,,,0,,SUB in: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M20.00S,2022-03-24T00:52:08.1Z,2,REGULAR,substitution,in,[],1629643,,,1610612760,42,36,2022-03-24T00:52:51Z,2150000,,,0,,SUB in: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M20.00S,2022-03-24T00:52:32.2Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1630177,,,1610612760,43,36,2022-03-24T00:52:32Z,2160000,,,0,,T. Maledon Free Throw 1 of 1 (6 PTS),[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
227,PT06M05.00S,2022-03-24T00:52:49.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628964,86.90867279894876,47.05882352941176,1610612753,43,36,2022-03-24T01:12:31Z,2170000,-15.0,71.0,1,right,MISS M. Bamba 7' floating Shot,[1628964],1610612753.0,ORL,floating,,,Bamba,M. Bamba,,,,,7.21,Missed,,,,,,,,,,,,,,,,,,,
228,PT06M03.00S,2022-03-24T00:52:51.8Z,2,REGULAR,rebound,defensive,[],1630249,,,1610612760,43,36,2022-03-24T00:52:54Z,2180000,,,0,,V. Krejci REBOUND (Off:0 Def:6),[1630249],1610612760.0,OKC,,,,Krejci,V. Krejci,,,,,,,,,,,,,227.0,6.0,6.0,0.0,,,,,,,,,
229,PT05M58.00S,2022-03-24T00:52:56.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630249,33.55781865965835,39.21568627450981,1610612760,46,36,2022-03-24T00:53:05Z,2190000,54.0,263.0,1,left,V. Krejci 26' 3PT  (6 PTS) (A. Pokusevski 3 AST),"[1630249, 1630197]",1610612760.0,OKC,,,,Krejci,V. Krejci,,,,,26.84,Made,6.0,A. Pokusevski,1630197.0,3.0,,,,,,,,,,,,,,,
231,PT05M53.00S,2022-03-24T00:53:06.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,46,36,2022-03-24T00:53:06Z,2210000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT05M53.00S,2022-03-24T00:54:40.2Z,2,REGULAR,substitution,out,[],1629649,,,1610612753,46,36,2022-03-24T00:55:52Z,2220000,,,0,,SUB out: I. Brazdeikis,[1629649],1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT05M53.00S,2022-03-24T00:54:40.2Z,2,REGULAR,substitution,in,[],1630532,,,1610612753,46,36,2022-03-24T00:55:52Z,2230000,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT05M45.00S,2022-03-24T00:56:13.1Z,2,REGULAR,3pt,Jump Shot,[],1629643,70.3515111695138,77.20588235294117,1610612753,46,39,2022-03-24T00:56:16Z,2240000,136.0,226.0,1,right,C. Okeke 26' 3PT  (9 PTS) (C. Anthony 3 AST),"[1629643, 1630175]",1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,26.39,Made,9.0,C. Anthony,1630175.0,3.0,,,,,,,,,,,,,,,
237,PT05M32.00S,2022-03-24T00:56:26.3Z,2,REGULAR,3pt,Jump Shot,[],1630322,28.827201051248352,16.17647058823529,1610612760,49,39,2022-03-24T00:56:30Z,2260000,169.0,218.0,1,left,L. Waters III 27' 3PT  (4 PTS) (T. Maledon 1 AST),"[1630322, 1630177]",1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,27.63,Made,4.0,T. Maledon,1630177.0,1.0,,,,,,,,,,,,,,,
240,PT05M25.00S,2022-03-24T00:56:37.6Z,2,REGULAR,foul,personal,['2freethrow'],1630249,,,1610612753,49,39,2022-03-24T00:56:42Z,2290000,,,0,,V. Krejci shooting personal FOUL (1 PF) (Anthony 2 FT),"[1630249, 1630175]",1610612760.0,OKC,shooting,,,Krejci,V. Krejci,,,,,,,,,,,1628171.0,,,,,,1.0,0.0,Anthony,1630175.0,,,,,
242,PT05M25.00S,2022-03-24T00:57:00.7Z,2,REGULAR,freethrow,1 of 2,[],1630175,,,1610612753,49,40,2022-03-24T00:57:00Z,2310000,,,0,,C. Anthony Free Throw 1 of 2 (4 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
243,PT05M25.00S,2022-03-24T00:57:03.6Z,2,REGULAR,substitution,out,[],1630197,,,1610612753,49,40,2022-03-24T00:57:09Z,2320000,,,0,,SUB out: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT05M25.00S,2022-03-24T00:57:03.6Z,2,REGULAR,substitution,out,[],1630846,,,1610612753,49,40,2022-03-24T00:57:09Z,2330000,,,0,,SUB out: O. Sarr,[1630846],1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT05M25.00S,2022-03-24T00:57:03.6Z,2,REGULAR,substitution,in,[],1629676,,,1610612753,49,40,2022-03-24T00:57:09Z,2340000,,,0,,SUB in: I. Roby,[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT05M25.00S,2022-03-24T00:57:03.6Z,2,REGULAR,substitution,in,[],1629647,,,1610612753,49,40,2022-03-24T00:57:09Z,2350000,,,0,,SUB in: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT05M25.00S,2022-03-24T00:57:27.7Z,2,REGULAR,freethrow,2 of 2,[],1630175,,,1610612753,49,41,2022-03-24T00:57:27Z,2360000,,,0,,C. Anthony Free Throw 2 of 2 (5 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
248,PT05M19.00S,2022-03-24T00:57:34.6Z,2,REGULAR,3pt,Jump Shot,[],1630249,36.18593955321945,47.79411764705882,1610612760,52,41,2022-03-24T00:57:38Z,2370000,11.0,288.0,1,left,V. Krejci 28' 3PT  (9 PTS) (T. Maledon 2 AST),"[1630249, 1630177]",1610612760.0,OKC,,,,Krejci,V. Krejci,,,,,28.78,Made,9.0,T. Maledon,1630177.0,2.0,,,,,,,,,,,,,,,
250,PT05M03.00S,2022-03-24T00:57:52.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,52,41,2022-03-24T00:57:52Z,2390000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT05M03.00S,2022-03-24T00:58:03.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628964,93.29829172141919,51.93780637254902,1610612753,52,41,2022-03-24T01:10:16Z,2395000,10.0,10.0,1,right,MISS M. Bamba Layup - blocked,"[1628964, 1630322]",1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,1.43,Missed,,,,,,,,,,,,,,,Waters III,1630322.0,,,
313,PT05M03.00S,2022-03-24T00:58:03.0Z,2,REGULAR,block,,[],1630322,,,1610612753,52,41,2022-03-24T01:10:16Z,2397500,,,0,,L. Waters III BLOCK (1 BLK),[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT05M03.00S,2022-03-24T00:58:03.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612753,52,41,2022-03-24T01:10:16Z,2398750,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,312.0,,,,,,,,,,,,
251,PT04M58.00S,2022-03-24T00:58:13.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,52,41,2022-03-24T00:58:13Z,2400000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT04M48.00S,2022-03-24T00:58:52.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629643,90.98226018396846,61.51960784313725,1610612753,52,41,2022-03-24T01:10:16Z,2410000,58.0,32.0,1,right,MISS C. Okeke 6' driving floating Shot,[1629643],1610612753.0,ORL,driving floating,,,Okeke,C. Okeke,,,,,6.6,Missed,,,,,,,,,,,,,,,,,,,
253,PT04M47.00S,2022-03-24T00:58:53.7Z,2,REGULAR,rebound,defensive,[],1630322,,,1610612760,52,41,2022-03-24T00:58:57Z,2420000,,,0,,L. Waters III REBOUND (Off:0 Def:4),[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,,,,,,,,252.0,4.0,4.0,0.0,,,,,,,,,
254,PT04M40.00S,2022-03-24T00:59:01.6Z,2,REGULAR,turnover,bad pass,[],1630177,,,1610612760,52,41,2022-03-24T00:59:05Z,2430000,,,0,,T. Maledon bad pass TURNOVER (2 TO),"[1630177, 1630181]",1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,2.0,,,,,,,,,,,Hampton,1630181.0,
255,PT04M40.00S,2022-03-24T00:59:01.6Z,2,REGULAR,steal,,[],1630181,,,1610612753,52,41,2022-03-24T00:59:03Z,2440000,,,0,,R. Hampton STEAL (1 STL),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT04M36.00S,2022-03-24T00:59:05.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630175,77.84165571616295,7.843137254901961,1610612753,52,41,2022-03-24T00:59:20Z,2450000,-211.0,156.0,1,right,MISS C. Anthony 26' 3PT,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,26.21,Missed,,,,,,,,,,,,,,,,,,,
257,PT04M31.00S,2022-03-24T00:59:10.8Z,2,REGULAR,rebound,defensive,[],1630249,,,1610612760,52,41,2022-03-24T00:59:20Z,2460000,,,0,,V. Krejci REBOUND (Off:0 Def:7),[1630249],1610612760.0,OKC,,,,Krejci,V. Krejci,,,,,,,,,,,,,256.0,7.0,7.0,0.0,,,,,,,,,
258,PT04M31.00S,2022-03-24T00:59:12.2Z,2,REGULAR,foul,personal,[],1630181,,,1610612760,52,41,2022-03-24T00:59:16Z,2470000,,,0,,R. Hampton take personal FOUL (1 PF),"[1630181, 1629647]",1610612753.0,ORL,take,,,Hampton,R. Hampton,,,,,,,,,,,2003.0,,,,,,1.0,1.0,Bazley,1629647.0,,,,,
260,PT04M31.00S,2022-03-24T00:59:19.1Z,2,REGULAR,substitution,out,[],1630322,,,1610612760,52,41,2022-03-24T00:59:24Z,2490000,,,0,,SUB out: L. Waters III,[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT04M31.00S,2022-03-24T00:59:19.1Z,2,REGULAR,substitution,in,[],1630544,,,1610612760,52,41,2022-03-24T00:59:24Z,2500000,,,0,,SUB in: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT04M12.00S,2022-03-24T00:59:56.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629676,8.327858081471746,55.3921568627451,1610612760,54,41,2022-03-24T01:12:59Z,2510000,-27.0,26.0,1,left,I. Roby cutting DUNK (9 PTS) (T. Maledon 3 AST),"[1629676, 1630177]",1610612760.0,OKC,cutting,,,Roby,I. Roby,,,,,3.73,Made,9.0,T. Maledon,1630177.0,3.0,,,,,,,,,,,,,,,
