actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,jumpBallRecoveredName,jumpBallRecoverdPersonId,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId
534,PT10M47.00S,2022-01-25T02:50:44.2Z,4,REGULAR,2pt,Jump Shot,[],202696,76.82325886990802,58.08823529411765,1610612741,80,94,2022-01-25T02:50:50Z,5180000,40.0,165.0,1,right,N. Vucevic 17' Jump Shot (18 PTS) (A. Dosunmu 6 AST),"[202696, 1630245]",1610612741.0,CHI,,17.03,Made,Vucevic,N. Vucevic,,,,,18.0,A. Dosunmu,1630245.0,6.0,,,,,,,,,,,,,,,,
536,PT10M22.00S,2022-01-25T02:51:09.9Z,4,REGULAR,3pt,Jump Shot,[],1629647,7.966491458607096,4.166666666666666,1610612760,83,94,2022-01-25T02:51:13Z,5200000,229.0,22.0,1,left,D. Bazley 3PT  (5 PTS) (K. Williams 2 AST),"[1629647, 1629026]",1610612760.0,OKC,,23.03,Made,Bazley,D. Bazley,,,,,5.0,K. Williams,1629026.0,2.0,,,,,,,,,,,,,,,,
538,PT10M12.00S,2022-01-25T02:51:23.1Z,4,REGULAR,turnover,traveling,[],1630245,,,1610612741,83,94,2022-01-25T02:51:28Z,5220000,,,0,,A. Dosunmu traveling TURNOVER (2 TO),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,1830.0,,,,,2.0,,,,,,,,,,
539,PT10M12.00S,2022-01-25T02:51:26.3Z,4,REGULAR,substitution,out,[],1630245,,,1610612760,83,94,2022-01-25T02:51:29Z,5230000,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,
540,PT10M12.00S,2022-01-25T02:51:26.3Z,4,REGULAR,substitution,in,[],1629744,,,1610612760,83,94,2022-01-25T02:51:29Z,5240000,,,0,,SUB in: M. Thomas,[1629744],1610612741.0,CHI,,,,Thomas,M. Thomas,,,,,,,,,,,,,,,,,,,,,,,,
541,PT10M01.00S,2022-01-25T02:51:53.3Z,4,REGULAR,foul,personal,[],1629744,,,1610612760,83,94,2022-01-25T02:52:01Z,5250000,,,0,,M. Thomas personal FOUL (1 PF),"[1629744, 1629026]",1610612741.0,CHI,,,,Thomas,M. Thomas,,,,,,,,,1830.0,1.0,0.0,Williams,1629026.0,,,,,,,,,,,
543,PT09M59.00S,2022-01-25T02:52:03.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203488,32.802233902759525,34.31372549019608,1610612760,83,94,2022-01-25T02:52:08Z,5270000,78.0,256.0,1,left,MISS M. Muscala 26' 3PT,[203488],1610612760.0,OKC,,26.75,Missed,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,
544,PT09M55.00S,2022-01-25T02:52:07.5Z,4,REGULAR,rebound,defensive,[],202696,,,1610612741,83,94,2022-01-25T02:52:08Z,5280000,,,0,,N. Vucevic REBOUND (Off:3 Def:7),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,543.0,10.0,7.0,3.0,,,,,,,,,,,,,,,,,,,,
545,PT09M44.00S,2022-01-25T02:52:17.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,90.22667542706965,57.35294117647059,1610612741,83,94,2022-01-25T02:52:22Z,5290000,37.0,39.0,1,right,MISS C. White driving Layup - blocked,"[1629632, 203488]",1610612741.0,CHI,driving,5.39,Missed,White,C. White,,,,,,,,,,,,,,,,,Muscala,203488.0,,,,,,
546,PT09M44.00S,2022-01-25T02:52:17.7Z,4,REGULAR,block,,[],203488,,,1610612741,83,94,2022-01-25T02:52:20Z,5300000,,,0,,M. Muscala BLOCK (1 BLK),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,
547,PT09M43.00S,2022-01-25T02:52:18.7Z,4,REGULAR,rebound,defensive,[],1629652,,,1610612760,83,94,2022-01-25T02:53:51Z,5310000,,,0,,L. Dort REBOUND (Off:1 Def:2),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,545.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
548,PT09M42.00S,2022-01-25T02:52:23.2Z,4,REGULAR,foul,personal,[],202696,,,1610612760,83,94,2022-01-25T02:52:30Z,5320000,,,0,,N. Vucevic personal FOUL (2 PF),"[202696, 1629652]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,1204.0,2.0,0.0,Dort,1629652.0,,,,,,,,,,,
550,PT09M40.00S,2022-01-25T02:52:39.6Z,4,REGULAR,3pt,Jump Shot,[],1629647,23.866622864651774,86.02941176470588,1610612760,83,94,2022-01-25T02:52:43Z,5340000,-180.0,172.0,1,left,MISS D. Bazley 24' 3PT,[1629647],1610612760.0,OKC,,24.89,Missed,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,
551,PT09M37.00S,2022-01-25T02:52:42.6Z,4,REGULAR,rebound,defensive,[],203897,,,1610612741,83,94,2022-01-25T02:52:43Z,5350000,,,0,,Z. LaVine REBOUND (Off:0 Def:7),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,550.0,7.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,
552,PT09M16.00S,2022-01-25T02:53:03.0Z,4,REGULAR,3pt,Jump Shot,[],202696,64.73390275952694,58.57843137254902,1610612741,83,94,2022-01-25T02:53:08Z,5360000,43.0,279.0,1,right,MISS N. Vucevic 28' 3PT,[202696],1610612741.0,CHI,,28.23,Missed,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,
553,PT09M14.00S,2022-01-25T02:53:05.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612741,83,94,2022-01-25T02:53:08Z,5370000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,552.0,,,,,,,,,,,,,,,,,,,,,,,
554,PT09M14.00S,2022-01-25T02:53:10.7Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,83,94,2022-01-25T02:53:10Z,5380000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT09M12.00S,2022-01-25T02:53:35.4Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203897,83.13074901445466,3.1862745098039214,1610612741,83,97,2022-01-25T02:53:39Z,5390000,-234.0,106.0,1,right,Z. LaVine 25' 3PT  (21 PTS) (M. Thomas 1 AST),"[203897, 1629744]",1610612741.0,CHI,,25.7,Made,LaVine,Z. LaVine,,,,,21.0,M. Thomas,1629744.0,1.0,,,,,,,,,,,,,,,,
557,PT08M54.00S,2022-01-25T02:53:52.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629647,11.777266754270697,63.725490196078425,1610612760,83,97,2022-01-25T02:53:56Z,5410000,-69.0,58.0,1,left,MISS D. Bazley 9' Layup - blocked,"[1629647, 202696]",1610612760.0,OKC,,9.0,Missed,Bazley,D. Bazley,,,,,,,,,,,,,,,,,Vucevic,202696.0,,,,,,
558,PT08M54.00S,2022-01-25T02:53:52.4Z,4,REGULAR,block,,[],202696,,,1610612760,83,97,2022-01-25T02:53:54Z,5420000,,,0,,N. Vucevic BLOCK (2 BLK),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,
559,PT08M54.00S,2022-01-25T02:53:52.4Z,4,REGULAR,rebound,defensive,[],202696,,,1610612741,83,97,2022-01-25T02:53:56Z,5430000,,,0,,N. Vucevic REBOUND (Off:3 Def:8),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,557.0,11.0,8.0,3.0,,,,,,,,,,,,,,,,,,,,
560,PT08M54.00S,2022-01-25T02:53:55.8Z,4,REGULAR,turnover,out-of-bounds,[],202696,,,1610612741,83,97,2022-01-25T02:54:08Z,5440000,,,0,,N. Vucevic bad pass out-of-bounds TURNOVER (3 TO),[202696],1610612741.0,CHI,bad pass,,,Vucevic,N. Vucevic,,,,,,,,,1627529.0,,,,,3.0,,,,,,,,,,
561,PT08M54.00S,2022-01-25T02:54:07.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612760,83,97,2022-01-25T02:54:07Z,5450000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT08M54.00S,2022-01-25T02:54:55.5Z,4,REGULAR,substitution,out,[],1629647,,,1610612760,83,97,2022-01-25T02:56:45Z,5460000,,,0,,SUB out: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,
563,PT08M54.00S,2022-01-25T02:54:55.5Z,4,REGULAR,substitution,out,[],203488,,,1610612760,83,97,2022-01-25T02:56:45Z,5470000,,,0,,SUB out: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,
564,PT08M54.00S,2022-01-25T02:54:55.5Z,4,REGULAR,substitution,in,[],1630526,,,1610612760,83,97,2022-01-25T02:56:45Z,5480000,,,0,,SUB in: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,
565,PT08M54.00S,2022-01-25T02:54:55.5Z,4,REGULAR,substitution,in,[],1628983,,,1610612760,83,97,2022-01-25T02:56:45Z,5490000,,,0,,SUB in: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,
566,PT08M45.00S,2022-01-25T02:57:08.7Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630526,4.944152431011826,95.58823529411765,1610612760,86,97,2022-01-25T02:57:19Z,5500000,-228.0,-6.0,1,left,J. Robinson-Earl 3PT  (12 PTS) (L. Dort 1 AST),"[1630526, 1629652]",1610612760.0,OKC,,22.8,Made,Robinson-Earl,J. Robinson-Earl,,,,,12.0,L. Dort,1629652.0,1.0,,,,,,,,,,,,,,,,
568,PT08M20.00S,2022-01-25T02:57:34.2Z,4,REGULAR,3pt,Jump Shot,[],203897,66.44218134034165,69.6078431372549,1610612741,86,97,2022-01-25T02:57:43Z,5520000,98.0,263.0,1,right,MISS Z. LaVine 28' pullup 3PT,[203897],1610612741.0,CHI,pullup,28.06,Missed,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,
569,PT08M17.00S,2022-01-25T02:57:37.2Z,4,REGULAR,rebound,defensive,[],1630581,,,1610612760,86,97,2022-01-25T02:57:38Z,5530000,,,0,,J. Giddey REBOUND (Off:3 Def:3),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,568.0,6.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,
570,PT08M12.00S,2022-01-25T02:57:41.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630581,10.33180026281209,54.41176470588235,1610612760,86,97,2022-01-25T02:57:50Z,5540000,-22.0,45.0,1,left,MISS J. Giddey running Layup,[1630581],1610612760.0,OKC,running,4.98,Missed,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,
571,PT08M12.00S,2022-01-25T02:57:41.9Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612741,86,97,2022-01-25T02:57:50Z,5550000,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,570.0,,,,,,,,,,,,,,,,,,,,,,,
572,PT08M11.00S,2022-01-25T02:57:48.1Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,86,97,2022-01-25T02:57:48Z,5560000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT08M11.00S,2022-01-25T02:57:48.9Z,4,REGULAR,substitution,out,[],203897,,,1610612741,86,97,2022-01-25T02:57:55Z,5570000,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,
574,PT08M11.00S,2022-01-25T02:57:48.9Z,4,REGULAR,substitution,out,[],1629744,,,1610612741,86,97,2022-01-25T02:57:55Z,5580000,,,0,,SUB out: M. Thomas,[1629744],1610612741.0,CHI,,,,Thomas,M. Thomas,,,,,,,,,,,,,,,,,,,,,,,,
575,PT08M11.00S,2022-01-25T02:57:48.9Z,4,REGULAR,substitution,in,[],1630245,,,1610612741,86,97,2022-01-25T02:57:55Z,5590000,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,
576,PT08M11.00S,2022-01-25T02:57:48.9Z,4,REGULAR,substitution,in,[],1628972,,,1610612741,86,97,2022-01-25T02:57:55Z,5600000,,,0,,SUB in: T. Brown Jr.,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,
577,PT08M03.00S,2022-01-25T02:58:16.6Z,4,REGULAR,foul,personal,[],1629652,,,1610612741,86,97,2022-01-25T02:58:22Z,5610000,,,0,,L. Dort personal FOUL (2 PF),"[1629652, 1630245]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,1830.0,2.0,0.0,Dosunmu,1630245.0,,,,,,,,,,,
579,PT07M45.00S,2022-01-25T02:58:55.5Z,4,REGULAR,2pt,Jump Shot,[],1629632,69.85873850197109,54.65686274509803,1610612741,86,97,2022-01-25T02:59:01Z,5630000,23.0,231.0,1,right,MISS C. White 23' Jump Shot,[1629632],1610612741.0,CHI,,23.2,Missed,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,
580,PT07M44.00S,2022-01-25T02:59:00.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612741,86,97,2022-01-25T02:59:00Z,5640000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,579.0,,,,,,,,,,,,,,,,,,,,,,,
581,PT07M44.00S,2022-01-25T02:59:03.8Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,86,97,2022-01-25T02:59:03Z,5650000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT07M32.00S,2022-01-25T02:59:25.7Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629632,82.21090670170827,4.411764705882353,1610612741,86,97,2022-01-25T02:59:31Z,5660000,-228.0,115.0,1,right,MISS C. White 25' step back 3PT,[1629632],1610612741.0,CHI,step back,25.51,Missed,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,
583,PT07M28.00S,2022-01-25T02:59:29.7Z,4,REGULAR,rebound,defensive,[],1629026,,,1610612760,86,97,2022-01-25T02:59:31Z,5670000,,,0,,K. Williams REBOUND (Off:1 Def:5),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,582.0,6.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,
584,PT07M19.00S,2022-01-25T02:59:37.7Z,4,REGULAR,3pt,Jump Shot,[],1630581,20.05584756898817,90.68627450980392,1610612760,86,97,2022-01-25T02:59:42Z,5680000,-203.0,136.0,1,left,MISS J. Giddey 24' 3PT,[1630581],1610612760.0,OKC,,24.47,Missed,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,
585,PT07M16.00S,2022-01-25T02:59:40.7Z,4,REGULAR,rebound,defensive,[],1630245,,,1610612741,86,97,2022-01-25T02:59:42Z,5690000,,,0,,A. Dosunmu REBOUND (Off:0 Def:5),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,584.0,5.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,
586,PT07M09.00S,2022-01-25T02:59:48.0Z,4,REGULAR,2pt,Jump Shot,[],1630245,79.45137976346912,46.07843137254902,1610612741,86,97,2022-01-25T03:06:49Z,5700000,-20.0,141.0,1,right,MISS A. Dosunmu 14' pullup Shot,[1630245],1610612741.0,CHI,pullup,14.21,Missed,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,
587,PT07M07.00S,2022-01-25T02:59:50.7Z,4,REGULAR,rebound,offensive,[],202696,,,1610612741,86,97,2022-01-25T02:59:50Z,5710000,,,0,,N. Vucevic REBOUND (Off:4 Def:8),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,586.0,12.0,8.0,4.0,,,,,,,,,,,,,,,,,,,,
588,PT07M04.00S,2022-01-25T02:59:53.6Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630245,96.27135348226018,95.58823529411765,1610612741,86,97,2022-01-25T02:59:57Z,5720000,228.0,-17.0,1,right,MISS A. Dosunmu 3PT,[1630245],1610612741.0,CHI,,22.86,Missed,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,
589,PT07M02.00S,2022-01-25T02:59:55.6Z,4,REGULAR,rebound,defensive,[],1629652,,,1610612760,86,97,2022-01-25T02:59:57Z,5730000,,,0,,L. Dort REBOUND (Off:1 Def:3),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,588.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,
590,PT06M56.00S,2022-01-25T03:00:02.1Z,4,REGULAR,3pt,Jump Shot,[],1629026,8.09789750328515,95.09803921568627,1610612760,86,97,2022-01-25T03:00:06Z,5740000,-225.0,24.0,1,left,MISS K. Williams 3PT,[1629026],1610612760.0,OKC,,22.67,Missed,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,
591,PT06M52.00S,2022-01-25T03:00:04.9Z,4,REGULAR,rebound,defensive,[],1629750,,,1610612741,86,97,2022-01-25T03:00:04Z,5750000,,,0,,J. Green REBOUND (Off:0 Def:1),[1629750],1610612741.0,CHI,,,,Green,J. Green,590.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,
592,PT06M42.00S,2022-01-25T03:00:17.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202696,88.91261498028909,45.83333333333333,1610612741,86,99,2022-01-25T03:00:22Z,5760000,-21.0,52.0,1,right,N. Vucevic cutting Layup (20 PTS) (C. White 7 AST),"[202696, 1629632]",1610612741.0,CHI,cutting,5.57,Made,Vucevic,N. Vucevic,,,,,20.0,C. White,1629632.0,7.0,,,,,,,,,,,,,,,,
594,PT06M42.00S,2022-01-25T03:00:27.3Z,4,REGULAR,foul,personal,['1freethrow'],1630526,,,1610612741,86,99,2022-01-25T03:00:44Z,5780000,,,0,,J. Robinson-Earl shooting personal FOUL (3 PF) (Vucevic 1 FT),"[1630526, 202696]",1610612760.0,OKC,shooting,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,1627529.0,3.0,0.0,Vucevic,202696.0,,,,,,,,,,,
596,PT06M42.00S,2022-01-25T03:00:36.2Z,4,REGULAR,substitution,out,[],1629632,,,1610612741,86,99,2022-01-25T03:00:43Z,5800000,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,
597,PT06M42.00S,2022-01-25T03:00:36.2Z,4,REGULAR,substitution,out,[],1629750,,,1610612741,86,99,2022-01-25T03:00:43Z,5810000,,,0,,SUB out: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
598,PT06M42.00S,2022-01-25T03:00:36.2Z,4,REGULAR,substitution,in,[],203897,,,1610612741,86,99,2022-01-25T03:00:43Z,5820000,,,0,,SUB in: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,
599,PT06M42.00S,2022-01-25T03:00:36.2Z,4,REGULAR,substitution,in,[],1630792,,,1610612741,86,99,2022-01-25T03:00:43Z,5830000,,,0,,SUB in: M. Hill,[1630792],1610612741.0,CHI,,,,Hill,M. Hill,,,,,,,,,,,,,,,,,,,,,,,,
600,PT06M42.00S,2022-01-25T03:00:50.8Z,4,REGULAR,freethrow,1 of 1,[],202696,,,1610612741,86,100,2022-01-25T03:00:50Z,5840000,,,0,,N. Vucevic Free Throw 1 of 1 (21 PTS),[202696],1610612741.0,CHI,,,Made,Vucevic,N. Vucevic,,,,,21.0,,,,,,,,,,,,,,,,,,,
601,PT06M33.00S,2022-01-25T03:01:02.1Z,4,REGULAR,foul,personal,['2freethrow'],1630245,,,1610612760,86,100,2022-01-25T03:01:17Z,5850000,,,0,,A. Dosunmu shooting personal FOUL (4 PF) (Gilgeous-Alexander 2 FT),"[1630245, 1628983]",1610612741.0,CHI,shooting,,,Dosunmu,A. Dosunmu,,,,,,,,,1830.0,4.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,,
603,PT06M33.00S,2022-01-25T03:01:28.7Z,4,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,87,100,2022-01-25T03:01:28Z,5870000,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (25 PTS),[1628983],1610612760.0,OKC,,,Made,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,25.0,,,,,,,,,,,,,,,,,,,
604,PT06M33.00S,2022-01-25T03:01:30.3Z,4,REGULAR,substitution,out,[],1629026,,,1610612760,87,100,2022-01-25T03:01:33Z,5880000,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,
605,PT06M33.00S,2022-01-25T03:01:30.3Z,4,REGULAR,substitution,in,[],1629660,,,1610612760,87,100,2022-01-25T03:01:33Z,5890000,,,0,,SUB in: T. Jerome,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,
606,PT06M33.00S,2022-01-25T03:01:44.3Z,4,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,88,100,2022-01-25T03:01:44Z,5900000,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (26 PTS),[1628983],1610612760.0,OKC,,,Made,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,26.0,,,,,,,,,,,,,,,,,,,
607,PT06M21.00S,2022-01-25T03:01:58.4Z,4,REGULAR,3pt,Jump Shot,[],202696,64.73390275952694,43.627450980392155,1610612741,88,103,2022-01-25T03:02:04Z,5910000,-32.0,279.0,1,right,N. Vucevic 28' 3PT  (24 PTS) (A. Dosunmu 7 AST),"[202696, 1630245]",1610612741.0,CHI,,28.08,Made,Vucevic,N. Vucevic,,,,,24.0,A. Dosunmu,1630245.0,7.0,,,,,,,,,,,,,,,,
609,PT06M06.00S,2022-01-25T03:02:12.6Z,4,REGULAR,3pt,Jump Shot,[],1629652,23.603810775295663,8.823529411764707,1610612760,88,103,2022-01-25T03:02:17Z,5930000,206.0,169.0,1,left,MISS L. Dort 26' 3PT,[1629652],1610612760.0,OKC,,26.66,Missed,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,
610,PT06M03.00S,2022-01-25T03:02:15.6Z,4,REGULAR,rebound,defensive,[],202696,,,1610612741,88,103,2022-01-25T03:02:17Z,5940000,,,0,,N. Vucevic REBOUND (Off:4 Def:9),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,609.0,13.0,9.0,4.0,,,,,,,,,,,,,,,,,,,,
611,PT05M50.00S,2022-01-25T03:02:29.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,83.26215505913272,41.911764705882355,1610612741,88,105,2022-01-25T03:09:46Z,5950000,-40.0,105.0,1,right,N. Vucevic 11' floating Jump Shot (26 PTS) (A. Dosunmu 8 AST),"[202696, 1630245]",1610612741.0,CHI,floating,11.23,Made,Vucevic,N. Vucevic,,,,,26.0,A. Dosunmu,1630245.0,8.0,,,,,,,,,,,,,,,,
613,PT05M48.00S,2022-01-25T03:02:35.2Z,4,REGULAR,timeout,full,['team'],0,,,1610612760,88,105,2022-01-25T03:02:35Z,5970000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,PT05M48.00S,2022-01-25T03:04:58.0Z,4,REGULAR,substitution,out,[],1630526,,,1610612760,88,105,2022-01-25T03:05:29Z,5980000,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,
615,PT05M48.00S,2022-01-25T03:04:58.0Z,4,REGULAR,substitution,in,[],1629026,,,1610612760,88,105,2022-01-25T03:05:29Z,5990000,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,
616,PT05M30.00S,2022-01-25T03:05:45.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,10.463206307490145,44.36274509803921,1610612760,90,105,2022-01-25T03:05:48Z,6000000,28.0,46.0,1,left,S. Gilgeous-Alexander Layup (28 PTS),[1628983],1610612760.0,OKC,,5.39,Made,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,28.0,,,,,,,,,,,,,,,,,,,
617,PT05M15.00S,2022-01-25T03:06:00.5Z,4,REGULAR,3pt,Jump Shot,[],203897,66.44218134034165,28.676470588235293,1610612741,90,105,2022-01-25T03:06:05Z,6010000,-107.0,263.0,1,right,MISS Z. LaVine 28' step back 3PT,[203897],1610612741.0,CHI,step back,28.37,Missed,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,
618,PT05M12.00S,2022-01-25T03:06:03.5Z,4,REGULAR,rebound,offensive,[],202696,,,1610612741,90,105,2022-01-25T03:06:05Z,6020000,,,0,,N. Vucevic REBOUND (Off:5 Def:9),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,617.0,14.0,9.0,5.0,,,,,,,,,,,,,,,,,,,,
619,PT04M59.00S,2022-01-25T03:06:16.6Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],202696,64.86530880420499,48.529411764705884,1610612741,90,105,2022-01-25T03:06:24Z,6030000,-7.0,278.0,1,right,MISS N. Vucevic 27' 3PT - blocked,"[202696, 1628983]",1610612741.0,CHI,,27.79,Missed,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,Gilgeous-Alexander,1628983.0,,,,,,
620,PT04M59.00S,2022-01-25T03:06:16.6Z,4,REGULAR,block,,[],1628983,,,1610612741,90,105,2022-01-25T03:06:18Z,6040000,,,0,,S. Gilgeous-Alexander BLOCK (1 BLK),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,
621,PT04M59.00S,2022-01-25T03:06:16.6Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612741,90,105,2022-01-25T03:06:24Z,6050000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,619.0,,,,,,,,,,,,,,,,,,,,,,,
622,PT04M59.00S,2022-01-25T03:06:24.1Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612741,90,105,2022-01-25T03:06:34Z,6060000,,,0,,CHI shot clock Team TURNOVER,[],1610612741.0,CHI,,,,,,,,,,,,,,1204.0,,,,,,,,,,,,,,,
