actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
89,PT04M51.00S,2021-12-16T01:23:28.7Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,18,16,2021-12-16T01:23:30Z,870000,,,0,,B. Ingram REBOUND (Off:0 Def:2),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,88.0,2.0,2.0,0.0,,,,,,,,,,
90,PT04M43.00S,2021-12-16T01:23:36.8Z,1,REGULAR,turnover,bad pass,[],1628404,,,1610612740,18,16,2021-12-16T01:34:41Z,880000,,,0,,J. Hart bad pass TURNOVER (3 TO),"[1628404, 202324]",1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,3.0,Favors,202324.0,,,
91,PT04M43.00S,2021-12-16T01:23:36.8Z,1,REGULAR,steal,,[],202324,,,1610612760,18,16,2021-12-16T01:23:38Z,890000,,,0,,D. Favors STEAL (1 STL),[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M34.00S,2021-12-16T01:23:46.1Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630581,90.62089356110381,31.61764705882353,1610612760,18,16,2021-12-16T01:23:53Z,900000,-92.0,36.0,1,right,MISS J. Giddey 9' pullup bank Shot,[1630581],1610612760.0,OKC,pullup bank,,,Giddey,J. Giddey,,,,,,,,,,9.86,Missed,,,,,,,,,,,,,,
93,PT04M32.00S,2021-12-16T01:23:49.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,18,16,2021-12-16T01:23:49Z,910000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,92.0,,,,,,,,,,,,,
94,PT04M32.00S,2021-12-16T01:23:50.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,18,16,2021-12-16T01:23:50Z,920000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M32.00S,2021-12-16T01:23:51.3Z,1,REGULAR,substitution,out,[],1628404,,,1610612760,18,16,2021-12-16T01:23:55Z,930000,,,0,,SUB out: J. Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M32.00S,2021-12-16T01:23:51.3Z,1,REGULAR,substitution,in,[],202066,,,1610612760,18,16,2021-12-16T01:23:55Z,940000,,,0,,SUB in: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M32.00S,2021-12-16T01:24:04.0Z,1,REGULAR,substitution,out,[],202324,,,1610612760,18,16,2021-12-16T01:24:07Z,950000,,,0,,SUB out: D. Favors,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M32.00S,2021-12-16T01:24:04.0Z,1,REGULAR,substitution,in,[],1630526,,,1610612760,18,16,2021-12-16T01:24:07Z,960000,,,0,,SUB in: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M30.00S,2021-12-16T01:24:22.4Z,1,REGULAR,foul,personal,[],202066,,,1610612760,18,16,2021-12-16T01:24:32Z,970000,,,0,,G. Temple personal FOUL (1 PF),"[202066, 1628983]",1610612740.0,NOP,,,,Temple,G. Temple,,,,,201639.0,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,,,,,,,
101,PT04M21.00S,2021-12-16T01:24:50.1Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629647,74.58935611038108,15.931372549019606,1610612760,18,16,2021-12-16T01:24:54Z,990000,-170.0,186.0,1,right,MISS D. Bazley 25' step back 3PT,[1629647],1610612760.0,OKC,step back,,,Bazley,D. Bazley,,,,,,,,,,25.25,Missed,,,,,,,,,,,,,,
102,PT04M18.00S,2021-12-16T01:24:53.1Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,18,16,2021-12-16T01:24:54Z,1000000,,,0,,B. Ingram REBOUND (Off:0 Def:3),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,101.0,3.0,3.0,0.0,,,,,,,,,,
103,PT04M14.00S,2021-12-16T01:25:00.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,5.995400788436268,52.69607843137255,1610612740,18,18,2021-12-16T01:35:38Z,1010000,-13.0,4.0,1,left,B. Ingram driving Layup (4 PTS),[1627742],1610612740.0,NOP,driving,,,Ingram,B. Ingram,,,,,,,,,,1.41,Made,,,,,4.0,,,,,,,,,
104,PT04M14.00S,2021-12-16T01:25:03.3Z,1,REGULAR,foul,personal,['1freethrow'],1630598,,,1610612740,18,18,2021-12-16T01:25:09Z,1020000,,,0,,A. Wiggins shooting personal FOUL (1 PF) (Ingram 1 FT),"[1630598, 1627742]",1610612760.0,OKC,shooting,,,Wiggins,A. Wiggins,,,,,1628954.0,1.0,0.0,Ingram,1627742.0,,,,,,,,,,,,,,,,
106,PT04M14.00S,2021-12-16T01:25:15.1Z,1,REGULAR,substitution,out,[],1629647,,,1610612740,18,18,2021-12-16T01:25:34Z,1040000,,,0,,SUB out: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M14.00S,2021-12-16T01:25:15.1Z,1,REGULAR,substitution,in,[],1629026,,,1610612740,18,18,2021-12-16T01:25:34Z,1050000,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M14.00S,2021-12-16T01:25:33.6Z,1,REGULAR,freethrow,1 of 1,[],1627742,,,1610612740,18,18,2021-12-16T01:25:35Z,1060000,,,0,,MISS B. Ingram Free Throw 1 of 1,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,Missed,,,,,,,,,,,,,,
109,PT04M12.00S,2021-12-16T01:25:35.6Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,18,18,2021-12-16T01:25:35Z,1070000,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:2),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,108.0,2.0,2.0,0.0,,,,,,,,,,
110,PT04M08.00S,2021-12-16T01:25:38.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630598,95.74572930354796,96.32352941176471,1610612760,18,18,2021-12-16T01:25:46Z,1080000,232.0,-13.0,1,right,MISS A. Wiggins 3PT,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,23.19,Missed,,,,,,,,,,,,,,
111,PT04M03.00S,2021-12-16T01:25:43.6Z,1,REGULAR,rebound,defensive,[],202066,,,1610612740,18,18,2021-12-16T01:37:40Z,1090000,,,0,,G. Temple REBOUND (Off:0 Def:1),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,110.0,1.0,1.0,0.0,,,,,,,,,,
112,PT03M56.00S,2021-12-16T01:25:53.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,18,18,2021-12-16T01:25:53Z,1100000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M45.00S,2021-12-16T01:26:14.6Z,1,REGULAR,3pt,Jump Shot,[],1629638,28.86005256241787,73.52941176470588,1610612740,18,18,2021-12-16T01:26:19Z,1110000,-118.0,219.0,1,left,MISS N. Alexander-Walker 24' pullup 3PT,[1629638],1610612740.0,NOP,pullup,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,24.84,Missed,,,,,,,,,,,,,,
114,PT03M41.00S,2021-12-16T01:26:18.6Z,1,REGULAR,rebound,defensive,[],1629026,,,1610612760,18,18,2021-12-16T01:26:19Z,1120000,,,0,,K. Williams REBOUND (Off:0 Def:1),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,113.0,1.0,1.0,0.0,,,,,,,,,,
115,PT03M22.00S,2021-12-16T01:26:37.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,92.85479632063075,50.0,1610612760,20,18,2021-12-16T01:26:46Z,1130000,0.0,15.0,1,right,S. Gilgeous-Alexander finger roll Layup (10 PTS),[1628983],1610612760.0,OKC,finger roll,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,1.47,Made,,,,,10.0,,,,,,,,,
116,PT03M07.00S,2021-12-16T01:26:51.6Z,1,REGULAR,3pt,Jump Shot,[],1627742,32.40801576872536,50.73529411764706,1610612740,20,18,2021-12-16T01:26:55Z,1140000,-4.0,252.0,1,left,MISS B. Ingram 25' 3PT,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,25.21,Missed,,,,,,,,,,,,,,
117,PT03M04.00S,2021-12-16T01:26:54.6Z,1,REGULAR,rebound,defensive,[],1629026,,,1610612760,20,18,2021-12-16T01:26:55Z,1150000,,,0,,K. Williams REBOUND (Off:0 Def:2),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,116.0,2.0,2.0,0.0,,,,,,,,,,
118,PT02M45.00S,2021-12-16T01:27:13.6Z,1,REGULAR,2pt,Jump Shot,[],1630526,94.03745072273325,81.12745098039215,1610612760,20,18,2021-12-16T01:27:17Z,1160000,156.0,4.0,1,right,MISS J. Robinson-Earl 15' Jump Shot,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,15.56,Missed,,,,,,,,,,,,,,
119,PT02M44.00S,2021-12-16T01:27:14.6Z,1,REGULAR,rebound,defensive,[],1626195,,,1610612740,20,18,2021-12-16T01:27:17Z,1170000,,,0,,W. Hernangomez REBOUND (Off:0 Def:1),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,118.0,1.0,1.0,0.0,,,,,,,,,,
120,PT02M33.00S,2021-12-16T01:27:28.7Z,1,REGULAR,foul,personal,[],1630526,,,1610612740,20,18,2021-12-16T01:27:36Z,1180000,,,0,,J. Robinson-Earl personal FOUL (1 PF),"[1630526, 1626195]",1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,201639.0,1.0,0.0,Hernangomez,1626195.0,,,,,,,,,,,,,,,,
122,PT02M33.00S,2021-12-16T01:27:36.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,20,18,2021-12-16T01:27:36Z,1200000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M33.00S,2021-12-16T01:29:57.2Z,1,REGULAR,substitution,out,[],1630598,,,1610612740,20,18,2021-12-16T01:30:20Z,1210000,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M33.00S,2021-12-16T01:29:57.2Z,1,REGULAR,substitution,out,[],1627742,,,1610612740,20,18,2021-12-16T01:30:20Z,1220000,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M33.00S,2021-12-16T01:29:57.2Z,1,REGULAR,substitution,out,[],203107,,,1610612740,20,18,2021-12-16T01:30:20Z,1230000,,,0,,SUB out: T. Satoransky,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M33.00S,2021-12-16T01:29:57.2Z,1,REGULAR,substitution,in,[],1630544,,,1610612740,20,18,2021-12-16T01:30:20Z,1240000,,,0,,SUB in: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M33.00S,2021-12-16T01:29:57.2Z,1,REGULAR,substitution,in,[],1628984,,,1610612740,20,18,2021-12-16T01:30:20Z,1250000,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M33.00S,2021-12-16T01:29:57.2Z,1,REGULAR,substitution,in,[],1630529,,,1610612740,20,18,2021-12-16T01:30:20Z,1260000,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M24.00S,2021-12-16T01:30:36.3Z,1,REGULAR,turnover,bad pass,[],1628984,,,1610612740,20,18,2021-12-16T01:30:40Z,1270000,,,0,,D. Graham bad pass TURNOVER (1 TO),"[1628984, 1630544]",1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,1.0,Mann,1630544.0,,,
130,PT02M24.00S,2021-12-16T01:30:36.3Z,1,REGULAR,steal,,[],1630544,,,1610612760,20,18,2021-12-16T01:30:38Z,1280000,,,0,,T. Mann STEAL (1 STL),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M08.00S,2021-12-16T01:30:52.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629026,74.98357424441524,13.480392156862745,1610612760,23,18,2021-12-16T01:30:57Z,1290000,-183.0,183.0,1,right,K. Williams 25' 3PT  (3 PTS) (T. Mann 1 AST),"[1629026, 1630544]",1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,25.83,Made,,,,,3.0,T. Mann,1630544.0,1.0,,,,,,
133,PT01M43.00S,2021-12-16T01:31:17.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628984,5.338370565045992,45.83333333333333,1610612740,23,18,2021-12-16T01:31:23Z,1310000,21.0,-2.0,1,left,MISS D. Graham driving Layup,[1628984],1610612740.0,NOP,driving,,,Graham,D. Graham,,,,,,,,,,2.09,Missed,,,,,,,,,,,,,,
134,PT01M39.00S,2021-12-16T01:31:21.2Z,1,REGULAR,rebound,offensive,[],1626195,,,1610612740,23,18,2021-12-16T01:31:23Z,1320000,,,0,,W. Hernangomez REBOUND (Off:1 Def:1),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,133.0,2.0,1.0,1.0,,,,,,,,,,
135,PT01M39.00S,2021-12-16T01:31:20.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626195,5.590000152587891,50.0,1610612740,23,18,2021-12-16T01:31:20Z,1330000,0.0,0.0,1,left,MISS W. Hernangomez tip Layup,[1626195],1610612740.0,NOP,tip,,,Hernangomez,W. Hernangomez,,,,,,,,,,0.0,Missed,,,,,,,,,,,,,,
136,PT01M39.00S,2021-12-16T01:31:20.8Z,1,REGULAR,rebound,defensive,[],1630544,,,1610612760,23,18,2021-12-16T01:31:20Z,1340000,,,0,,T. Mann REBOUND (Off:0 Def:1),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,135.0,1.0,1.0,0.0,,,,,,,,,,
137,PT01M29.00S,2021-12-16T01:31:30.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,87.33574244415243,62.745098039215684,1610612760,23,18,2021-12-16T01:31:36Z,1350000,64.0,67.0,1,right,MISS S. Gilgeous-Alexander 9' floating Shot,[1628983],1610612760.0,OKC,floating,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,9.21,Missed,,,,,,,,,,,,,,
138,PT01M25.00S,2021-12-16T01:31:34.5Z,1,REGULAR,rebound,defensive,[],1626195,,,1610612740,23,18,2021-12-16T01:31:36Z,1360000,,,0,,W. Hernangomez REBOUND (Off:1 Def:2),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,137.0,3.0,2.0,1.0,,,,,,,,,,
139,PT01M20.00S,2021-12-16T01:31:43.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,23,18,2021-12-16T01:31:43Z,1370000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M16.00S,2021-12-16T01:32:07.2Z,1,REGULAR,foul,personal,['2freethrow'],1630544,,,1610612740,23,18,2021-12-16T01:32:18Z,1380000,,,0,,T. Mann shooting personal FOUL (1 PF) (Hernangomez 2 FT),"[1630544, 1626195]",1610612760.0,OKC,shooting,,,Mann,T. Mann,,,,,1628954.0,1.0,0.0,Hernangomez,1626195.0,,,,,,,,,,,,,,,,
142,PT01M16.00S,2021-12-16T01:32:31.0Z,1,REGULAR,freethrow,1 of 2,[],1626195,,,1610612740,23,19,2021-12-16T01:32:49Z,1400000,,,0,,W. Hernangomez Free Throw 1 of 2 (1 PTS),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,Made,,,,,1.0,,,,,,,,,
143,PT01M16.00S,2021-12-16T01:32:31.0Z,1,REGULAR,freethrow,2 of 2,[],1626195,,,1610612740,23,19,2021-12-16T01:32:49Z,1410000,,,0,,MISS W. Hernangomez Free Throw 2 of 2,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,Missed,,,,,,,,,,,,,,
144,PT01M14.00S,2021-12-16T01:32:33.0Z,1,REGULAR,rebound,defensive,[],1629026,,,1610612760,23,19,2021-12-16T01:32:49Z,1420000,,,0,,K. Williams REBOUND (Off:0 Def:3),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,143.0,3.0,3.0,0.0,,,,,,,,,,
145,PT01M03.00S,2021-12-16T01:32:58.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630544,93.51182654402102,50.245098039215684,1610612760,25,19,2021-12-16T01:33:03Z,1430000,1.0,8.0,1,right,T. Mann cutting DUNK (2 PTS) (J. Giddey 3 AST),"[1630544, 1630581]",1610612760.0,OKC,cutting,,,Mann,T. Mann,,,,,,,,,,0.86,Made,,,,,2.0,J. Giddey,1630581.0,3.0,,,,,,
147,PT00M52.10S,2021-12-16T01:33:11.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626195,6.389618922470433,48.28431372549019,1610612740,25,21,2021-12-16T01:42:16Z,1450000,9.0,8.0,1,left,W. Hernangomez cutting DUNK (3 PTS) (D. Graham 4 AST),"[1626195, 1628984]",1610612740.0,NOP,cutting,,,Hernangomez,W. Hernangomez,,,,,,,,,,1.15,Made,,,,,3.0,D. Graham,1628984.0,4.0,,,,,,
149,PT00M28.30S,2021-12-16T01:33:37.4Z,1,REGULAR,3pt,Jump Shot,[],1630544,66.44218134034165,59.55882352941176,1610612760,28,21,2021-12-16T01:33:42Z,1470000,48.0,263.0,1,right,T. Mann 26' 3PT  (5 PTS) (S. Gilgeous-Alexander 1 AST),"[1630544, 1628983]",1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,26.72,Made,,,,,5.0,S. Gilgeous-Alexander,1628983.0,1.0,,,,,,
151,PT00M09.20S,2021-12-16T01:34:00.1Z,1,REGULAR,3pt,Jump Shot,[],202066,9.806176084099869,4.166666666666666,1610612740,28,24,2021-12-16T01:34:05Z,1490000,229.0,40.0,1,left,G. Temple 3PT  (3 PTS) (D. Graham 5 AST),"[202066, 1628984]",1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,23.26,Made,,,,,3.0,D. Graham,1628984.0,5.0,,,,,,
153,PT00M00.00S,2021-12-16T01:34:14.2Z,1,REGULAR,2pt,Jump Shot,[],1628983,78.26872536136662,63.48039215686274,1610612760,28,24,2021-12-16T01:34:18Z,1510000,67.0,152.0,1,right,MISS S. Gilgeous-Alexander 16' pullup Shot,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,16.61,Missed,,,,,,,,,,,,,,
154,PT00M00.00S,2021-12-16T01:34:16.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,28,24,2021-12-16T01:34:16Z,1520000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,153.0,,,,,,,,,,,,,
155,PT00M00.00S,2021-12-16T01:34:47.7Z,1,REGULAR,period,end,[],0,,,1610612760,28,24,2021-12-16T01:34:47Z,1530000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2021-12-16T01:34:51.6Z,2,REGULAR,substitution,out,['startperiod'],1628983,,,1610612760,28,24,2021-12-16T01:36:54Z,1540000,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2021-12-16T01:34:51.6Z,2,REGULAR,substitution,out,['startperiod'],1630581,,,1610612760,28,24,2021-12-16T01:36:54Z,1550000,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2021-12-16T01:34:51.6Z,2,REGULAR,substitution,out,['startperiod'],1626195,,,1610612760,28,24,2021-12-16T01:36:54Z,1560000,,,0,,SUB out: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2021-12-16T01:34:51.6Z,2,REGULAR,substitution,out,['startperiod'],1630529,,,1610612760,28,24,2021-12-16T01:36:54Z,1570000,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2021-12-16T01:34:51.6Z,2,REGULAR,substitution,in,['startperiod'],203488,,,1610612760,28,24,2021-12-16T01:36:54Z,1580000,,,0,,SUB in: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2021-12-16T01:34:51.6Z,2,REGULAR,substitution,in,['startperiod'],1629660,,,1610612760,28,24,2021-12-16T01:36:54Z,1590000,,,0,,SUB in: T. Jerome,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2021-12-16T01:34:51.6Z,2,REGULAR,substitution,in,['startperiod'],202685,,,1610612760,28,24,2021-12-16T01:36:54Z,1600000,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2021-12-16T01:34:51.6Z,2,REGULAR,substitution,in,['startperiod'],1628404,,,1610612760,28,24,2021-12-16T01:36:54Z,1610000,,,0,,SUB in: J. Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2021-12-16T01:36:55.5Z,2,REGULAR,period,start,[],0,,,1610612740,28,24,2021-12-16T01:36:55Z,1620000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT11M46.00S,2021-12-16T01:37:28.8Z,2,REGULAR,turnover,5-second-violation,['team'],0,,,1610612740,28,24,2021-12-16T01:39:35Z,1630000,,,0,,NOP 5-second-violation Team TURNOVER,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT11M31.00S,2021-12-16T01:37:46.0Z,2,REGULAR,turnover,bad pass,[],1629660,,,1610612760,28,24,2021-12-16T01:38:18Z,1640000,,,0,,T. Jerome bad pass TURNOVER (1 TO),"[1629660, 202066]",1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,1.0,Temple,202066.0,,,
167,PT11M31.00S,2021-12-16T01:37:46.0Z,2,REGULAR,steal,,[],202066,,,1610612740,28,24,2021-12-16T01:37:48Z,1650000,,,0,,G. Temple STEAL (1 STL),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT11M28.00S,2021-12-16T01:37:49.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202066,5.732588699080158,50.245098039215684,1610612740,28,26,2021-12-16T01:38:29Z,1660000,-1.0,1.0,1,left,G. Temple running DUNK (5 PTS),[202066],1610612740.0,NOP,running,,,Temple,G. Temple,,,,,,,,,,0.18,Made,,,,,5.0,,,,,,,,,
169,PT11M13.00S,2021-12-16T01:38:03.4Z,2,REGULAR,turnover,bad pass,[],1630526,,,1610612760,28,26,2021-12-16T01:38:36Z,1670000,,,0,,J. Robinson-Earl bad pass TURNOVER (1 TO),"[1630526, 202685]",1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,1.0,Valanciunas,202685.0,,,
170,PT11M13.00S,2021-12-16T01:38:03.4Z,2,REGULAR,steal,,[],202685,,,1610612740,28,26,2021-12-16T01:38:06Z,1680000,,,0,,J. Valanciunas STEAL (1 STL),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT11M10.00S,2021-12-16T01:38:11.7Z,2,REGULAR,foul,personal,['2freethrow'],1630526,,,1610612740,28,26,2021-12-16T01:38:31Z,1690000,,,0,,J. Robinson-Earl shooting personal FOUL (2 PF) (Alexander-Walker 2 FT),"[1630526, 1629638]",1610612760.0,OKC,shooting,,,Robinson-Earl,J. Robinson-Earl,,,,,1193.0,2.0,0.0,Alexander-Walker,1629638.0,,,,,,,,,,,,,,,,
173,PT11M10.00S,2021-12-16T01:38:47.0Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629638,,,1610612740,28,27,2021-12-16T01:38:58Z,1710000,,,0,,N. Alexander-Walker Free Throw 1 of 2 (1 PTS),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,Made,,,,,1.0,,,,,,,,,
174,PT11M10.00S,2021-12-16T01:38:47.0Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629638,,,1610612740,28,27,2021-12-16T01:38:58Z,1720000,,,0,,MISS N. Alexander-Walker Free Throw 2 of 2,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,Missed,,,,,,,,,,,,,,
175,PT11M08.00S,2021-12-16T01:38:49.0Z,2,REGULAR,rebound,defensive,[],203488,,,1610612760,28,27,2021-12-16T01:38:58Z,1730000,,,0,,M. Muscala REBOUND (Off:0 Def:1),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,174.0,1.0,1.0,0.0,,,,,,,,,,
