actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
350,PT10M02.00S,2021-12-16T02:22:30.0Z,3,REGULAR,turnover,bad pass,[],1628983,,,1610612760,51,51,2021-12-16T02:25:23Z,3470000,,,0,,S. Gilgeous-Alexander bad pass TURNOVER (2 TO),"[1628983, 202685]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,2.0,Valanciunas,202685.0,,,
351,PT10M02.00S,2021-12-16T02:22:30.0Z,3,REGULAR,steal,,[],202685,,,1610612740,51,51,2021-12-16T02:22:31Z,3480000,,,0,,J. Valanciunas STEAL (2 STL),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT09M58.00S,2021-12-16T02:22:36.5Z,3,REGULAR,foul,personal,['2freethrow'],1630581,,,1610612740,51,51,2021-12-16T02:22:41Z,3490000,,,0,,J. Giddey shooting personal FOUL (2 PF) (Hart 2 FT),"[1630581, 1628404]",1610612760.0,OKC,shooting,,,Giddey,J. Giddey,,,,,1193.0,2.0,0.0,Hart,1628404.0,,,,,,,,,,,,,,,,
354,PT09M58.00S,2021-12-16T02:23:02.8Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1628404,,,1610612740,51,52,2021-12-16T02:23:02Z,3510000,,,0,,J. Hart Free Throw 1 of 2 (6 PTS),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,Made,,,,,6.0,,,,,,,,,
355,PT09M58.00S,2021-12-16T02:23:21.4Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1628404,,,1610612740,51,53,2021-12-16T02:23:21Z,3520000,,,0,,J. Hart Free Throw 2 of 2 (7 PTS),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,Made,,,,,7.0,,,,,,,,,
356,PT09M39.00S,2021-12-16T02:23:41.2Z,3,REGULAR,2pt,Jump Shot,[],1630581,4.418528252299605,75.24509803921569,1610612760,51,53,2021-12-16T02:23:44Z,3530000,-126.0,-11.0,1,left,MISS J. Giddey 12' pullup Shot,[1630581],1610612760.0,OKC,pullup,,,Giddey,J. Giddey,,,,,,,,,,12.67,Missed,,,,,,,,,,,,,,
357,PT09M37.00S,2021-12-16T02:23:43.2Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,51,53,2021-12-16T02:23:44Z,3540000,,,0,,J. Valanciunas REBOUND (Off:4 Def:6),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,356.0,10.0,6.0,4.0,,,,,,,,,,
358,PT09M32.00S,2021-12-16T02:23:47.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,93.64323258869908,48.28431372549019,1610612740,51,55,2021-12-16T02:23:59Z,3550000,-9.0,7.0,1,right,H. Jones Layup (4 PTS) (J. Hart 2 AST),"[1630529, 1628404]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,1.13,Made,,,,,4.0,J. Hart,1628404.0,2.0,,,,,,
360,PT09M32.00S,2021-12-16T02:23:53.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,51,55,2021-12-16T02:23:53Z,3570000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT09M17.00S,2021-12-16T02:26:55.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,10.200394218134035,59.80392156862745,1610612760,53,55,2021-12-16T02:27:40Z,3580000,-49.0,43.0,1,left,J. Giddey 6' floating Jump Shot (8 PTS),[1630581],1610612760.0,OKC,floating,,,Giddey,J. Giddey,,,,,,,,,,6.55,Made,,,,,8.0,,,,,,,,,
362,PT08M56.00S,2021-12-16T02:27:16.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,91.80354796320631,45.588235294117645,1610612740,53,55,2021-12-16T02:27:22Z,3590000,-22.0,25.0,1,right,MISS B. Ingram cutting Layup - blocked,"[1627742, 202324]",1610612740.0,NOP,cutting,,,Ingram,B. Ingram,,,,,,,,,,3.3,Missed,,,,,,,,,,,,Favors,202324.0,
363,PT08M56.00S,2021-12-16T02:27:16.8Z,3,REGULAR,block,,[],202324,,,1610612740,53,55,2021-12-16T02:27:19Z,3600000,,,0,,D. Favors BLOCK (1 BLK),[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT08M53.00S,2021-12-16T02:27:19.8Z,3,REGULAR,rebound,defensive,[],1629647,,,1610612760,53,55,2021-12-16T02:27:22Z,3610000,,,0,,D. Bazley REBOUND (Off:0 Def:1),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,362.0,1.0,1.0,0.0,,,,,,,,,,
365,PT08M43.00S,2021-12-16T02:27:32.4Z,3,REGULAR,foul,personal,['2freethrow'],1627742,,,1610612760,53,55,2021-12-16T02:27:43Z,3620000,,,0,,B. Ingram shooting personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[1627742, 1628983]",1610612740.0,NOP,shooting,,,Ingram,B. Ingram,,,,,1193.0,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,,,,,,,
367,PT08M43.00S,2021-12-16T02:27:56.1Z,3,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,54,55,2021-12-16T02:27:56Z,3640000,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (11 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,Made,,,,,11.0,,,,,,,,,
368,PT08M43.00S,2021-12-16T02:28:12.8Z,3,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,55,55,2021-12-16T02:28:12Z,3650000,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (12 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,Made,,,,,12.0,,,,,,,,,
369,PT08M31.00S,2021-12-16T02:28:25.1Z,3,REGULAR,3pt,Jump Shot,[],1628984,86.41590013140605,95.83333333333334,1610612740,55,58,2021-12-16T02:28:29Z,3660000,229.0,75.0,1,right,D. Graham 24' 3PT  (9 PTS) (J. Hart 3 AST),"[1628984, 1628404]",1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,24.12,Made,,,,,9.0,J. Hart,1628404.0,3.0,,,,,,
371,PT08M19.00S,2021-12-16T02:28:38.6Z,3,REGULAR,foul,personal,[],1630529,,,1610612760,55,58,2021-12-16T02:28:44Z,3680000,,,0,,H. Jones personal FOUL (3 PF),"[1630529, 1628983]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,1193.0,3.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,,,,,,,
373,PT08M14.00S,2021-12-16T02:28:58.5Z,3,REGULAR,2pt,Jump Shot,[],1628983,18.74178712220762,23.284313725490197,1610612760,55,58,2021-12-16T02:29:46Z,3700000,134.0,124.0,1,left,MISS S. Gilgeous-Alexander 18' pullup Shot,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,18.21,Missed,,,,,,,,,,,,,,
374,PT08M12.00S,2021-12-16T02:29:00.5Z,3,REGULAR,rebound,defensive,[],1627742,,,1610612740,55,58,2021-12-16T02:29:02Z,3710000,,,0,,B. Ingram REBOUND (Off:0 Def:6),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,373.0,6.0,6.0,0.0,,,,,,,,,,
375,PT08M02.00S,2021-12-16T02:29:10.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,94.82588699080158,56.127450980392155,1610612740,55,58,2021-12-16T02:29:17Z,3720000,31.0,-4.0,1,right,MISS J. Hart reverse Layup,[1628404],1610612740.0,NOP,reverse,,,Hart,J. Hart,,,,,,,,,,3.08,Missed,,,,,,,,,,,,,,
376,PT07M59.00S,2021-12-16T02:29:13.2Z,3,REGULAR,rebound,defensive,[],1630581,,,1610612760,55,58,2021-12-16T02:29:17Z,3730000,,,0,,J. Giddey REBOUND (Off:1 Def:3),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,375.0,4.0,3.0,1.0,,,,,,,,,,
377,PT07M43.00S,2021-12-16T02:29:28.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,7.30946123521682,38.72549019607843,1610612760,57,58,2021-12-16T02:29:32Z,3740000,56.0,16.0,1,left,J. Giddey pullup Jump Shot (10 PTS),[1630581],1610612760.0,OKC,pullup,,,Giddey,J. Giddey,,,,,,,,,,5.87,Made,,,,,10.0,,,,,,,,,
379,PT07M28.00S,2021-12-16T02:30:24.2Z,3,REGULAR,foul,personal,[],1630598,,,1610612740,57,58,2021-12-16T02:33:34Z,3760000,,,0,,A. Wiggins personal FOUL (2 PF),"[1630598, 202685]",1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,1628954.0,2.0,0.0,Valanciunas,202685.0,,,,,,,,,,,,,,,,
382,PT07M28.00S,2021-12-16T02:30:57.8Z,3,REGULAR,instantreplay,request,[],0,,,1610612740,57,58,2021-12-16T02:40:33Z,3790000,,,0,,,[],,,overturned,,,,,,,,,201639.0,,,,,,,,,,,,,,,,,,,,Off-Ball - Foul Occurred Before FGM
383,PT07M20.00S,2021-12-16T02:31:58.6Z,3,REGULAR,3pt,Jump Shot,[],1628984,74.72076215505913,11.27450980392157,1610612740,57,58,2021-12-16T02:32:02Z,3800000,-194.0,185.0,1,right,MISS D. Graham 26' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,26.78,Missed,,,,,,,,,,,,,,
384,PT07M17.00S,2021-12-16T02:32:01.6Z,3,REGULAR,rebound,defensive,[],202324,,,1610612760,57,58,2021-12-16T02:32:02Z,3810000,,,0,,D. Favors REBOUND (Off:1 Def:4),[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,383.0,5.0,4.0,1.0,,,,,,,,,,
385,PT07M12.00S,2021-12-16T02:32:06.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630581,8.754927726675426,57.84313725490197,1610612760,57,58,2021-12-16T02:32:11Z,3820000,-39.0,30.0,1,left,MISS J. Giddey running Layup - blocked,"[1630581, 202685]",1610612760.0,OKC,running,,,Giddey,J. Giddey,,,,,,,,,,4.92,Missed,,,,,,,,,,,,Valanciunas,202685.0,
386,PT07M12.00S,2021-12-16T02:32:06.2Z,3,REGULAR,block,,[],202685,,,1610612760,57,58,2021-12-16T02:32:08Z,3830000,,,0,,J. Valanciunas BLOCK (1 BLK),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT07M09.00S,2021-12-16T02:32:09.2Z,3,REGULAR,rebound,defensive,[],1628404,,,1610612740,57,58,2021-12-16T02:32:11Z,3840000,,,0,,J. Hart REBOUND (Off:0 Def:5),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,385.0,5.0,5.0,0.0,,,,,,,,,,
388,PT07M02.00S,2021-12-16T02:32:17.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202324,,,1610612740,57,58,2021-12-16T02:32:32Z,3850000,,,0,,D. Favors shooting personal FOUL (3 PF) (Ingram 2 FT),"[202324, 1627742]",1610612760.0,OKC,shooting,,,Favors,D. Favors,,,,,201639.0,3.0,0.0,Ingram,1627742.0,,,,,,,,,,,,,,,,
390,PT07M02.00S,2021-12-16T02:32:51.3Z,3,REGULAR,freethrow,1 of 2,[],1627742,,,1610612740,57,59,2021-12-16T02:32:51Z,3870000,,,0,,B. Ingram Free Throw 1 of 2 (17 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,Made,,,,,17.0,,,,,,,,,
391,PT07M02.00S,2021-12-16T02:33:09.3Z,3,REGULAR,freethrow,2 of 2,[],1627742,,,1610612740,57,60,2021-12-16T02:33:09Z,3880000,,,0,,B. Ingram Free Throw 2 of 2 (18 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,Made,,,,,18.0,,,,,,,,,
392,PT06M50.00S,2021-12-16T02:33:23.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,20.318659658344284,58.08823529411765,1610612760,59,60,2021-12-16T02:33:27Z,3890000,-40.0,138.0,1,left,S. Gilgeous-Alexander 14' pullup Jump Shot (14 PTS),[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,14.43,Made,,,,,14.0,,,,,,,,,
393,PT06M36.00S,2021-12-16T02:33:39.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,93.24901445466492,50.245098039215684,1610612740,59,62,2021-12-16T02:33:48Z,3900000,1.0,11.0,1,right,B. Ingram driving Layup (20 PTS),[1627742],1610612740.0,NOP,driving,,,Ingram,B. Ingram,,,,,,,,,,1.11,Made,,,,,20.0,,,,,,,,,
394,PT06M36.00S,2021-12-16T02:33:42.7Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",202324,,,1610612740,59,62,2021-12-16T02:34:10Z,3910000,,,0,,D. Favors shooting personal FOUL (4 PF) (Ingram 1 FT),"[202324, 1627742]",1610612760.0,OKC,shooting,,,Favors,D. Favors,,,,,1628954.0,4.0,0.0,Ingram,1627742.0,,,,,,,,,,,,,,,,
396,PT06M36.00S,2021-12-16T02:33:54.5Z,3,REGULAR,substitution,out,[],1629647,,,1610612740,59,62,2021-12-16T02:34:03Z,3930000,,,0,,SUB out: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT06M36.00S,2021-12-16T02:33:54.5Z,3,REGULAR,substitution,in,[],1630544,,,1610612740,59,62,2021-12-16T02:34:03Z,3940000,,,0,,SUB in: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT06M36.00S,2021-12-16T02:34:23.9Z,3,REGULAR,freethrow,1 of 1,[],1627742,,,1610612740,59,63,2021-12-16T02:34:23Z,3950000,,,0,,B. Ingram Free Throw 1 of 1 (21 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,Made,,,,,21.0,,,,,,,,,
399,PT06M25.00S,2021-12-16T02:34:36.1Z,3,REGULAR,3pt,Jump Shot,[],1628983,22.552562417871222,86.02941176470588,1610612760,62,63,2021-12-16T02:34:41Z,3960000,-180.0,159.0,1,left,S. Gilgeous-Alexander 24' 3PT step back (17 PTS),[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,24.06,Made,,,,,17.0,,,,,,,,,
400,PT06M08.00S,2021-12-16T02:34:52.0Z,3,REGULAR,2pt,Jump Shot,[],1627742,86.94152431011827,66.66666666666666,1610612740,62,63,2021-12-16T02:34:56Z,3970000,83.0,70.0,1,right,MISS B. Ingram 10' pullup Shot,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,,,,,,10.89,Missed,,,,,,,,,,,,,,
401,PT06M06.00S,2021-12-16T02:34:54.0Z,3,REGULAR,rebound,defensive,[],1630544,,,1610612760,62,63,2021-12-16T02:34:56Z,3980000,,,0,,T. Mann REBOUND (Off:0 Def:2),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,400.0,2.0,2.0,0.0,,,,,,,,,,
402,PT05M54.00S,2021-12-16T02:35:10.3Z,3,REGULAR,foul,personal,[],1628404,,,1610612760,62,63,2021-12-16T02:35:17Z,3990000,,,0,,J. Hart personal FOUL (1 PF),"[1628404, 1630544]",1610612740.0,NOP,,,,Hart,J. Hart,,,,,1193.0,1.0,0.0,Mann,1630544.0,,,,,,,,,,,,,,,,
404,PT05M54.00S,2021-12-16T02:35:19.4Z,3,REGULAR,substitution,out,[],1630529,,,1610612760,62,63,2021-12-16T02:35:23Z,4010000,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT05M54.00S,2021-12-16T02:35:19.4Z,3,REGULAR,substitution,in,[],1629638,,,1610612760,62,63,2021-12-16T02:35:23Z,4020000,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT05M46.00S,2021-12-16T02:35:40.0Z,3,REGULAR,3pt,Jump Shot,[],1630544,20.18725361366623,91.91176470588235,1610612760,62,63,2021-12-16T02:35:45Z,4030000,-210.0,137.0,1,left,MISS T. Mann 25' 3PT,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,25.06,Missed,,,,,,,,,,,,,,
407,PT05M41.00S,2021-12-16T02:35:45.0Z,3,REGULAR,rebound,defensive,[],1627742,,,1610612740,62,63,2021-12-16T02:35:45Z,4040000,,,0,,B. Ingram REBOUND (Off:0 Def:7),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,406.0,7.0,7.0,0.0,,,,,,,,,,
408,PT05M34.00S,2021-12-16T02:35:53.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630544,,,1610612740,62,63,2021-12-16T02:36:01Z,4050000,,,0,,T. Mann personal FOUL (4 PF) (Ingram 2 FT),"[1630544, 1627742]",1610612760.0,OKC,,,,Mann,T. Mann,,,,,1193.0,4.0,0.0,Ingram,1627742.0,,,,,,,,,,,,,,,,
410,PT05M34.00S,2021-12-16T02:36:24.0Z,3,REGULAR,freethrow,1 of 2,[],1627742,,,1610612740,62,63,2021-12-16T02:36:24Z,4070000,,,0,,MISS B. Ingram Free Throw 1 of 2,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,Missed,,,,,,,,,,,,,,
411,PT05M34.00S,2021-12-16T02:36:24.0Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,62,63,2021-12-16T02:36:24Z,4080000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,410.0,,,,,,,,,,,,,
412,PT05M34.00S,2021-12-16T02:36:25.0Z,3,REGULAR,substitution,out,[],202324,,,1610612740,62,63,2021-12-16T02:36:28Z,4090000,,,0,,SUB out: D. Favors,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT05M34.00S,2021-12-16T02:36:25.0Z,3,REGULAR,substitution,in,[],1630526,,,1610612740,62,63,2021-12-16T02:36:28Z,4100000,,,0,,SUB in: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT05M34.00S,2021-12-16T02:36:49.0Z,3,REGULAR,freethrow,2 of 2,[],1627742,,,1610612740,62,64,2021-12-16T02:36:49Z,4110000,,,0,,B. Ingram Free Throw 2 of 2 (22 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,Made,,,,,22.0,,,,,,,,,
415,PT05M29.00S,2021-12-16T02:36:55.0Z,3,REGULAR,3pt,Jump Shot,[],1628983,32.670827858081466,45.588235294117645,1610612760,62,64,2021-12-16T02:37:02Z,4120000,22.0,255.0,1,left,MISS S. Gilgeous-Alexander 25' running pullup 3PT,[1628983],1610612760.0,OKC,running pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,25.56,Missed,,,,,,,,,,,,,,
416,PT05M25.00S,2021-12-16T02:36:59.0Z,3,REGULAR,rebound,defensive,[],1628984,,,1610612740,62,64,2021-12-16T02:37:02Z,4130000,,,0,,D. Graham REBOUND (Off:0 Def:3),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,415.0,3.0,3.0,0.0,,,,,,,,,,
417,PT05M20.00S,2021-12-16T02:37:03.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,94.43166885676742,60.29411764705882,1610612740,62,64,2021-12-16T02:37:10Z,4140000,51.0,0.0,1,right,MISS J. Hart Layup,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,5.15,Missed,,,,,,,,,,,,,,
418,PT05M19.00S,2021-12-16T02:37:04.4Z,3,REGULAR,rebound,defensive,[],1630581,,,1610612760,62,64,2021-12-16T02:37:10Z,4150000,,,0,,J. Giddey REBOUND (Off:1 Def:4),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,417.0,5.0,4.0,1.0,,,,,,,,,,
419,PT05M14.00S,2021-12-16T02:37:10.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630581,32.802233902759525,49.01960784313725,1610612760,65,64,2021-12-16T02:37:18Z,4160000,5.0,256.0,1,left,J. Giddey 25' 3PT running pullup (13 PTS),[1630581],1610612760.0,OKC,running pullup,,,Giddey,J. Giddey,,,,,,,,,,25.58,Made,,,,,13.0,,,,,,,,,
420,PT04M49.00S,2021-12-16T02:37:34.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202685,92.59198423127464,46.32352941176471,1610612740,65,66,2021-12-16T02:37:38Z,4170000,-18.0,17.0,1,right,J. Valanciunas Layup (12 PTS) (J. Hart 4 AST),"[202685, 1628404]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,2.51,Made,,,,,12.0,J. Hart,1628404.0,4.0,,,,,,
422,PT04M32.00S,2021-12-16T02:37:51.7Z,3,REGULAR,3pt,Jump Shot,[],1630526,31.09395532194481,68.13725490196079,1610612760,65,66,2021-12-16T02:37:56Z,4190000,-91.0,240.0,1,left,MISS J. Robinson-Earl 25' 3PT,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,25.64,Missed,,,,,,,,,,,,,,
423,PT04M28.00S,2021-12-16T02:37:55.7Z,3,REGULAR,rebound,defensive,[],1629638,,,1610612740,65,66,2021-12-16T02:37:56Z,4200000,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:2),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,422.0,2.0,2.0,0.0,,,,,,,,,,
424,PT04M18.00S,2021-12-16T02:38:04.9Z,3,REGULAR,3pt,Jump Shot,[],1629638,94.82588699080158,2.696078431372549,1610612740,65,66,2021-12-16T02:38:11Z,4210000,-237.0,-4.0,1,right,MISS N. Alexander-Walker 3PT,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,23.65,Missed,,,,,,,,,,,,,,
425,PT04M16.00S,2021-12-16T02:38:06.9Z,3,REGULAR,rebound,defensive,[],1630526,,,1610612760,65,66,2021-12-16T02:38:11Z,4220000,,,0,,J. Robinson-Earl REBOUND (Off:0 Def:4),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,424.0,4.0,4.0,0.0,,,,,,,,,,
426,PT04M09.00S,2021-12-16T02:38:14.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628983,5.732588699080158,55.14705882352941,1610612760,65,66,2021-12-16T02:38:19Z,4230000,-26.0,1.0,1,left,MISS S. Gilgeous-Alexander running Layup,[1628983],1610612760.0,OKC,running,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,2.57,Missed,,,,,,,,,,,,,,
427,PT04M07.00S,2021-12-16T02:38:16.3Z,3,REGULAR,rebound,defensive,[],1628404,,,1610612740,65,66,2021-12-16T02:38:19Z,4240000,,,0,,J. Hart REBOUND (Off:0 Def:6),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,426.0,6.0,6.0,0.0,,,,,,,,,,
428,PT04M01.00S,2021-12-16T02:38:23.0Z,3,REGULAR,3pt,Jump Shot,[],1629638,96.00854139290408,3.6764705882352944,1610612740,65,69,2021-12-16T02:40:45Z,4250000,-232.0,-15.0,1,right,N. Alexander-Walker 3PT pullup (4 PTS) (D. Graham 6 AST),"[1629638, 1628984]",1610612740.0,NOP,pullup,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,23.21,Made,,,,,4.0,D. Graham,1628984.0,6.0,,,,,,
430,PT03M43.00S,2021-12-16T02:38:43.5Z,3,REGULAR,foul,personal,[],1628404,,,1610612760,65,69,2021-12-16T02:38:49Z,4270000,,,0,,J. Hart personal FOUL (2 PF),"[1628404, 1630581]",1610612740.0,NOP,,,,Hart,J. Hart,,,,,1628954.0,2.0,0.0,Giddey,1630581.0,,,,,,,,,,,,,,,,
432,PT03M43.00S,2021-12-16T02:39:05.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,65,69,2021-12-16T02:39:05Z,4290000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT03M43.00S,2021-12-16T02:40:51.3Z,3,REGULAR,substitution,out,[],1630598,,,1610612760,65,69,2021-12-16T02:41:38Z,4300000,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT03M43.00S,2021-12-16T02:40:51.3Z,3,REGULAR,substitution,out,[],1628404,,,1610612760,65,69,2021-12-16T02:41:38Z,4310000,,,0,,SUB out: J. Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT03M43.00S,2021-12-16T02:40:51.3Z,3,REGULAR,substitution,out,[],1628984,,,1610612760,65,69,2021-12-16T02:41:38Z,4320000,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT03M43.00S,2021-12-16T02:40:51.3Z,3,REGULAR,substitution,out,[],202685,,,1610612760,65,69,2021-12-16T02:41:38Z,4330000,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT03M43.00S,2021-12-16T02:40:51.3Z,3,REGULAR,substitution,in,[],1629026,,,1610612760,65,69,2021-12-16T02:41:38Z,4340000,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT03M43.00S,2021-12-16T02:40:51.3Z,3,REGULAR,substitution,in,[],203107,,,1610612760,65,69,2021-12-16T02:41:38Z,4350000,,,0,,SUB in: T. Satoransky,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,,
