actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
623,PT00M49.50S,2021-12-19T03:10:29.5Z,4,REGULAR,turnover,out-of-bounds,[],1629652,,,1610612760,97,98,2021-12-19T03:10:35Z,6120000,,,0,,L. Dort lost ball out-of-bounds TURNOVER (2 TO),[1629652],1610612760.0,OKC,lost ball,,,Dort,L. Dort,,,,,202027.0,2.0,,,,,,,,,,,,,,,,,,,
624,PT00M33.80S,2021-12-19T03:10:57.0Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],201587,67.7562417871222,58.82352941176471,1610612746,97,101,2021-12-19T03:11:01Z,6130000,44.0,251.0,1,right,N. Batum 25' 3PT  (12 PTS) (R. Jackson 10 AST),"[201587, 202704]",1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,25.45,Made,12.0,R. Jackson,202704.0,10.0,,,,,,,,,,,
626,PT00M32.90S,2021-12-19T03:11:06.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612760,97,101,2021-12-19T03:11:06Z,6150000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,PT00M32.90S,2021-12-19T03:12:10.2Z,4,REGULAR,substitution,out,[],1628379,,,1610612760,97,101,2021-12-19T03:12:22Z,6160000,,,0,,SUB out: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT00M32.90S,2021-12-19T03:12:10.2Z,4,REGULAR,substitution,in,[],202339,,,1610612760,97,101,2021-12-19T03:12:22Z,6170000,,,0,,SUB in: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
629,PT00M31.00S,2021-12-19T03:12:39.6Z,4,REGULAR,foul,personal,[],202339,,,1610612760,97,101,2021-12-19T03:16:59Z,6180000,,,0,,E. Bledsoe take personal FOUL (3 PF),"[202339, 203488]",1610612746.0,LAC,take,,,Bledsoe,E. Bledsoe,,,,,1627529.0,,,,,,,,,,,,,,3.0,0.0,Muscala,203488.0,,,
631,PT00M25.80S,2021-12-19T03:13:03.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,5.732588699080158,52.69607843137255,1610612760,99,101,2021-12-19T03:13:07Z,6200000,-13.0,1.0,1,left,L. Dort driving Layup (29 PTS),[1629652],1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,,,,,1.36,Made,29.0,,,,,,,,,,,,,,
632,PT00M25.80S,2021-12-19T03:13:11.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612746,99,101,2021-12-19T03:13:11Z,6210000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,PT00M25.80S,2021-12-19T03:14:13.6Z,4,REGULAR,substitution,out,[],203488,,,1610612746,99,101,2021-12-19T03:14:29Z,6220000,,,0,,SUB out: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,
634,PT00M25.80S,2021-12-19T03:14:13.6Z,4,REGULAR,substitution,out,[],1626159,,,1610612746,99,101,2021-12-19T03:14:29Z,6230000,,,0,,SUB out: J. Winslow,[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,
635,PT00M25.80S,2021-12-19T03:14:13.6Z,4,REGULAR,substitution,in,[],1630598,,,1610612746,99,101,2021-12-19T03:14:29Z,6240000,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT00M25.80S,2021-12-19T03:14:13.6Z,4,REGULAR,substitution,in,[],1628379,,,1610612746,99,101,2021-12-19T03:14:29Z,6250000,,,0,,SUB in: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT00M17.00S,2021-12-19T03:14:50.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629652,,,1610612746,99,101,2021-12-19T03:15:00Z,6260000,,,0,,L. Dort personal FOUL (4 PF) (Jackson 2 FT),"[1629652, 202704]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,202058.0,,,,,,,,,,,,,,4.0,0.0,Jackson,202704.0,,,
639,PT00M17.00S,2021-12-19T03:15:31.4Z,4,REGULAR,freethrow,1 of 2,[],202704,,,1610612746,99,102,2021-12-19T03:15:31Z,6280000,,,0,,R. Jackson Free Throw 1 of 2 (15 PTS),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,Made,15.0,,,,,,,,,,,,,,
640,PT00M17.00S,2021-12-19T03:15:32.2Z,4,REGULAR,substitution,out,[],1630598,,,1610612746,99,102,2021-12-19T03:15:39Z,6290000,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
641,PT00M17.00S,2021-12-19T03:15:32.2Z,4,REGULAR,substitution,out,[],1628379,,,1610612746,99,102,2021-12-19T03:15:39Z,6300000,,,0,,SUB out: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,
642,PT00M17.00S,2021-12-19T03:15:32.2Z,4,REGULAR,substitution,in,[],203488,,,1610612746,99,102,2021-12-19T03:15:39Z,6310000,,,0,,SUB in: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,
643,PT00M17.00S,2021-12-19T03:15:32.2Z,4,REGULAR,substitution,in,[],1626159,,,1610612746,99,102,2021-12-19T03:15:39Z,6320000,,,0,,SUB in: J. Winslow,[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,
644,PT00M17.00S,2021-12-19T03:16:09.2Z,4,REGULAR,freethrow,2 of 2,[],202704,,,1610612746,99,103,2021-12-19T03:16:09Z,6330000,,,0,,R. Jackson Free Throw 2 of 2 (16 PTS),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,Made,16.0,,,,,,,,,,,,,,
645,PT00M10.40S,2021-12-19T03:16:17.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,5.075558475689881,46.32352941176471,1610612760,101,103,2021-12-19T03:18:12Z,6340000,18.0,-5.0,1,left,S. Gilgeous-Alexander driving Layup (15 PTS),[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,1.9,Made,15.0,,,,,,,,,,,,,,
646,PT00M07.80S,2021-12-19T03:16:25.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628983,,,1610612746,101,103,2021-12-19T03:18:42Z,6350000,,,0,,S. Gilgeous-Alexander take personal FOUL (5 PF) (Winslow 2 FT),"[1628983, 1626159]",1610612760.0,OKC,take,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,1627529.0,,,,,,,,,,,,,,5.0,0.0,Winslow,1626159.0,,,
648,PT00M07.80S,2021-12-19T03:17:03.6Z,4,REGULAR,freethrow,1 of 2,[],1626159,,,1610612746,101,103,2021-12-19T03:17:03Z,6370000,,,0,,MISS J. Winslow Free Throw 1 of 2,[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,Missed,,,,,,,,,,,,,,,
649,PT00M07.80S,2021-12-19T03:17:03.6Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,101,103,2021-12-19T03:17:03Z,6380000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,648.0,,,,,,,,,,
650,PT00M07.80S,2021-12-19T03:17:04.5Z,4,REGULAR,substitution,out,[],1630581,,,1610612746,101,103,2021-12-19T03:17:11Z,6390000,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
651,PT00M07.80S,2021-12-19T03:17:04.5Z,4,REGULAR,substitution,in,[],202324,,,1610612746,101,103,2021-12-19T03:17:11Z,6400000,,,0,,SUB in: D. Favors,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,,
652,PT00M07.80S,2021-12-19T03:17:03.6Z,4,REGULAR,freethrow,2 of 2,[],1626159,,,1610612746,101,103,2021-12-19T03:17:30Z,6410000,,,0,,MISS J. Winslow Free Throw 2 of 2,[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,Missed,,,,,,,,,,,,,,,
653,PT00M06.90S,2021-12-19T03:17:04.5Z,4,REGULAR,rebound,defensive,[],1628983,,,1610612760,101,103,2021-12-19T03:17:30Z,6420000,,,0,,S. Gilgeous-Alexander REBOUND (Off:1 Def:2),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,652.0,3.0,2.0,1.0,,,,,,,
654,PT00M06.90S,2021-12-19T03:17:33.2Z,4,REGULAR,timeout,full,['team'],0,,,1610612760,101,103,2021-12-19T03:17:33Z,6430000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,PT00M06.90S,2021-12-19T03:18:01.6Z,4,REGULAR,substitution,out,[],202324,,,1610612760,101,103,2021-12-19T03:18:43Z,6440000,,,0,,SUB out: D. Favors,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,,
656,PT00M06.90S,2021-12-19T03:18:01.6Z,4,REGULAR,substitution,in,[],1630581,,,1610612760,101,103,2021-12-19T03:18:43Z,6450000,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
657,PT00M00.90S,2021-12-19T03:19:09.7Z,4,REGULAR,3pt,Jump Shot,[],1628983,29.6484888304862,17.647058823529413,1610612760,104,103,2021-12-19T03:19:16Z,6460000,162.0,226.0,1,left,S. Gilgeous-Alexander 27' 3PT step back (18 PTS) (M. Muscala 1 AST),"[1628983, 203488]",1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,27.81,Made,18.0,M. Muscala,203488.0,1.0,,,,,,,,,,,
659,PT00M00.00S,2021-12-19T03:19:26.9Z,4,REGULAR,instantreplay,request,[],0,,,1610612746,104,103,2021-12-19T03:19:38Z,6480000,,,0,,,[],,,stands,,,,,,,,,202058.0,,,,,,,,,,,,,,,,,,,,End Period - Good Basket
660,PT00M00.00S,2021-12-19T03:20:45.8Z,4,REGULAR,period,end,[],0,,,1610612746,104,103,2021-12-19T03:20:45Z,6490000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,PT00M00.00S,2021-12-19T03:20:47.4Z,4,REGULAR,game,end,[],0,,,0,104,103,2021-12-19T03:20:47Z,6500000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
